symbol,kind,session_code,anchor_date,cluster_high_high,cluster_high_close,cluster_low_low,cluster_low_close,session_open,session_close
ES,monthly,RR,2015-10-01,1917.25,1914.25,1898.25,1901.75,1913.0,1910.75
ES,monthly,RR,2015-11-05,2103.25,2102.0,2088.5,2089.25,2097.25,2089.25
ES,monthly,RR,2015-12-03,2084.5,2080.5,2065.25,2067.25,2081.5,2068.25
ES,monthly,RR,2016-01-07,1960.75,1958.5,1945.0,1946.0,1948.5,1957.5
ES,monthly,RR,2016-02-04,1917.75,1916.75,1893.75,1896.25,1901.5,1916.25
ES,monthly,RR,2016-03-03,1982.25,1980.5,1974.75,1975.0,1982.25,1979.5
ES,monthly,RR,2016-04-07,2051.0,2049.5,2040.25,2040.75,2047.0,2040.75
ES,monthly,RR,2016-05-05,2055.0,2054.5,2047.5,2048.5,2050.75,2048.5
ES,monthly,RR,2016-06-02,2093.5,2092.75,2086.75,2088.0,2092.25,2090.25
ES,monthly,RR,2016-07-07,2102.0,2101.5,2094.0,2096.75,2094.25,2100.5
ES,monthly,RR,2016-08-04,2162.0,2161.5,2154.0,2154.25,2158.75,2156.75
ES,monthly,RR,2016-09-01,2172.25,2171.25,2160.25,2160.75,2168.25,2160.75
ES,monthly,RR,2016-10-06,2151.75,2148.25,2144.5,2145.5,2150.0,2147.5
ES,monthly,RR,2016-11-03,2097.75,2096.75,2091.5,2093.0,2095.0,2095.75
ES,monthly,RR,2016-12-01,2202.0,2199.75,2194.5,2196.25,2201.75,2197.25
ES,monthly,RR,2017-01-05,2265.25,2264.5,2260.5,2262.25,2261.75,2264.5
ES,monthly,RR,2017-02-02,2274.75,2274.25,2266.75,2268.75,2270.75,2272.75
ES,monthly,RR,2017-03-02,2393.0,2391.0,2387.0,2387.25,2392.75,2389.5
ES,monthly,RR,2017-04-06,2355.0,2353.75,2345.0,2346.25,2350.5,2353.75
ES,monthly,RR,2017-05-04,2387.75,2386.0,2381.25,2381.25,2386.75,2386.0
ES,monthly,RR,2017-06-01,2417.5,2417.0,2412.75,2413.75,2415.75,2415.5
ES,monthly,RR,2017-07-06,2422.25,2421.25,2410.25,2412.25,2420.75,2413.75
ES,monthly,RR,2017-08-03,2473.0,2472.5,2468.25,2469.0,2473.0,2471.75
ES,monthly,RR,2017-09-07,2468.75,2467.75,2460.0,2461.0,2468.5,2461.0
ES,monthly,RR,2017-10-05,2541.0,2540.75,2537.25,2538.75,2538.5,2540.0
ES,monthly,RR,2017-11-02,2576.0,2575.75,2562.25,2563.5,2574.5,2567.0
ES,monthly,RR,2017-12-07,2633.75,2632.75,2626.25,2628.5,2627.75,2632.75
ES,monthly,RR,2018-01-04,2727.0,2727.0,2718.25,2720.75,2719.25,2727.0
ES,monthly,RR,2018-02-01,2826.0,2824.25,2814.5,2817.5,2817.0,2821.0
ES,monthly,RR,2018-03-01,2720.0,2719.25,2698.5,2700.75,2713.5,2719.25
ES,monthly,RR,2018-04-05,2662.75,2662.25,2651.0,2653.5,2660.75,2656.25
ES,monthly,RR,2018-05-03,2624.5,2622.75,2603.0,2605.75,2623.5,2605.75
ES,monthly,RR,2018-06-07,2779.5,2778.5,2771.0,2771.75,2776.25,2772.0
ES,monthly,RR,2018-07-05,2732.75,2729.5,2722.75,2724.5,2729.5,2724.5
ES,monthly,RR,2018-08-02,2810.5,2809.5,2795.0,2798.5,2797.25,2808.75
ES,monthly,RR,2018-09-06,2893.0,2892.75,2879.5,2881.75,2889.75,2884.75
ES,monthly,RR,2018-10-04,2924.0,2922.0,2905.5,2907.0,2923.75,2908.25
ES,monthly,RR,2018-11-01,2726.0,2725.75,2707.75,2712.75,2720.5,2722.5
ES,monthly,RR,2018-12-06,2669.25,2667.75,2643.5,2644.5,2656.75,2656.0
ES,monthly,RR,2019-01-03,2493.5,2488.5,2454.75,2458.5,2490.5,2463.75
ES,monthly,RR,2019-02-07,2717.0,2715.75,2705.5,2706.25,2711.75,2715.75
ES,monthly,RR,2019-03-07,2767.75,2764.5,2741.75,2743.5,2766.25,2748.5
ES,monthly,RR,2019-04-04,2885.75,2884.25,2877.75,2878.25,2878.75,2878.25
ES,monthly,RR,2019-05-02,2932.75,2932.25,2919.25,2921.5,2922.75,2929.25
ES,monthly,RR,2019-06-06,2834.75,2831.75,2823.75,2824.0,2830.75,2824.0
ES,monthly,RR,2019-07-04,3002.75,3002.25,3001.25,3001.5,3002.5,3001.75
ES,monthly,RR,2019-08-01,3002.25,3002.0,2980.0,2986.0,2981.25,3002.0
ES,monthly,RR,2019-09-05,2986.5,2986.25,2964.5,2966.75,2966.0,2980.5
ES,monthly,RR,2019-10-03,2891.5,2890.25,2855.0,2859.25,2885.25,2877.25
ES,monthly,RR,2019-11-07,3094.5,3093.5,3087.25,3088.0,3088.0,3091.75
ES,monthly,RR,2019-12-05,3120.25,3116.25,3103.25,3104.25,3120.25,3110.0
ES,monthly,RR,2020-01-02,3251.0,3249.5,3236.5,3238.5,3246.5,3240.25
ES,monthly,RR,2020-02-06,3345.5,3342.25,3332.75,3335.5,3344.0,3336.5
ES,monthly,RR,2020-03-05,3067.5,3061.0,3035.25,3039.25,3047.0,3052.5
ES,monthly,RR,2020-04-02,2486.5,2485.75,2441.25,2444.5,2447.75,2485.75
ES,monthly,RR,2020-05-07,2886.75,2884.75,2868.75,2872.0,2874.5,2876.75
ES,monthly,RR,2020-06-04,3123.25,3122.25,3106.5,3108.75,3107.75,3122.25
ES,monthly,RR,2020-07-02,3156.5,3153.0,3135.0,3135.5,3142.0,3135.5
ES,monthly,RR,2020-08-06,3325.75,3325.25,3313.0,3313.25,3313.75,3324.0
ES,monthly,RR,2020-09-03,3563.5,3560.75,3519.25,3522.25,3558.0,3527.0
ES,monthly,RR,2020-10-01,3387.5,3383.5,3355.75,3361.0,3377.25,3361.75
ES,monthly,RR,2020-11-05,3522.5,3520.75,3488.75,3493.5,3492.25,3509.25
ES,monthly,RR,2020-12-03,3679.5,3678.0,3666.5,3668.0,3667.0,3675.5
ES,monthly,RR,2021-01-07,3797.25,3794.5,3763.75,3769.5,3765.75,3794.5
ES,monthly,RR,2021-02-04,3847.25,3846.5,3830.5,3832.75,3832.25,3840.75
ES,monthly,RR,2021-03-04,3835.75,3834.5,3788.0,3789.0,3814.25,3805.25
ES,monthly,RR,2021-04-01,3996.0,3996.0,3985.0,3987.25,3988.0,3996.0
ES,monthly,RR,2021-05-06,4167.0,4166.5,4140.5,4142.5,4162.25,4146.75
ES,monthly,RR,2021-06-03,4184.5,4182.5,4165.25,4165.75,4181.0,4178.75
ES,monthly,RR,2021-07-01,4302.0,4300.75,4293.25,4294.25,4294.0,4299.25
ES,monthly,RR,2021-08-05,4412.75,4412.25,4402.0,4406.25,4406.0,4408.25
ES,monthly,RR,2021-09-02,4544.0,4540.75,4534.0,4534.5,4537.0,4538.75
ES,monthly,RR,2021-10-07,4421.5,4418.75,4386.75,4399.0,4388.25,4418.75
ES,monthly,RR,2021-11-04,4674.5,4673.0,4654.5,4655.75,4658.0,4671.25
ES,monthly,RR,2021-12-02,4566.75,4564.25,4506.25,4509.25,4510.25,4553.25
ES,monthly,RR,2022-01-06,4712.0,4707.75,4662.0,4668.75,4687.25,4684.25
ES,monthly,RR,2022-02-03,4532.75,4529.75,4505.0,4507.0,4514.25,4529.75
ES,monthly,RR,2022-03-03,4414.0,4405.0,4373.75,4378.0,4407.5,4380.25
ES,monthly,RR,2022-04-07,4486.75,4481.0,4462.5,4466.0,4466.0,4466.0
ES,monthly,RR,2022-05-05,4252.0,4244.25,4182.75,4186.0,4251.0,4186.0
ES,monthly,RR,2022-06-02,4108.0,4105.25,4072.25,4075.0,4096.5,4081.5
ES,monthly,RR,2022-07-07,3891.75,3890.5,3866.5,3878.5,3867.0,3884.5
ES,monthly,RR,2022-08-04,4163.0,4160.25,4144.5,4146.75,4155.75,4146.75
ES,monthly,RR,2022-09-01,3938.0,3932.75,3908.75,3912.5,3932.0,3929.5
ES,monthly,RR,2022-10-06,3811.5,3804.5,3760.0,3760.5,3780.5,3760.5
ES,monthly,RR,2022-11-03,3745.0,3742.75,3704.25,3708.5,3732.0,3742.75
ES,monthly,RR,2022-12-01,4110.0,4101.0,4057.75,4060.0,4095.25,4060.0
ES,monthly,RR,2023-01-05,3853.5,3845.25,3823.5,3827.5,3852.75,3837.25
ES,monthly,RR,2023-02-02,4176.0,4171.75,4153.25,4158.0,4173.75,4171.75
ES,monthly,RR,2023-03-02,3949.25,3948.0,3931.0,3935.0,3935.0,3948.0
ES,monthly,RR,2023-04-06,4113.0,4111.25,4096.5,4098.75,4107.75,4108.5
ES,monthly,RR,2023-05-04,4098.25,4096.75,4065.0,4065.0,4095.25,4065.0
ES,monthly,RR,2023-06-01,4197.5,4195.5,4178.0,4180.75,4191.25,4190.0
ES,monthly,RR,2023-07-06,4446.0,4439.0,4423.75,4425.0,4443.75,4426.5
ES,monthly,RR,2023-08-03,4526.0,4521.25,4506.25,4506.5,4513.25,4506.5
ES,monthly,RR,2023-09-07,4451.0,4448.25,4434.75,4436.75,4438.0,4438.75
ES,monthly,RR,2023-10-05,4299.5,4295.0,4273.0,4275.75,4290.75,4280.75
ES,monthly,RR,2023-11-02,4312.5,4310.25,4293.75,4298.25,4294.0,4310.25
ES,monthly,RR,2023-12-07,4587.25,4586.75,4569.75,4571.25,4576.5,4586.75
ES,monthly,RR,2024-01-04,4758.5,4757.75,4737.75,4742.75,4739.5,4754.5
ES,monthly,RR,2024-02-01,4899.25,4898.75,4879.25,4887.25,4883.25,4898.75
ES,monthly,RR,2024-03-07,5153.5,5153.5,5133.25,5139.25,5143.0,5153.5
ES,monthly,RR,2024-04-04,5307.0,5305.5,5294.25,5295.75,5305.25,5298.5
ES,monthly,RR,2024-05-02,5088.75,5072.5,5036.25,5038.5,5083.25,5061.5
ES,monthly,RR,2024-06-06,5373.25,5373.0,5362.25,5362.5,5369.25,5369.5
ES,monthly,RR,2024-07-04,5595.5,5592.25,5585.25,5585.5,5595.25,5586.25
ES,monthly,RR,2024-08-01,5600.75,5598.25,5549.75,5550.25,5578.0,5550.25
ES,monthly,RR,2024-09-05,5557.25,5554.0,5525.5,5526.5,5528.25,5549.25
ES,monthly,RR,2024-10-03,5770.0,5767.5,5739.0,5742.25,5744.5,5742.5
ES,monthly,RR,2024-11-07,5990.5,5989.25,5976.0,5978.25,5977.0,5988.75
ES,monthly,RR,2024-12-05,6104.75,6103.25,6093.25,6093.5,6098.75,6093.5
ES,monthly,RR,2025-01-02,5985.0,5979.5,5934.5,5935.75,5967.75,5951.0
ES,monthly,RR,2025-02-06,6105.0,6101.0,6092.0,6093.25,6103.75,6093.25
ES,monthly,RR,2025-03-06,5806.5,5803.75,5753.25,5755.0,5773.75,5803.75
ES,monthly,RR,2025-04-03,5540.5,5537.5,5475.5,5478.75,5512.0,5490.75
ES,monthly,RR,2025-05-01,5663.5,5661.5,5627.25,5628.75,5645.0,5661.5
ES,monthly,RR,2025-06-05,5997.75,5984.25,5957.5,5960.25,5995.0,5980.0
