symbol,pair_day,day_num,asia_range_mid,win_start,win_end,sequence_open,combined_high,combined_low,combined_high_time,combined_low_time,combined_high_where,combined_low_where,cycle_pair,combined_high_pct_change,combined_low_pct_change,AS_high,AS_low,AS_high_time,AS_low_time,AS_high_pct_change,AS_low_pct_change,TO_high,TO_low,TO_high_time,TO_low_time,TO_high_pct_change,TO_low_pct_change,OR_high,OR_low,OR_high_time,OR_low_time,OR_high_pct_change,OR_low_pct_change,OS_high,OS_low,OS_high_time,OS_low_time,OS_high_pct_change,OS_low_pct_change,AR_model,AR_box_direction,AR_trade_direction,AS_breakout_dir,AS_session_true,AS_box_direction,OR_model,OR_box_direction,OR_trade_direction,OS_breakout_dir,OS_session_true,OS_box_direction,win_start_idx,win_start_scaled,win_end_idx,win_end_scaled,combined_high_idx,combined_high_scaled,combined_low_idx,combined_low_scaled,AS_high_idx,AS_high_scaled,AS_low_idx,AS_low_scaled,TO_high_idx,TO_high_scaled,TO_low_idx,TO_low_scaled,OR_high_idx,OR_high_scaled,OR_low_idx,OR_low_scaled,OS_high_idx,OS_high_scaled,OS_low_idx,OS_low_scaled
ES,2008-01-16,2,1379.875,20:30,08:25,1379.75,1389.25,1369.0,03:20,07:20,OR,OS,ODR-ODRRange,0.6794093667904701,-0.7881148654769453,1385.0,1376.25,01:35,23:00,0.371410453845457,-0.2627049551589818,1387.75,1384.5,02:30,02:05,0.570703868103995,0.33517528761663196,1389.25,1385.25,03:20,03:50,0.6794093667904701,0.38952803695986954,1386.75,1369.0,04:10,07:20,0.49823353564634476,-0.7881148654769453,RC,down,Long,Long,False,down,UXP,down,Short,Short,True,down,0.0,0.0,23.0,1.0,13.0,0.5652173913043478,21.0,0.9130434782608695,10.0,0.43478260869565216,5.0,0.21739130434782608,12.0,0.5217391304347826,11.0,0.4782608695652174,13.0,0.5652173913043478,14.0,0.6086956521739131,15.0,0.6521739130434783,21.0,0.9130434782608695
ES,2008-01-17,3,1345.375,20:30,08:25,1345.0,1360.5,1344.5,08:10,21:45,OS,AS,Asia-ODR,1.1242218712254948,-0.06503762891387159,1351.25,1344.5,01:30,21:45,0.43668122270742354,-0.06503762891387159,1353.0,1349.0,02:20,02:00,0.5667564805351668,0.2694416055003252,1353.5,1346.25,03:00,03:15,0.603920839914522,0.06503762891387159,1360.5,1344.75,08:10,04:05,1.1242218712254948,-0.046455449224194,DXP,up,Long,Long,True,up,UXP,down,Short,Short,False,down,0.0,0.0,23.0,1.0,23.0,1.0,2.0,0.08695652173913043,10.0,0.43478260869565216,2.0,0.08695652173913043,11.0,0.4782608695652174,11.0,0.4782608695652174,13.0,0.5652173913043478,13.0,0.5652173913043478,23.0,1.0,15.0,0.6521739130434783
ES,2008-01-18,4,1326.875,20:30,08:25,1326.5,1326.75,1256.25,20:30,06:55,AS,OS,Asia-ODR,-0.009420631182289214,-5.322656617993406,1326.75,1317.75,20:30,01:50,-0.009420631182289214,-0.6877060763071127,1317.75,1306.25,02:00,02:50,-0.6877060763071127,-1.5544041450777202,1308.75,1282.25,03:00,03:10,-1.3659915214319358,-3.3631653320772488,1297.0,1256.25,04:35,06:55,-2.251530852567122,-5.322656617993406,DXP,down,Short,Short,True,down,DXP,down,Short,Short,True,down,0.0,0.0,23.0,1.0,0.0,0.0,20.0,0.8695652173913043,0.0,0.0,10.0,0.43478260869565216,11.0,0.4782608695652174,12.0,0.5217391304347826,13.0,0.5652173913043478,13.0,0.5652173913043478,16.0,0.6956521739130435,20.0,0.8695652173913043
ES,2008-01-21,5,1263.125,20:30,08:25,1265.0,1305.0,1255.5,08:20,02:00,OS,TO,ODR-TransODR,3.3151904997525974,-0.6036615536862939,1274.0,1255.75,22:05,01:15,0.8609599208312717,-0.5838693715982187,1259.5,1255.5,02:00,02:00,-0.28698664027709053,-0.6036615536862939,1256.75,1255.5,03:50,03:00,-0.5047006432459178,-0.6036615536862939,1305.0,1255.5,08:20,04:25,3.3151904997525974,-0.6036615536862939,DXP,flat,Long,Long,False,flat,DXP,up,Long,Long,True,up,0.0,0.0,23.0,1.0,23.0,1.0,11.0,0.4782608695652174,3.0,0.13043478260869565,9.0,0.391304347826087,11.0,0.4782608695652174,11.0,0.4782608695652174,14.0,0.6086956521739131,13.0,0.5652173913043478,23.0,1.0,15.0,0.6521739130434783
ES,2008-01-22,1,1306.625,20:30,08:25,1305.5,1318.75,1271.0,03:10,08:20,OR,OS,ODR-ODRRange,0.9279632641346982,-2.7264900028699897,1306.25,1292.5,20:55,23:05,-0.028699894767052522,-1.0810293695589783,1309.75,1299.25,02:50,02:10,0.23916578972543767,-0.5644312637520329,1318.75,1306.0,03:10,03:50,0.9279632641346982,-0.04783315794508753,1308.5,1271.0,04:00,08:20,0.1434994738352626,-2.7264900028699897,UX,down,Short,Short,True,down,UX,down,Short,Short,True,down,0.0,0.0,23.0,1.0,13.0,0.5652173913043478,23.0,1.0,0.0,0.0,5.0,0.21739130434782608,12.0,0.5217391304347826,11.0,0.4782608695652174,13.0,0.5652173913043478,14.0,0.6086956521739131,15.0,0.6521739130434783,23.0,1.0
ES,2008-01-23,2,1344.125,20:30,08:25,1344.25,1354.0,1333.25,06:05,05:05,OS,OS,ODR-ODR,0.7346786943178648,-0.8090765367804333,1348.5,1339.0,23:55,22:00,0.32549056077373756,-0.38128894262066404,1349.75,1340.5,02:15,02:05,0.41848786385194836,-0.26969217892681113,1345.75,1335.5,03:05,03:20,0.12089649400167395,-0.6416813912396541,1354.0,1333.25,06:05,05:05,0.7346786943178648,-0.8090765367804333,UXP,down,Short,Short,False,down,D,up,Short,Short,False,up,0.0,0.0,23.0,1.0,19.0,0.8260869565217391,17.0,0.7391304347826086,6.0,0.2608695652173913,3.0,0.13043478260869565,11.0,0.4782608695652174,11.0,0.4782608695652174,13.0,0.5652173913043478,13.0,0.5652173913043478,19.0,0.8260869565217391,17.0,0.7391304347826086
ES,2008-01-24,3,1358.125,20:30,08:25,1358.25,1367.0,1354.5,03:20,23:30,OR,AS,Asia-ODRRange,0.6534744592728946,-0.266912103083295,1362.75,1354.5,01:00,23:30,0.34054302807179015,-0.266912103083295,1365.25,1359.75,02:45,02:05,0.5246203405430281,0.11965025310630466,1367.0,1363.5,03:20,03:00,0.6534744592728946,0.3957662218131615,1366.25,1356.5,04:00,04:45,0.5982512655315232,-0.11965025310630466,UXP,up,Long,Long,False,up,UXP,up,Short,Short,True,up,0.0,0.0,23.0,1.0,13.0,0.5652173913043478,6.0,0.2608695652173913,9.0,0.391304347826087,6.0,0.2608695652173913,12.0,0.5217391304347826,11.0,0.4782608695652174,13.0,0.5652173913043478,13.0,0.5652173913043478,15.0,0.6521739130434783,16.0,0.6956521739130435
ES,2008-01-25,4,1330.25,20:30,08:25,1329.0,1332.5,1310.25,08:20,01:20,OS,AS,Asia-ODR,0.1691411388836685,-1.5034767900770531,1332.25,1310.25,21:35,01:20,0.15034767900770532,-1.5034767900770531,1320.0,1313.75,02:20,02:00,-0.7705318549144897,-1.2403683518135689,1327.75,1319.25,03:50,03:00,-0.18793459875963164,-0.8269122345423793,1332.5,1321.5,08:20,06:30,0.1691411388836685,-0.6577710956587107,DXP,down,Short,Short,True,down,DXP,up,Long,Long,True,up,0.0,0.0,23.0,1.0,23.0,1.0,9.0,0.391304347826087,2.0,0.08695652173913043,9.0,0.391304347826087,11.0,0.4782608695652174,11.0,0.4782608695652174,14.0,0.6086956521739131,13.0,0.5652173913043478,23.0,1.0,20.0,0.8695652173913043
ES,2008-01-28,5,1355.25,20:30,08:25,1354.75,1361.75,1350.25,08:20,03:05,OS,OR,ODR-ODRRange,0.4796163069544364,-0.3689356207341819,1357.0,1351.75,00:25,22:30,0.12912746725696364,-0.2582549345139273,1355.75,1352.25,02:10,02:05,0.036893562073418186,-0.22136137244050913,1354.75,1350.25,03:20,03:05,-0.036893562073418186,-0.3689356207341819,1361.75,1354.25,08:20,04:00,0.4796163069544364,-0.07378712414683637,UXP,down,Short,Short,True,down,DX,up,Long,Long,True,up,0.0,0.0,23.0,1.0,23.0,1.0,13.0,0.5652173913043478,7.0,0.30434782608695654,4.0,0.17391304347826086,11.0,0.4782608695652174,11.0,0.4782608695652174,13.0,0.5652173913043478,13.0,0.5652173913043478,23.0,1.0,15.0,0.6521739130434783
ES,2008-01-29,1,1359.625,20:30,08:25,1360.0,1362.0,1353.0,21:45,04:20,AS,OS,Asia-ODR,0.17468051852532868,-0.4872667095706537,1362.0,1355.5,21:45,01:40,0.17468051852532868,-0.3033924795439919,1356.25,1353.25,02:00,02:50,-0.2482302105359934,-0.4688792865679875,1357.75,1353.5,03:40,03:10,-0.13790567251999633,-0.45049186356532134,1362.0,1353.0,06:35,04:20,0.17468051852532868,-0.4872667095706537,RC,flat,Long,Long,False,flat,DXP,up,Long,Long,True,up,0.0,0.0,23.0,1.0,2.0,0.08695652173913043,15.0,0.6521739130434783,2.0,0.08695652173913043,10.0,0.43478260869565216,11.0,0.4782608695652174,12.0,0.5217391304347826,14.0,0.6086956521739131,13.0,0.5652173913043478,20.0,0.8695652173913043,15.0,0.6521739130434783
