symbol,kind,session_code,anchor_date,cluster_high_high,cluster_high_close,cluster_low_low,cluster_low_close,session_open,session_close
ES,darkpool,AR,2010-11-12,1199.0,1199.0,1197.0,1197.5,1197.25,1199.0
ES,darkpool,AR,2010-11-19,1206.0,1205.75,1204.0,1204.0,1204.75,1205.75
ES,darkpool,AR,2010-11-26,1189.75,1188.75,1184.0,1184.25,1189.75,1184.25
ES,darkpool,AR,2010-12-03,1224.0,1223.75,1222.75,1223.0,1224.0,1223.5
ES,darkpool,AR,2010-12-10,1240.5,1240.5,1237.75,1237.75,1240.0,1237.75
ES,darkpool,AR,2010-12-17,1239.75,1239.0,1237.75,1238.0,1239.75,1238.0
ES,darkpool,AR,2010-12-24,1248.0,1247.75,1246.25,1246.75,1247.0,1247.5
ES,darkpool,AR,2010-12-31,1257.5,1257.25,1256.0,1256.25,1256.0,1257.0
ES,darkpool,AR,2011-01-07,1266.75,1266.75,1264.25,1265.25,1264.5,1265.75
ES,darkpool,AR,2011-01-14,1288.5,1288.25,1287.0,1287.25,1287.5,1288.0
ES,darkpool,AR,2011-01-21,1281.0,1281.0,1278.0,1279.0,1278.5,1280.75
ES,darkpool,AR,2011-01-28,1271.0,1270.5,1267.0,1267.0,1267.75,1270.5
ES,darkpool,AR,2011-02-04,1307.0,1306.75,1306.0,1306.25,1306.75,1306.5
ES,darkpool,AR,2011-02-11,1327.75,1327.5,1326.75,1327.0,1327.75,1327.25
ES,darkpool,AR,2011-02-18,1340.25,1340.0,1338.5,1338.75,1340.25,1338.75
ES,darkpool,AR,2011-02-25,1315.5,1315.25,1313.5,1313.75,1314.5,1314.0
ES,darkpool,AR,2011-03-04,1321.75,1321.75,1316.0,1316.0,1320.0,1316.25
ES,darkpool,AR,2011-03-11,1305.75,1301.0,1295.75,1296.0,1297.25,1300.0
ES,darkpool,AR,2011-03-18,1281.75,1281.5,1277.25,1278.75,1277.25,1279.25
ES,darkpool,AR,2011-03-25,1311.75,1311.75,1309.75,1310.25,1311.0,1311.75
ES,darkpool,AR,2011-04-01,1329.5,1329.0,1328.0,1328.25,1329.0,1328.75
ES,darkpool,AR,2011-04-08,1329.75,1329.5,1327.25,1327.25,1329.0,1327.75
ES,darkpool,AR,2011-04-15,1317.5,1317.0,1315.5,1315.75,1317.0,1315.75
ES,darkpool,AR,2011-04-22,1334.25,1334.0,1332.25,1332.25,1332.25,1334.0
ES,darkpool,AR,2011-04-29,1365.0,1364.75,1361.75,1362.0,1362.0,1364.75
ES,darkpool,AR,2011-05-06,1342.25,1342.0,1339.25,1339.5,1341.0,1339.75
ES,darkpool,AR,2011-05-13,1331.25,1330.75,1326.75,1327.0,1331.0,1329.5
ES,darkpool,AR,2011-05-20,1326.25,1326.0,1323.25,1323.75,1323.5,1325.0
ES,darkpool,AR,2011-05-27,1331.0,1330.75,1329.0,1329.25,1330.25,1330.0
ES,darkpool,AR,2011-06-03,1299.0,1298.5,1294.75,1295.25,1295.0,1298.5
ES,darkpool,AR,2011-06-10,1271.5,1271.25,1268.75,1269.0,1269.0,1271.25
ES,darkpool,AR,2011-06-17,1265.0,1264.75,1262.0,1262.25,1262.5,1263.75
ES,darkpool,AR,2011-06-24,1260.75,1260.5,1258.5,1258.75,1260.25,1259.0
ES,darkpool,AR,2011-07-01,1334.0,1334.0,1333.5,1333.5,1334.0,1333.75
ES,darkpool,AR,2011-07-08,1336.5,1336.0,1333.0,1333.75,1333.5,1335.75
ES,darkpool,AR,2011-07-15,1312.25,1312.0,1307.5,1308.0,1311.5,1308.5
ES,darkpool,AR,2011-07-22,1331.0,1331.0,1328.5,1328.5,1329.75,1328.75
ES,darkpool,AR,2011-07-29,1307.0,1306.0,1304.0,1304.75,1306.5,1306.0
ES,darkpool,AR,2011-08-05,1178.5,1178.25,1170.75,1171.25,1173.75,1176.75
ES,darkpool,AR,2011-08-12,1186.5,1185.25,1178.75,1179.0,1178.75,1183.5
ES,darkpool,AR,2011-08-19,1121.5,1120.75,1115.25,1116.0,1115.25,1119.25
ES,darkpool,AR,2011-08-26,1179.5,1178.5,1175.0,1175.25,1175.25,1176.5
ES,darkpool,AR,2011-09-02,1166.75,1166.25,1162.75,1163.5,1163.25,1164.5
ES,darkpool,AR,2011-09-09,1150.75,1149.75,1147.0,1147.5,1148.25,1147.5
ES,darkpool,AR,2011-09-16,1198.0,1197.25,1195.0,1196.0,1195.75,1196.5
ES,darkpool,AR,2011-09-23,1144.5,1144.0,1136.25,1136.5,1143.25,1136.5
ES,darkpool,AR,2011-09-30,1126.75,1126.5,1122.5,1123.5,1126.0,1123.75
ES,darkpool,AR,2011-10-07,1166.25,1164.5,1159.0,1159.25,1160.0,1163.5
ES,darkpool,AR,2011-10-14,1224.5,1224.25,1221.25,1221.5,1222.5,1224.25
ES,darkpool,AR,2011-10-21,1234.25,1233.75,1228.75,1229.25,1229.0,1232.75
ES,darkpool,AR,2011-10-28,1275.75,1275.25,1273.25,1273.75,1274.5,1273.75
ES,darkpool,AR,2011-11-04,1254.25,1254.0,1249.5,1249.75,1253.0,1249.75
ES,darkpool,AR,2011-11-11,1268.5,1268.5,1266.0,1266.0,1267.5,1268.0
ES,darkpool,AR,2011-11-18,1206.0,1204.5,1202.5,1202.75,1206.0,1202.75
ES,darkpool,AR,2011-11-25,1179.5,1179.25,1172.5,1173.25,1172.5,1179.25
ES,darkpool,AR,2011-12-02,1252.5,1252.25,1250.25,1250.25,1251.75,1251.5
ES,darkpool,AR,2011-12-09,1258.0,1257.75,1254.75,1255.25,1255.25,1257.5
ES,darkpool,AR,2011-12-16,1210.75,1210.5,1205.75,1206.0,1206.0,1208.25
ES,darkpool,AR,2012-01-06,1270.0,1269.75,1267.5,1268.0,1268.25,1269.5
ES,darkpool,AR,2012-01-13,1284.5,1284.0,1282.0,1282.0,1284.0,1282.0
ES,darkpool,AR,2012-01-20,1307.5,1307.25,1306.0,1306.5,1306.0,1307.0
ES,darkpool,AR,2012-01-27,1308.75,1308.25,1305.0,1305.75,1306.75,1305.75
ES,darkpool,AR,2012-02-03,1337.25,1337.0,1335.0,1335.5,1336.75,1335.5
ES,darkpool,AR,2012-02-10,1346.25,1345.75,1342.75,1342.75,1346.0,1344.5
ES,darkpool,AR,2012-02-17,1368.75,1368.5,1367.25,1367.25,1368.25,1367.75
ES,darkpool,AR,2012-02-24,1362.5,1362.25,1361.0,1361.25,1362.25,1362.25
ES,darkpool,AR,2012-03-02,1369.5,1369.5,1367.75,1368.25,1368.75,1368.75
ES,darkpool,AR,2012-03-09,1372.25,1372.0,1370.0,1370.25,1371.5,1370.25
ES,darkpool,AR,2012-03-16,1401.75,1401.0,1397.75,1398.0,1398.0,1400.75
ES,darkpool,AR,2012-03-23,1398.0,1397.75,1396.5,1396.75,1397.0,1396.75
ES,darkpool,AR,2012-03-30,1409.75,1409.5,1408.25,1408.5,1409.5,1409.0
ES,darkpool,AR,2012-04-06,1375.25,1375.0,1373.5,1373.75,1374.0,1374.0
ES,darkpool,AR,2012-04-13,1365.5,1365.25,1362.25,1362.5,1363.0,1364.75
ES,darkpool,AR,2012-04-20,1374.75,1374.75,1372.5,1372.75,1372.5,1374.25
ES,darkpool,AR,2012-04-27,1401.25,1400.75,1398.0,1398.25,1400.5,1398.75
ES,darkpool,AR,2012-05-04,1351.0,1350.5,1346.75,1348.0,1348.25,1349.5
ES,darkpool,AR,2012-05-11,1349.25,1348.75,1344.0,1344.0,1345.0,1348.75
ES,darkpool,AR,2012-05-18,1297.5,1297.5,1293.0,1293.25,1293.25,1296.25
ES,darkpool,AR,2012-05-25,1325.5,1324.75,1321.25,1321.5,1321.25,1324.75
ES,darkpool,AR,2012-06-01,1266.0,1266.0,1263.25,1263.75,1263.25,1265.5
ES,darkpool,AR,2012-06-08,1344.25,1344.25,1341.25,1342.0,1343.5,1343.5
ES,darkpool,AR,2012-06-15,1347.0,1346.25,1342.75,1343.25,1343.25,1345.75
ES,darkpool,AR,2012-06-22,1323.75,1323.5,1320.25,1320.25,1323.75,1320.25
ES,darkpool,AR,2012-06-29,1359.5,1358.75,1353.25,1354.0,1359.5,1354.0
ES,darkpool,AR,2012-07-06,1348.75,1348.75,1347.75,1348.0,1348.0,1348.25
ES,darkpool,AR,2012-07-13,1350.5,1350.5,1349.0,1349.25,1349.75,1349.5
ES,darkpool,AR,2012-07-20,1354.25,1354.0,1351.5,1352.25,1354.0,1353.25
ES,darkpool,AR,2012-07-27,1380.5,1380.5,1377.0,1377.25,1380.25,1377.5
ES,darkpool,AR,2012-08-03,1391.0,1390.75,1388.75,1389.5,1389.25,1390.5
ES,darkpool,AR,2012-08-10,1401.5,1401.5,1398.75,1399.0,1400.75,1399.25
ES,darkpool,AR,2012-08-17,1416.0,1416.0,1414.5,1414.75,1415.5,1415.25
ES,darkpool,AR,2012-08-24,1412.75,1412.5,1410.25,1410.75,1412.5,1411.25
ES,darkpool,AR,2012-08-31,1403.5,1401.75,1397.0,1397.25,1403.5,1397.25
ES,darkpool,AR,2012-09-07,1436.75,1436.75,1435.25,1435.25,1436.5,1435.5
ES,darkpool,AR,2012-09-14,1456.75,1456.75,1454.5,1454.75,1456.75,1454.75
ES,darkpool,AR,2012-09-21,1453.25,1453.25,1452.5,1452.5,1452.75,1453.0
ES,darkpool,AR,2012-09-28,1433.0,1432.25,1429.0,1429.25,1429.25,1432.25
ES,darkpool,AR,2012-10-05,1455.0,1454.75,1452.25,1453.25,1453.25,1454.5
ES,darkpool,AR,2012-10-12,1422.0,1421.75,1416.5,1416.75,1420.75,1417.5
ES,darkpool,AR,2012-10-19,1425.25,1425.0,1420.75,1421.75,1421.25,1425.0
ES,darkpool,AR,2012-10-26,1405.25,1404.75,1401.5,1402.25,1401.5,1404.5
ES,darkpool,AR,2012-11-02,1408.25,1408.0,1406.5,1407.25,1406.5,1407.75
ES,darkpool,AR,2012-11-09,1376.75,1376.0,1372.5,1373.0,1373.25,1376.0
ES,darkpool,AR,2012-11-16,1364.25,1364.0,1362.25,1362.75,1364.0,1363.5
ES,darkpool,AR,2012-11-23,1401.75,1401.75,1400.0,1400.5,1401.25,1400.5
ES,darkpool,AR,2012-11-30,1416.75,1416.5,1413.25,1413.5,1413.5,1416.5
ES,darkpool,AR,2012-12-07,1419.0,1419.0,1417.25,1417.75,1418.5,1417.75
ES,darkpool,AR,2012-12-14,1416.0,1415.25,1413.0,1413.5,1415.5,1413.5
ES,darkpool,AR,2012-12-21,1419.75,1419.25,1417.75,1418.25,1417.75,1419.25
ES,darkpool,AR,2012-12-28,1389.5,1389.0,1387.75,1388.0,1388.5,1388.5
ES,darkpool,AR,2013-01-04,1459.25,1459.25,1457.75,1457.75,1458.5,1457.75
ES,darkpool,AR,2013-01-11,1469.75,1469.5,1467.75,1468.0,1468.25,1468.75
ES,darkpool,AR,2013-01-18,1480.5,1479.5,1478.75,1478.75,1480.5,1479.0
ES,darkpool,AR,2013-01-25,1497.5,1497.25,1495.25,1495.5,1495.5,1497.0
ES,darkpool,AR,2013-02-01,1508.25,1507.75,1506.25,1506.25,1507.5,1507.75
ES,darkpool,AR,2013-02-08,1514.25,1514.25,1513.25,1513.25,1514.0,1513.5
ES,darkpool,AR,2013-02-15,1517.75,1517.5,1515.5,1515.5,1516.0,1517.25
ES,darkpool,AR,2013-02-22,1515.0,1515.0,1513.25,1513.25,1515.0,1513.75
ES,darkpool,AR,2013-03-01,1514.0,1513.75,1513.25,1513.25,1514.0,1513.25
ES,darkpool,AR,2013-03-08,1548.75,1548.75,1547.25,1547.5,1548.0,1547.75
ES,darkpool,AR,2013-03-15,1539.0,1538.0,1536.0,1536.25,1538.5,1537.25
ES,darkpool,AR,2013-03-22,1558.25,1558.0,1553.5,1553.75,1554.25,1556.75
ES,darkpool,AR,2013-03-29,1564.0,1563.75,1562.0,1562.0,1563.5,1562.0
ES,darkpool,AR,2013-04-05,1548.25,1548.0,1545.5,1546.0,1548.0,1546.25
ES,darkpool,AR,2013-04-12,1581.0,1581.0,1580.25,1580.25,1580.5,1581.0
ES,darkpool,AR,2013-04-19,1551.5,1551.0,1550.0,1550.0,1550.75,1550.5
ES,darkpool,AR,2013-04-26,1576.0,1575.75,1573.75,1574.0,1575.0,1574.5
ES,darkpool,AR,2013-05-03,1610.5,1610.0,1608.5,1608.75,1610.25,1609.5
ES,darkpool,AR,2013-05-10,1624.5,1624.5,1622.0,1622.25,1623.0,1623.75
ES,darkpool,AR,2013-05-17,1663.5,1663.0,1662.0,1662.25,1663.5,1662.75
ES,darkpool,AR,2013-05-24,1654.25,1654.0,1649.5,1650.25,1654.25,1650.25
ES,darkpool,AR,2013-05-31,1632.75,1632.5,1628.25,1628.5,1631.5,1629.0
ES,darkpool,AR,2013-06-07,1639.5,1639.25,1636.25,1636.75,1636.5,1639.25
ES,darkpool,AR,2013-06-14,1624.25,1623.75,1620.25,1620.25,1620.5,1622.5
ES,darkpool,AR,2013-06-21,1586.25,1586.0,1581.75,1582.5,1582.25,1582.5
ES,darkpool,AR,2013-06-28,1599.25,1599.25,1595.5,1595.75,1598.25,1595.75
ES,darkpool,AR,2013-07-05,1632.0,1632.0,1630.25,1630.25,1630.75,1631.75
ES,darkpool,AR,2013-07-12,1672.0,1672.0,1670.75,1671.0,1671.0,1671.75
ES,darkpool,AR,2013-07-19,1692.25,1691.75,1690.5,1690.75,1691.5,1691.75
ES,darkpool,AR,2013-07-26,1687.25,1687.0,1686.25,1686.5,1686.5,1687.0
ES,darkpool,AR,2013-08-02,1703.0,1703.0,1701.75,1702.0,1702.5,1702.25
ES,darkpool,AR,2013-08-09,1684.5,1684.25,1683.0,1683.5,1683.5,1684.25
ES,darkpool,AR,2013-08-16,1653.0,1652.75,1651.0,1651.5,1651.5,1652.25
ES,darkpool,AR,2013-08-23,1661.5,1661.5,1660.5,1660.5,1661.5,1661.0
ES,darkpool,AR,2013-08-30,1642.0,1641.75,1639.75,1640.0,1640.75,1641.5
