asset,date,exit_time,direction,entry_price,stop_price,target_price,exit_price,r_pnl,reason
NQ,2020-04-28,2020-04-28 01:10:00,SHORT,8805.083333333334,8811.0,8777.0,8811.0,-1.0,STOP
NQ,2020-04-30,2020-04-30 09:35:00,LONG,8995.260416666666,8965.0625,9144.75,8965.0625,-1.0,STOP
NQ,2020-04-30,2020-04-30 16:05:00,SHORT,8928.03125,8933.6875,8901.25,8901.25,4.734806629834254,TARGET
NQ,2020-05-04,2020-05-04 09:55:00,SHORT,8695.583333333334,8723.75,8556.25,8723.75,-1.0,STOP
NQ,2020-05-05,2020-05-05 23:00:00,SHORT,8911.510416666666,8918.5625,8877.75,8918.5625,-1.0,STOP
NQ,2020-05-06,2020-05-06 20:00:00,SHORT,8959.583333333334,8965.75,8930.25,8965.75,-1.0,STOP
NQ,2020-05-10,2020-05-10 18:05:00,LONG,9200.395833333334,9194.375,9229.0,9194.375,-1.0,STOP
NQ,2020-05-13,2020-05-13 10:25:00,SHORT,9143.5,9173.0,8997.5,9173.0,-1.0,STOP
NQ,2020-05-15,2020-05-15 07:00:00,LONG,9043.458333333334,9023.25,9143.0,9023.25,-1.0,STOP
NQ,2020-05-17,2020-05-17 18:00:00,LONG,9096.041666666666,9085.25,9148.5,9114.5,1.7104247104248627,TIME
NQ,2020-05-19,2020-05-19 04:05:00,LONG,9345.0,9330.25,9417.25,9330.25,-1.0,STOP
NQ,2020-05-19,2020-05-19 20:05:00,SHORT,9320.770833333334,9330.625,9273.0,9330.625,-1.0,STOP
NQ,2020-05-20,2020-05-20 20:05:00,LONG,9478.5,9473.25,9503.25,9473.25,-1.0,STOP
NQ,2020-05-21,2020-05-21 19:20:00,SHORT,9386.072916666666,9393.9375,9348.25,9393.9375,-1.0,STOP
NQ,2020-05-24,2020-05-24 18:15:00,LONG,9398.375,9393.25,9422.5,9422.5,4.7073170731707314,TARGET
NQ,2020-05-25,2020-05-25 18:30:00,SHORT,9516.989583333334,9519.4375,9506.25,9519.4375,-1.0,STOP
NQ,2020-05-28,2020-05-28 00:15:00,LONG,9388.354166666666,9369.375,9481.75,9369.375,-1.0,STOP
NQ,2020-05-28,2020-05-28 21:45:00,SHORT,9420.010416666666,9428.0625,9381.25,9428.0625,-1.0,STOP
NQ,2020-05-31,2020-05-31 18:05:00,LONG,9529.447916666666,9516.9375,9590.5,9516.9375,-1.0,STOP
NQ,2020-06-08,2020-06-08 03:55:00,LONG,9811.166666666666,9798.0,9875.5,9798.0,-1.0,STOP
NQ,2020-06-08,2020-06-08 21:15:00,LONG,9866.510416666666,9859.3125,9901.0,9859.3125,-1.0,STOP
NQ,2020-06-10,2020-06-10 06:05:00,LONG,9975.447916666666,9966.9375,10016.5,9966.9375,-1.0,STOP
NQ,2020-06-11,2020-06-11 19:45:00,SHORT,9670.447916666666,9687.9375,9584.5,9687.9375,-1.0,STOP
NQ,2020-06-14,2020-06-14 22:15:00,SHORT,9567.895833333334,9583.375,9492.0,9583.375,-1.0,STOP
NQ,2020-06-18,2020-06-18 01:00:00,SHORT,9947.552083333334,9964.0625,9866.5,9964.0625,-1.0,STOP
NQ,2020-06-18,2020-06-18 21:05:00,LONG,9994.322916666666,9987.4375,10027.25,9987.4375,-1.0,STOP
NQ,2020-06-21,2020-06-21 21:35:00,SHORT,9947.364583333334,9968.4375,9843.5,9968.4375,-1.0,STOP
NQ,2020-06-22,2020-06-22 21:15:00,LONG,10096.104166666666,10083.375,10158.25,10083.375,-1.0,STOP
NQ,2020-06-24,2020-06-24 04:05:00,SHORT,10186.354166666666,10193.125,10154.0,10154.0,4.778461538461021,TARGET
NQ,2020-06-25,2020-06-25 04:20:00,SHORT,9982.71875,10000.8125,9893.75,10000.8125,-1.0,STOP
NQ,2020-06-26,2020-06-26 04:05:00,LONG,10054.291666666666,10040.75,10120.5,10040.75,-1.0,STOP
NQ,2020-06-29,2020-06-29 09:35:00,SHORT,9870.416666666666,9888.75,9780.25,9780.25,4.918181818181623,TARGET
NQ,2020-07-02,2020-07-02 16:05:00,SHORT,10342.510416666666,10347.8125,10317.5,10347.8125,-1.0,STOP
NQ,2020-07-05,2020-07-05 18:05:00,LONG,10350.958333333334,10345.5,10376.75,10376.75,4.7251908396940205,TARGET
NQ,2020-07-07,2020-07-07 02:00:00,LONG,10592.979166666666,10578.375,10664.5,10578.375,-1.0,STOP
NQ,2020-07-07,2020-07-07 20:15:00,SHORT,10550.447916666666,10559.6875,10505.75,10559.6875,-1.0,STOP
NQ,2020-07-14,2020-07-14 02:25:00,SHORT,10665.729166666666,10686.875,10561.5,10686.875,-1.0,STOP
NQ,2020-07-22,2020-07-22 05:45:00,SHORT,10829.416666666666,10839.25,10781.75,10839.25,-1.0,STOP
NQ,2020-07-23,2020-07-23 08:10:00,LONG,10877.291666666666,10864.75,10938.5,10864.75,-1.0,STOP
NQ,2020-07-28,2020-07-28 05:50:00,LONG,10657.916666666666,10637.5,10758.5,10637.5,-1.0,STOP
NQ,2020-07-28,2020-07-28 18:00:00,SHORT,10544.322916666666,10550.6875,10514.0,10550.6875,-1.0,STOP
NQ,2020-07-29,2020-07-29 21:35:00,LONG,10664.020833333334,10656.125,10702.0,10656.125,-1.0,STOP
NQ,2020-07-30,2020-07-30 16:10:00,LONG,10692.854166666666,10674.375,10783.75,10783.75,4.918827508455662,TARGET
NQ,2020-08-04,2020-08-04 03:00:00,LONG,11056.8125,11049.875,11090.0,11090.0,4.783783783783784,TARGET
NQ,2020-08-04,2020-08-04 16:00:00,LONG,11063.083333333334,11058.5,11084.5,11084.5,4.672727272726522,TARGET
NQ,2020-08-06,2020-08-06 07:30:00,SHORT,11076.041666666666,11080.5,11055.25,11080.5,-1.0,STOP
NQ,2020-08-06,2020-08-06 22:30:00,LONG,11232.510416666666,11222.0625,11283.25,11222.0625,-1.0,STOP
NQ,2020-08-11,2020-08-11 07:35:00,LONG,11103.3125,11092.125,11157.75,11092.125,-1.0,STOP
NQ,2020-08-17,2020-08-17 22:45:00,LONG,11286.25,11280.75,11312.25,11280.75,-1.0,STOP
NQ,2020-08-19,2020-08-19 08:15:00,LONG,11388.447916666666,11378.4375,11437.0,11378.4375,-1.0,STOP
NQ,2020-08-20,2020-08-20 06:30:00,SHORT,11314.791666666666,11333.75,11221.5,11333.75,-1.0,STOP
NQ,2020-08-21,2020-08-21 07:50:00,LONG,11453.520833333334,11439.125,11524.0,11439.125,-1.0,STOP
NQ,2020-08-31,2020-08-31 09:05:00,LONG,12011.427083333334,11995.0625,12091.75,11995.0625,-1.0,STOP
NQ,2020-09-02,2020-09-02 21:00:00,LONG,12381.760416666666,12370.0625,12438.75,12370.0625,-1.0,STOP
NQ,2020-09-04,2020-09-04 09:30:00,SHORT,11767.25,11804.5,11582.5,11804.5,-1.0,STOP
NQ,2020-09-07,2020-09-07 18:10:00,LONG,11513.28125,11507.6875,11539.75,11539.75,4.731843575418995,TARGET
NQ,2020-09-09,2020-09-09 00:20:00,SHORT,11117.5,11154.25,10935.25,11154.25,-1.0,STOP
NQ,2020-09-16,2020-09-16 02:10:00,LONG,11457.010416666666,11448.8125,11496.5,11448.8125,-1.0,STOP
NQ,2020-09-16,2020-09-16 20:20:00,SHORT,11282.822916666666,11294.9375,11223.75,11223.75,4.876182287188012,TARGET
NQ,2020-09-22,2020-09-22 05:20:00,LONG,10901.604166666666,10872.125,11047.5,11047.5,4.949116607773974,TARGET
NQ,2020-09-23,2020-09-23 08:05:00,LONG,11140.270833333334,11123.625,11222.0,11123.625,-1.0,STOP
NQ,2020-09-29,2020-09-29 10:30:00,LONG,11342.958333333334,11321.5,11448.75,11321.5,-1.0,STOP
NQ,2020-09-29,2020-09-29 22:45:00,LONG,11372.979166666666,11361.875,11427.0,11361.875,-1.0,STOP
NQ,2020-10-01,2020-10-01 18:30:00,LONG,11574.322916666666,11567.9375,11604.75,11567.9375,-1.0,STOP
NQ,2020-10-05,2020-10-05 19:05:00,LONG,11458.583333333334,11450.5,11497.5,11450.5,-1.0,STOP
NQ,2020-10-07,2020-10-07 01:35:00,SHORT,11291.0,11310.0,11197.5,11310.0,-1.0,STOP
NQ,2020-10-08,2020-10-08 18:15:00,LONG,11559.625,11554.5,11583.75,11583.75,4.7073170731707314,TARGET
NQ,2020-10-13,2020-10-13 09:30:00,LONG,12137.21875,12114.5625,12249.0,12114.5625,-1.0,STOP
NQ,2020-10-14,2020-10-14 22:50:00,SHORT,11951.46875,11964.5625,11887.5,11887.5,4.885441527446301,TARGET
NQ,2020-10-15,2020-10-15 23:20:00,LONG,11886.802083333334,11875.5625,11941.5,11875.5625,-1.0,STOP
NQ,2020-10-18,2020-10-18 18:40:00,SHORT,11872.166666666666,11888.5,11792.0,11888.5,-1.0,STOP
NQ,2020-10-21,2020-10-21 05:20:00,SHORT,11636.3125,11646.875,11585.0,11646.875,-1.0,STOP
NQ,2020-10-22,2020-10-22 04:25:00,SHORT,11654.34375,11667.3125,11591.0,11667.3125,-1.0,STOP
NQ,2020-10-25,2020-10-25 18:05:00,LONG,11652.958333333334,11647.0,11681.25,11647.0,-1.0,STOP
NQ,2020-10-28,2020-10-28 04:00:00,SHORT,11513.666666666666,11520.25,11482.25,11520.25,-1.0,STOP
NQ,2020-10-28,2020-10-28 21:00:00,SHORT,11204.28125,11220.6875,11123.75,11220.6875,-1.0,STOP
NQ,2020-10-30,2020-10-30 07:00:00,SHORT,11208.260416666666,11242.3125,11039.5,11242.3125,-1.0,STOP
NQ,2020-11-04,2020-11-04 10:20:00,LONG,11366.302083333334,11285.5625,11768.5,11768.5,4.981421752031951,TARGET
NQ,2020-11-04,2020-11-04 20:00:00,LONG,11781.760416666666,11769.0625,11843.75,11843.75,4.881870385562217,TARGET
NQ,2020-11-06,2020-11-06 03:05:00,SHORT,11991.3125,12007.625,11911.25,12007.625,-1.0,STOP
NQ,2020-11-09,2020-11-09 07:35:00,LONG,12112.177083333334,12052.5625,12408.75,12052.5625,-1.0,STOP
NQ,2020-11-11,2020-11-11 20:35:00,LONG,11861.541666666666,11850.0,11917.75,11850.0,-1.0,STOP
NQ,2020-11-16,2020-11-16 07:20:00,LONG,11940.25,11915.0,12065.0,11915.0,-1.0,STOP
NQ,2020-11-17,2020-11-17 00:25:00,LONG,12014.0,11997.25,12096.25,11997.25,-1.0,STOP
NQ,2020-11-17,2020-11-17 19:25:00,SHORT,11971.40625,11975.9375,11950.25,11950.25,4.6689655172413795,TARGET
NQ,2020-11-20,2020-11-20 07:00:00,LONG,11969.614583333334,11960.4375,12014.0,12014.0,4.836549375709035,TARGET
NQ,2020-11-22,2020-11-22 19:20:00,SHORT,11928.875,11940.25,11873.5,11940.25,-1.0,STOP
NQ,2020-11-29,2020-11-29 19:20:00,LONG,12293.333333333334,12284.25,12337.25,12284.25,-1.0,STOP
NQ,2020-12-04,2020-12-04 16:30:00,LONG,12515.947916666666,12511.6875,12535.75,12511.6875,-1.0,STOP
NQ,2020-12-09,2020-12-09 09:30:00,LONG,12625.145833333334,12614.875,12675.0,12614.875,-1.0,STOP
NQ,2020-12-10,2020-12-10 07:25:00,SHORT,12375.65625,12390.4375,12303.25,12303.25,4.898520084566596,TARGET
NQ,2020-12-17,2020-12-17 19:20:00,LONG,12747.052083333334,12742.8125,12766.75,12742.8125,-1.0,STOP
NQ,2020-12-22,2020-12-22 01:05:00,LONG,12657.0,12642.5,12728.0,12642.5,-1.0,STOP
NQ,2020-12-23,2020-12-23 16:00:00,SHORT,12665.03125,12669.6875,12643.25,12643.25,4.677852348993288,TARGET
NQ,2020-12-27,2020-12-27 18:05:00,SHORT,12669.791666666666,12673.0,12655.25,12673.0,-1.0,STOP
NQ,2021-01-03,2021-01-03 18:50:00,LONG,12865.614583333334,12857.4375,12905.0,12857.4375,-1.0,STOP
NQ,2021-01-05,2021-01-05 20:15:00,LONG,12777.677083333334,12764.0625,12844.25,12764.0625,-1.0,STOP
NQ,2021-01-10,2021-01-10 19:35:00,LONG,13069.677083333334,13058.3125,13125.0,13058.3125,-1.0,STOP
NQ,2021-01-12,2021-01-12 09:20:00,SHORT,12900.09375,12907.3125,12865.5,12907.3125,-1.0,STOP
NQ,2021-01-13,2021-01-13 22:30:00,LONG,12976.395833333334,12968.375,13015.0,12968.375,-1.0,STOP
NQ,2021-01-14,2021-01-14 18:05:00,SHORT,12912.46875,12919.0625,12881.0,12919.0625,-1.0,STOP
NQ,2021-01-18,2021-01-18 00:35:00,SHORT,12779.614583333334,12790.4375,12727.0,12790.4375,-1.0,STOP
NQ,2021-01-26,2021-01-26 16:05:00,LONG,13517.114583333334,13506.4375,13569.0,13569.0,4.859512195121618,TARGET
NQ,2021-01-27,2021-01-27 16:10:00,SHORT,13085.4375,13113.125,12948.5,12948.5,4.945823927765237,TARGET
NQ,2021-01-28,2021-01-28 19:25:00,SHORT,13182.489583333334,13194.6875,13123.0,13123.0,4.877028181042137,TARGET
NQ,2021-01-31,2021-01-31 22:20:00,SHORT,12880.177083333334,12911.0625,12727.25,12911.0625,-1.0,STOP
NQ,2021-02-02,2021-02-02 16:05:00,LONG,13463.770833333334,13456.375,13499.25,13499.25,4.797183098591074,TARGET
NQ,2021-02-03,2021-02-03 18:05:00,SHORT,13422.697916666666,13430.1875,13386.75,13430.1875,-1.0,STOP
NQ,2021-02-07,2021-02-07 19:20:00,LONG,13615.5,13608.75,13647.75,13647.75,4.777777777777778,TARGET
NQ,2021-02-08,2021-02-08 19:15:00,LONG,13673.875,13668.75,13698.0,13668.75,-1.0,STOP
NQ,2021-02-10,2021-02-10 10:10:00,LONG,13722.416666666666,13712.75,13769.25,13712.75,-1.0,STOP
NQ,2021-02-15,2021-02-15 20:20:00,LONG,13873.291666666666,13870.75,13884.5,13884.5,4.409836065575061,TARGET
NQ,2021-02-16,2021-02-16 21:50:00,SHORT,13745.3125,13755.875,13694.0,13755.875,-1.0,STOP
NQ,2021-02-17,2021-02-17 20:45:00,LONG,13677.979166666666,13668.625,13723.25,13668.625,-1.0,STOP
NQ,2021-02-22,2021-02-22 20:40:00,SHORT,13263.364583333334,13277.4375,13194.5,13277.4375,-1.0,STOP
NQ,2021-02-23,2021-02-23 22:25:00,LONG,13154.291666666666,13132.25,13263.0,13132.25,-1.0,STOP
NQ,2021-02-25,2021-02-25 04:05:00,LONG,13237.958333333334,13214.5,13353.75,13214.5,-1.0,STOP
NQ,2021-02-26,2021-02-26 00:30:00,SHORT,12863.166666666666,12895.5,12703.0,12703.0,4.953608247422569,TARGET
NQ,2021-03-02,2021-03-02 00:15:00,LONG,13240.739583333334,13222.9375,13328.25,13222.9375,-1.0,STOP
NQ,2021-03-02,2021-03-02 19:45:00,SHORT,13111.229166666666,13124.125,13048.25,13124.125,-1.0,STOP
NQ,2021-03-04,2021-03-04 22:35:00,SHORT,12408.104166666666,12429.125,12304.5,12429.125,-1.0,STOP
NQ,2021-03-07,2021-03-07 21:25:00,LONG,12606.395833333334,12575.125,12761.25,12575.125,-1.0,STOP
NQ,2021-03-08,2021-03-08 21:50:00,SHORT,12400.354166666666,12424.375,12281.75,12424.375,-1.0,STOP
NQ,2021-03-10,2021-03-10 08:35:00,LONG,12811.395833333334,12797.375,12880.0,12880.0,4.893016344724857,TARGET
NQ,2021-03-15,2021-03-15 01:35:00,LONG,12915.90625,12898.9375,12999.25,12898.9375,-1.0,STOP
NQ,2021-03-19,2021-03-19 02:00:00,SHORT,12814.260416666666,12827.0625,12751.75,12751.75,4.882831570382146,TARGET
NQ,2021-03-25,2021-03-25 07:50:00,SHORT,12851.59375,12871.8125,12752.0,12752.0,4.9258114374034,TARGET
NQ,2021-03-26,2021-03-26 06:40:00,LONG,12797.239583333334,12780.1875,12881.0,12780.1875,-1.0,STOP
NQ,2021-03-28,2021-03-28 21:15:00,LONG,12875.104166666666,12852.125,12988.5,12852.125,-1.0,STOP
NQ,2021-03-30,2021-03-30 22:25:00,LONG,12888.802083333334,12881.3125,12924.75,12881.3125,-1.0,STOP
NQ,2021-04-05,2021-04-05 08:35:00,LONG,13317.052083333334,13301.5625,13393.0,13393.0,4.903160726294321,TARGET
NQ,2021-04-06,2021-04-06 02:30:00,LONG,13573.59375,13563.5625,13622.25,13563.5625,-1.0,STOP
NQ,2021-04-09,2021-04-09 01:40:00,LONG,13756.479166666666,13739.125,13841.75,13739.125,-1.0,STOP
NQ,2021-04-11,2021-04-11 19:00:00,LONG,13799.0625,13790.625,13839.75,13790.625,-1.0,STOP
NQ,2021-04-12,2021-04-12 20:25:00,LONG,13809.677083333334,13804.5625,13833.75,13804.5625,-1.0,STOP
NQ,2021-04-14,2021-04-14 18:00:00,SHORT,13820.729166666666,13830.625,13772.75,13830.625,-1.0,STOP
NQ,2021-04-19,2021-04-19 05:35:00,LONG,14024.947916666666,14019.1875,14052.25,14019.1875,-1.0,STOP
NQ,2021-04-20,2021-04-20 08:00:00,SHORT,13859.635416666666,13869.0625,13814.0,13869.0625,-1.0,STOP
NQ,2021-04-21,2021-04-21 02:40:00,SHORT,13761.270833333334,13771.875,13709.75,13771.875,-1.0,STOP
NQ,2021-04-22,2021-04-22 02:00:00,LONG,13878.416666666666,13868.5,13926.5,13926.5,4.848739495798677,TARGET
NQ,2021-04-27,2021-04-27 01:30:00,LONG,14002.833333333334,13995.25,14039.25,14039.25,4.802197802197338,TARGET
NQ,2021-04-28,2021-04-28 04:00:00,SHORT,13936.427083333334,13943.0625,13904.75,13943.0625,-1.0,STOP
NQ,2021-04-28,2021-04-28 16:35:00,LONG,13961.40625,13956.1875,13986.0,13986.0,4.712574850299402,TARGET
NQ,2021-05-06,2021-05-06 02:00:00,SHORT,13502.78125,13513.4375,13451.0,13513.4375,-1.0,STOP
NQ,2021-05-10,2021-05-10 09:30:00,SHORT,13688.125,13698.75,13636.5,13636.5,4.858823529411764,TARGET
NQ,2021-05-13,2021-05-13 07:20:00,SHORT,13008.65625,13027.6875,12915.0,13027.6875,-1.0,STOP
NQ,2021-05-16,2021-05-16 20:10:00,LONG,13384.895833333334,13371.875,13448.5,13371.875,-1.0,STOP
NQ,2021-05-20,2021-05-20 04:55:00,LONG,13189.0625,13174.625,13259.75,13174.625,-1.0,STOP
NQ,2021-05-24,2021-05-24 03:05:00,SHORT,13426.822916666666,13441.1875,13356.5,13441.1875,-1.0,STOP
NQ,2021-05-27,2021-05-27 08:00:00,SHORT,13664.114583333334,13673.1875,13620.25,13673.1875,-1.0,STOP
NQ,2021-05-28,2021-05-28 08:10:00,LONG,13705.885416666666,13701.5625,13726.0,13701.5625,-1.0,STOP
NQ,2021-05-30,2021-05-30 18:05:00,SHORT,13701.385416666666,13705.5625,13682.0,13705.5625,-1.0,STOP
NQ,2021-05-31,2021-05-31 18:25:00,LONG,13674.4375,13672.875,13680.75,13680.75,4.04,TARGET
NQ,2021-06-06,2021-06-06 21:05:00,LONG,13747.03125,13739.1875,13784.75,13739.1875,-1.0,STOP
NQ,2021-06-08,2021-06-08 07:40:00,LONG,13798.25,13784.5,13865.5,13865.5,4.890909090909091,TARGET
NQ,2021-06-10,2021-06-10 08:55:00,SHORT,13814.447916666666,13832.4375,13726.0,13832.4375,-1.0,STOP
NQ,2021-06-18,2021-06-18 08:00:00,LONG,14144.583333333334,14132.25,14204.75,14132.25,-1.0,STOP
NQ,2021-06-21,2021-06-21 02:20:00,SHORT,14030.6875,14040.375,13983.75,14040.375,-1.0,STOP
NQ,2021-06-22,2021-06-22 03:45:00,LONG,14107.270833333334,14097.625,14154.0,14097.625,-1.0,STOP
NQ,2021-06-23,2021-06-23 10:00:00,LONG,14249.46875,14236.3125,14313.75,14313.75,4.885985748218527,TARGET
NQ,2021-06-30,2021-06-30 05:05:00,LONG,14550.520833333334,14540.625,14598.5,14540.625,-1.0,STOP
NQ,2021-07-01,2021-07-01 03:55:00,LONG,14568.354166666666,14562.125,14598.0,14598.0,4.759197324415276,TARGET
NQ,2021-07-05,2021-07-05 21:30:00,LONG,14704.822916666666,14700.6875,14724.0,14700.6875,-1.0,STOP
NQ,2021-07-12,2021-07-12 03:50:00,LONG,14799.916666666666,14791.0,14843.0,14791.0,-1.0,STOP
NQ,2021-07-13,2021-07-13 08:35:00,LONG,14877.28125,14866.9375,14927.5,14866.9375,-1.0,STOP
NQ,2021-07-26,2021-07-26 04:00:00,LONG,15080.875,15071.5,15126.25,15071.5,-1.0,STOP
NQ,2021-07-29,2021-07-29 16:05:00,SHORT,15002.989583333334,15007.6875,14981.0,14981.0,4.6807095343688045,TARGET
NQ,2021-08-06,2021-08-06 03:35:00,LONG,15148.270833333334,15143.125,15172.5,15143.125,-1.0,STOP
NQ,2021-08-09,2021-08-09 03:05:00,SHORT,15061.072916666666,15072.9375,15003.25,15072.9375,-1.0,STOP
NQ,2021-08-10,2021-08-10 07:00:00,LONG,15130.395833333334,15126.375,15149.0,15149.0,4.6269430051804985,TARGET
NQ,2021-08-11,2021-08-11 08:30:00,SHORT,15025.114583333334,15035.1875,14976.25,15035.1875,-1.0,STOP
NQ,2021-08-13,2021-08-13 09:45:00,LONG,15060.65625,15053.1875,15096.5,15096.5,4.799163179916318,TARGET
NQ,2021-08-16,2021-08-16 06:40:00,SHORT,15082.104166666666,15086.625,15061.0,15086.625,-1.0,STOP
NQ,2021-08-17,2021-08-17 03:10:00,LONG,15082.270833333334,15070.625,15139.0,15070.625,-1.0,STOP
NQ,2021-08-25,2021-08-25 06:20:00,LONG,15368.1875,15363.625,15389.5,15363.625,-1.0,STOP
NQ,2021-08-26,2021-08-26 07:20:00,SHORT,15339.833333333334,15349.0,15295.5,15349.0,-1.0,STOP
NQ,2021-08-31,2021-08-31 06:50:00,LONG,15594.0625,15577.125,15677.25,15577.125,-1.0,STOP
NQ,2021-09-01,2021-09-01 05:20:00,LONG,15596.979166666666,15586.375,15648.5,15586.375,-1.0,STOP
NQ,2021-09-01,2021-09-01 20:45:00,SHORT,15626.8125,15631.875,15603.0,15603.0,4.703703703703703,TARGET
NQ,2021-09-06,2021-09-06 20:05:00,SHORT,15690.75,15692.0,15686.0,15692.0,-1.0,STOP
NQ,2021-09-08,2021-09-08 04:00:00,SHORT,15625.989583333334,15630.4375,15605.25,15630.4375,-1.0,STOP
NQ,2021-09-10,2021-09-10 00:30:00,SHORT,15580.239583333334,15587.4375,15545.75,15587.4375,-1.0,STOP
NQ,2021-09-13,2021-09-13 01:05:00,SHORT,15485.697916666666,15496.4375,15433.5,15433.5,4.860329776915285,TARGET
NQ,2021-09-16,2021-09-16 05:40:00,LONG,15472.71875,15462.8125,15520.75,15462.8125,-1.0,STOP
NQ,2021-09-21,2021-09-21 09:15:00,LONG,15081.885416666666,15065.3125,15163.25,15065.3125,-1.0,STOP
NQ,2021-09-21,2021-09-21 21:10:00,SHORT,14999.677083333334,15013.8125,14930.5,15013.8125,-1.0,STOP
NQ,2021-09-23,2021-09-23 10:00:00,LONG,15196.864583333334,15173.9375,15310.0,15310.0,4.934575193093891,TARGET
NQ,2021-09-27,2021-09-27 05:30:00,LONG,15315.229166666666,15298.125,15399.25,15298.125,-1.0,STOP
NQ,2021-09-30,2021-09-30 20:15:00,SHORT,14721.25,14731.75,14670.25,14731.75,-1.0,STOP
NQ,2021-10-03,2021-10-03 21:05:00,LONG,14762.541666666666,14747.75,14835.0,14747.75,-1.0,STOP
NQ,2021-10-06,2021-10-06 09:30:00,SHORT,14538.34375,14561.8125,14422.5,14561.8125,-1.0,STOP
NQ,2021-10-08,2021-10-08 03:05:00,SHORT,14887.083333333334,14894.75,14850.25,14894.75,-1.0,STOP
NQ,2021-10-12,2021-10-12 07:25:00,SHORT,14728.489583333334,14757.1875,14586.5,14757.1875,-1.0,STOP
NQ,2021-10-12,2021-10-12 16:25:00,SHORT,14649.729166666666,14660.875,14595.5,14595.5,4.865420560747345,TARGET
NQ,2021-10-17,2021-10-17 18:35:00,LONG,15116.458333333334,15106.75,15163.5,15106.75,-1.0,STOP
NQ,2021-10-19,2021-10-19 20:30:00,LONG,15386.885416666666,15378.3125,15428.25,15378.3125,-1.0,STOP
NQ,2021-10-21,2021-10-21 03:25:00,SHORT,15342.3125,15350.875,15301.0,15350.875,-1.0,STOP
NQ,2021-10-21,2021-10-21 16:15:00,LONG,15444.989583333334,15436.9375,15483.75,15436.9375,-1.0,STOP
NQ,2021-10-28,2021-10-28 16:05:00,LONG,15736.520833333334,15728.125,15777.0,15728.125,-1.0,STOP
NQ,2021-11-02,2021-11-02 09:35:00,LONG,15855.65625,15846.6875,15899.0,15899.0,4.832752613240418,TARGET
