asset,date,dr_high,dr_low,sr_high_close,sr_low_close,breakout_time,direction,cluster,entry_time,entry_price,stop_price,exit_time,exit_reason,exit_price,pnl,r_multiple
ES,2022-02-02,4569.0,4543.5,4566.5,4545.75,2022-02-02 11:10:00-05:00,Short Breakout,First,2022-02-02 11:10:00-05:00,4543.5,4549.9,2022-02-02 11:25:00-05:00,STOP,4549.9,-6.399999999999636,-1.0
ES,2022-02-02,4569.0,4543.5,4566.5,4545.75,2022-02-02 11:10:00-05:00,Short Breakout,Second,2022-02-02 12:05:00-05:00,4554.05,4562.35,2022-02-02 12:05:00-05:00,STOP,4562.35,-8.300000000000182,-1.0
ES,2022-02-03,4532.75,4505.0,4529.75,4507.0,2022-02-03 12:00:00-05:00,Short Breakout,First,2022-02-03 12:00:00-05:00,4505.0,4511.55,2022-02-03 15:55:00-05:00,SESSION_CLOSE,4471.75,33.25,5.076335877862454
ES,2022-02-04,4491.5,4455.25,4487.5,4460.5,2022-02-04 10:45:00-05:00,Short Breakout,First,2022-02-04 10:45:00-05:00,4455.25,4465.9,2022-02-04 11:25:00-05:00,STOP,4465.9,-10.649999999999636,-1.0
ES,2022-02-04,4491.5,4455.25,4487.5,4460.5,2022-02-04 10:45:00-05:00,Short Breakout,Second,2022-02-04 11:30:00-05:00,4471.3,4482.1,2022-02-04 11:55:00-05:00,STOP,4482.1,-10.800000000000182,-1.0
ES,2022-02-07,4508.25,4486.0,4506.25,4488.25,2022-02-07 10:30:00-05:00,Long Breakout,First,2022-02-07 10:30:00-05:00,4508.25,4502.65,2022-02-07 10:30:00-05:00,STOP,4502.65,-5.600000000000364,-1.0
ES,2022-02-07,4508.25,4486.0,4506.25,4488.25,2022-02-07 10:30:00-05:00,Long Breakout,Second,2022-02-07 10:30:00-05:00,4499.05,4491.85,2022-02-07 11:05:00-05:00,STOP,4491.85,-7.199999999999818,-1.0
ES,2022-02-08,4479.0,4456.25,4475.0,4459.5,2022-02-08 10:45:00-05:00,Long Breakout,First,2022-02-08 10:45:00-05:00,4478.1,4471.9,2022-02-08 12:35:00-05:00,TARGET,4513.75,35.649999999999636,5.749999999999266
ES,2022-02-09,4568.75,4554.5,4566.5,4556.75,2022-02-09 10:30:00-05:00,Long Breakout,First,2022-02-09 10:30:00-05:00,4568.45,4564.55,2022-02-09 10:30:00-05:00,STOP,4564.55,-3.899999999999636,-1.0
ES,2022-02-09,4568.75,4554.5,4566.5,4556.75,2022-02-09 10:30:00-05:00,Long Breakout,Second,2022-02-09 11:10:00-05:00,4562.6,4558.7,2022-02-09 12:10:00-05:00,STOP,4558.7,-3.9000000000005457,-1.0
ES,2022-02-10,4573.75,4516.75,4572.5,4517.5,2022-02-10 10:35:00-05:00,Long Breakout,First,2022-02-10 10:35:00-05:00,4573.75,4561.5,2022-02-10 10:50:00-05:00,STOP,4561.5,-12.25,-1.0
ES,2022-02-10,4573.75,4516.75,4572.5,4517.5,2022-02-10 10:35:00-05:00,Long Breakout,Second,2022-02-10 11:20:00-05:00,4550.5,4528.5,2022-02-10 13:15:00-05:00,STOP,4528.5,-22.0,-1.0
ES,2022-02-11,4520.5,4486.75,4515.25,4494.5,2022-02-11 11:25:00-05:00,Short Breakout,First,2022-02-11 11:25:00-05:00,4490.35,4498.65,2022-02-11 13:35:00-05:00,TARGET,4442.625,47.725000000000364,5.750000000000548
ES,2022-02-14,4416.5,4380.25,4414.75,4387.25,2022-02-14 12:45:00-05:00,Long Breakout,First,2022-02-14 12:45:00-05:00,4416.5,4409.25,2022-02-14 13:20:00-05:00,STOP,4409.25,-7.25,-1.0
ES,2022-02-14,4416.5,4380.25,4414.75,4387.25,2022-02-14 12:45:00-05:00,Long Breakout,Second,2022-02-14 13:20:00-05:00,4403.75,4392.75,2022-02-14 13:45:00-05:00,STOP,4392.75,-11.0,-1.0
ES,2022-02-15,4462.25,4438.75,4455.75,4441.5,2022-02-15 10:45:00-05:00,Long Breakout,First,2022-02-15 10:45:00-05:00,4458.6,4452.9,2022-02-15 11:25:00-05:00,STOP,4452.9,-5.700000000000728,-1.0
ES,2022-02-15,4462.25,4438.75,4455.75,4441.5,2022-02-15 10:45:00-05:00,Long Breakout,Second,2022-02-15 12:15:00-05:00,4450.05,4444.35,2022-02-15 12:20:00-05:00,STOP,4444.35,-5.699999999999818,-1.0
ES,2022-02-16,4452.0,4426.0,4449.0,4429.5,2022-02-16 12:30:00-05:00,Short Breakout,First,2022-02-16 12:30:00-05:00,4426.0,4433.4,2022-02-16 12:30:00-05:00,STOP,4433.4,-7.399999999999636,-1.0
ES,2022-02-16,4452.0,4426.0,4449.0,4429.5,2022-02-16 12:30:00-05:00,Short Breakout,Second,2022-02-16 14:00:00-05:00,4437.3,4445.1,2022-02-16 14:00:00-05:00,STOP,4445.1,-7.800000000000182,-1.0
ES,2022-02-17,4441.75,4402.5,4439.75,4404.0,2022-02-17 14:05:00-05:00,Short Breakout,First,2022-02-17 14:05:00-05:00,4402.5,4411.15,2022-02-17 15:55:00-05:00,SESSION_CLOSE,4375.0,27.5,3.1791907514452205
ES,2022-02-18,4390.25,4362.5,4387.25,4363.75,2022-02-18 10:45:00-05:00,Short Breakout,First,2022-02-18 10:45:00-05:00,4362.5,4368.45,2022-02-18 14:30:00-05:00,STOP,4368.45,-5.949999999999818,-1.0
ES,2022-02-18,4390.25,4362.5,4387.25,4363.75,2022-02-18 10:45:00-05:00,Short Breakout,Second,2022-02-18 14:30:00-05:00,4373.15,4382.55,2022-02-18 15:55:00-05:00,SESSION_CLOSE,4346.0,27.149999999999636,2.8882978723402193
ES,2022-02-21,4329.0,4308.0,4325.25,4311.75,2022-02-21 10:45:00-05:00,Short Breakout,First,2022-02-21 10:45:00-05:00,4309.05,4314.45,2022-02-21 10:45:00-05:00,STOP,4314.45,-5.399999999999636,-1.0
ES,2022-02-21,4329.0,4308.0,4325.25,4311.75,2022-02-21 10:45:00-05:00,Short Breakout,Second,2022-02-21 10:45:00-05:00,4317.15,4322.55,2022-02-21 18:00:00-05:00,TARGET,4278.0,39.149999999999636,7.2499999999992
ES,2022-02-22,4358.5,4308.25,4358.0,4314.0,2022-02-22 12:20:00-05:00,Short Breakout,First,2022-02-22 12:20:00-05:00,4308.25,4322.8,2022-02-22 15:00:00-05:00,STOP,4322.8,-14.550000000000182,-1.0
ES,2022-02-22,4358.5,4308.25,4358.0,4314.0,2022-02-22 12:20:00-05:00,Short Breakout,Second,2022-02-22 15:15:00-05:00,4331.6,4349.2,2022-02-22 15:55:00-05:00,SESSION_CLOSE,4300.0,31.600000000000364,1.7954545454546218
ES,2022-02-23,4335.75,4284.0,4333.75,4286.75,2022-02-23 11:00:00-05:00,Short Breakout,First,2022-02-23 11:00:00-05:00,4284.0,4296.15,2022-02-23 12:15:00-05:00,STOP,4296.15,-12.149999999999636,-1.0
ES,2022-02-24,4183.5,4108.75,4175.0,4112.5,2022-02-24 11:05:00-05:00,Long Breakout,First,2022-02-24 11:05:00-05:00,4183.5,4162.5,2022-02-24 12:15:00-05:00,STOP,4162.5,-21.0,-1.0
ES,2022-02-25,4325.5,4281.25,4321.0,4286.25,2022-02-25 10:40:00-05:00,Long Breakout,First,2022-02-25 10:40:00-05:00,4325.5,4314.05,2022-02-25 15:55:00-05:00,SESSION_CLOSE,4380.0,54.5,4.759825327510993
ES,2022-02-28,4348.5,4321.25,4345.5,4323.5,2022-02-28 10:35:00-05:00,Long Breakout,First,2022-02-28 10:35:00-05:00,4348.5,4341.1,2022-02-28 10:35:00-05:00,STOP,4341.1,-7.399999999999636,-1.0
ES,2022-02-28,4348.5,4321.25,4345.5,4323.5,2022-02-28 10:35:00-05:00,Long Breakout,Second,2022-02-28 12:40:00-05:00,4336.7,4327.9,2022-02-28 14:00:00-05:00,STOP,4327.9,-8.800000000000182,-1.0
ES,2022-03-01,4374.5,4336.75,4369.75,4341.25,2022-03-01 10:40:00-05:00,Short Breakout,First,2022-03-01 10:40:00-05:00,4336.75,4346.95,2022-03-01 15:55:00-05:00,SESSION_CLOSE,4303.25,33.5,3.2843137254902546
ES,2022-03-02,4354.5,4318.75,4349.0,4321.25,2022-03-02 11:00:00-05:00,Long Breakout,First,2022-03-02 11:00:00-05:00,4354.5,4343.45,2022-03-02 11:00:00-05:00,STOP,4343.45,-11.050000000000182,-1.0
ES,2022-03-03,4414.0,4373.75,4407.5,4378.0,2022-03-03 10:35:00-05:00,Short Breakout,First,2022-03-03 10:35:00-05:00,4373.75,4383.9,2022-03-03 12:30:00-05:00,STOP,4383.9,-10.149999999999636,-1.0
ES,2022-03-03,4414.0,4373.75,4407.5,4378.0,2022-03-03 10:35:00-05:00,Short Breakout,Second,2022-03-03 12:30:00-05:00,4389.8,4401.6,2022-03-03 15:55:00-05:00,SESSION_CLOSE,4360.5,29.300000000000182,2.483050847457604
ES,2022-03-04,4328.0,4289.5,4320.75,4293.25,2022-03-04 10:55:00-05:00,Short Breakout,First,2022-03-04 10:55:00-05:00,4289.5,4298.75,2022-03-04 11:35:00-05:00,STOP,4298.75,-9.25,-1.0
ES,2022-03-04,4328.0,4289.5,4320.75,4293.25,2022-03-04 10:55:00-05:00,Short Breakout,Second,2022-03-04 12:10:00-05:00,4304.25,4315.25,2022-03-04 12:10:00-05:00,STOP,4315.25,-11.0,-1.0
ES,2022-03-07,4321.25,4263.25,4318.5,4263.75,2022-03-07 10:45:00-05:00,Short Breakout,First,2022-03-07 10:45:00-05:00,4263.25,4274.7,2022-03-07 11:15:00-05:00,STOP,4274.7,-11.449999999999818,-1.0
ES,2022-03-08,4215.5,4160.25,4208.5,4162.25,2022-03-08 10:30:00-05:00,Short Breakout,First,2022-03-08 10:30:00-05:00,4160.25,4171.5,2022-03-08 10:30:00-05:00,STOP,4171.5,-11.25,-1.0
ES,2022-03-08,4215.5,4160.25,4208.5,4162.25,2022-03-08 10:30:00-05:00,Short Breakout,Second,2022-03-08 10:50:00-05:00,4180.75,4199.25,2022-03-08 11:00:00-05:00,STOP,4199.25,-18.5,-1.0
ES,2022-03-09,4267.5,4230.75,4262.75,4236.5,2022-03-09 10:55:00-05:00,Long Breakout,First,2022-03-09 10:55:00-05:00,4267.5,4257.5,2022-03-09 11:10:00-05:00,STOP,4257.5,-10.0,-1.0
ES,2022-03-09,4267.5,4230.75,4262.75,4236.5,2022-03-09 10:55:00-05:00,Long Breakout,Second,2022-03-09 11:15:00-05:00,4252.25,4241.75,2022-03-09 15:55:00-05:00,SESSION_CLOSE,4277.25,25.0,2.380952380952381
ES,2022-03-10,4256.25,4222.75,4254.25,4223.75,2022-03-10 10:55:00-05:00,Short Breakout,First,2022-03-10 10:55:00-05:00,4222.75,4229.85,2022-03-10 12:20:00-05:00,STOP,4229.85,-7.100000000000364,-1.0
ES,2022-03-10,4256.25,4222.75,4254.25,4223.75,2022-03-10 10:55:00-05:00,Short Breakout,Second,2022-03-10 13:45:00-05:00,4235.95,4248.15,2022-03-10 14:00:00-05:00,STOP,4248.15,-12.199999999999818,-1.0
ES,2022-03-11,4290.75,4251.25,4285.75,4253.5,2022-03-11 11:30:00-05:00,Short Breakout,First,2022-03-11 11:30:00-05:00,4251.25,4259.95,2022-03-11 15:55:00-05:00,SESSION_CLOSE,4203.5,47.75,5.488505747126552
ES,2022-03-14,4229.25,4185.5,4225.75,4191.75,2022-03-14 10:50:00-04:00,Long Breakout,First,2022-03-14 10:50:00-04:00,4229.25,4218.95,2022-03-14 11:20:00-04:00,STOP,4218.95,-10.300000000000182,-1.0
ES,2022-03-14,4229.25,4185.5,4225.75,4191.75,2022-03-14 10:50:00-04:00,Long Breakout,Second,2022-03-14 11:35:00-04:00,4212.15,4198.55,2022-03-14 11:45:00-04:00,STOP,4198.55,-13.599999999999454,-1.0
ES,2022-03-15,4213.25,4178.5,4212.25,4180.25,2022-03-15 10:30:00-04:00,Long Breakout,First,2022-03-15 10:30:00-04:00,4213.25,4205.85,2022-03-15 15:55:00-04:00,SESSION_CLOSE,4256.25,43.0,5.8108108108110965
ES,2022-03-16,4339.75,4292.75,4333.25,4294.0,2022-03-16 14:00:00-04:00,Short Breakout,First,2022-03-16 14:00:00-04:00,4292.75,4301.85,2022-03-16 14:00:00-04:00,STOP,4301.85,-9.100000000000364,-1.0
ES,2022-03-16,4339.75,4292.75,4333.25,4294.0,2022-03-16 14:00:00-04:00,Short Breakout,Second,2022-03-16 15:05:00-04:00,4309.7,4325.4,2022-03-16 15:20:00-04:00,STOP,4325.4,-15.699999999999818,-1.0
ES,2022-03-17,4364.0,4325.75,4361.5,4330.0,2022-03-17 12:20:00-04:00,Long Breakout,First,2022-03-17 12:20:00-04:00,4364.0,4355.2,2022-03-17 15:55:00-04:00,SESSION_CLOSE,4405.0,41.0,4.659090909090812
ES,2022-03-21,4473.0,4435.5,4471.0,4438.25,2022-03-21 12:50:00-04:00,Short Breakout,First,2022-03-21 12:50:00-04:00,4435.5,4444.8,2022-03-21 12:50:00-04:00,STOP,4444.8,-9.300000000000182,-1.0
ES,2022-03-21,4473.0,4435.5,4471.0,4438.25,2022-03-21 12:50:00-04:00,Short Breakout,Second,2022-03-21 15:55:00-04:00,4451.35,4464.45,2022-03-21 15:55:00-04:00,SESSION_CLOSE,4453.0,-1.6499999999996362,-0.12595419847325992
ES,2022-03-22,4496.75,4467.0,4494.25,4467.25,2022-03-22 10:30:00-04:00,Long Breakout,First,2022-03-22 10:30:00-04:00,4496.75,4488.85,2022-03-22 12:20:00-04:00,STOP,4488.85,-7.899999999999636,-1.0
ES,2022-03-23,4487.75,4465.25,4486.5,4467.25,2022-03-23 11:20:00-04:00,Long Breakout,First,2022-03-23 11:20:00-04:00,4487.75,4482.65,2022-03-23 11:40:00-04:00,STOP,4482.65,-5.100000000000364,-1.0
ES,2022-03-23,4487.75,4465.25,4486.5,4467.25,2022-03-23 11:20:00-04:00,Long Breakout,Second,2022-03-23 12:10:00-04:00,4478.8,4471.1,2022-03-23 12:45:00-04:00,STOP,4471.1,-7.699999999999818,-1.0
ES,2022-03-24,4478.25,4456.0,4475.75,4459.5,2022-03-24 11:10:00-04:00,Long Breakout,First,2022-03-24 11:10:00-04:00,4478.25,4472.5,2022-03-24 15:55:00-04:00,SESSION_CLOSE,4513.25,35.0,6.086956521739131
ES,2022-03-25,4534.0,4511.75,4532.0,4514.25,2022-03-25 10:40:00-04:00,Long Breakout,First,2022-03-25 10:40:00-04:00,4534.0,4528.45,2022-03-25 11:00:00-04:00,STOP,4528.45,-5.550000000000182,-1.0
ES,2022-03-25,4534.0,4511.75,4532.0,4514.25,2022-03-25 10:40:00-04:00,Long Breakout,Second,2022-03-25 11:00:00-04:00,4524.9,4517.8,2022-03-25 11:05:00-04:00,STOP,4517.8,-7.099999999999454,-1.0
ES,2022-03-28,4546.0,4525.75,4545.0,4528.25,2022-03-28 11:35:00-04:00,Short Breakout,First,2022-03-28 11:35:00-04:00,4525.75,4531.6,2022-03-28 13:20:00-04:00,STOP,4531.6,-5.850000000000364,-1.0
ES,2022-03-28,4546.0,4525.75,4545.0,4528.25,2022-03-28 11:35:00-04:00,Short Breakout,Second,2022-03-28 14:00:00-04:00,4534.95,4541.65,2022-03-28 14:40:00-04:00,STOP,4541.65,-6.699999999999818,-1.0
ES,2022-03-29,4623.0,4581.75,4618.0,4586.0,2022-03-29 15:25:00-04:00,Long Breakout,First,2022-03-29 15:25:00-04:00,4623.0,4611.6,2022-03-29 15:55:00-04:00,SESSION_CLOSE,4627.0,4.0,0.35087719298246733
ES,2022-03-30,4622.5,4608.75,4619.75,4611.25,2022-03-30 11:05:00-04:00,Short Breakout,First,2022-03-30 12:00:00-04:00,4609.55,4612.95,2022-03-30 14:50:00-04:00,TARGET,4590.0,19.550000000000182,5.750000000000669
ES,2022-03-31,4591.75,4575.0,4589.25,4577.25,2022-03-31 10:45:00-04:00,Long Breakout,First,2022-03-31 10:45:00-04:00,4591.65,4586.85,2022-03-31 10:45:00-04:00,STOP,4586.85,-4.799999999999272,-1.0
ES,2022-03-31,4591.75,4575.0,4589.25,4577.25,2022-03-31 10:45:00-04:00,Long Breakout,Second,2022-03-31 11:30:00-04:00,4584.45,4579.65,2022-03-31 12:20:00-04:00,STOP,4579.65,-4.800000000000182,-1.0
ES,2022-04-01,4545.0,4518.0,4543.5,4520.75,2022-04-01 11:40:00-04:00,Short Breakout,First,2022-04-01 11:40:00-04:00,4518.0,4525.3,2022-04-01 14:05:00-04:00,STOP,4525.3,-7.300000000000182,-1.0
ES,2022-04-01,4545.0,4518.0,4543.5,4520.75,2022-04-01 11:40:00-04:00,Short Breakout,Second,2022-04-01 14:25:00-04:00,4529.85,4538.95,2022-04-01 15:55:00-04:00,STOP,4538.95,-9.099999999999454,-1.0
ES,2022-04-04,4558.75,4532.75,4558.5,4533.75,2022-04-04 11:00:00-04:00,Long Breakout,First,2022-04-04 11:00:00-04:00,4558.75,4553.55,2022-04-04 11:00:00-04:00,STOP,4553.55,-5.199999999999818,-1.0
ES,2022-04-05,4588.75,4548.5,4583.25,4551.5,2022-04-05 10:35:00-04:00,Short Breakout,First,2022-04-05 10:35:00-04:00,4548.5,4557.85,2022-04-05 10:45:00-04:00,STOP,4557.85,-9.350000000000364,-1.0
ES,2022-04-05,4588.75,4548.5,4583.25,4551.5,2022-04-05 10:35:00-04:00,Short Breakout,Second,2022-04-05 10:50:00-04:00,4564.2,4576.9,2022-04-05 15:55:00-04:00,SESSION_CLOSE,4521.25,42.94999999999982,3.3818897637795615
ES,2022-04-06,4485.25,4454.5,4477.75,4456.5,2022-04-06 14:10:00-04:00,Short Breakout,First,2022-04-06 14:10:00-04:00,4454.5,4460.75,2022-04-06 14:10:00-04:00,STOP,4460.75,-6.25,-1.0
ES,2022-04-06,4485.25,4454.5,4477.75,4456.5,2022-04-06 14:10:00-04:00,Short Breakout,Second,2022-04-06 14:30:00-04:00,4465.0,4473.5,2022-04-06 14:30:00-04:00,STOP,4473.5,-8.5,-1.0
ES,2022-04-07,4486.75,4462.5,4481.0,4466.0,2022-04-07 10:40:00-04:00,Short Breakout,First,2022-04-07 10:40:00-04:00,4463.0,4469.0,2022-04-07 11:00:00-04:00,STOP,4469.0,-6.0,-1.0
ES,2022-04-07,4486.75,4462.5,4481.0,4466.0,2022-04-07 10:40:00-04:00,Short Breakout,Second,2022-04-07 13:20:00-04:00,4472.0,4478.0,2022-04-07 13:55:00-04:00,STOP,4478.0,-6.0,-1.0
ES,2022-04-08,4491.75,4468.75,4489.25,4470.25,2022-04-08 10:50:00-04:00,Long Breakout,First,2022-04-08 10:50:00-04:00,4491.75,4485.45,2022-04-08 10:50:00-04:00,STOP,4485.45,-6.300000000000182,-1.0
ES,2022-04-08,4491.75,4468.75,4489.25,4470.25,2022-04-08 10:50:00-04:00,Long Breakout,Second,2022-04-08 15:50:00-04:00,4481.65,4474.05,2022-04-08 15:55:00-04:00,SESSION_CLOSE,4487.0,5.350000000000364,0.703947368421151
ES,2022-04-11,4459.5,4433.25,4451.25,4437.0,2022-04-11 10:40:00-04:00,Short Breakout,First,2022-04-11 10:40:00-04:00,4434.15,4439.85,2022-04-11 15:55:00-04:00,SESSION_CLOSE,4409.25,24.899999999999636,4.368421052630958
ES,2022-04-12,4466.75,4432.75,4463.25,4436.5,2022-04-12 12:25:00-04:00,Short Breakout,First,2022-04-12 12:25:00-04:00,4432.75,4441.85,2022-04-12 15:55:00-04:00,SESSION_CLOSE,4391.25,41.5,4.560439560439378
ES,2022-04-13,4411.75,4387.0,4409.75,4389.25,2022-04-13 11:00:00-04:00,Long Breakout,First,2022-04-13 11:00:00-04:00,4411.75,4405.65,2022-04-13 15:55:00-04:00,SESSION_CLOSE,4442.5,30.75,5.040983606557076
ES,2022-04-14,4455.75,4413.75,4451.75,4417.0,2022-04-14 12:20:00-04:00,Short Breakout,First,2022-04-14 12:20:00-04:00,4413.75,4423.95,2022-04-14 14:00:00-04:00,STOP,4423.95,-10.199999999999818,-1.0
ES,2022-04-18,4403.75,4376.25,4401.5,4376.25,2022-04-18 11:45:00-04:00,Short Breakout,First,2022-04-18 11:45:00-04:00,4376.25,4381.3,2022-04-18 13:10:00-04:00,STOP,4381.3,-5.050000000000182,-1.0
ES,2022-04-18,4403.75,4376.25,4401.5,4376.25,2022-04-18 11:45:00-04:00,Short Breakout,Second,2022-04-18 13:30:00-04:00,4386.35,4396.45,2022-04-18 13:35:00-04:00,STOP,4396.45,-10.099999999999454,-1.0
ES,2022-04-19,4437.5,4385.0,4435.75,4386.75,2022-04-19 10:35:00-04:00,Long Breakout,First,2022-04-19 10:35:00-04:00,4437.5,4425.95,2022-04-19 15:55:00-04:00,SESSION_CLOSE,4459.0,21.5,1.8614718614718322
ES,2022-04-20,4484.25,4452.5,4477.75,4456.25,2022-04-20 14:50:00-04:00,Short Breakout,First,2022-04-20 14:50:00-04:00,4452.5,4460.55,2022-04-20 15:10:00-04:00,STOP,4460.55,-8.050000000000182,-1.0
ES,2022-04-20,4484.25,4452.5,4477.75,4456.25,2022-04-20 14:50:00-04:00,Short Breakout,Second,2022-04-20 15:25:00-04:00,4464.85,4473.45,2022-04-20 15:55:00-04:00,SESSION_CLOSE,4455.75,9.100000000000364,1.0581395348838303
ES,2022-04-21,4509.0,4487.75,4505.75,4490.25,2022-04-21 10:45:00-04:00,Short Breakout,First,2022-04-21 10:45:00-04:00,4487.75,4493.35,2022-04-21 12:00:00-04:00,TARGET,4451.5,36.25,6.4732142857138655
ES,2022-04-22,4380.5,4335.75,4377.25,4337.25,2022-04-22 10:50:00-04:00,Short Breakout,First,2022-04-22 10:50:00-04:00,4335.75,4345.25,2022-04-22 15:55:00-04:00,SESSION_CLOSE,4269.25,66.5,7.0
ES,2022-04-25,4246.5,4207.25,4244.0,4210.25,2022-04-25 10:30:00-04:00,Long Breakout,First,2022-04-25 10:30:00-04:00,4246.5,4237.25,2022-04-25 10:30:00-04:00,STOP,4237.25,-9.25,-1.0
ES,2022-04-25,4246.5,4207.25,4244.0,4210.25,2022-04-25 10:30:00-04:00,Long Breakout,Second,2022-04-25 10:40:00-04:00,4230.5,4217.0,2022-04-25 10:55:00-04:00,STOP,4217.0,-13.5,-1.0
ES,2022-04-26,4267.5,4221.25,4265.75,4225.0,2022-04-26 10:35:00-04:00,Short Breakout,First,2022-04-26 10:35:00-04:00,4221.25,4233.15,2022-04-26 15:55:00-04:00,SESSION_CLOSE,4168.0,53.25,4.474789915966523
ES,2022-04-27,4227.25,4165.0,4221.0,4166.25,2022-04-27 12:25:00-04:00,Long Breakout,First,2022-04-27 12:25:00-04:00,4227.25,4210.05,2022-04-27 13:00:00-04:00,STOP,4210.05,-17.199999999999818,-1.0
ES,2022-04-27,4227.25,4165.0,4221.0,4166.25,2022-04-27 12:25:00-04:00,Long Breakout,Second,2022-04-27 14:55:00-04:00,4199.1,4177.2,2022-04-27 15:50:00-04:00,STOP,4177.2,-21.900000000000546,-1.0
ES,2022-04-28,4238.0,4191.0,4229.75,4191.5,2022-04-28 10:30:00-04:00,Short Breakout,First,2022-04-28 10:30:00-04:00,4191.0,4199.15,2022-04-28 10:55:00-04:00,STOP,4199.15,-8.149999999999636,-1.0
ES,2022-04-28,4238.0,4191.0,4229.75,4191.5,2022-04-28 10:30:00-04:00,Short Breakout,Second,2022-04-28 11:05:00-04:00,4206.8,4222.1,2022-04-28 12:15:00-04:00,STOP,4222.1,-15.300000000000182,-1.0
ES,2022-04-29,4265.5,4216.5,4263.75,4218.5,2022-04-29 10:40:00-04:00,Short Breakout,First,2022-04-29 10:40:00-04:00,4216.5,4227.55,2022-04-29 11:45:00-04:00,STOP,4227.55,-11.050000000000182,-1.0
ES,2022-05-02,4156.0,4098.0,4150.5,4110.75,2022-05-02 10:30:00-04:00,Long Breakout,First,2022-05-02 10:30:00-04:00,4156.0,4142.55,2022-05-02 10:45:00-04:00,STOP,4142.55,-13.449999999999818,-1.0
ES,2022-05-02,4156.0,4098.0,4150.5,4110.75,2022-05-02 10:30:00-04:00,Long Breakout,Second,2022-05-02 10:55:00-04:00,4134.6,4118.7,2022-05-02 11:00:00-04:00,STOP,4118.7,-15.900000000000546,-1.0
ES,2022-05-03,4168.25,4139.0,4166.0,4145.75,2022-05-03 10:30:00-04:00,Long Breakout,First,2022-05-03 10:30:00-04:00,4168.25,4161.95,2022-05-03 10:30:00-04:00,STOP,4161.95,-6.300000000000182,-1.0
ES,2022-05-03,4168.25,4139.0,4166.0,4145.75,2022-05-03 10:30:00-04:00,Long Breakout,Second,2022-05-03 10:30:00-04:00,4157.9,4149.8,2022-05-03 10:45:00-04:00,STOP,4149.8,-8.099999999999454,-1.0
ES,2022-05-04,4180.25,4150.5,4179.5,4154.75,2022-05-04 10:30:00-04:00,Short Breakout,First,2022-05-04 10:30:00-04:00,4150.5,4159.7,2022-05-04 10:30:00-04:00,STOP,4159.7,-9.199999999999818,-1.0
ES,2022-05-04,4180.25,4150.5,4179.5,4154.75,2022-05-04 10:30:00-04:00,Short Breakout,Second,2022-05-04 12:15:00-04:00,4164.65,4174.55,2022-05-04 12:20:00-04:00,STOP,4174.55,-9.900000000000546,-1.0
ES,2022-05-05,4252.0,4182.75,4251.0,4186.0,2022-05-05 10:35:00-04:00,Short Breakout,First,2022-05-05 10:35:00-04:00,4182.75,4199.0,2022-05-05 15:55:00-04:00,SESSION_CLOSE,4144.5,38.25,2.353846153846154
ES,2022-05-06,4123.25,4062.0,4116.5,4068.5,2022-05-06 10:50:00-04:00,Long Breakout,First,2022-05-06 10:50:00-04:00,4123.25,4106.9,2022-05-06 11:50:00-04:00,STOP,4106.9,-16.350000000000364,-1.0
ES,2022-05-06,4123.25,4062.0,4116.5,4068.5,2022-05-06 10:50:00-04:00,Long Breakout,Second,2022-05-06 14:05:00-04:00,4097.3,4078.1,2022-05-06 15:25:00-04:00,STOP,4078.1,-19.200000000000273,-1.0
ES,2022-05-09,4069.0,4027.0,4062.5,4029.25,2022-05-09 10:35:00-04:00,Short Breakout,First,2022-05-09 10:35:00-04:00,4027.0,4035.9,2022-05-09 10:45:00-04:00,STOP,4035.9,-8.900000000000091,-1.0
ES,2022-05-09,4069.0,4027.0,4062.5,4029.25,2022-05-09 10:35:00-04:00,Short Breakout,Second,2022-05-09 12:15:00-04:00,4042.55,4055.85,2022-05-09 15:55:00-04:00,SESSION_CLOSE,3987.25,55.30000000000018,4.157894736842204
ES,2022-05-10,4065.5,4023.25,4052.5,4026.0,2022-05-10 10:35:00-04:00,Short Breakout,First,2022-05-10 10:35:00-04:00,4023.25,4031.3,2022-05-10 12:30:00-04:00,TARGET,3959.75,63.5,7.888198757763797
ES,2022-05-10,4065.5,4023.25,4052.5,4026.0,2022-05-10 10:35:00-04:00,Short Breakout,Second,2022-05-10 14:00:00-04:00,4036.6,4047.2,2022-05-10 15:55:00-04:00,SESSION_CLOSE,3995.0,41.59999999999991,3.9245283018868173
ES,2022-05-11,4038.75,3966.25,4034.25,3976.0,2022-05-11 10:40:00-04:00,Long Breakout,First,2022-05-11 10:40:00-04:00,4038.75,4022.6,2022-05-11 10:50:00-04:00,STOP,4022.6,-16.15000000000009,-1.0
ES,2022-05-11,4038.75,3966.25,4034.25,3976.0,2022-05-11 10:40:00-04:00,Long Breakout,Second,2022-05-11 11:00:00-04:00,4010.95,3987.65,2022-05-11 12:30:00-04:00,STOP,3987.65,-23.299999999999727,-1.0
ES,2022-05-12,3941.0,3872.75,3936.0,3877.0,2022-05-12 10:55:00-04:00,Long Breakout,First,2022-05-12 10:55:00-04:00,3941.0,3924.2,2022-05-12 11:30:00-04:00,STOP,3924.2,-16.800000000000182,-1.0
