Id,Start,Name,Impact,Currency
900cf7a4-6733-4073-abc8-d296c4c61bf6,2/29/12 13:30,Gross Domestic Product Price Index,HIGH,USD
6e5eb5f1-b466-4d09-9091-61d375f3a821,3/9/12 13:30,Nonfarm Payrolls,HIGH,USD
b6467704-195d-4dcf-b6c5-2b81c3b16222,3/9/12 13:30,Unemployment Rate,HIGH,USD
8cd48069-6c3c-4fe0-85ab-b8bd8e8c62b0,3/13/12 15:11,Bank Stress Test Info,HIGH,USD
21915cb4-72de-44ea-9900-7d3e4391fdd5,3/13/12 18:15,Fed Interest Rate Decision,HIGH,USD
f09881c3-0879-4677-b0bc-675c76443801,3/16/12 12:30,Consumer Price Index (YoY),HIGH,USD
4bce4e1d-1b8d-413c-99f2-450c886bc91d,3/16/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
797f7f5c-042e-4e4d-a944-82b22e5a1a3f,3/26/12 12:00,Former Fed's Chair Bernanke speech,HIGH,USD
3ae90c13-af1f-465c-abe5-d9cffb588c71,3/29/12 12:30,Core Personal Consumption Expenditures (QoQ),HIGH,USD
4834ff7e-92f6-44e5-84fe-e67e80d9ce7c,3/29/12 12:30,Gross Domestic Product Annualized,HIGH,USD
4b2bb598-2a6c-455b-8f00-ceb6ac63a800,3/29/12 12:30,Gross Domestic Product Price Index,HIGH,USD
19df5988-b1b6-4520-9fb5-d3b725aeb6c2,4/3/12 18:00,FOMC Minutes,HIGH,USD
1e277f86-6ebe-4ae6-a4a0-27a6d7e158aa,4/6/12 12:30,Nonfarm Payrolls,HIGH,USD
216460d1-e23a-4d30-a79b-024261bbfe89,4/6/12 12:30,Unemployment Rate,HIGH,USD
56b539d5-6794-43d6-8b45-9a18ac788a7b,4/13/12 12:30,Consumer Price Index (YoY),HIGH,USD
c7ab73b8-5e51-45ce-82db-9a44b2858da4,4/13/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
f9f01927-6596-43c9-ab27-17d273e29961,4/25/12 16:30,Fed Interest Rate Decision,HIGH,USD
dba3e63b-f930-4a78-a135-ec60173d3d43,4/25/12 18:00,FOMC Economic Projections,HIGH,USD
4a42f127-6329-4a95-bff8-885cb4111b98,4/25/12 18:15,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
1db9ecbc-d24c-4cc8-8222-5c24614ae01f,4/27/12 12:30,Core Personal Consumption Expenditures (QoQ),HIGH,USD
25d99c50-4f6e-4922-a238-0586b66abc2c,4/27/12 12:30,Gross Domestic Product Annualized,HIGH,USD
ff42b29d-0f2a-45af-b1f8-4cb8ffb5ab39,4/27/12 12:30,Gross Domestic Product Price Index,HIGH,USD
d36a743c-9baf-4046-9c60-5d679960eda0,4/27/12 13:55,Michigan Consumer Sentiment Index,HIGH,USD
3c8a8ab6-7bb5-475d-93ef-550e6402e396,5/4/12 12:30,Nonfarm Payrolls,HIGH,USD
7e9e629e-e76c-4ff4-ab50-51201a0bb11f,5/4/12 12:30,Unemployment Rate,HIGH,USD
c4890372-884f-4830-9417-07b4f82d8447,5/15/12 12:30,Consumer Price Index (YoY),HIGH,USD
c8632d6c-d7f6-4fe3-8f17-ec75455b1464,5/15/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
06f9d7f1-7062-412a-bdfe-1ac8c2f28b6e,5/16/12 18:00,FOMC Minutes,HIGH,USD
98f42227-068c-4ab9-b3be-de606a6f0738,5/31/12 12:30,Gross Domestic Product Annualized,HIGH,USD
137b9979-20a0-4358-b08f-fd7c7f91b5fe,6/1/12 12:30,Nonfarm Payrolls,HIGH,USD
77875881-6e51-4d56-8269-fa932aa52dd8,6/1/12 12:30,Unemployment Rate,HIGH,USD
6eb033ed-d25b-4454-ac28-8973761668cb,6/7/12 14:00,Fed's Chair Bernanke testifies,HIGH,USD
e7e35e0b-294c-4b3d-a7fd-4825b8e6f794,6/13/12 12:30,Retail Sales (MoM),HIGH,USD
aee3b19d-6637-41b6-b9e8-07733d5a6447,6/14/12 12:30,Consumer Price Index (YoY),HIGH,USD
4d66369d-7d61-46fa-b100-7094ff9b0ac6,6/14/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
c30e96aa-30cd-47d6-b031-2f1b1fe50544,6/20/12 16:30,Fed Interest Rate Decision,HIGH,USD
ee4a7671-9a59-4206-b5e1-6b3f4998b59d,6/20/12 18:00,FOMC Economic Projections,HIGH,USD
38f2f6b3-9030-41d1-9473-f9b6940408dd,6/20/12 18:15,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
6817e320-f194-46f2-ad94-98022575933a,6/27/12 12:30,Durable Goods Orders,HIGH,USD
5390e3dd-5c71-4aa6-8925-19895ec92050,6/28/12 12:30,Core Personal Consumption Expenditures (QoQ),HIGH,USD
b309ad14-55aa-4e45-adac-34807c8f3654,6/28/12 12:30,Gross Domestic Product Annualized,HIGH,USD
b65270b4-4371-4ba9-a6eb-1c5ead7cc6af,6/28/12 12:30,Gross Domestic Product Price Index,HIGH,USD
c4e74493-e903-4088-bf72-6c849311d1fc,7/2/12 14:00,ISM Manufacturing PMI,HIGH,USD
9d584284-dc67-41d9-9078-21e84c406f50,7/6/12 12:30,Nonfarm Payrolls,HIGH,USD
36adb358-3354-4f8e-a2ff-068f328e7d10,7/6/12 12:30,Unemployment Rate,HIGH,USD
85c2a694-e925-476d-bab8-a29dd074dfd8,7/11/12 18:00,FOMC Minutes,HIGH,USD
ace213a6-252c-4e92-9cf8-bf4ba063fa3e,7/13/12 13:55,Michigan Consumer Sentiment Index,HIGH,USD
88230b0d-4daa-4c55-bcfb-ab2ea6240bf7,7/16/12 12:30,Retail Sales (MoM),HIGH,USD
f17ee475-0f77-4721-bce3-3c5530a7e951,7/17/12 12:30,Consumer Price Index (YoY),HIGH,USD
020588dc-d143-4341-b31f-592f6b1de553,7/17/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
99d1554b-190a-416a-910f-002aedc7197d,7/17/12 14:00,Fed's Chair Bernanke testifies,HIGH,USD
d96e0bc0-ece6-4b20-aa21-9df1e9eb67e7,7/18/12 14:00,Fed's Chair Bernanke testifies,HIGH,USD
82bcb432-564a-4c2c-8369-dc3a94cc62ef,7/26/12 12:30,Durable Goods Orders,HIGH,USD
7e9badb5-389b-4bfb-bda7-7855c4e9d2c1,7/27/12 12:30,Gross Domestic Product Annualized,HIGH,USD
7b2914f0-027a-495f-82ce-15786a0558cb,7/27/12 12:30,Gross Domestic Product Price Index,HIGH,USD
dae57c8a-e9d4-4447-b70d-100785c055b8,8/1/12 18:15,Fed Interest Rate Decision,HIGH,USD
e720dd5f-0e92-45e2-8042-318671a67312,8/1/12 18:15,Fed Monetary Policy Statement,HIGH,USD
b3c2bc69-b8a5-42ae-8687-5ba78ff06087,8/3/12 12:30,Nonfarm Payrolls,HIGH,USD
47de4f0c-2746-476f-81a5-a551638db2ec,8/3/12 12:30,Unemployment Rate,HIGH,USD
e16e14f7-aa42-4f6c-8a9c-500a86f492cf,8/6/12 13:00,Former Fed's Chair Bernanke speech,HIGH,USD
bc58ca4f-f0cc-4a4c-8a83-33aab3f8920f,8/14/12 12:30,Retail Sales (MoM),HIGH,USD
6b7615fd-20e0-4875-9f88-cf790aa8fbbe,8/15/12 12:30,Consumer Price Index (YoY),HIGH,USD
d95098c3-3116-48de-a79a-d7f4cbc2f924,8/15/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
c1581b6f-a04e-4625-a4e7-3e905dba7a21,8/17/12 13:55,Michigan Consumer Sentiment Index,HIGH,USD
20aa0079-e5a7-4f5c-b6f9-3025b3a3492a,8/22/12 18:00,FOMC Minutes,HIGH,USD
7a647c1f-0682-4fdb-a7bf-8e81a9f6519c,8/24/12 12:30,Durable Goods Orders,HIGH,USD
7f94eedc-a794-478c-93f5-811be8144b61,8/28/12 14:00,Consumer Confidence,HIGH,USD
8c1889f8-9326-4310-87e5-f847299aed71,8/29/12 12:30,Gross Domestic Product Annualized,HIGH,USD
d6ce5ad0-c4d9-4192-8034-26c6fdc338bc,8/29/12 12:30,Gross Domestic Product Price Index,HIGH,USD
2614dc89-0512-4fbc-ab76-14367a7154cf,8/29/12 18:00,Fed's Beige Book,HIGH,USD
3865f72c-36b1-4899-8ee6-f4404c95c0bd,8/30/12 0:00,Jackson Hole Symposium,HIGH,USD
b4af30b3-49db-4abe-88f6-ffbab1b68f33,8/30/12 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
fe9f7f3f-9380-484a-b8ed-de0370bdb473,8/31/12 0:00,Jackson Hole Symposium,HIGH,USD
bce48f6e-1bee-40db-bf67-94dd730d2720,8/31/12 14:00,Fed's Chair Bernanke speaks at Jackson Hole,HIGH,USD
bb2e31f7-eacf-4269-affd-1798ab4a0759,9/1/12 0:00,Jackson Hole Symposium,HIGH,USD
01bc6954-dd04-4a24-bca0-ca8f89b441d9,9/4/12 14:00,ISM Manufacturing PMI,HIGH,USD
5f9cdcb6-95f2-464b-99d7-e01479a4d956,9/7/12 12:30,Nonfarm Payrolls,HIGH,USD
e36f63d7-b5b9-4ac5-8782-81be336734ea,9/7/12 12:30,Unemployment Rate,HIGH,USD
7709ae4e-2064-4bca-b9ee-64432ee66f38,9/13/12 16:30,Fed Interest Rate Decision,HIGH,USD
230fa365-f29f-42a7-946e-2f4c3b41950c,9/13/12 18:00,FOMC Economic Projections,HIGH,USD
fd6327cd-5445-4cb6-a5cb-c78c64052cce,9/13/12 18:15,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
bfb228da-1943-43a1-8c6c-644ac49bf446,9/14/12 12:30,Consumer Price Index (YoY),HIGH,USD
f45c5a52-1c7b-4522-a25b-f8eefee1513f,9/14/12 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
bd9f491f-3c12-4a3a-9d1c-e757f7e71339,9/14/12 12:30,Retail Sales (MoM),HIGH,USD
da63dc12-062e-4f45-928e-4cdc555bc611,9/14/12 13:55,Michigan Consumer Sentiment Index,HIGH,USD
5c00c436-af3f-4168-b811-ed7c801df257,9/27/12 12:30,Durable Goods Orders,HIGH,USD
0849649f-a4b0-4685-8043-b5bbf8be8d9d,9/27/12 12:30,Gross Domestic Product Annualized,HIGH,USD
86671b3b-8a2f-4c10-bdf1-dc9573cde54a,9/27/12 12:30,Gross Domestic Product Price Index,HIGH,USD
f6de3142-f47a-4bb8-a506-4e3635d968e4,9/28/12 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
28a21935-2c31-4c96-b798-9b7bb552d434,10/1/12 14:00,ISM Manufacturing PMI,HIGH,USD
7814657f-8ef8-4467-bc39-18fc7e230a14,10/1/12 16:30,Former Fed's Chair Bernanke speech,HIGH,USD
dbb37b09-3bd3-4b0f-bce5-22ab15116ec8,10/4/12 18:00,FOMC Minutes,HIGH,USD
3ceed295-c3e6-4a9c-94b1-aaf1a39eace5,10/5/12 12:30,Nonfarm Payrolls,HIGH,USD
83180235-3257-4968-8928-99f76773f6d9,10/5/12 12:30,Unemployment Rate,HIGH,USD
8944eb4b-73b1-4bd0-9b84-ac41242da51a,10/10/12 18:00,Fed's Beige Book,HIGH,USD
4ad7c0f8-9180-4658-bbf5-e02f77e93f54,10/12/12 12:30,Producer Price Index (YoY),HIGH,USD
2a546ca0-86bf-4ad0-baf0-6467c19664b6,10/12/12 12:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
831c3662-e9af-420b-8515-b8a67267dab0,10/12/12 13:55,Michigan Consumer Sentiment Index,HIGH,USD
d2631f97-5294-4bb4-819c-aa6b78d36aa6,10/14/12 0:00,IMF Meeting,HIGH,USD
364afc1c-c1a8-4961-af2f-97b5886ef52b,10/16/12 12:30,Consumer Price Index (YoY),HIGH,USD
27ff5a8b-6bb2-485e-ada9-eab443fb626e,10/24/12 18:15,Fed Interest Rate Decision,HIGH,USD
b33aa44d-696d-4ba2-ac02-3523efe83e25,10/26/12 12:30,Gross Domestic Product Annualized,HIGH,USD
5bec3cc1-8a9a-41bf-9f70-be6d7f052457,10/29/12 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
38e6b1aa-918a-4b99-945b-167a1a5943a7,11/2/12 12:30,Nonfarm Payrolls,HIGH,USD
a2548e4c-52ba-49dc-b2bd-afb3c80c1cdb,11/2/12 12:30,Unemployment Rate,HIGH,USD
2fa07623-413f-4ab0-9b6e-fe8d4c67f4e6,11/5/12 15:00,ISM Services PMI,HIGH,USD
27383717-fc7c-42aa-be64-56d702acddab,11/6/12 14:00,Presidential Election,HIGH,USD
cedf6412-61b5-4733-949e-e92881847aa4,11/14/12 19:00,FOMC Minutes,HIGH,USD
8620edb0-e481-4179-912e-6edd283a0506,11/15/12 13:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
f2c61ae7-807c-41de-9e6d-d09c33885b29,11/16/12 15:15,Fiscal Cliff talks,HIGH,USD
d619bcb3-b0ef-482b-be33-e47a0088baa0,11/21/12 14:55,Michigan Consumer Sentiment Index,HIGH,USD
58e34ae9-8bea-4d86-bb44-917bce6d4bfc,11/27/12 13:30,Durable Goods Orders,HIGH,USD
c88c633f-19b5-41cc-883e-d475cd4cbcf4,11/27/12 13:30,Durable Goods Orders ex Transportation,HIGH,USD
9b7f3220-d55b-4fb7-bbc6-c08d56bb6d8d,11/27/12 13:30,Former Fed's Chair Bernanke speech,HIGH,USD
3e510632-2b30-431f-a52b-6fc019fe656c,11/29/12 13:30,Gross Domestic Product Annualized,HIGH,USD
0f89fc78-f6df-4af6-988c-b7d1cc74d4c8,11/30/12 13:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
2290c914-2b03-4c23-bdff-7a05034f42d3,12/3/12 15:00,ISM Manufacturing PMI,HIGH,USD
1616372e-91d4-4b98-96c2-1d73b8e2a064,12/7/12 13:30,Nonfarm Payrolls,HIGH,USD
197aee87-1669-4494-aaee-750aa4db21e6,12/7/12 13:30,Unemployment Rate,HIGH,USD
27c3392a-79cb-4353-8181-46e22adb4a3f,12/12/12 17:30,Fed Interest Rate Decision,HIGH,USD
2184c39e-1198-4df6-8eb4-1e192fe7e22d,12/12/12 19:00,FOMC Economic Projections,HIGH,USD
bb84274d-e374-47ce-8f19-8b9fc9323e26,12/12/12 19:15,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
4b546aa2-583e-4e5c-8214-8c8640b9bacc,12/13/12 13:30,Retail Sales (MoM),HIGH,USD
1dcf080e-8922-4889-8ab2-813feb1479a9,12/14/12 13:30,Consumer Price Index (YoY),HIGH,USD
7eda1b5e-009e-41b8-95c4-be041af98ca8,12/14/12 13:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
46020750-97f7-4934-89a2-4dbf92bbccd4,12/20/12 13:30,Gross Domestic Product Annualized,HIGH,USD
b390a1ed-f052-4bc7-8ae5-23ad3bfefb82,12/20/12 13:30,Gross Domestic Product Price Index,HIGH,USD
0af83f21-4be6-4635-b112-0c6e5c034a41,1/2/13 15:00,ISM Manufacturing PMI,HIGH,USD
543674ea-cd80-4495-927e-73aec6e54768,1/3/13 19:00,FOMC Minutes,HIGH,USD
dcc71322-199f-49ee-8425-bb98c9cc1db1,1/4/13 13:30,Nonfarm Payrolls,HIGH,USD
3f1f86a5-d494-46ce-b487-78ae93c441a3,1/4/13 13:30,Unemployment Rate,HIGH,USD
e96f8edb-a46a-4f85-a14e-ab27d0db2349,1/15/13 13:30,Producer Price Index (YoY),HIGH,USD
43d6cbf6-3737-4f32-a8ac-3ec3beaf42d2,1/15/13 13:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
f75fc471-758e-470a-8381-03ed4cc2d2e2,1/15/13 13:30,Retail Sales (MoM),HIGH,USD
523b39a6-6ddf-49a9-93f0-e3f3640fb2f9,1/16/13 13:30,Consumer Price Index (YoY),HIGH,USD
9c4a2ddc-a41e-4a27-a430-153ba841963a,1/16/13 13:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
ed238b2a-0720-4e15-ae58-bc84a61c273b,1/16/13 19:00,Fed's Beige Book,HIGH,USD
77e46eda-0473-4f93-8632-88e21dc2fd6c,1/18/13 14:55,Michigan Consumer Sentiment Index,HIGH,USD
efa2444d-40d0-4c63-8cfa-309cea832813,1/29/13 15:00,Consumer Confidence,HIGH,USD
44da36f7-4b41-407b-960d-42ef7cbef523,1/30/13 13:30,Gross Domestic Product Annualized,HIGH,USD
671cb146-e151-4ad0-9830-08ff174a5bf0,1/30/13 19:15,Fed Interest Rate Decision,HIGH,USD
624d6727-a2b7-49cf-8e6f-94fa6f624295,2/1/13 13:30,Nonfarm Payrolls,HIGH,USD
4307ec34-27ee-469e-ab7a-2881655e4dfa,2/1/13 13:30,Unemployment Rate,HIGH,USD
f50ebe4c-0611-48c7-aaad-32ab43458d2d,2/1/13 15:00,ISM Manufacturing PMI,HIGH,USD
c7aa0532-4108-4f4c-a295-d32e0fecbd40,2/13/13 2:00,President Obama speech,HIGH,USD
fe39c3d2-5a8f-4a68-a93a-857f8085c837,2/13/13 13:30,Retail Sales (MoM),HIGH,USD
c12ce150-b80a-46b9-8bc9-d81589655fd3,2/20/13 13:30,Producer Price Index ex Food & Energy (MoM),HIGH,USD
ca827d0d-b591-44c0-b127-3be3b89cc08e,2/20/13 13:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
0551f136-cd15-45fd-acc9-d111dbda0897,2/20/13 19:00,FOMC Minutes,HIGH,USD
6db9441a-45b9-4fd9-83ca-21f54e2a2fbe,2/21/13 13:30,Consumer Price Index (YoY),HIGH,USD
c85a7bf3-1d24-453f-8cf8-8e424d983341,2/21/13 13:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
159be4ad-17bd-446e-a1c8-3b97dd8b11d1,2/26/13 15:00,Fed's Chair Bernanke testifies,HIGH,USD
1baa8e4e-85f7-40f0-8507-55552c33ace3,2/27/13 13:30,Durable Goods Orders,HIGH,USD
7085f617-1692-45aa-bbce-16268d315b48,2/27/13 15:00,Fed's Chair Bernanke testifies,HIGH,USD
7b650377-f607-4339-ba0c-51f039f9103f,2/28/13 13:30,Gross Domestic Product Annualized,HIGH,USD
6abcc056-8205-4f26-8054-dc4a310abf19,3/1/13 13:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
163fb70a-132e-445a-aabc-e2a2730f10e8,3/2/13 3:00,Former Fed's Chair Bernanke speech,HIGH,USD
76c5a664-46ea-44aa-ac7a-fbeaf5673573,3/7/13 21:30,Bank Stress Test Info,HIGH,USD
0e5dadd8-cb14-41b7-a328-91998bcccafe,3/8/13 13:30,Nonfarm Payrolls,HIGH,USD
702a8138-997e-48a1-ad40-972d1a8925bb,3/8/13 13:30,Unemployment Rate,HIGH,USD
e242c4de-a46d-4ac4-af3a-f2ed3c071911,3/13/13 12:30,Retail Sales (MoM),HIGH,USD
d72e6b99-a241-41a2-a66d-d80ccb46d6a1,3/14/13 12:30,Producer Price Index (YoY),HIGH,USD
5610a53c-52f8-42a6-862b-ac64bd95fc11,3/14/13 12:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
73d84543-e44c-4e6b-8f05-e64164297f32,3/14/13 20:30,Bank Stress Test Info,HIGH,USD
c39695d3-3f8c-4e31-80f9-545e9220e9c1,3/15/13 12:30,Consumer Price Index (YoY),HIGH,USD
20af96ca-a016-4906-96f1-0a0f8211e8f9,3/15/13 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
59569fa6-2353-4d27-a847-54ac8a192c2e,3/20/13 18:00,Fed Interest Rate Decision,HIGH,USD
4a195a3f-1f29-4e7e-9492-32a641180e4e,3/25/13 17:15,Former Fed's Chair Bernanke speech,HIGH,USD
a632274a-f272-432f-8a7c-9aa608e55751,3/26/13 12:30,Durable Goods Orders,HIGH,USD
abe287e4-2b3b-481d-8b1b-b9a7d00e381f,3/26/13 14:00,Consumer Confidence,HIGH,USD
e8f67554-1149-4e8a-9e8a-e26f77fce8f6,3/28/13 12:30,Gross Domestic Product Annualized,HIGH,USD
aa472f16-26fa-48bd-87a1-0a5b2e9f6311,3/28/13 12:30,Gross Domestic Product Price Index,HIGH,USD
e487a6ed-73f2-46d5-b81c-f80b980d7af8,3/29/13 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
6359d8d2-cd7b-45de-87fe-69010c12a591,3/29/13 13:55,Michigan Consumer Sentiment Index,HIGH,USD
42b2f691-eab8-4746-bee3-7387fb6120ec,4/1/13 14:00,ISM Manufacturing PMI,HIGH,USD
6fe49544-2801-4f70-9e50-ee75c08d2b69,4/4/13 14:30,Former Fed's Chair Bernanke speech,HIGH,USD
007357b6-eda2-4cc2-b4c3-ba8e702a3851,4/5/13 12:30,Nonfarm Payrolls,HIGH,USD
1af78752-e34e-4ee4-8997-561d86db13f8,4/5/13 12:30,Unemployment Rate,HIGH,USD
13cbf4e4-fdae-4d44-a684-7d8014cb7389,4/10/13 13:00,FOMC Minutes,HIGH,USD
cd69bc74-0f19-4103-b615-c74dc02ceb15,4/12/13 12:30,Retail Sales (MoM),HIGH,USD
d3971989-1b4a-4006-85c2-2f817ebb146d,4/12/13 13:55,Michigan Consumer Sentiment Index,HIGH,USD
393222fb-6e6a-4e9d-95b3-181637ae9e84,4/12/13 16:30,Former Fed's Chair Bernanke speech,HIGH,USD
4358f010-b14c-4f67-bf4a-e18caf642861,4/16/13 12:30,Consumer Price Index (YoY),HIGH,USD
1859f6bd-f0b8-4823-a942-977a60d22bc1,4/16/13 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
66131fcd-e02f-451c-a567-7061849a2a9c,4/17/13 18:00,Fed's Beige Book,HIGH,USD
7a9675a5-2a65-4c05-a8cd-9d8b98df32fb,4/24/13 12:30,Durable Goods Orders,HIGH,USD
783dadca-2d9f-4bbc-a39b-96b2b071272e,4/26/13 12:30,Gross Domestic Product Annualized,HIGH,USD
3d9f0d84-485c-4aa7-8cb2-796939dbda70,4/29/13 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
5244aef7-c5bd-40e1-8723-9be6d531bede,4/30/13 14:00,Consumer Confidence,HIGH,USD
ad1e19be-2a95-43d5-886a-11b862460741,5/1/13 14:00,ISM Manufacturing PMI,HIGH,USD
76d19210-e314-419d-9dca-2c43c2700d0a,5/1/13 18:00,Fed Interest Rate Decision,HIGH,USD
1043509c-2b85-4695-a124-acec537bd400,5/3/13 12:30,Nonfarm Payrolls,HIGH,USD
2dd84647-21b6-4f5a-b273-c896a6bc7eee,5/3/13 12:30,Unemployment Rate,HIGH,USD
7a9b03dc-e664-44ab-a715-26426a0a224b,5/13/13 12:30,Retail Sales (MoM),HIGH,USD
36a5ef08-131d-4faa-a0e3-24466a55dedd,5/16/13 12:30,Consumer Price Index (YoY),HIGH,USD
7473c277-d5f4-4faf-96e2-f23cf21ca56c,5/16/13 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
ebb7927e-745d-46cd-a199-4870b3019cbb,5/22/13 18:00,FOMC Minutes,HIGH,USD
ecde96ee-c734-4cf9-828b-7003e505420c,5/24/13 12:30,Durable Goods Orders,HIGH,USD
522a603d-b8cc-409d-bcbb-14efa639a50b,5/28/13 14:00,Consumer Confidence,HIGH,USD
a63c2908-0950-448c-af80-b9bc0d7490f9,5/30/13 12:30,Gross Domestic Product Annualized,HIGH,USD
6d774b0e-7991-40c9-b9b2-c1cfb7f5f8a3,5/30/13 12:30,Gross Domestic Product Price Index,HIGH,USD
8c85f3a8-dec0-4020-88a4-d6a6d1f285e3,5/30/13 12:30,Personal Consumption Expenditures Prices (QoQ),HIGH,USD
8f049b5d-329d-48d8-94b8-ef57e2f45d14,6/3/13 14:00,ISM Manufacturing PMI,HIGH,USD
32f0a366-06de-4ccc-8c9f-81e5b1db9ea7,6/7/13 12:30,Nonfarm Payrolls,HIGH,USD
601f0ccd-5ead-4e7c-90d2-b60575ac0f29,6/7/13 12:30,Unemployment Rate,HIGH,USD
92e25be5-d8b8-4e81-a6a7-251c52f2b4fb,6/13/13 12:30,Retail Sales (MoM),HIGH,USD
4f2797a3-4bea-4a5e-a056-6d3883501c98,6/18/13 12:30,Consumer Price Index (YoY),HIGH,USD
4a7c4839-f590-4ade-8a90-2b40bb3379e6,6/18/13 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
f8bfbd3b-9afc-44b9-92ec-d80b76860325,6/19/13 18:00,Fed Interest Rate Decision,HIGH,USD
f63f7da6-e44d-4fac-9a12-b072be118bcc,6/19/13 18:00,FOMC Economic Projections,HIGH,USD
af37ef0e-bb26-428d-bd3e-bc7f24737dc5,6/19/13 18:30,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
9dc7c669-213e-4965-b1bf-ecebda9ca950,6/26/13 12:30,Gross Domestic Product Annualized,HIGH,USD
507605f6-07de-47a7-8b30-3a82f8e4cd84,7/5/13 12:30,Nonfarm Payrolls,HIGH,USD
5e4a159c-8841-4249-a62f-1ac6d08e7184,7/5/13 12:30,Unemployment Rate,HIGH,USD
e09fc9e5-a8eb-41b7-a30d-4311d8434d09,7/10/13 18:00,FOMC Minutes,HIGH,USD
98d91a0a-0a47-4a07-bfba-620c08c22a79,7/12/13 13:55,Michigan Consumer Sentiment Index,HIGH,USD
86f89265-c6e7-4549-9954-e1e682b7c750,7/15/13 12:30,Retail Sales (MoM),HIGH,USD
d5f46644-0858-46f6-9631-4ad16a9866b1,7/16/13 12:30,Consumer Price Index (YoY),HIGH,USD
f619298f-2acb-43dc-9399-170c6c5c8aba,7/16/13 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
745a355a-b81d-4675-a94b-38579e1c2b59,7/17/13 14:00,Former Fed's Chair Bernanke speech,HIGH,USD
e33d69b8-9de4-45e2-93ed-4501699b8378,7/17/13 18:00,Fed's Beige Book,HIGH,USD
317a71cc-b5c5-4581-8e4e-e903abbdf43b,7/18/13 14:00,Former Fed's Chair Bernanke speech,HIGH,USD
f731e281-8a28-4eb2-96e7-108daf8ace55,7/25/13 12:30,Durable Goods Orders,HIGH,USD
acdc6cf8-c1f7-4cf8-afac-b9a7c37bcd14,7/31/13 12:30,Gross Domestic Product Annualized,HIGH,USD
07e02432-548d-40cf-9758-663ebae1ce6f,7/31/13 18:00,Fed Interest Rate Decision,HIGH,USD
f7a4180e-9871-483f-bb59-dc043d701477,7/31/13 18:00,Fed Monetary Policy Statement,HIGH,USD
d7aa70b4-23b3-4935-8f08-f4035a991156,8/1/13 14:00,ISM Manufacturing PMI,HIGH,USD
1a12ba0e-0433-4120-b717-5a3f1ffaf902,8/2/13 12:30,Nonfarm Payrolls,HIGH,USD
36855b79-3d8b-434e-83c2-4a5da0ca83fc,8/2/13 12:30,Unemployment Rate,HIGH,USD
18d85c1f-0ba3-4c95-8274-8f8999c53e09,8/13/13 12:30,Retail Sales (MoM),HIGH,USD
677cde47-1499-4517-a069-3d70e67ff438,8/15/13 12:30,Consumer Price Index (YoY),HIGH,USD
9d699d6c-4eda-40f3-9305-14ab95290904,8/15/13 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
4ce2f32c-2234-41b6-afba-7b5343a01bae,8/16/13 13:55,Michigan Consumer Sentiment Index,HIGH,USD
7e53d930-c9b9-411f-a24b-6d525e220577,8/21/13 18:00,FOMC Minutes,HIGH,USD
8e0795db-ad3d-47d1-95e7-e581b52fe49f,8/22/13 0:00,Jackson Hole Symposium,HIGH,USD
c0ca3146-acbe-4655-a2ad-be21f6e3dd0f,8/23/13 0:00,Jackson Hole Symposium,HIGH,USD
b6a13a12-1aec-49bc-9083-0ef41f6a6274,8/24/13 0:00,Jackson Hole Symposium,HIGH,USD
