archetype,horizon,trades,win_rate,stop_rate,timeout_rate,ambiguous_rate,total_r,avg_r
cluster_rejection_fade,1h,119,0.13445378151260504,0.5546218487394958,0.31092436974789917,0.0,38.74504963484102,0.325588652393622
wddrb_sigma_distribution,1h,377,0.2493368700265252,0.34748010610079577,0.40318302387267907,0.010610079575596816,44.812229288128876,0.11886532967673442
model_forward,1h,184,0.2826086956521739,0.2391304347826087,0.4782608695652174,0.005434782608695652,17.498594685582102,0.09510105807381578
range_post_break_pullback,1h,99,0.30303030303030304,0.13131313131313133,0.5656565656565656,0.0,5.141114727355473,0.05193045179146942
range_pre_break_hold,1h,119,0.46218487394957986,0.42016806722689076,0.11764705882352941,0.07563025210084033,-24.070833333333333,-0.20227591036414566
cluster_rejection_fade,2h,119,0.16806722689075632,0.5882352941176471,0.24369747899159663,0.0,42.80487658621209,0.35970484526228647
range_post_break_pullback,2h,99,0.40404040404040403,0.18181818181818182,0.41414141414141414,0.0,13.04518675585643,0.13176956319046898
wddrb_sigma_distribution,2h,377,0.2864721485411141,0.40583554376657827,0.3076923076923077,0.010610079575596816,45.27761414433209,0.12009977226613287
model_forward,2h,184,0.30434782608695654,0.2826086956521739,0.41304347826086957,0.005434782608695652,15.525025823339659,0.08437514034423728
range_pre_break_hold,2h,119,0.4789915966386555,0.44537815126050423,0.07563025210084033,0.07563025210084033,-27.2875,-0.22930672268907565
cluster_rejection_fade,4h,119,0.18487394957983194,0.6386554621848739,0.17647058823529413,0.0,40.04235724281039,0.33649039699840666
range_post_break_pullback,4h,99,0.43434343434343436,0.1919191919191919,0.37373737373737376,0.0,16.911675833140702,0.17082500841556264
wddrb_sigma_distribution,4h,377,0.3156498673740053,0.4562334217506631,0.22811671087533156,0.010610079575596816,45.857579749510634,0.12163814257164625
model_forward,4h,184,0.34782608695652173,0.32065217391304346,0.33152173913043476,0.005434782608695652,12.733770443808664,0.06920527415113405
range_pre_break_hold,4h,119,0.48739495798319327,0.4789915966386555,0.03361344537815126,0.07563025210084033,-27.433333333333334,-0.23053221288515408
cluster_rejection_fade,session,119,0.16806722689075632,0.5966386554621849,0.23529411764705882,0.0,42.180412202556525,0.3544572453996347
range_post_break_pullback,session,99,0.42424242424242425,0.1919191919191919,0.37373737373737376,0.0,16.2486348439404,0.16412762468626668
wddrb_sigma_distribution,session,377,0.29442970822281167,0.40318302387267907,0.2838196286472148,0.010610079575596816,48.33948795537005,0.12822145346252004
model_forward,session,184,0.32608695652173914,0.29891304347826086,0.33152173913043476,0.005434782608695652,17.957809441458505,0.09759679044270926
range_pre_break_hold,session,119,0.4369747899159664,0.40336134453781514,0.14285714285714285,0.07563025210084033,-24.50892857142857,-0.20595738295318125
