ts,timestamp,symbol,session,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons,horizon,outcome,exit_price,ambiguous
1546392900,2019-01-01 20:35:00,ES,AS,model_forward,long,2516.25,2496.375,2510.0,19.875,6.25,-0.31446540880503143,0.6000000000000001,"['model_up_bias', 'model_up_bias']",1h,target,2510.0,False
1546392900,2019-01-01 20:35:00,ES,AS,model_forward,long,2516.25,2496.375,2510.0,19.875,6.25,-0.31446540880503143,0.6000000000000001,"['model_up_bias', 'model_up_bias']",2h,target,2510.0,False
1546392900,2019-01-01 20:35:00,ES,AS,model_forward,long,2516.25,2496.375,2510.0,19.875,6.25,-0.31446540880503143,0.6000000000000001,"['model_up_bias', 'model_up_bias']",4h,target,2510.0,False
1546392900,2019-01-01 20:35:00,ES,AS,model_forward,long,2516.25,2496.375,2510.0,19.875,6.25,-0.31446540880503143,0.6000000000000001,"['model_up_bias', 'model_up_bias']",session,target,2510.0,False
1546392900,2019-01-01 20:35:00,ES,AS,wddrb_sigma_distribution,short,2516.25,2496.375,2469.125,19.875,47.125,1.0,0.5,['wddrb_mid_sigma'],1h,stop,2496.375,False
1546392900,2019-01-01 20:35:00,ES,AS,wddrb_sigma_distribution,short,2516.25,2496.375,2469.125,19.875,47.125,1.0,0.5,['wddrb_mid_sigma'],2h,stop,2496.375,False
1546392900,2019-01-01 20:35:00,ES,AS,wddrb_sigma_distribution,short,2516.25,2496.375,2469.125,19.875,47.125,1.0,0.5,['wddrb_mid_sigma'],4h,stop,2496.375,False
1546392900,2019-01-01 20:35:00,ES,AS,wddrb_sigma_distribution,short,2516.25,2496.375,2469.125,19.875,47.125,1.0,0.5,['wddrb_mid_sigma'],session,stop,2496.375,False
1546408500,2019-01-02 00:55:00,ES,AS,model_forward,long,2478.0,2496.375,2510.0,18.375,32.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",1h,stop,2496.375,False
1546408500,2019-01-02 00:55:00,ES,AS,model_forward,long,2478.0,2496.375,2510.0,18.375,32.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",2h,stop,2496.375,False
1546408500,2019-01-02 00:55:00,ES,AS,model_forward,long,2478.0,2496.375,2510.0,18.375,32.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",4h,stop,2496.375,False
1546408500,2019-01-02 00:55:00,ES,AS,model_forward,long,2478.0,2496.375,2510.0,18.375,32.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,2496.375,False
1546408500,2019-01-02 00:55:00,ES,AS,wddrb_sigma_distribution,short,2478.0,2496.375,2469.125,18.375,8.875,-0.21768707482993196,0.5,['wddrb_mid_sigma'],1h,timeout,2482.0,False
1546408500,2019-01-02 00:55:00,ES,AS,wddrb_sigma_distribution,short,2478.0,2496.375,2469.125,18.375,8.875,0.08163265306122448,0.5,['wddrb_mid_sigma'],2h,timeout,2476.5,False
1546408500,2019-01-02 00:55:00,ES,AS,wddrb_sigma_distribution,short,2478.0,2496.375,2469.125,18.375,8.875,0.48299319727891155,0.5,['wddrb_mid_sigma'],4h,target,2469.125,False
1546408500,2019-01-02 00:55:00,ES,AS,wddrb_sigma_distribution,short,2478.0,2496.375,2469.125,18.375,8.875,0.48299319727891155,0.5,['wddrb_mid_sigma'],session,target,2469.125,False
1546431000,2019-01-02 07:10:00,ES,OS,wddrb_sigma_distribution,short,2476.0,2496.375,2469.125,20.375,6.875,0.3374233128834356,0.55,"['wddrb_mid_sigma', 'model_down_bias']",1h,target,2469.125,False
1546431000,2019-01-02 07:10:00,ES,OS,wddrb_sigma_distribution,short,2476.0,2496.375,2469.125,20.375,6.875,0.3374233128834356,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2h,target,2469.125,False
1546431000,2019-01-02 07:10:00,ES,OS,wddrb_sigma_distribution,short,2476.0,2496.375,2469.125,20.375,6.875,0.3374233128834356,0.55,"['wddrb_mid_sigma', 'model_down_bias']",4h,target,2469.125,False
1546431000,2019-01-02 07:10:00,ES,OS,wddrb_sigma_distribution,short,2476.0,2496.375,2469.125,20.375,6.875,0.3374233128834356,0.55,"['wddrb_mid_sigma', 'model_down_bias']",session,target,2469.125,False
1546431000,2019-01-02 07:10:00,ES,OS,model_forward,long,2476.0,2496.375,2510.0,20.375,34.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",1h,stop,2496.375,False
1546431000,2019-01-02 07:10:00,ES,OS,model_forward,long,2476.0,2496.375,2510.0,20.375,34.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",2h,stop,2496.375,False
1546431000,2019-01-02 07:10:00,ES,OS,model_forward,long,2476.0,2496.375,2510.0,20.375,34.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",4h,stop,2496.375,False
1546431000,2019-01-02 07:10:00,ES,OS,model_forward,long,2476.0,2496.375,2510.0,20.375,34.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,2496.375,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,long,2472.0,2496.375,2510.0,24.375,38.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",1h,stop,2496.375,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,long,2472.0,2496.375,2510.0,24.375,38.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",2h,stop,2496.375,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,long,2472.0,2496.375,2510.0,24.375,38.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",4h,stop,2496.375,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,long,2472.0,2496.375,2510.0,24.375,38.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,2496.375,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,short,2472.0,2510.0,2469.125,38.0,2.875,0.0756578947368421,0.55,"['model_down_bias', 'model_down_bias']",1h,target,2469.125,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,short,2472.0,2510.0,2469.125,38.0,2.875,0.0756578947368421,0.55,"['model_down_bias', 'model_down_bias']",2h,target,2469.125,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,short,2472.0,2510.0,2469.125,38.0,2.875,0.0756578947368421,0.55,"['model_down_bias', 'model_down_bias']",4h,target,2469.125,False
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,short,2472.0,2510.0,2469.125,38.0,2.875,0.0756578947368421,0.55,"['model_down_bias', 'model_down_bias']",session,target,2469.125,False
1546439400,2019-01-02 09:30:00,ES,RR,wddrb_sigma_distribution,long,2470.5,2468.5,2473.5,2.0,3.0,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",1h,stop,2468.5,True
1546439400,2019-01-02 09:30:00,ES,RR,wddrb_sigma_distribution,long,2470.5,2468.5,2473.5,2.0,3.0,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2h,stop,2468.5,True
1546439400,2019-01-02 09:30:00,ES,RR,wddrb_sigma_distribution,long,2470.5,2468.5,2473.5,2.0,3.0,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",4h,stop,2468.5,True
1546439400,2019-01-02 09:30:00,ES,RR,wddrb_sigma_distribution,long,2470.5,2468.5,2473.5,2.0,3.0,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2468.5,True
