archetype,trades,win_rate,total_r,avg_r
range_post_break_pullback,10,0.1,9.796886108462363,0.9796886108462364
wddrb_sigma_distribution,253,0.1541501976284585,79.56162409492113,0.3144728225095697
cluster_rejection_fade,52,0.09615384615384616,11.493649155722327,0.22103171453312168
