p_min,n_trades,avg_R,sum_R,total_points
0.5,518,0.2642908532265928,136.90266197137507,1105.1441099236426
0.55,518,0.2642908532265928,136.90266197137507,1105.1441099236426
0.6,510,0.27189852546361865,138.66824798644552,1135.3715676070178
0.65,496,0.2700264717255031,133.93312997584954,1102.9172724029522
0.7,464,0.24416855234204513,113.29420828670894,927.2471656626558
0.75,427,0.2128119765566038,90.87071398966982,732.8303201336685
