ts,timestamp,symbol,session,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons,horizon,outcome,exit_price,ambiguous
1483407000,2017-01-02 20:30:00,ES,AS,wddrb_sigma_distribution,long,2240.5,2238.5,2249.5,2.0,9.0,1.5,0.6,['wddrb_mid_sigma'],1h,timeout,2243.5,False
1483407000,2017-01-02 20:30:00,ES,AS,wddrb_sigma_distribution,long,2240.5,2238.5,2249.5,2.0,9.0,1.5,0.6,['wddrb_mid_sigma'],2h,timeout,2243.5,False
1483407000,2017-01-02 20:30:00,ES,AS,wddrb_sigma_distribution,long,2240.5,2238.5,2249.5,2.0,9.0,2.875,0.6,['wddrb_mid_sigma'],4h,timeout,2246.25,False
1483407000,2017-01-02 20:30:00,ES,AS,wddrb_sigma_distribution,long,2240.5,2238.5,2249.5,2.0,9.0,2.125,0.6,['wddrb_mid_sigma'],session,timeout,2244.75,False
1483407000,2017-01-02 20:30:00,ES,AS,range_post_break_pullback,short,2240.5,2243.25,2238.75,2.75,1.75,-1.0,0.5,"['pullback_first_low', 'post_break']",1h,stop,2243.25,False
1483407000,2017-01-02 20:30:00,ES,AS,range_post_break_pullback,short,2240.5,2243.25,2238.75,2.75,1.75,-1.0,0.5,"['pullback_first_low', 'post_break']",2h,stop,2243.25,False
1483407000,2017-01-02 20:30:00,ES,AS,range_post_break_pullback,short,2240.5,2243.25,2238.75,2.75,1.75,-1.0,0.5,"['pullback_first_low', 'post_break']",4h,stop,2243.25,False
1483407000,2017-01-02 20:30:00,ES,AS,range_post_break_pullback,short,2240.5,2243.25,2238.75,2.75,1.75,-1.0,0.5,"['pullback_first_low', 'post_break']",session,stop,2243.25,False
1483430400,2017-01-03 03:00:00,ES,OR,cluster_rejection_fade,short,2249.0,2238.75,2217.25,10.25,31.75,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",1h,stop,2238.75,False
1483430400,2017-01-03 03:00:00,ES,OR,cluster_rejection_fade,short,2249.0,2238.75,2217.25,10.25,31.75,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",2h,stop,2238.75,False
1483430400,2017-01-03 03:00:00,ES,OR,cluster_rejection_fade,short,2249.0,2238.75,2217.25,10.25,31.75,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",4h,stop,2238.75,False
1483430400,2017-01-03 03:00:00,ES,OR,cluster_rejection_fade,short,2249.0,2238.75,2217.25,10.25,31.75,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",session,stop,2238.75,False
1483430400,2017-01-03 03:00:00,ES,OR,wddrb_sigma_distribution,long,2249.0,2238.75,2249.5,10.25,0.5,0.04878048780487805,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",1h,target,2249.5,False
1483430400,2017-01-03 03:00:00,ES,OR,wddrb_sigma_distribution,long,2249.0,2238.75,2249.5,10.25,0.5,0.04878048780487805,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",2h,target,2249.5,False
1483430400,2017-01-03 03:00:00,ES,OR,wddrb_sigma_distribution,long,2249.0,2238.75,2249.5,10.25,0.5,0.04878048780487805,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",4h,target,2249.5,False
1483430400,2017-01-03 03:00:00,ES,OR,wddrb_sigma_distribution,long,2249.0,2238.75,2249.5,10.25,0.5,0.04878048780487805,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",session,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,wddrb_sigma_distribution,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['wddrb_mid_sigma', 'model_up_bias']",1h,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,wddrb_sigma_distribution,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2h,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,wddrb_sigma_distribution,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['wddrb_mid_sigma', 'model_up_bias']",4h,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,wddrb_sigma_distribution,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,model_forward,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['model_up_bias', 'model_up_bias']",1h,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,model_forward,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['model_up_bias', 'model_up_bias']",2h,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,model_forward,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['model_up_bias', 'model_up_bias']",4h,target,2249.5,False
1483442700,2017-01-03 06:25:00,ES,OS,model_forward,long,2253.75,2238.75,2249.5,15.0,4.25,-0.2833333333333333,0.55,"['model_up_bias', 'model_up_bias']",session,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,wddrb_sigma_distribution,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['wddrb_mid_sigma', 'model_up_bias']",1h,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,wddrb_sigma_distribution,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2h,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,wddrb_sigma_distribution,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['wddrb_mid_sigma', 'model_up_bias']",4h,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,wddrb_sigma_distribution,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,model_forward,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['model_up_bias', 'model_up_bias']",1h,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,model_forward,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['model_up_bias', 'model_up_bias']",2h,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,model_forward,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['model_up_bias', 'model_up_bias']",4h,target,2249.5,False
1483443300,2017-01-03 06:35:00,ES,OS,model_forward,long,2254.25,2238.75,2249.5,15.5,4.75,-0.3064516129032258,0.55,"['model_up_bias', 'model_up_bias']",session,target,2249.5,False
1483453800,2017-01-03 09:30:00,ES,RR,range_pre_break_hold,short,2252.0,2253.75,2251.125,1.75,0.875,-1.0,0.6,"['near_first_high', 'pre_break']",1h,stop,2253.75,True
1483453800,2017-01-03 09:30:00,ES,RR,range_pre_break_hold,short,2252.0,2253.75,2251.125,1.75,0.875,-1.0,0.6,"['near_first_high', 'pre_break']",2h,stop,2253.75,True
1483453800,2017-01-03 09:30:00,ES,RR,range_pre_break_hold,short,2252.0,2253.75,2251.125,1.75,0.875,-1.0,0.6,"['near_first_high', 'pre_break']",4h,stop,2253.75,True
1483453800,2017-01-03 09:30:00,ES,RR,range_pre_break_hold,short,2252.0,2253.75,2251.125,1.75,0.875,-1.0,0.6,"['near_first_high', 'pre_break']",session,stop,2253.75,True
1483453800,2017-01-03 09:30:00,ES,RR,wddrb_sigma_distribution,long,2252.0,2250.0,2252.75,2.0,0.75,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",1h,stop,2250.0,True
1483453800,2017-01-03 09:30:00,ES,RR,wddrb_sigma_distribution,long,2252.0,2250.0,2252.75,2.0,0.75,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2h,stop,2250.0,True
1483453800,2017-01-03 09:30:00,ES,RR,wddrb_sigma_distribution,long,2252.0,2250.0,2252.75,2.0,0.75,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",4h,stop,2250.0,True
