Date,conf,entry,instrument,conf type,exit time,Unnamed: 6,stopped out,Unnamed: 8,Unnamed: 9,entry.1,stop ,take profit,exit,source,date,entry_time,stop,target,direction,entry_method,conf_type,conf_time,status,entry_ts,entry_date,Conf Time,Entry Time,Instrument,Conf Type,Direction,Session,Entry Method,Status,Entry,Stop,Target,Exit,session_label,Entry Price,Stop Price,Target Price,Exit Price,ts_x,bar_session,bar_session_start,high,low,range_session,session_x,range_session_start,mins_from_range_start,session_y,breakout_ts,ts_y,session,range_p_confirm_long,range_p_confirm_short,range_p_false_session,range_p_m7_ret_sd,range_p_m7_time,range_p_max_ext_sd,range_p_max_ret_sd,first_range_candle_p_session_box_dir_up,first_range_candle_p_session_box_dir_down,first_range_candle_p_first_break_true_range_only,seq_intraday_p_high_holds,seq_intraday_p_low_holds,seq_intraday_hi_pct_percentile,seq_intraday_lo_pct_percentile,seq_asia_p_high_holds,seq_asia_p_low_holds,seq_asia_hi_pct_percentile,seq_asia_lo_pct_percentile,seq_daycycle_p_hi_hold_24h,seq_daycycle_p_lo_hold_24h,modeldb_p_box_up,modeldb_p_box_down,range_p_confirm_dir,seq_intraday_p_hold_dir,seq_asia_p_hold_dir,entry_cluster,target_cluster,stop_cluster,rej_30m_count,rej_30m_perfect,rej_6h_support,rej_6h_resist,rej_24h_support,rej_24h_resist,rej_move_away,rej_retest_count,rej_quality,rej_6h_bias,rej_24h_bias,rej_30m_perfect_any,frontrun_class,risk_pts,target_r_multiple,realized_r_multiple,is_win
01/17/2018,,2784.75,,,,,,,,,,,2800.75,2018_set2,2018-01-17,10:30,2782.75,2800.75,Long,Frontrun,No Conf,,W,2018-01-17 10:30:00-05:00,2018-01-17,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2784.75,2782.75,2800.75,2800.75,2018-01-17 10:30:00-05:00,RS,2018-01-17 10:30:00-05:00,2787.5,2784.25,RR,RR,2018-01-17 09:30:00-05:00,60.0,RR,2018-01-17 10:25:00-05:00,2018-01-17 10:30:00-05:00,RS,0.27,0.73,0.25,0.5,0.0,0.0,0.5,0.252,0.7317,0.7459,0.4925,0.5225,1.0,1.0,0.5,0.5,0.977,0.841,0.45,0.705,0.0,1.0,0.27,0.4925,0.5,0.0,1.0,0.0,15.0,4.0,15.0,12.0,45.0,43.0,3.75,3.0,dirty,3.0,2.0,True,post_breakout,2.0,8.0,8.0,True
01/18/2018,,2801.75,,,,,,,,,,,2803.25,2018,2018-01-18,8:05,2803.25,2793.75,Short,Advanced,No Conf,,EX,2018-01-18 08:05:00-05:00,2018-01-18,,8:05,ES,No Conf,Short,ODR,Advanced,EX,2801.75,2803.25,2793.75,2803.25,ODR,,,,,2018-01-18 08:05:00-05:00,OS,2018-01-18 04:00:00-05:00,2802.75,2800.5,OR,OR,2018-01-18 03:00:00-05:00,305.0,,,2018-01-18 08:05:00-05:00,OS,0.35,0.65,0.36,0.0,0.0,0.0,0.26,0.1133,0.8499,0.8882,0.1789634146341464,0.4167682926829268,0.054,0.892,1.0,1.0,0.595,1.0,0.983,0.983,0.0,1.0,0.65,0.4167682926829268,1.0,1.0,1.0,1.0,9.0,4.0,20.0,22.0,44.0,43.0,0.25,4.0,dirty,-2.0,1.0,True,no_breakout,1.5,5.333333333333333,-1.0,False
01/18/2018,,2799.75,,,,,,,,,,,2801.0,2018,2018-01-18,10:30,2801.0,2791.5,Short,Frontrun,No Conf,,EX,2018-01-18 10:30:00-05:00,2018-01-18,,10:30,ES,No Conf,Short,RDR,Frontrun,EX,2799.75,2801.0,2791.5,2801.0,RDR,,,,,2018-01-18 10:30:00-05:00,RS,2018-01-18 10:30:00-05:00,2801.25,2798.75,RR,RR,2018-01-18 09:30:00-05:00,60.0,RR,2018-01-18 10:25:00-05:00,2018-01-18 10:30:00-05:00,RS,0.43,0.57,0.21,0.5,0.0,0.0,0.5,0.6502,0.3308,0.6336,0.51875,0.48125,0.067,0.867,0.5,0.5,0.667,0.967,0.715,0.377,0.0,1.0,0.57,0.48125,0.5,1.0,0.0,1.0,9.0,0.0,15.0,7.0,33.0,30.0,1.75,6.0,dirty,8.0,3.0,False,post_breakout,1.25,6.6,-1.0,False
01/19/2018,,2807.0,,,,,,,,,,,2807.0,2018,2018-01-19,9:45,2809.0,2791.75,Short,Mode,No Conf,,BE,2018-01-19 09:45:00-05:00,2018-01-19,,9:45,ES,No Conf,Short,RDR,Mode,BE,2807.0,2809.0,2791.75,2807.0,RDR,,,,,2018-01-19 09:45:00-05:00,RR,2018-01-19 09:30:00-05:00,2808.25,2807.0,RR,RR,2018-01-19 09:30:00-05:00,15.0,RR,2018-01-19 10:25:00-05:00,2018-01-19 09:45:00-05:00,RR,0.65,0.35,0.5,0.5,0.5,0.5,0.5,0.5134,0.4545,0.7297,0.4708333333333333,0.4513888888888889,0.76,0.36,0.5,0.5,0.28,0.84,0.363,0.459,1.0,0.0,0.35,0.4513888888888889,0.5,1.0,0.0,1.0,11.0,2.0,3.0,8.0,3.0,20.0,6.5,3.0,dirty,-5.0,-17.0,True,frontrun,2.0,7.625,-0.0,False
01/19/2018,,2805.5,,,,,,,,,,,2803.5,2018_set2,2018-01-19,10:35,2803.5,2814.5,Long,Frontrun,No Conf,,EX,2018-01-19 10:35:00-05:00,2018-01-19,,10:35,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2805.5,2803.5,2814.5,2803.5,2018-01-19 10:35:00-05:00,RS,2018-01-19 10:30:00-05:00,2807.0,2804.5,RR,RR,2018-01-19 09:30:00-05:00,65.0,RR,2018-01-19 10:25:00-05:00,2018-01-19 10:35:00-05:00,RS,0.57,0.43,0.17,0.5,0.0,0.0,0.5,0.4286,0.5466,0.6076,0.5041666666666667,0.4958333333333333,0.75,0.55,0.5,0.5,0.879,0.303,0.616,0.644,1.0,0.0,0.57,0.5041666666666667,0.5,1.0,0.0,1.0,11.0,1.0,30.0,52.0,43.0,104.0,2.25,3.0,dirty,-22.0,-61.0,True,post_breakout,2.0,4.5,-1.0,False
01/19/2018,,2803.25,,,,,,,,,,,2803.25,2018,2018-01-19,11:00,2804.75,2791.75,Short,Mode,No Conf,,BE,2018-01-19 11:00:00-05:00,2018-01-19,,11:00,ES,No Conf,Short,RDR,Mode,BE,2803.25,2804.75,2791.75,2803.25,RDR,,,,,2018-01-19 11:00:00-05:00,RS,2018-01-19 10:30:00-05:00,2803.25,2800.75,RR,RR,2018-01-19 09:30:00-05:00,90.0,RR,2018-01-19 10:25:00-05:00,2018-01-19 11:00:00-05:00,RS,0.57,0.43,0.17,0.5,0.2,0.0,0.5,0.4286,0.5466,0.6076,0.5041666666666667,0.4958333333333333,0.75,0.55,0.5,0.5,0.879,0.303,0.644,0.658,1.0,0.0,0.43,0.4958333333333333,0.5,1.0,0.0,1.0,13.0,2.0,36.0,35.0,57.0,55.0,3.75,5.0,dirty,1.0,2.0,True,post_breakout,1.5,7.666666666666667,-0.0,False
01/19/2018,,2802.25,,,,,,,,,,,2804.0,2018,2018-01-19,11:55,2804.0,2791.75,Short,Mode,Wick,11:05,EX,2018-01-19 11:55:00-05:00,2018-01-19,11:05,11:55,ES,Wick,Short,RDR,Mode,EX,2802.25,2804.0,2791.75,2804.0,RDR,,,,,2018-01-19 11:55:00-05:00,RS,2018-01-19 10:30:00-05:00,2803.5,2801.5,RR,RR,2018-01-19 09:30:00-05:00,145.0,RR,2018-01-19 10:25:00-05:00,2018-01-19 11:55:00-05:00,RS,0.57,0.43,0.17,0.5,0.52,0.0,0.5,0.4286,0.5466,0.6076,0.5041666666666667,0.4958333333333333,0.75,0.55,0.5,0.5,0.879,0.303,0.685,0.699,1.0,0.0,0.43,0.4958333333333333,0.5,1.0,0.0,1.0,13.0,4.0,32.0,29.0,48.0,40.0,0.25,5.0,dirty,3.0,8.0,True,post_breakout,1.75,6.0,-1.0,False
01/22/2018,,2809.5,,,,,,,,,,,2827.5,2018,2018-01-22,9:30,2808.25,2827.5,Long,Missed,No Conf,,W,2018-01-22 09:30:00-05:00,2018-01-22,,9:30,ES,No Conf,Long,RDR,Missed,W,2809.5,2808.25,2827.5,2827.5,RDR,,,,,2018-01-22 09:30:00-05:00,RR,2018-01-22 09:30:00-05:00,2811.75,2809.25,RR,RR,2018-01-22 09:30:00-05:00,0.0,RR,2018-01-22 10:25:00-05:00,2018-01-22 09:30:00-05:00,RR,0.52,0.48,0.5,0.5,0.5,0.5,0.5,0.7556,0.2324,0.8182,0.4533333333333333,0.36,0.905,0.286,0.5,0.5,0.797,0.841,0.161,0.21,1.0,0.0,0.52,0.4533333333333333,0.5,1.0,0.0,1.0,15.0,8.0,42.0,42.0,59.0,66.0,6.25,2.0,mixed,0.0,-7.0,True,m7_first_two,1.25,14.4,14.4,True
01/22/2018,,2821.0,,,,,,,,,,,2819.0,2018,2018-01-22,10:35,2819.0,2833.25,Long,Frontrun,No Conf,,EX,2018-01-22 10:35:00-05:00,2018-01-22,,10:35,ES,No Conf,Long,RDR,Frontrun,EX,2821.0,2819.0,2833.25,2819.0,RDR,,,,,2018-01-22 10:35:00-05:00,RS,2018-01-22 10:30:00-05:00,2822.25,2819.75,RR,RR,2018-01-22 09:30:00-05:00,65.0,RR,2018-01-22 10:25:00-05:00,2018-01-22 10:35:00-05:00,RS,0.71,0.29,0.18,0.5,0.0,0.0,0.5,0.8807,0.1122,0.8983,0.4583333333333333,0.5208333333333334,0.812,0.375,0.5,0.5,0.429,0.629,0.536,0.696,1.0,0.0,0.71,0.4583333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,dirty,0.0,0.0,False,post_breakout,2.0,6.125,-1.0,False
01/22/2018,,2818.75,,,,,,,,,,,2834.25,2018,2018-01-22,11:00,2815.75,2834.25,Long,Frontrun,No Conf,,W,2018-01-22 11:00:00-05:00,2018-01-22,,11:00,ES,No Conf,Long,RDR,Frontrun,W,2818.75,2815.75,2834.25,2834.25,RDR,,,,,2018-01-22 11:00:00-05:00,RS,2018-01-22 10:30:00-05:00,2819.75,2817.75,RR,RR,2018-01-22 09:30:00-05:00,90.0,RR,2018-01-22 10:25:00-05:00,2018-01-22 11:00:00-05:00,RS,0.71,0.29,0.18,0.5,0.25,0.0,0.5,0.8807,0.1122,0.8983,0.5208333333333334,0.5208333333333334,0.812,0.375,0.5,0.5,0.429,0.629,0.565,0.696,1.0,0.0,0.71,0.5208333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,dirty,0.0,0.0,False,post_breakout,3.0,5.166666666666667,5.166666666666667,True
01/23/2018,,2837.25,,,,,,,,,,,2835.25,2018,2018-01-23,10:15,2835.25,2848.0,Long,Frontrun,No Conf,,EX,2018-01-23 10:15:00-05:00,2018-01-23,,10:15,ES,No Conf,Long,RDR,Frontrun,EX,2837.25,2835.25,2848.0,2835.25,RDR,,,,,2018-01-23 10:15:00-05:00,RR,2018-01-23 09:30:00-05:00,2839.0,2837.25,RR,RR,2018-01-23 09:30:00-05:00,45.0,RR,2018-01-23 10:25:00-05:00,2018-01-23 10:15:00-05:00,RR,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.6477,0.3333,0.6312,0.4625,0.5375,0.951,0.561,0.5,0.5,1.0,0.024,0.341,0.621,1.0,0.0,0.6,0.4625,0.5,1.0,0.0,1.0,5.0,1.0,6.0,13.0,27.0,54.0,3.25,5.0,dirty,-7.0,-27.0,True,frontrun,2.0,5.375,-1.0,False
01/23/2018,,2838.5,,,,,,,,,,,2838.5,2018,2018-01-23,10:30,2836.75,2848.0,Long,Frontrun,No Conf,,BE,2018-01-23 10:30:00-05:00,2018-01-23,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,2838.5,2836.75,2848.0,2838.5,RDR,,,,,2018-01-23 10:30:00-05:00,RS,2018-01-23 10:30:00-05:00,2839.25,2836.75,RR,RR,2018-01-23 09:30:00-05:00,60.0,RR,2018-01-23 10:25:00-05:00,2018-01-23 10:30:00-05:00,RS,0.7,0.3,0.21,0.5,0.0,0.0,0.5,0.6477,0.3333,0.6312,0.4626865671641791,0.373134328358209,0.9,0.5,0.5,0.5,0.975,0.375,0.303,0.783,1.0,0.0,0.7,0.4626865671641791,0.5,1.0,0.0,0.0,1.0,1.0,9.0,5.0,22.0,15.0,6.25,4.0,dirty,4.0,7.0,True,post_breakout,1.75,5.428571428571429,0.0,False
01/23/2018,,2838.0,,,,,,,,,,,2838.0,2018_set2,2018-01-23,10:30,2835.25,2848.5,Long,Frontrun,No Conf,,BE,2018-01-23 10:30:00-05:00,2018-01-23,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,,,,,RDR,2838.0,2835.25,2848.5,2838.0,2018-01-23 10:30:00-05:00,RS,2018-01-23 10:30:00-05:00,2839.25,2836.75,RR,RR,2018-01-23 09:30:00-05:00,60.0,RR,2018-01-23 10:25:00-05:00,2018-01-23 10:30:00-05:00,RS,0.7,0.3,0.21,0.5,0.0,0.0,0.5,0.6477,0.3333,0.6312,0.4626865671641791,0.373134328358209,0.9,0.5,0.5,0.5,0.975,0.375,0.303,0.783,1.0,0.0,0.7,0.4626865671641791,0.5,1.0,0.0,1.0,9.0,1.0,13.0,14.0,34.0,55.0,6.75,3.0,dirty,-1.0,-21.0,True,post_breakout,2.75,3.8181818181818183,0.0,False
01/24/2018,,2854.0,,,,,,,,,,,2852.25,2018,2018-01-24,10:10,2852.25,2862.0,Long,Frontrun,No Conf,,EX,2018-01-24 10:10:00-05:00,2018-01-24,,10:10,ES,No Conf,Long,RDR,Frontrun,EX,2854.0,2852.25,2862.0,2852.25,RDR,,,,,2018-01-24 10:10:00-05:00,RR,2018-01-24 09:30:00-05:00,2854.25,2852.25,RR,RR,2018-01-24 09:30:00-05:00,40.0,RR,2018-01-24 10:25:00-05:00,2018-01-24 10:10:00-05:00,RR,0.88,0.12,0.5,0.5,0.5,0.5,0.5,0.4321,0.5432,0.6101,0.6285714285714286,0.6442307692307693,0.448,0.621,0.5,0.5,0.345,0.621,0.328,0.592,1.0,0.0,0.88,0.6285714285714286,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.0,dirty,0.0,0.0,False,frontrun,1.75,4.571428571428571,-1.0,False
01/24/2018,,2852.0,,,,,,,,,,,2850.75,2018_set2,2018-01-24,10:30,2850.75,2857.25,Long,Frontrun,No Conf,,EX,2018-01-24 10:30:00-05:00,2018-01-24,,10:30,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2852.0,2850.75,2857.25,2850.75,2018-01-24 10:30:00-05:00,RS,2018-01-24 10:30:00-05:00,2853.75,2851.75,RR,RR,2018-01-24 09:30:00-05:00,60.0,RR,2018-01-24 10:25:00-05:00,2018-01-24 10:30:00-05:00,RS,0.71,0.29,0.25,0.5,0.0,0.0,0.5,0.4321,0.5432,0.6101,0.396551724137931,0.8103448275862069,0.812,0.688,0.5,0.5,0.73,0.297,0.303,0.783,1.0,0.0,0.71,0.396551724137931,0.5,0.0,0.0,0.0,4.0,2.0,3.0,2.0,3.0,2.0,3.25,6.0,dirty,1.0,1.0,True,post_breakout,1.25,4.2,-1.0,False
01/24/2018,,2852.25,,,,,,,,,,,2850.5,2018,2018-01-24,10:50,2850.5,2862.0,Long,Frontrun,No Conf,,EX,2018-01-24 10:50:00-05:00,2018-01-24,,10:50,ES,No Conf,Long,RDR,Frontrun,EX,2852.25,2850.5,2862.0,2850.5,RDR,,,,,2018-01-24 10:50:00-05:00,RS,2018-01-24 10:30:00-05:00,2853.0,2851.75,RR,RR,2018-01-24 09:30:00-05:00,80.0,RR,2018-01-24 10:25:00-05:00,2018-01-24 10:50:00-05:00,RS,0.71,0.29,0.25,0.5,0.16,0.0,0.5,0.4321,0.5432,0.6101,0.2045454545454545,0.8863636363636364,0.812,0.688,0.5,0.5,0.703,0.297,0.306,0.803,1.0,0.0,0.71,0.2045454545454545,0.5,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,dirty,1.0,1.0,True,post_breakout,1.75,5.571428571428571,-1.0,False
01/25/2018,,2842.5,,,,,,,,,,,2842.5,2018_set2,2018-01-25,10:35,2845.0,2828.75,Short,Frontrun,No Conf,,BE,2018-01-25 10:35:00-05:00,2018-01-25,,10:35,ES,No Conf,Short,RDR,Frontrun,BE,,,,,RDR,2842.5,2845.0,2828.75,2842.5,2018-01-25 10:35:00-05:00,RS,2018-01-25 10:30:00-05:00,2843.25,2839.75,RR,RR,2018-01-25 09:30:00-05:00,65.0,RR,2018-01-25 10:25:00-05:00,2018-01-25 10:35:00-05:00,RS,0.13,0.87,0.19,0.5,0.0,0.0,0.5,0.2571,0.7321,0.7464,0.5097222222222222,0.4902777777777777,0.882,0.794,0.5,0.5,0.779,1.0,0.67,0.571,0.0,1.0,0.87,0.4902777777777777,0.5,1.0,0.0,0.0,11.0,2.0,11.0,19.0,45.0,108.0,6.5,2.0,mixed,-8.0,-63.0,True,post_breakout,2.5,5.5,-0.0,False
01/26/2018,,2849.75,,,,,,,,,,,2857.75,2018_set2,2018-01-26,10:30,2848.25,2857.75,Long,Frontrun,No Conf,,W,2018-01-26 10:30:00-05:00,2018-01-26,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2849.75,2848.25,2857.75,2857.75,2018-01-26 10:30:00-05:00,RS,2018-01-26 10:30:00-05:00,2851.75,2849.75,RR,RR,2018-01-26 09:30:00-05:00,60.0,RR,2018-01-26 10:25:00-05:00,2018-01-26 10:30:00-05:00,RS,0.59,0.41,0.17,0.5,0.0,0.0,0.5,0.881,0.1119,0.8986,0.3396226415094339,0.7169811320754716,0.973,0.378,0.5,0.5,1.0,0.946,0.509,0.669,0.0,0.0,0.59,0.3396226415094339,0.5,0.0,0.0,0.0,5.0,1.0,23.0,28.0,23.0,28.0,6.75,0.0,clean,-5.0,-5.0,True,post_breakout,1.5,5.333333333333333,5.333333333333333,True
01/26/2018,,2852.75,,,,,,,,,,,2862.75,2018,2018-01-26,11:05,2851.5,2862.75,Long,Mode,Confirmed,10:35,W,2018-01-26 11:05:00-05:00,2018-01-26,10:35,11:05,ES,Confirmed,Long,RDR,Mode,W,2852.75,2851.5,2862.75,2862.75,RDR,,,,,2018-01-26 11:05:00-05:00,RS,2018-01-26 10:30:00-05:00,2855.0,2852.25,RR,RR,2018-01-26 09:30:00-05:00,95.0,RR,2018-01-26 10:25:00-05:00,2018-01-26 11:05:00-05:00,RS,0.8,0.2,0.22,0.43,0.51,0.29,0.57,0.881,0.1119,0.8986,0.1560897435897436,0.8439102564102564,0.973,0.378,0.5,0.5,0.919,0.946,0.522,0.741,0.0,0.0,0.8,0.1560897435897436,0.5,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.5,2.0,mixed,2.0,2.0,False,post_breakout,1.25,8.0,8.0,True
01/29/2018,,2869.5,,,,,,,,,,,2867.75,2018,2018-01-29,9:40,2867.75,2878.75,Long,Advanced,No Conf,,EX,2018-01-29 09:40:00-05:00,2018-01-29,,9:40,ES,No Conf,Long,RDR,Advanced,EX,2869.5,2867.75,2878.75,2867.75,RDR,,,,,2018-01-29 09:40:00-05:00,RR,2018-01-29 09:30:00-05:00,2871.25,2868.75,RR,RR,2018-01-29 09:30:00-05:00,10.0,RR,2018-01-29 10:25:00-05:00,2018-01-29 09:40:00-05:00,RR,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.6703,0.3077,0.6966,0.4266666666666667,0.6408333333333334,0.705,0.308,0.5,0.5,0.731,0.5,0.325,0.32,1.0,0.0,0.75,0.4266666666666667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,dirty,0.0,0.0,False,frontrun,1.75,5.285714285714286,-1.0,False
01/29/2018,,2865.75,,,,,,,,,,,2855.25,2018_set2,2018-01-29,10:30,2868.25,2855.25,Short,Frontrun,No Conf,,W,2018-01-29 10:30:00-05:00,2018-01-29,,10:30,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2865.75,2868.25,2855.25,2855.25,2018-01-29 10:30:00-05:00,RS,2018-01-29 10:30:00-05:00,2866.0,2863.5,RR,RR,2018-01-29 09:30:00-05:00,60.0,RR,2018-01-29 10:25:00-05:00,2018-01-29 10:30:00-05:00,RS,0.67,0.33,0.18,0.5,0.0,0.0,0.5,0.6703,0.3077,0.6966,0.51875,0.4625,0.73,0.351,0.5,0.5,0.649,0.541,0.716,0.379,0.0,1.0,0.33,0.4625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,clean,0.0,0.0,False,post_breakout,2.5,4.2,4.2,True
01/30/2018,,2832.25,,,,,,,,,,,2829.25,2018,2018-01-30,9:45,2829.25,2856.75,Long,Advanced,No Conf,,EX,2018-01-30 09:45:00-05:00,2018-01-30,,9:45,ES,No Conf,Long,RDR,Advanced,EX,2832.25,2829.25,2856.75,2829.25,RDR,,,,,2018-01-30 09:45:00-05:00,RR,2018-01-30 09:30:00-05:00,2832.5,2827.5,RR,RR,2018-01-30 09:30:00-05:00,15.0,RR,2018-01-30 10:25:00-05:00,2018-01-30 09:45:00-05:00,RR,0.4,0.6,0.5,0.5,0.5,0.5,0.5,0.1593,0.8269,0.8843,0.510576923076923,0.4471153846153846,0.658,0.737,0.5,0.5,0.763,0.868,0.373,0.347,0.0,1.0,0.4,0.510576923076923,0.5,1.0,0.0,1.0,5.0,2.0,4.0,1.0,5.0,1.0,-1.5,0.0,dirty,3.0,4.0,True,frontrun,3.0,8.166666666666666,-1.0,False
02/01/2018,,2821.5,,,,,,,,,,,2818.0,2018,2018-02-01,9:55,2818.0,2839.5,Long,Advanced,No Conf,,EX,2018-02-01 09:55:00-05:00,2018-02-01,,9:55,ES,No Conf,Long,RDR,Advanced,EX,2821.5,2818.0,2839.5,2818.0,RDR,,,,,2018-02-01 09:55:00-05:00,RR,2018-02-01 09:30:00-05:00,2825.25,2821.25,RR,RR,2018-02-01 09:30:00-05:00,25.0,RR,2018-02-01 10:25:00-05:00,2018-02-01 09:55:00-05:00,RR,0.83,0.17,0.5,0.5,0.5,0.5,0.5,0.5192,0.4295,0.6118,0.4429347826086957,0.3744565217391304,0.967,0.733,0.5,0.5,1.0,0.3,0.343,0.497,1.0,0.0,0.83,0.4429347826086957,0.5,1.0,1.0,1.0,5.0,0.0,2.0,8.0,8.0,12.0,4.5,6.0,dirty,-6.0,-4.0,False,frontrun,3.5,5.142857142857143,-1.0,False
02/01/2018,,2819.75,,,,,,,,,,,2834.25,2018_set2,2018-02-01,10:35,2817.0,2834.25,Long,Frontrun,No Conf,,W,2018-02-01 10:35:00-05:00,2018-02-01,,10:35,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2819.75,2817.0,2834.25,2834.25,2018-02-01 10:35:00-05:00,RS,2018-02-01 10:30:00-05:00,2823.0,2819.0,RR,RR,2018-02-01 09:30:00-05:00,65.0,RR,2018-02-01 10:25:00-05:00,2018-02-01 10:35:00-05:00,RS,0.82,0.18,0.21,0.5,0.0,0.0,0.5,0.5192,0.4295,0.6118,0.5416666666666666,0.4583333333333333,1.0,0.778,0.5,0.5,1.0,0.556,0.536,0.696,1.0,0.0,0.82,0.5416666666666666,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.75,4.0,dirty,0.0,1.0,False,post_breakout,2.75,5.2727272727272725,5.2727272727272725,True
02/01/2018,,2826.25,,,,,,,,,,,2831.5,2018,2018-02-01,11:30,2824.0,2839.5,Long,Mode,Confirmed,11:25,W,2018-02-01 11:30:00-05:00,2018-02-01,11:25,11:30,ES,Confirmed,Long,RDR,Mode,W,2826.25,2824.0,2839.5,2831.5,RDR,,,,,2018-02-01 11:30:00-05:00,RS,2018-02-01 10:30:00-05:00,2827.75,2822.5,RR,RR,2018-02-01 09:30:00-05:00,120.0,RR,2018-02-01 10:25:00-05:00,2018-02-01 11:30:00-05:00,RS,0.94,0.06,0.19,0.5,0.0,0.0,0.5,0.5192,0.4295,0.6118,0.5416666666666666,0.4791666666666667,1.0,0.778,0.5,0.5,1.0,0.556,0.58,0.739,1.0,0.0,0.94,0.5416666666666666,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,18.0,9.25,1.0,clean,0.0,14.0,False,post_breakout,2.25,5.888888888888889,2.3333333333333335,True
02/02/2018,,2798.5,,,,,,,,,,,2801.25,2018_set2,2018-02-02,10:30,2801.25,2777.75,Short,Frontrun,No Conf,,EX,2018-02-02 10:30:00-05:00,2018-02-02,,10:30,ES,No Conf,Short,RDR,Frontrun,EX,,,,,RDR,2798.5,2801.25,2777.75,2801.25,2018-02-02 10:30:00-05:00,RS,2018-02-02 10:30:00-05:00,2798.5,2795.0,RR,RR,2018-02-02 09:30:00-05:00,60.0,RR,2018-02-02 10:25:00-05:00,2018-02-02 10:30:00-05:00,RS,0.18,0.82,0.18,0.5,0.0,0.0,0.5,0.1589,0.8274,0.8846,0.6056818181818182,0.4647727272727273,0.167,0.882,0.5,0.5,0.922,0.971,0.717,0.378,0.0,1.0,0.82,0.4647727272727273,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,dirty,0.0,0.0,False,post_breakout,2.75,7.545454545454546,-1.0,False
02/02/2018,,2790.75,,,,,,,,,,,2794.25,2018_set2,2018-02-02,12:10,2794.25,2768.5,Short,Mode,Confirmed,11:55,EX,2018-02-02 12:10:00-05:00,2018-02-02,11:55,12:10,ES,Confirmed,Short,RDR,Mode,EX,,,,,RDR,2790.75,2794.25,2768.5,2794.25,2018-02-02 12:10:00-05:00,RS,2018-02-02 10:30:00-05:00,2792.0,2788.25,RR,RR,2018-02-02 09:30:00-05:00,160.0,RR,2018-02-02 10:25:00-05:00,2018-02-02 12:10:00-05:00,RS,0.0,1.0,0.18,0.2,0.4,0.2,0.4,0.1589,0.8274,0.8846,0.6255434782608695,0.4885869565217391,0.167,0.882,0.5,0.5,0.922,0.961,0.848,0.438,0.0,1.0,1.0,0.4885869565217391,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,dirty,0.0,0.0,False,post_breakout,3.5,6.357142857142857,-1.0,False
02/05/2018,,2753.5,,,,,,,,,,,2753.5,2018,2018-02-05,10:35,2749.75,2780.5,Long,Frontrun,No Conf,,BE,2018-02-05 10:35:00-05:00,2018-02-05,,10:35,ES,No Conf,Long,RDR,Frontrun,BE,2753.5,2749.75,2780.5,2753.5,RDR,,,,,2018-02-05 10:35:00-05:00,RS,2018-02-05 10:30:00-05:00,2757.75,2753.25,RR,RR,2018-02-05 09:30:00-05:00,65.0,RR,2018-02-05 10:25:00-05:00,2018-02-05 10:35:00-05:00,RS,0.73,0.27,0.15,0.5,0.0,0.0,0.5,0.6504,0.3308,0.6264,0.4666666666666667,0.5166666666666666,0.894,0.447,0.5,0.5,0.809,0.766,0.511,0.748,1.0,0.0,0.73,0.4666666666666667,0.5,0.0,0.0,0.0,8.0,2.0,20.0,4.0,36.0,22.0,9.0,1.0,clean,16.0,14.0,True,post_breakout,3.75,7.2,0.0,False
