entry_ts,entry_time,entry_time_et,ny_day,session,direction,entry_price,stop_price,primary_target,primary_reason,r_target,setup_score,reasoning,rej_count,rej_long_share,rej_wick_mean,rej_conf_mean,p_bias,wddrb_bias,rej_24h_orientation,current_session_break_out,current_session_break_out_direction,first_break_true,hit_1h,r_1h,hit_2h,r_2h,hit_4h,r_4h,hit_session,r_session
1749084300,2025-06-05 00:45:00+00:00,2025-06-04 20:45:00-04:00,2025-06-04,AS,short,5978.0,5979.25,5974.25,prev_wddrb_lo,3.0,7.203333333333333,"rej_count=37, rej_long_share=0.00, wick=0.43, conf=1.33, p_bias=0.56, wddrb_bias=-1.00, breakout=True, first_break=True, target=prev_wddrb_lo",37.0,0.0,0.43243243243243246,1.325675675675675,0.56,-1.0,bearish,True,long,True,tp,3.0,tp,3.0,tp,3.0,tp,3.0
1750030800,2025-06-15 23:40:00+00:00,2025-06-15 19:40:00-04:00,2025-06-15,AR,short,6038.75,6043.25,6017.25,prev_wddrb_lo,4.777777777777778,7.083333333333334,"rej_count=31, rej_long_share=0.00, wick=0.42, conf=1.86, p_bias=1.00, wddrb_bias=-1.00, breakout=False, first_break=True, target=prev_wddrb_lo",31.0,0.0,0.41935483870967744,1.8645161290322572,1.0,-1.0,bearish,False,,True,open,0.0,stop,-1.0,stop,-1.0,open,0.0
1739151300,2025-02-10 01:35:00+00:00,2025-02-09 20:35:00-05:00,2025-02-09,AS,short,6064.5,6070.0,6041.25,prev_wddrb_lo,4.2272727272727275,6.493333333333334,"rej_count=34, rej_long_share=0.00, wick=0.47, conf=1.74, p_bias=0.58, wddrb_bias=-1.00, breakout=False, first_break=True, target=prev_wddrb_lo",34.0,0.0,0.47058823529411764,1.7411764705882349,0.5800000000000001,-1.0,bearish,False,,True,open,0.0,open,0.0,stop,-1.0,open,0.0
1740116100,2025-02-21 05:35:00+00:00,2025-02-21 00:35:00-05:00,2025-02-21,AS,short,6131.75,6139.25,6102.75,prev_wddrb_lo,3.8666666666666667,6.414,"rej_count=39, rej_long_share=0.00, wick=0.41, conf=1.23, p_bias=-0.34, wddrb_bias=0.74, breakout=True, first_break=True, target=prev_wddrb_lo",39.0,0.0,0.41025641025641024,1.226923076923077,-0.34,0.742,bearish,True,short,True,open,0.0,open,0.0,open,0.0,open,0.0
1751442000,2025-07-02 07:40:00+00:00,2025-07-02 03:40:00-04:00,2025-07-02,OR,short,6258.0,6259.0,6253.038072417466,intraday_pct_level,4.961927582534372,6.16,"rej_count=30, rej_long_share=0.00, wick=0.40, conf=1.63, p_bias=-0.58, wddrb_bias=1.00, breakout=False, first_break=True, target=intraday_pct_level",30.0,0.0,0.4,1.6316666666666664,-0.5800000000000001,1.0,bearish,False,,True,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1751500800,2025-07-03 00:00:00+00:00,2025-07-02 20:00:00-04:00,2025-07-02,AR,short,6276.75,6283.125,6238.25,prev_wddrb_lo,6.03921568627451,5.583333333333334,"rej_count=25, rej_long_share=0.00, wick=0.40, conf=1.55, p_bias=-0.50, wddrb_bias=1.00, breakout=False, first_break=True, target=prev_wddrb_lo",25.0,0.0,0.4,1.5499999999999994,-0.5,1.0,bearish,False,,True,open,0.0,open,0.0,stop,-1.0,open,0.0
1751532300,2025-07-03 08:45:00+00:00,2025-07-03 04:45:00-04:00,2025-07-03,OS,short,6278.25,6287.5,6238.25,prev_wddrb_lo,4.324324324324325,5.533333333333333,"rej_count=22, rej_long_share=0.00, wick=0.41, conf=1.47, p_bias=-0.60, wddrb_bias=1.00, breakout=True, first_break=False, target=prev_wddrb_lo",22.0,0.0,0.4090909090909091,1.4727272727272724,-0.6000000000000001,1.0,bearish,True,short,False,open,0.0,open,0.0,stop,-1.0,open,0.0
1753235700,2025-07-23 01:55:00+00:00,2025-07-22 21:55:00-04:00,2025-07-22,AS,short,6361.0,6364.75,6349.25,weekly_cluster,3.1333333333333333,5.166666666666667,"rej_count=20, rej_long_share=0.00, wick=0.40, conf=1.26, p_bias=-0.50, wddrb_bias=1.00, breakout=True, first_break=False, target=weekly_cluster",20.0,0.0,0.4,1.2624999999999993,-0.5,1.0,bearish,True,short,False,open,0.0,open,0.0,stop,-1.0,open,0.0
1747876200,2025-05-22 01:10:00+00:00,2025-05-21 21:10:00-04:00,2025-05-21,AS,short,5872.5,5864.375,5847.75,prev_wddrb_lo,3.046153846153846,5.156,"rej_count=24, rej_long_share=0.00, wick=0.50, conf=1.24, p_bias=0.38, wddrb_bias=-0.70, breakout=True, first_break=True, target=prev_wddrb_lo",24.0,0.0,0.5,1.2374999999999992,0.37999999999999995,-0.698,bearish,True,long,True,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1748393700,2025-05-28 00:55:00+00:00,2025-05-27 20:55:00-04:00,2025-05-27,AS,short,5935.75,5930.5,5907.75,weekly_cluster,5.333333333333333,4.9399999999999995,"rej_count=18, rej_long_share=0.00, wick=0.44, conf=1.17, p_bias=-0.72, wddrb_bias=1.00, breakout=False, first_break=False, target=weekly_cluster",18.0,0.0,0.4444444444444444,1.1749999999999987,-0.72,1.0,bearish,False,,False,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1753681500,2025-07-28 05:45:00+00:00,2025-07-28 01:45:00-04:00,2025-07-28,AS,short,6455.5,6446.25,6402.5,prev_wddrb_lo,5.72972972972973,4.916666666666666,"rej_count=5, rej_long_share=0.00, wick=0.60, conf=1.28, p_bias=1.00, wddrb_bias=1.00, breakout=True, first_break=False, target=prev_wddrb_lo",5.0,0.0,0.6,1.279999999999998,1.0,1.0,bearish,True,long,False,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
