archetype,trades,win_rate,total_r,avg_r
model_forward,65,0.4461538461538462,61.67025550852566,0.9487731616696256
cluster_rejection_fade,74,0.20270270270270271,69.91865487453722,0.9448466874937462
wddrb_sigma_distribution,172,0.4069767441860465,153.41162242450318,0.8919280373517626
range_post_break_pullback,49,0.5714285714285714,32.659082697637686,0.6665118917885242
