symbol,day_date,session,session_id,next_session_id,entry_ts,direction,entry,exit_ts,exit,exit_reason,prior_range_sd,stop_dist,tp_dist,p_up,p_dn,ev_long,ev_short,pnl_points,pnl_R,equity_points
CME_MINI_ES1!,2025-08-29,TA,CME_MINI_ES1!-20250829-TA,CME_MINI_ES1!-20250829-AR,2025-08-31 19:25:00-04:00,long,6487.25,2025-08-31 20:20:00-04:00,6487.75,timeout,4.7860474297691615,4.7860474297691615,7.179071144653742,0.870203976887778,0.18454979026653537,1.175509942219445,-0.5386255243336615,0.25,0.05223516976555702,0.25
CME_MINI_ES1!,2025-08-29,AR,CME_MINI_ES1!-20250829-AR,CME_MINI_ES1!-20250829-AS,2025-08-31 20:25:00-04:00,short,6487.75,2025-08-31 22:15:00-04:00,6476.189898897501,tp,7.706734068332707,7.706734068332707,11.56010110249906,0.3649734239495547,0.8379435163108322,-0.08756644012611325,1.0948587907770804,11.310101102499175,1.4675608373426112,11.560101102499175
CME_MINI_ES1!,2025-08-29,AS,CME_MINI_ES1!-20250829-AS,CME_MINI_ES1!-20250829-TO,2025-09-01 01:55:00-04:00,short,6468.0,2025-09-01 02:50:00-04:00,6470.0,timeout,8.72675483785353,8.72675483785353,13.090132256780295,0.1580671069984115,0.6435709429747706,-0.6048322325039712,0.6089273574369264,-2.25,-0.2578277998873427,9.310101102499175
CME_MINI_ES1!,2025-08-29,TO,CME_MINI_ES1!-20250829-TO,CME_MINI_ES1!-20250829-OR,2025-09-01 02:55:00-04:00,long,6470.0,2025-09-01 03:30:00-04:00,6476.62700441376,tp,4.418002942506942,4.418002942506942,6.627004413760414,0.9085040304699938,0.4079296109333454,1.2712600761749846,0.019824027333363525,6.377004413760005,1.4434133468778205,15.68710551625918
CME_MINI_ES1!,2025-08-29,OR,CME_MINI_ES1!-20250829-OR,CME_MINI_ES1!-20250829-OS,2025-09-01 03:55:00-04:00,long,6475.5,2025-09-01 04:25:00-04:00,6480.673097476368,tp,3.4487316509116797,3.4487316509116797,5.17309747636752,0.9106395282350617,0.2477196182044282,1.2765988205876542,-0.3807009544889295,4.9230974763677295,1.4275095816939825,20.61020299262691
CME_MINI_ES1!,2025-09-02,RR,CME_MINI_ES1!-20250902-RR,CME_MINI_ES1!-20250902-RS,2025-09-02 10:25:00-04:00,long,6407.25,2025-09-02 10:50:00-04:00,6395.63454693092,stop,11.61545306908,11.61545306908,17.42317960362,0.8598157276684557,0.662220674274355,1.1495393191711394,0.6555516856858876,-11.865453069080104,-1.0215230519647653,8.744749923546806
CME_MINI_ES1!,2025-09-02,RS,CME_MINI_ES1!-20250902-RS,CME_MINI_ES1!-20250902-TOUT,2025-09-02 15:55:00-04:00,long,6424.5,2025-09-02 16:05:00-04:00,6439.399664425751,tp,9.93310961716756,9.93310961716756,14.89966442575134,0.8713009801552816,0.1485694975479417,1.178252450388204,-0.6285762561301458,14.649664425751325,1.4748316479294727,23.39441434929813
CME_MINI_ES1!,2025-09-02,TOUT,CME_MINI_ES1!-20250902-TOUT,CME_MINI_ES1!-20250902-TA,2025-09-02 17:55:00-04:00,long,6447.25,2025-09-02 19:20:00-04:00,6434.75,timeout,17.353313804573464,17.353313804573464,26.029970706860198,0.9347696666789272,0.13331110955815625,1.336924166697318,-0.6667222261046093,-12.75,-0.734729985499354,10.644414349298131
CME_MINI_ES1!,2025-09-02,TA,CME_MINI_ES1!-20250902-TA,CME_MINI_ES1!-20250902-AR,2025-09-02 19:25:00-04:00,short,6434.75,2025-09-02 20:20:00-04:00,6433.25,timeout,5.316752499680341,5.316752499680341,7.975128749520511,0.24050290099069815,0.7377500103693584,-0.3987427475232546,0.844375025923396,1.25,0.23510592228529612,11.894414349298131
CME_MINI_ES1!,2025-09-02,AR,CME_MINI_ES1!-20250902-AR,CME_MINI_ES1!-20250902-AS,2025-09-02 20:25:00-04:00,short,6433.25,2025-09-03 01:50:00-04:00,6427.25,timeout,6.534705881092196,6.534705881092196,9.802058821638294,0.45702448216597713,0.86272128457112,0.14256120541494288,1.1568032114277997,5.75,0.8799171844347733,17.64441434929813
CME_MINI_ES1!,2025-09-02,AS,CME_MINI_ES1!-20250902-AS,CME_MINI_ES1!-20250902-TO,2025-09-03 01:55:00-04:00,long,6427.25,2025-09-03 02:50:00-04:00,6433.25,timeout,8.242240217897304,8.242240217897304,12.363360326845957,0.7505931960935635,0.40423076845818406,0.8764829902339086,0.01057692114546016,5.75,0.6976258696651886,23.39441434929813
CME_MINI_ES1!,2025-09-02,TO,CME_MINI_ES1!-20250902-TO,CME_MINI_ES1!-20250902-OR,2025-09-03 02:55:00-04:00,long,6433.25,2025-09-03 03:20:00-04:00,6428.438060484092,stop,4.811939515908518,4.811939515908518,7.2179092738627775,0.8799574836034509,0.20026655597013418,1.1998937090086275,-0.49933361007466454,-5.061939515908307,-1.051954102742413,18.332474833389824
CME_MINI_ES1!,2025-09-02,OR,CME_MINI_ES1!-20250902-OR,CME_MINI_ES1!-20250902-OS,2025-09-03 03:55:00-04:00,long,6442.25,2025-09-03 08:20:00-04:00,6452.75,timeout,13.926678748085667,13.926678748085667,20.890018122128502,0.9093166973692772,0.33359129000470933,1.273291743423193,-0.16602177498822668,10.25,0.7359974467285636,28.582474833389824
CME_MINI_ES1!,2025-09-02,TR,CME_MINI_ES1!-20250902-TR,CME_MINI_ES1!-20250903-RR,2025-09-03 09:25:00-04:00,long,6449.25,2025-09-03 09:55:00-04:00,6442.829237547129,stop,6.420762452870412,6.420762452870412,9.631143679305618,0.9458844122954171,0.7508931588694671,1.3647110307385428,0.8772328971736677,-6.670762452870804,-1.0389361858245711,21.91171238051902
CME_MINI_ES1!,2025-09-03,RR,CME_MINI_ES1!-20250903-RR,CME_MINI_ES1!-20250903-RS,2025-09-03 10:25:00-04:00,long,6450.5,2025-09-03 12:45:00-04:00,6437.50526663459,stop,12.994733365409822,12.994733365409822,19.492100048114732,0.9149140695336921,0.7072150219124669,1.2872851738342304,0.7680375547811671,-13.244733365409957,-1.019238563267916,8.666979015109064
CME_MINI_ES1!,2025-09-03,TOUT,CME_MINI_ES1!-20250903-TOUT,CME_MINI_ES1!-20250903-TA,2025-09-03 17:55:00-04:00,short,6460.5,2025-09-03 19:20:00-04:00,6458.0,timeout,15.856977959245576,15.856977959245576,23.785466938868364,0.5185789176327396,0.6850754351193775,0.2964472940818489,0.7126885877984439,2.25,0.14189336743626577,10.916979015109064
CME_MINI_ES1!,2025-09-03,TA,CME_MINI_ES1!-20250903-TA,CME_MINI_ES1!-20250903-AR,2025-09-03 19:25:00-04:00,long,6458.0,2025-09-03 20:15:00-04:00,6465.666729344335,tp,5.1111528962232615,5.1111528962232615,7.666729344334892,0.8546203481552805,0.6783838105104966,1.1365508703882015,0.6959595262762414,7.416729344335181,1.45108735639968,18.333708359444245
CME_MINI_ES1!,2025-09-03,AR,CME_MINI_ES1!-20250903-AR,CME_MINI_ES1!-20250903-AS,2025-09-03 20:25:00-04:00,long,6467.5,2025-09-03 22:55:00-04:00,6461.319674072395,stop,6.180325927605159,6.180325927605159,9.270488891407737,0.923042069833337,0.2258207665406526,1.3076051745833426,-0.43544808364836846,-6.430325927604827,-1.040450941087591,11.903382431839418
CME_MINI_ES1!,2025-09-03,TO,CME_MINI_ES1!-20250903-TO,CME_MINI_ES1!-20250903-OR,2025-09-04 02:55:00-04:00,short,6463.0,2025-09-04 03:15:00-04:00,6467.557176444122,stop,4.557176444121638,4.557176444121638,6.835764666182458,0.9084017717258281,0.9320200581655076,1.2710044293145704,1.330050145413769,-4.807176444121978,-1.0548585298519257,7.09620598771744
CME_MINI_ES1!,2025-09-03,OR,CME_MINI_ES1!-20250903-OR,CME_MINI_ES1!-20250903-OS,2025-09-04 03:55:00-04:00,long,6465.5,2025-09-04 08:20:00-04:00,6464.5,timeout,12.90348790056394,12.90348790056394,19.35523185084591,0.9181639406747932,0.300466062392186,1.2954098516869832,-0.24883484401953504,-1.25,-0.09687303228651607,5.84620598771744
CME_MINI_ES1!,2025-09-03,OS,CME_MINI_ES1!-20250903-OS,CME_MINI_ES1!-20250903-TR,2025-09-04 08:25:00-04:00,short,6464.5,2025-09-04 09:20:00-04:00,6462.75,timeout,8.516790139818774,8.516790139818774,12.77518520972816,0.29689847488325644,0.7195436250759358,-0.25775381279185894,0.7988590626898396,1.5,0.17612269122224938,7.34620598771744
