ts,timestamp,symbol,session,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons,day_date,horizon,outcome,exit_price,ambiguous,month
1467729000,2016-07-05 10:30:00,ES,RS,wddrb_sigma_distribution,short,2082.0,2084.0,2071.875,2.0,10.125,1.125,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2016-07-05,session,timeout,2079.75,False,2016-07
1469433600,2016-07-25 04:00:00,ES,OS,cluster_rejection_fade,short,2167.5,2163.125,2150.875,4.375,16.625,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_darkpool']",2016-07-25,session,stop,2163.125,False,2016-07
1469726700,2016-07-28 13:25:00,ES,RS,wddrb_sigma_distribution,short,2160.5,2158.125,2148.875,2.375,11.625,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-07-28,session,stop,2158.125,False,2016-07
1469107800,2016-07-21 09:30:00,ES,RR,wddrb_sigma_distribution,long,2164.75,2162.75,2166.75,2.0,2.0,1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-07-21,session,target,2166.75,False,2016-07
1467619200,2016-07-04 04:00:00,ES,OS,wddrb_sigma_distribution,short,2099.75,2094.875,2083.125,4.875,16.625,1.0,0.6,['wddrb_mid_sigma'],2016-07-04,session,stop,2094.875,False,2016-07
1467393900,2016-07-01 13:25:00,ES,RS,range_post_break_pullback,long,2092.75,2089.0,2112.5,3.75,19.75,0.3333333333333333,0.7000000000000001,"['pullback_first_high', 'post_break', 'model_up_bias', 'cluster_near_monthly']",2016-07-01,session,timeout,2094.0,False,2016-07
1467903000,2016-07-07 10:50:00,ES,RS,wddrb_sigma_distribution,long,2097.0,2095.0,2102.0,2.0,5.0,-1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",2016-07-07,session,stop,2095.0,False,2016-07
1467964800,2016-07-08 04:00:00,ES,OS,wddrb_sigma_distribution,long,2095.0,2091.875,2102.0,3.125,7.0,-1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']",2016-07-08,session,stop,2091.875,False,2016-07
1469626200,2016-07-27 09:30:00,ES,RR,wddrb_sigma_distribution,long,2167.0,2165.0,2169.25,2.0,2.25,-1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",2016-07-27,session,stop,2165.0,False,2016-07
1467379800,2016-07-01 09:30:00,ES,RR,wddrb_sigma_distribution,short,2092.25,2094.25,2087.25,2.0,5.0,-1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_monthly']",2016-07-01,session,stop,2094.25,False,2016-07
1467725400,2016-07-05 09:30:00,ES,RR,wddrb_sigma_distribution,long,2084.0,2082.0,2086.5,2.0,2.5,-1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-07-05,session,stop,2082.0,False,2016-07
1468938600,2016-07-19 10:30:00,ES,RS,cluster_rejection_fade,short,2156.5,2158.5,2150.875,2.0,5.625,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-07-19,session,stop,2158.5,False,2016-07
1469779200,2016-07-29 04:00:00,ES,OS,wddrb_sigma_distribution,short,2160.5,2162.5,2146.5,2.0,14.0,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-07-29,session,stop,2162.5,False,2016-07
1467811800,2016-07-06 09:30:00,ES,RR,wddrb_sigma_distribution,long,2071.75,2069.75,2076.0,2.0,4.25,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-07-06,session,stop,2069.75,False,2016-07
1468416600,2016-07-13 09:30:00,ES,RR,wddrb_sigma_distribution,long,2147.25,2145.25,2150.75,2.0,3.5,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-07-13,session,stop,2145.25,False,2016-07
1468835100,2016-07-18 05:45:00,ES,OS,wddrb_sigma_distribution,short,2156.25,2158.25,2141.375,2.0,14.875,-1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_darkpool']",2016-07-18,session,stop,2158.25,False,2016-07
1469021400,2016-07-20 09:30:00,ES,RR,wddrb_sigma_distribution,long,2160.5,2158.5,2164.0,2.0,3.5,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-07-20,session,stop,2158.5,False,2016-07
1469716200,2016-07-28 10:30:00,ES,RS,wddrb_sigma_distribution,short,2157.25,2159.25,2149.625,2.0,7.625,-1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2016-07-28,session,stop,2159.25,False,2016-07
1472057400,2016-08-24 12:50:00,ES,RS,wddrb_sigma_distribution,short,2182.75,2184.75,2175.0,2.0,7.75,3.875,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",2016-08-24,session,target,2175.0,False,2016-08
1470144600,2016-08-02 09:30:00,ES,RR,wddrb_sigma_distribution,short,2162.5,2164.5,2157.75,2.0,4.75,2.375,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-08-02,session,target,2157.75,False,2016-08
1472563800,2016-08-30 09:30:00,ES,RR,wddrb_sigma_distribution,short,2180.75,2182.75,2176.625,2.0,4.125,2.0625,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-08-30,session,target,2176.625,False,2016-08
1471872600,2016-08-22 09:30:00,ES,RR,wddrb_sigma_distribution,long,2175.0,2173.0,2178.5,2.0,3.5,1.75,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-08-22,session,target,2178.5,False,2016-08
1472049000,2016-08-24 10:30:00,ES,RS,wddrb_sigma_distribution,short,2181.25,2183.25,2178.375,2.0,2.875,1.4375,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",2016-08-24,session,target,2178.375,False,2016-08
1472131800,2016-08-25 09:30:00,ES,RR,wddrb_sigma_distribution,long,2168.25,2166.25,2170.75,2.0,2.5,1.25,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-08-25,session,target,2170.75,False,2016-08
1470407400,2016-08-05 10:30:00,ES,RS,wddrb_sigma_distribution,long,2173.25,2171.125,2175.75,2.125,2.5,1.1764705882352942,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-08-05,session,target,2175.75,False,2016-08
1470317400,2016-08-04 09:30:00,ES,RR,wddrb_sigma_distribution,long,2158.75,2156.75,2161.0,2.0,2.25,1.125,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-08-04,session,target,2161.0,False,2016-08
1470764400,2016-08-09 13:40:00,ES,RS,wddrb_sigma_distribution,long,2176.75,2179.75,2183.5,3.0,6.75,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",2016-08-09,session,stop,2179.75,False,2016-08
1471021200,2016-08-12 13:00:00,ES,RS,wddrb_sigma_distribution,long,2177.0,2179.875,2183.0,2.875,6.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",2016-08-12,session,stop,2179.875,False,2016-08
1471593900,2016-08-19 04:05:00,ES,OS,cluster_rejection_fade,long,2177.75,2181.125,2184.5,3.375,6.75,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']",2016-08-19,session,stop,2181.125,False,2016-08
1471455300,2016-08-17 13:35:00,ES,RS,wddrb_sigma_distribution,short,2175.75,2171.0,2160.0,4.75,15.75,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias']",2016-08-17,session,stop,2171.0,False,2016-08
1472671500,2016-08-31 15:25:00,ES,RS,wddrb_sigma_distribution,short,2169.0,2166.125,2152.875,2.875,16.125,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_darkpool']",2016-08-31,session,stop,2166.125,False,2016-08
1470045300,2016-08-01 05:55:00,ES,OS,wddrb_sigma_distribution,short,2169.75,2164.625,2150.375,5.125,19.375,1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_darkpool']",2016-08-01,session,stop,2164.625,False,2016-08
1471452300,2016-08-17 12:45:00,ES,RS,wddrb_sigma_distribution,short,2173.25,2171.0,2160.0,2.25,13.25,1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2016-08-17,session,stop,2171.0,False,2016-08
1471593600,2016-08-19 04:00:00,ES,OS,wddrb_sigma_distribution,short,2178.75,2181.125,2174.375,2.375,4.375,0.4210526315789473,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-08-19,session,timeout,2177.75,False,2016-08
1471527000,2016-08-18 09:30:00,ES,RR,cluster_rejection_fade,short,2180.75,2182.75,2176.875,2.0,3.875,0.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-08-18,session,timeout,2180.75,False,2016-08
1470835800,2016-08-10 09:30:00,ES,RR,wddrb_sigma_distribution,long,2178.0,2176.0,2180.0,2.0,2.0,-1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",2016-08-10,session,stop,2176.0,False,2016-08
1470749400,2016-08-09 09:30:00,ES,RR,wddrb_sigma_distribution,short,2178.75,2180.75,2174.625,2.0,4.125,-1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-08-09,session,stop,2180.75,False,2016-08
1472226000,2016-08-26 11:40:00,ES,RS,wddrb_sigma_distribution,long,2177.25,2175.25,2186.75,2.0,9.5,-1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-08-26,session,stop,2175.25,False,2016-08
1470061800,2016-08-01 10:30:00,ES,RS,wddrb_sigma_distribution,short,2167.75,2169.75,2158.625,2.0,9.125,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-08-01,session,stop,2169.75,False,2016-08
1470231000,2016-08-03 09:30:00,ES,RR,wddrb_sigma_distribution,long,2149.25,2147.25,2152.0,2.0,2.75,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",2016-08-03,session,stop,2147.25,False,2016-08
1471964400,2016-08-23 11:00:00,ES,RS,wddrb_sigma_distribution,long,2188.75,2186.75,2191.5,2.0,2.75,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",2016-08-23,session,stop,2186.75,False,2016-08
1471354200,2016-08-16 09:30:00,ES,RR,wddrb_sigma_distribution,long,2179.5,2177.5,2182.25,2.0,2.75,-1.0,0.6,['wddrb_mid_sigma'],2016-08-16,session,stop,2177.5,False,2016-08
1471008900,2016-08-12 09:35:00,ES,RR,wddrb_sigma_distribution,short,2177.5,2179.5,2174.875,2.0,2.625,-1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-08-12,session,stop,2179.5,False,2016-08
1472827800,2016-09-02 10:50:00,ES,RS,cluster_rejection_fade,short,2180.25,2182.25,2174.375,2.0,5.875,2.9375,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-09-02,session,target,2174.375,False,2016-09
1473431400,2016-09-09 10:30:00,ES,RS,wddrb_sigma_distribution,short,2157.5,2160.125,2151.375,2.625,6.125,2.3333333333333335,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2016-09-09,session,target,2151.375,False,2016-09
1474554900,2016-09-22 10:35:00,ES,RS,cluster_rejection_fade,short,2171.0,2173.0,2163.375,2.0,7.625,1.125,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']",2016-09-22,session,timeout,2168.75,False,2016-09
1475155800,2016-09-29 09:30:00,ES,RR,wddrb_sigma_distribution,long,2160.0,2158.0,2162.25,2.0,2.25,1.125,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']",2016-09-29,session,target,2162.25,False,2016-09
1472747400,2016-09-01 12:30:00,ES,RS,wddrb_sigma_distribution,short,2168.0,2163.5,2146.0,4.5,22.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_darkpool']",2016-09-01,session,stop,2163.5,False,2016-09
1473345300,2016-09-08 10:35:00,ES,RS,cluster_rejection_fade,short,2181.5,2179.25,2172.25,2.25,9.25,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_darkpool']",2016-09-08,session,stop,2179.25,False,2016-09
1474365300,2016-09-20 05:55:00,ES,OS,cluster_rejection_fade,short,2140.5,2137.25,2118.25,3.25,22.25,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-09-20,session,stop,2137.25,False,2016-09
1474557000,2016-09-22 11:10:00,ES,RS,wddrb_sigma_distribution,long,2167.25,2169.625,2172.75,2.375,5.5,1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-09-22,session,stop,2169.625,False,2016-09
1474963200,2016-09-27 04:00:00,ES,OS,wddrb_sigma_distribution,short,2148.75,2143.125,2130.375,5.625,18.375,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-09-27,session,stop,2143.125,False,2016-09
1473753600,2016-09-13 04:00:00,ES,OS,wddrb_sigma_distribution,short,2143.75,2140.0,2094.5,3.75,49.25,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-09-13,session,stop,2140.0,False,2016-09
1474037100,2016-09-16 10:45:00,ES,RS,wddrb_sigma_distribution,short,2131.0,2127.875,2118.625,3.125,12.375,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-09-16,session,stop,2127.875,False,2016-09
1474444800,2016-09-21 04:00:00,ES,OS,wddrb_sigma_distribution,short,2139.5,2137.25,2124.75,2.25,14.75,1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_darkpool']",2016-09-21,session,stop,2137.25,False,2016-09
1473092700,2016-09-05 12:25:00,ES,RS,wddrb_sigma_distribution,short,2178.25,2180.25,2173.0,2.0,5.25,-0.25,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-09-05,session,timeout,2178.75,False,2016-09
1473840000,2016-09-14 04:00:00,ES,OS,wddrb_sigma_distribution,short,2123.5,2132.375,2105.625,8.875,17.875,-0.3098591549295774,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-09-14,session,timeout,2126.25,False,2016-09
1473345000,2016-09-08 10:30:00,ES,RS,wddrb_sigma_distribution,short,2180.0,2182.0,2173.0,2.0,7.0,-1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_darkpool']",2016-09-08,session,stop,2182.0,False,2016-09
1472823600,2016-09-02 09:40:00,ES,RR,cluster_rejection_fade,short,2181.25,2183.25,2175.625,2.0,5.625,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-09-02,session,stop,2183.25,False,2016-09
1473090900,2016-09-05 11:55:00,ES,RS,wddrb_sigma_distribution,short,2177.25,2179.25,2173.0,2.0,4.25,-1.0,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-09-05,session,stop,2179.25,False,2016-09
1474291800,2016-09-19 09:30:00,ES,RR,cluster_rejection_fade,short,2139.75,2141.75,2137.375,2.0,2.375,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-09-19,session,stop,2141.75,False,2016-09
1474358400,2016-09-20 04:00:00,ES,OS,cluster_rejection_fade,short,2139.0,2141.0,2118.25,2.0,20.75,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",2016-09-20,session,stop,2141.0,False,2016-09
1474464600,2016-09-21 09:30:00,ES,RR,cluster_rejection_fade,short,2141.5,2143.5,2137.625,2.0,3.875,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-09-21,session,stop,2143.5,False,2016-09
1474896600,2016-09-26 09:30:00,ES,RR,wddrb_sigma_distribution,long,2145.75,2143.75,2149.0,2.0,3.25,-1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-09-26,session,stop,2143.75,False,2016-09
1475242500,2016-09-30 09:35:00,ES,RR,wddrb_sigma_distribution,long,2153.75,2151.75,2158.5,2.0,4.75,-1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-09-30,session,stop,2151.75,False,2016-09
1472738100,2016-09-01 09:55:00,ES,RR,wddrb_sigma_distribution,long,2167.25,2165.25,2172.25,2.0,5.0,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-09-01,session,stop,2165.25,False,2016-09
1473168600,2016-09-06 09:30:00,ES,RR,wddrb_sigma_distribution,long,2180.5,2178.5,2182.75,2.0,2.25,-1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_darkpool']",2016-09-06,session,stop,2178.5,False,2016-09
1474037700,2016-09-16 10:55:00,ES,RS,wddrb_sigma_distribution,short,2127.75,2129.75,2118.625,2.0,9.125,-1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2016-09-16,session,stop,2129.75,False,2016-09
1474983000,2016-09-27 09:30:00,ES,RR,wddrb_sigma_distribution,short,2136.0,2138.0,2130.375,2.0,5.625,-1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-09-27,session,stop,2138.0,False,2016-09
1475242200,2016-09-30 09:30:00,ES,RR,wddrb_sigma_distribution,long,2155.75,2153.75,2158.5,2.0,2.75,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-09-30,session,stop,2153.75,False,2016-09
1477405800,2016-10-25 10:30:00,ES,RS,wddrb_sigma_distribution,short,2142.0,2144.0,2137.125,2.0,4.875,2.4375,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-10-25,session,target,2137.125,False,2016-10
1477661400,2016-10-28 09:30:00,ES,RR,wddrb_sigma_distribution,long,2122.75,2120.75,2127.5,2.0,4.75,2.375,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-28,session,target,2127.5,False,2016-10
1476196200,2016-10-11 10:30:00,ES,RS,wddrb_sigma_distribution,short,2142.5,2146.75,2132.75,4.25,9.75,2.2941176470588234,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-10-11,session,target,2132.75,False,2016-10
1475768700,2016-10-06 11:45:00,ES,RS,wddrb_sigma_distribution,short,2152.0,2148.375,2138.125,3.625,13.875,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_monthly']",2016-10-06,session,stop,2148.375,False,2016-10
1477927500,2016-10-31 11:25:00,ES,RS,wddrb_sigma_distribution,short,2125.75,2123.0,2117.0,2.75,8.75,1.0,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-10-31,session,stop,2123.0,False,2016-10
1477901400,2016-10-31 04:10:00,ES,OS,wddrb_sigma_distribution,short,2129.25,2123.875,2101.125,5.375,28.125,1.0,0.6,['wddrb_mid_sigma'],2016-10-31,session,stop,2123.875,False,2016-10
1475678700,2016-10-05 10:45:00,ES,RS,wddrb_sigma_distribution,long,2150.25,2152.75,2155.75,2.5,5.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-05,session,stop,2152.75,False,2016-10
1475847000,2016-10-07 09:30:00,ES,RR,wddrb_sigma_distribution,long,2154.75,2156.75,2159.25,2.0,4.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-07,session,stop,2156.75,False,2016-10
1476456900,2016-10-14 10:55:00,ES,RS,wddrb_sigma_distribution,long,2138.25,2140.25,2143.25,2.0,5.0,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-14,session,stop,2140.25,False,2016-10
1477036800,2016-10-21 04:00:00,ES,OS,wddrb_sigma_distribution,short,2132.0,2134.0,2119.5,2.0,12.5,1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",2016-10-21,session,timeout,2130.0,False,2016-10
1477504200,2016-10-26 13:50:00,ES,RS,wddrb_sigma_distribution,long,2129.25,2132.375,2140.0,3.125,10.75,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-26,session,stop,2132.375,False,2016-10
1475827200,2016-10-07 04:00:00,ES,OS,cluster_rejection_fade,long,2151.25,2149.25,2156.75,2.0,5.5,-1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_darkpool']",2016-10-07,session,stop,2149.25,False,2016-10
1475505300,2016-10-03 10:35:00,ES,RS,wddrb_sigma_distribution,short,2154.0,2156.0,2145.875,2.0,8.125,-1.0,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-10-03,session,stop,2156.0,False,2016-10
1475505000,2016-10-03 10:30:00,ES,RS,wddrb_sigma_distribution,short,2153.75,2155.75,2145.875,2.0,7.875,-1.0,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-10-03,session,stop,2155.75,False,2016-10
1476114000,2016-10-10 11:40:00,ES,RS,wddrb_sigma_distribution,long,2160.25,2158.25,2163.5,2.0,3.25,-1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-10,session,stop,2158.25,False,2016-10
1476192600,2016-10-11 09:30:00,ES,RR,wddrb_sigma_distribution,long,2149.75,2147.75,2153.75,2.0,4.0,-1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-10-11,session,stop,2147.75,False,2016-10
1476452400,2016-10-14 09:40:00,ES,RR,cluster_rejection_fade,short,2139.75,2141.75,2135.625,2.0,4.125,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",2016-10-14,session,stop,2141.75,False,2016-10
1477406100,2016-10-25 10:35:00,ES,RS,cluster_rejection_fade,long,2141.5,2139.5,2145.75,2.0,4.25,-1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",2016-10-25,session,stop,2139.5,False,2016-10
1475764200,2016-10-06 10:30:00,ES,RS,wddrb_sigma_distribution,short,2146.5,2148.5,2140.875,2.0,5.625,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_monthly']",2016-10-06,session,stop,2148.5,False,2016-10
1476116100,2016-10-10 12:15:00,ES,RS,wddrb_sigma_distribution,long,2158.75,2156.75,2163.5,2.0,4.75,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",2016-10-10,session,stop,2156.75,False,2016-10
1477575000,2016-10-27 09:30:00,ES,RR,wddrb_sigma_distribution,long,2140.0,2138.0,2142.25,2.0,2.25,-1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",2016-10-27,session,stop,2138.0,False,2016-10
1475677800,2016-10-05 10:30:00,ES,RS,wddrb_sigma_distribution,long,2153.25,2151.25,2155.75,2.0,2.5,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-05,session,stop,2151.25,False,2016-10
1476279000,2016-10-12 09:30:00,ES,RR,wddrb_sigma_distribution,long,2129.25,2127.25,2133.5,2.0,4.25,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-12,session,stop,2127.25,False,2016-10
1476711000,2016-10-17 09:30:00,ES,RR,wddrb_sigma_distribution,long,2127.5,2125.5,2130.0,2.0,2.5,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-17,session,stop,2125.5,False,2016-10
1477674000,2016-10-28 13:00:00,ES,RS,wddrb_sigma_distribution,long,2128.25,2126.25,2135.25,2.0,7.0,-1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-10-28,session,stop,2126.25,False,2016-10
1478097300,2016-11-02 10:35:00,ES,RS,wddrb_sigma_distribution,short,2101.25,2103.25,2092.625,2.0,8.625,4.3125,0.6,['wddrb_mid_sigma'],2016-11-02,session,target,2092.625,False,2016-11
1478183400,2016-11-03 10:30:00,ES,RS,cluster_rejection_fade,short,2096.5,2098.5,2088.375,2.0,8.125,4.0625,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']",2016-11-03,session,target,2088.375,False,2016-11
1480347000,2016-11-28 10:30:00,ES,RS,cluster_rejection_fade,short,2207.5,2209.5,2202.0,2.0,5.5,2.75,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",2016-11-28,session,target,2202.0,False,2016-11
1478010600,2016-11-01 10:30:00,ES,RS,wddrb_sigma_distribution,short,2117.5,2120.5,2110.5,3.0,7.0,2.3333333333333335,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-11-01,session,target,2110.5,False,2016-11
1479396600,2016-11-17 10:30:00,ES,RS,range_post_break_pullback,long,2177.25,2174.0,2189.0,3.25,11.75,2.1538461538461537,0.65,"['pullback_first_high', 'post_break', 'model_up_bias']",2016-11-17,session,timeout,2184.25,False,2016-11
1479917700,2016-11-23 11:15:00,ES,RS,wddrb_sigma_distribution,long,2195.0,2193.0,2199.25,2.0,4.25,2.125,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-11-23,session,target,2199.25,False,2016-11
1479742500,2016-11-21 10:35:00,ES,RS,wddrb_sigma_distribution,long,2187.25,2185.25,2191.25,2.0,4.0,2.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-11-21,session,target,2191.25,False,2016-11
1478615400,2016-11-08 09:30:00,ES,RR,wddrb_sigma_distribution,long,2120.75,2118.75,2123.25,2.0,2.5,1.25,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",2016-11-08,session,target,2123.25,False,2016-11
1479314400,2016-11-16 11:40:00,ES,RS,wddrb_sigma_distribution,long,2171.0,2173.125,2176.25,2.125,5.25,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",2016-11-16,session,stop,2173.125,False,2016-11
1479846600,2016-11-22 15:30:00,ES,RS,wddrb_sigma_distribution,short,2200.5,2196.375,2187.125,4.125,13.375,1.0,0.6500000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",2016-11-22,session,stop,2196.375,False,2016-11
1478532600,2016-11-07 10:30:00,ES,RS,cluster_rejection_fade,short,2116.5,2112.375,2103.625,4.125,12.875,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",2016-11-07,session,stop,2112.375,False,2016-11
1478705400,2016-11-09 10:30:00,ES,RS,wddrb_sigma_distribution,long,2128.0,2130.0,2141.75,2.0,13.75,1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-11-09,session,stop,2130.0,False,2016-11
1479153300,2016-11-14 14:55:00,ES,RS,wddrb_sigma_distribution,short,2163.25,2160.125,2144.375,3.125,18.875,1.0,0.65,"['wddrb_mid_sigma', 'model_down_bias']",2016-11-14,session,stop,2160.125,False,2016-11
1479134100,2016-11-14 09:35:00,ES,RR,wddrb_sigma_distribution,long,2161.75,2164.375,2167.5,2.625,5.75,1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",2016-11-14,session,stop,2164.375,False,2016-11
1478073600,2016-11-02 04:00:00,ES,OS,wddrb_sigma_distribution,long,2097.25,2108.25,2125.5,11.0,28.25,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",2016-11-02,session,stop,2108.25,False,2016-11
1479308100,2016-11-16 09:55:00,ES,RR,wddrb_sigma_distribution,long,2170.75,2168.75,2175.25,2.0,4.5,0.875,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",2016-11-16,session,timeout,2172.5,False,2016-11
