source,trades,win_rate,avg_r,pct_entry_cluster,pct_perfect_rej,avg_range_p_confirm,avg_seq_intraday_hold
2018_set2,184,0.483695652173913,2.810401474819844,0.42934782608695654,0.6521739130434783,0.6663586956521739,0.46441442731457877
2022,151,0.37748344370860926,2.382348699146924,0.23841059602649006,0.2913907284768212,0.6234437086092716,0.4033197745437179
2011-2016,109,0.6513761467889908,3.834497332433112,0.5412844036697247,0.8807339449541285,0.4922935779816514,0.45199863549225305
2018,49,0.4897959183673469,3.008408708489267,0.40816326530612246,0.5102040816326531,0.633469387755102,0.4765367420461793
