trades,win_rate,avg_r,med_r,median_mins,avg_stop,med_stop,avg_r_multiple,pct_entry_cluster,pct_target_cluster,pct_stop_cluster,pct_perfect_rej,avg_range_p_confirm,avg_seq_intraday_hold,avg_seq_asia_hold
493,0.48884381338742394,2.925397080911197,-0.0,65.0,3.6364097363083165,2.25,6.490508971541319,0.3935091277890467,0.20892494929006086,0.3367139959432049,0.5780933062880325,0.6114604462474647,0.44416164748661724,0.5854274363701205
