archetype,horizon,trades,win_rate,stop_rate,timeout_rate,ambiguous_rate,total_r,avg_r
range_start,1h,10,0.1,0.7,0.2,0.0,6.454456261930064,0.6454456261930064
after_formed,1h,53,0.05660377358490566,0.37735849056603776,0.5660377358490566,0.0,10.635719832919444,0.20067395911168762
post_breakout,1h,34,0.0,0.5,0.5,0.0,-1.1641217910032342,-0.03423887620597748
range_start,2h,10,0.1,0.8,0.1,0.0,3.8408198982937005,0.38408198982937003
after_formed,2h,53,0.07547169811320754,0.4339622641509434,0.49056603773584906,0.0,7.042600119974834,0.13287924754669497
post_breakout,2h,34,0.0,0.6764705882352942,0.3235294117647059,0.0,0.7194049790997825,0.021158969973523015
range_start,4h,10,0.1,0.8,0.1,0.0,7.8408198982937005,0.78408198982937
after_formed,4h,53,0.16981132075471697,0.5283018867924528,0.3018867924528302,0.0,13.230063355781025,0.24962383690152878
post_breakout,4h,34,0.0,0.7941176470588235,0.20588235294117646,0.0,-14.354371522935182,-0.4221873977333877
range_start,session,10,0.1,0.7,0.2,0.0,5.808352365826168,0.5808352365826168
after_formed,session,53,0.16981132075471697,0.6037735849056604,0.22641509433962265,0.0,5.534116283764936,0.10441728837292333
post_breakout,session,34,0.029411764705882353,0.7352941176470589,0.23529411764705882,0.0,3.0462271641371297,0.08959491659226852
