feature,weight
bias,-12.274772436195596
dir_sign,71.20892030239465
box_dir,-21.869768389135476
confirm,11.961755755531549
seq_hold,6.071753633934744
rej_bias,74.8223024239409
rej_perfect,6.504816461583246
cluster_stack,0.0
weekly_rej,-1.5130538644516411
planned_r,-76.01172790382724
bias_score,40.65942330350951
is_range_start,0.9187798136551564
is_m7,22.322045917817977
is_frontrun,-6.5589561387238335
is_after_formed,-7.139303019697114
is_post_breakout,-21.817339009247796
