timestamp_ny,session,archetype,direction,entry,stop,target,planned_r,bias_score,pred_reward,r_multiple_raw,r_multiple_reward,outcome,year,month
2024-01-09T09:45:00-05:00,RR,frontrun,short,4770.25,4775.75,4757.672292716002,2.286855869817869,3,-13.864488334722596,-1.0,-1.15,stop,2024,2024-01
2024-01-09T09:50:00-05:00,RR,frontrun,short,4772.25,4775.75,4757.672292716002,4.165059223999508,2,-5.045196177268667,-1.0,-1.1,stop,2024,2024-01
2024-01-09T10:05:00-05:00,RR,frontrun,short,4777.25,4783.0,4757.672292716002,3.4048186580866573,3,-10.664903574518533,-1.0,-1.15,stop,2024,2024-01
2024-01-10T09:50:00-05:00,RR,frontrun,long,4798.5,4794.5,4814.933069668866,4.108267417216439,2,3.156549716412341,-1.0,-1.1,stop,2024,2024-01
2024-01-10T09:55:00-05:00,RR,frontrun,long,4801.0,4794.5,4814.933069668866,2.143549179825501,2,-2.296503597581097,-1.0,-1.1,stop,2024,2024-01
2024-01-10T10:05:00-05:00,RR,frontrun,long,4796.5,4794.5,4814.933069668866,9.216534834432878,2,7.263439857889315,2.0,2.2,timeout,2024,2024-01
2024-01-10T10:15:00-05:00,RR,frontrun,long,4797.25,4794.5,4814.933069668866,6.4302071523148205,3,1.4939449320154337,1.1818181818181819,1.3590909090909091,timeout,2024,2024-01
2024-01-10T10:20:00-05:00,RR,frontrun,long,4796.75,4794.5,4814.933069668866,8.08136429727367,3,2.2679751378026927,0.0,0.0,no_data,2024,2024-01
2024-01-15T06:20:00-05:00,OS,post_breakout,short,4809.75,4811.75,4791.175430311617,9.287284844191618,3,1.6937570055709061,-1.0,-1.15,stop,2024,2024-01
2024-01-15T09:35:00-05:00,RR,m7,long,4811.75,4809.5,4830.5616336928,8.360726085688738,2,-8.927283510640311,-1.0,-1.1,stop,2024,2024-01
2024-01-15T09:40:00-05:00,RR,m7,long,4811.75,4809.5,4830.5616336928,8.360726085688738,2,5.473553975588716,-1.0,-1.1,stop,2024,2024-01
2024-01-15T09:55:00-05:00,RR,frontrun,short,4811.0,4813.25,4791.175430311617,8.81091986150366,3,-3.6338951842613314,-0.6666666666666666,-0.7666666666666666,timeout,2024,2024-01
2024-01-15T10:00:00-05:00,RR,frontrun,short,4811.0,4813.25,4791.175430311617,8.81091986150366,3,2.667128325653837,-0.6666666666666666,-0.7666666666666666,timeout,2024,2024-01
2024-01-15T10:05:00-05:00,RR,frontrun,long,4811.75,4809.5,4830.5616336928,8.360726085688738,2,-5.50943286443494,0.3333333333333333,0.3666666666666667,timeout,2024,2024-01
2024-01-15T10:15:00-05:00,RR,frontrun,short,4811.0,4813.25,4791.175430311617,8.81091986150366,2,8.74724822795424,-0.6666666666666666,-0.7333333333333334,timeout,2024,2024-01
2024-01-15T10:30:00-05:00,RS,after_formed,long,4812.5,4809.5,4830.5616336928,6.020544564266554,3,-12.564755273530212,0.3333333333333333,0.3833333333333333,timeout,2024,2024-01
2024-01-15T11:00:00-05:00,RS,post_breakout,long,4812.75,4809.5,4830.5616336928,5.480502674707588,5,3.941156373527477,0.23076923076923078,0.2884615384615385,timeout,2024,2024-01
2024-01-17T10:10:00-05:00,RR,frontrun,long,4769.0,4760.0,4790.318031041089,2.368670115676549,2,-4.489306192968282,-0.3055555555555556,-0.33611111111111114,timeout,2024,2024-01
2024-01-18T04:25:00-05:00,OS,post_breakout,long,4774.5,4769.75,4786.407658074597,2.5068753841256504,3,-2.1787204758681575,2.5068753841256504,2.882906691744498,target,2024,2024-01
2024-01-18T09:35:00-05:00,RR,m7,long,4787.0,4784.0,4800.048843498971,4.3496144996570365,3,-1.8878754411586847,-1.0,-1.15,stop,2024,2024-01
2024-01-18T09:40:00-05:00,RR,m7,short,4783.5,4790.75,4772.402904226641,1.5306338997736397,2,4.959484231650276,-0.5862068965517241,-0.6448275862068965,timeout,2024,2024-01
2024-01-18T09:45:00-05:00,RR,frontrun,short,4783.5,4790.75,4772.402904226641,1.5306338997736397,2,2.7613671044606893,-0.5862068965517241,-0.6448275862068965,timeout,2024,2024-01
2024-01-18T10:10:00-05:00,RR,frontrun,long,4787.25,4784.0,4800.048843498971,3.938105691991111,2,3.194348677627915,-1.0,-1.1,stop,2024,2024-01
2024-01-19T10:00:00-05:00,RR,frontrun,long,4825.25,4816.75,4839.245327527484,1.6465091208804499,3,-6.024496825731648,-1.0,-1.15,stop,2024,2024-01
2024-01-25T04:55:00-05:00,OS,post_breakout,long,4902.0,4895.5,4924.252866020604,3.423517849323756,3,-0.24914554205792383,-0.038461538461538464,-0.04423076923076923,timeout,2024,2024-01
2024-02-01T09:55:00-05:00,RR,frontrun,long,4887.25,4881.75,4898.734039992743,2.0880072714078945,3,0.7820572863626898,-1.0,-1.15,stop,2024,2024-02
2024-02-01T11:00:00-05:00,RS,post_breakout,long,4878.25,4876.25,4898.734039992743,10.24201999637171,3,0.7808874651909488,-1.0,-1.15,stop,2024,2024-02
2024-02-15T09:55:00-05:00,RR,frontrun,long,5022.75,5018.0,5044.590210071534,4.597938962428184,2,-4.5914397500527695,0.10526315789473684,0.11578947368421053,timeout,2024,2024-02
2024-02-19T09:55:00-05:00,RR,frontrun,long,5027.5,5025.0,5040.877288456408,5.350915382563107,2,0.6814648042606325,-1.0,-1.1,stop,2024,2024-02
2024-02-19T10:00:00-05:00,RR,frontrun,long,5028.0,5025.0,5040.877288456408,4.292429485469256,1,1.3750051801203447,-1.0,-1.05,stop,2024,2024-02
2024-02-19T10:05:00-05:00,RR,frontrun,long,5027.5,5025.0,5040.877288456408,5.350915382563107,1,1.0237595286162322,-1.0,-1.05,stop,2024,2024-02
2024-02-19T10:10:00-05:00,RR,frontrun,long,5026.5,5024.5,5040.877288456408,7.188644228203884,3,0.21643861050913282,-1.0,-1.15,stop,2024,2024-02
2024-02-19T10:50:00-05:00,RS,post_breakout,short,5023.5,5027.75,5011.642580371534,2.7899810890508783,2,-12.015361261758251,-0.23529411764705882,-0.25882352941176473,timeout,2024,2024-02
2024-02-20T09:35:00-05:00,RR,m7,short,4997.25,5009.75,4975.035626172129,1.777149906229679,2,-7.536758878591581,0.84,0.924,timeout,2024,2024-02
2024-02-21T10:30:00-05:00,RS,after_formed,short,4977.75,4980.5,4965.253672316384,4.544119157678572,3,0.10303393345656597,-1.0,-1.15,stop,2024,2024-02
2024-03-06T09:40:00-05:00,RR,m7,short,5115.0,5122.75,5100.43745013292,1.879038692526416,3,-7.147742818310407,1.879038692526416,2.160894496405378,target,2024,2024-03
2024-03-07T04:05:00-05:00,OS,post_breakout,long,5101.25,5095.75,5111.554177862211,1.873486884038357,5,3.6440760374715224,1.873486884038357,2.341858605047946,target,2024,2024-03
2024-03-18T09:45:00-04:00,RR,frontrun,long,5227.25,5224.25,5233.75,2.1666666666666665,1,0.012419098590483624,-1.0,-1.05,stop,2024,2024-03
2024-03-19T10:30:00-04:00,RS,after_formed,short,5198.0,5206.5,5177.499343975508,2.4118418852343466,1,-2.0826402797355437,-1.0,-1.05,stop,2024,2024-03
2024-03-26T09:35:00-04:00,RR,m7,short,5288.75,5293.0,5267.2466079148635,5.059621667090944,2,-1.2246028479912399,-1.0,-1.1,stop,2024,2024-03
2024-03-26T09:40:00-04:00,RR,m7,short,5289.75,5293.0,5267.2466079148635,6.924120641580465,2,0.30521181337241865,-1.0,-1.1,stop,2024,2024-03
2024-03-26T09:50:00-04:00,RR,frontrun,short,5287.25,5293.0,5267.2466079148635,3.4788507974150455,2,3.768728395316212,-1.0,-1.1,stop,2024,2024-03
2024-03-26T13:45:00-04:00,RS,post_breakout,short,5284.75,5293.0,5267.2466079148635,2.12162328304685,1,-1.2045895011306704,2.12162328304685,2.2277044471991925,target,2024,2024-03
2024-03-27T09:30:00-04:00,RR,range_start,short,5293.0,5295.0,5256.5387975829635,18.230601208518237,4,3.378530007157781,9.0,10.799999999999999,timeout,2024,2024-03
2024-03-27T09:35:00-04:00,RR,m7,short,5290.75,5294.5,5256.5387975829635,9.122987311209727,5,28.267745610812902,4.2,5.25,timeout,2024,2024-03
2024-03-27T09:50:00-04:00,RR,frontrun,short,5286.0,5294.5,5256.5387975829635,3.466023813768997,3,-16.186840456118986,1.2941176470588236,1.488235294117647,timeout,2024,2024-03
