feature,weight
bias,-0.0032588400983212668
dir_sign,0.09710521015346593
box_dir,-0.05641310277691115
confirm,-0.028426732062975222
seq_hold,-0.004906023657390294
rej_bias,0.08274356792864458
rej_perfect,-0.09146279465963093
cluster_stack,0.0
weekly_rej,-0.0032588400983212668
planned_r,0.03801853677648809
bias_score,-0.04201265662319747
is_range_start,0.0
is_m7,-0.0582776819986973
is_frontrun,0.055018841900376037
is_after_formed,0.0
is_post_breakout,0.0
