rej_quality,trades,win_rate,stop_rate,timeout_rate,total_r,avg_r,avg_move_away,avg_retests
mixed,11,0.0,0.6363636363636364,0.36363636363636365,13.37943722943723,1.2163124754033845,10.931818181818182,1.9090909090909092
clean,22,0.36363636363636365,0.4090909090909091,0.22727272727272727,18.215445601306318,0.8279748000593781,16.079545454545453,0.4090909090909091
dirty,64,0.046875,0.75,0.203125,-17.206187017015314,-0.2688466721408643,3.640625,4.1875
