ts,timestamp,symbol,session,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons
1546392900,2019-01-01 20:35:00,ES,AS,model_forward,long,2516.25,2496.375,2510.0,19.875,6.25,0.31446540880503143,0.6000000000000001,"['model_up_bias', 'model_up_bias']"
1546392900,2019-01-01 20:35:00,ES,AS,wddrb_sigma_distribution,short,2516.25,2496.375,2469.125,19.875,47.125,2.3710691823899372,0.5,['wddrb_mid_sigma']
1546408500,2019-01-02 00:55:00,ES,AS,model_forward,long,2478.0,2496.375,2510.0,18.375,32.0,1.7414965986394557,0.55,"['model_up_bias', 'model_up_bias']"
1546408500,2019-01-02 00:55:00,ES,AS,wddrb_sigma_distribution,short,2478.0,2496.375,2469.125,18.375,8.875,0.48299319727891155,0.5,['wddrb_mid_sigma']
1546431000,2019-01-02 07:10:00,ES,OS,wddrb_sigma_distribution,short,2476.0,2496.375,2469.125,20.375,6.875,0.3374233128834356,0.55,"['wddrb_mid_sigma', 'model_down_bias']"
1546431000,2019-01-02 07:10:00,ES,OS,model_forward,long,2476.0,2496.375,2510.0,20.375,34.0,1.6687116564417177,0.55,"['model_up_bias', 'model_up_bias']"
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,long,2472.0,2496.375,2510.0,24.375,38.0,1.558974358974359,0.55,"['model_up_bias', 'model_up_bias']"
1546432500,2019-01-02 07:35:00,ES,OS,model_forward,short,2472.0,2510.0,2469.125,38.0,2.875,0.0756578947368421,0.55,"['model_down_bias', 'model_down_bias']"
1546439400,2019-01-02 09:30:00,ES,RR,wddrb_sigma_distribution,long,2470.5,2468.5,2473.5,2.0,3.0,1.5,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1546439400,2019-01-02 09:30:00,ES,RR,model_forward,long,2470.5,2468.5,2473.5,2.0,3.0,1.5,0.55,"['model_up_bias', 'model_up_bias']"
1546439700,2019-01-02 09:35:00,ES,RR,wddrb_sigma_distribution,long,2472.75,2470.75,2475.0,2.0,2.25,1.125,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1546439700,2019-01-02 09:35:00,ES,RR,model_forward,long,2472.75,2470.75,2475.0,2.0,2.25,1.125,0.55,"['model_up_bias', 'model_up_bias']"
1546443000,2019-01-02 10:30:00,ES,RS,wddrb_sigma_distribution,long,2482.25,2480.25,2494.75,2.0,12.5,6.25,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1546443000,2019-01-02 10:30:00,ES,RS,model_forward,long,2482.25,2480.25,2494.75,2.0,12.5,6.25,0.55,"['model_up_bias', 'model_up_bias']"
1546993800,2019-01-08 19:30:00,ES,AR,range_pre_break_hold,short,2576.75,2578.75,2568.5,2.0,8.25,4.125,0.55,"['near_first_high', 'pre_break']"
1546993800,2019-01-08 19:30:00,ES,AR,range_pre_break_hold,long,2576.75,2575.0,2579.0,1.75,2.25,1.2857142857142858,0.5,"['near_first_low', 'pre_break']"
1547020800,2019-01-09 03:00:00,ES,OR,wddrb_sigma_distribution,long,2576.5,2564.375,2581.25,12.125,4.75,0.3917525773195876,0.6,['wddrb_mid_sigma']
1547020800,2019-01-09 03:00:00,ES,OR,model_forward,short,2576.5,2581.25,2530.625,4.75,45.875,9.657894736842104,0.5,['model_down_bias']
1547024400,2019-01-09 04:00:00,ES,OS,model_forward,short,2581.5,2583.5,2530.625,2.0,50.875,25.4375,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_weekly']"
1547024400,2019-01-09 04:00:00,ES,OS,wddrb_sigma_distribution,long,2581.5,2564.375,2581.25,17.125,0.25,0.014598540145985401,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']"
1547044200,2019-01-09 09:30:00,ES,RR,range_pre_break_hold,short,2584.5,2586.0,2582.875,1.5,1.625,1.0833333333333333,0.55,"['near_first_high', 'pre_break']"
1547044200,2019-01-09 09:30:00,ES,RR,wddrb_sigma_distribution,long,2584.5,2582.5,2585.0,2.0,0.5,0.25,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1547045100,2019-01-09 09:45:00,ES,RR,range_pre_break_hold,long,2581.0,2579.75,2581.25,1.25,0.25,0.2,0.7000000000000001,"['near_first_low', 'pre_break', 'model_up_bias', 'cluster_near_weekly']"
1547045100,2019-01-09 09:45:00,ES,RR,cluster_rejection_fade,long,2581.0,2579.0,2586.5,2.0,5.5,2.75,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']"
1547047800,2019-01-09 10:30:00,ES,RS,model_forward,long,2577.75,2583.625,2590.25,5.875,12.5,2.127659574468085,0.65,"['model_up_bias', 'model_up_bias']"
