archetype,horizon,trades,win_rate,stop_rate,timeout_rate,ambiguous_rate,total_r,avg_r
cluster_rejection_fade,1h,59,0.1864406779661017,0.6101694915254238,0.2033898305084746,0.0,34.92244348064544,0.5919058217058549
wddrb_sigma_distribution,1h,369,0.28184281842818426,0.45799457994579945,0.2601626016260163,0.013550135501355014,113.61379087942197,0.307896452247756
model_forward,1h,284,0.2887323943661972,0.39436619718309857,0.31690140845070425,0.01056338028169014,60.64905134593701,0.21355299769696132
range_post_break_pullback,1h,63,0.2698412698412698,0.1111111111111111,0.6190476190476191,0.0,10.188246542993582,0.1617181990951362
range_pre_break_hold,1h,94,0.2978723404255319,0.6276595744680851,0.07446808510638298,0.0851063829787234,-33.506547619047616,-0.3564526342451874
cluster_rejection_fade,2h,59,0.2033898305084746,0.6271186440677966,0.1694915254237288,0.0,35.87762561734932,0.6080953494465986
wddrb_sigma_distribution,2h,369,0.3062330623306233,0.4932249322493225,0.2005420054200542,0.013550135501355014,116.22548554118234,0.3149742155587597
range_post_break_pullback,2h,63,0.38095238095238093,0.15873015873015872,0.4603174603174603,0.0,18.02062546903223,0.2860416741116227
model_forward,2h,284,0.31338028169014087,0.43661971830985913,0.25,0.01056338028169014,56.34746979330351,0.1984065837792377
range_pre_break_hold,2h,94,0.3191489361702128,0.648936170212766,0.031914893617021274,0.0851063829787234,-32.11607142857143,-0.34166033434650456
cluster_rejection_fade,4h,59,0.2033898305084746,0.6440677966101694,0.15254237288135594,0.0,35.87539164442569,0.6080574854987405
wddrb_sigma_distribution,4h,369,0.33604336043360433,0.5149051490514905,0.14905149051490515,0.013550135501355014,122.039840181874,0.3307312742056206
range_post_break_pullback,4h,63,0.3968253968253968,0.19047619047619047,0.4126984126984127,0.0,19.24843971636649,0.30553078914867443
model_forward,4h,284,0.3380281690140845,0.4788732394366197,0.18309859154929578,0.01056338028169014,47.44935225811784,0.1670751840074572
range_pre_break_hold,4h,94,0.32978723404255317,0.648936170212766,0.02127659574468085,0.0851063829787234,-30.916071428571428,-0.32889437689969603
cluster_rejection_fade,session,59,0.2033898305084746,0.6440677966101694,0.15254237288135594,0.0,34.02646126446083,0.5767196824484886
wddrb_sigma_distribution,session,369,0.3035230352303523,0.46612466124661245,0.22493224932249323,0.013550135501355014,117.33609736144732,0.31798400368955915
model_forward,session,284,0.30985915492957744,0.44014084507042256,0.23591549295774647,0.01056338028169014,54.57856015385534,0.19217802871075826
range_post_break_pullback,session,63,0.3333333333333333,0.15873015873015872,0.5079365079365079,0.0,10.310133850659836,0.16365291826444184
range_pre_break_hold,session,94,0.2872340425531915,0.6063829787234043,0.10638297872340426,0.0851063829787234,-33.12440476190476,-0.3523872847011145
