archetype,horizon,trades,win_rate,stop_rate,timeout_rate,ambiguous_rate,total_r,avg_r
wddrb_sigma_distribution,1h,375,0.2773333333333333,0.4266666666666667,0.296,0.024,136.48903970110865,0.36397077253628973
cluster_rejection_fade,1h,39,0.05128205128205128,0.7948717948717948,0.15384615384615385,0.0,14.13832049837164,0.3625210384197856
model_forward,1h,295,0.24745762711864408,0.4711864406779661,0.28135593220338984,0.01694915254237288,98.27697305014185,0.3331422815259046
range_post_break_pullback,1h,64,0.28125,0.234375,0.484375,0.0,4.33457440058319,0.06772772500911234
range_pre_break_hold,1h,100,0.43,0.53,0.04,0.08,-8.586904761904762,-0.08586904761904762
cluster_rejection_fade,2h,39,0.10256410256410256,0.8461538461538461,0.05128205128205128,0.0,16.4766844251502,0.4224790878243641
wddrb_sigma_distribution,2h,375,0.31733333333333336,0.4533333333333333,0.22933333333333333,0.024,150.8238029357544,0.4021968078286784
model_forward,2h,295,0.27796610169491526,0.49491525423728816,0.2271186440677966,0.01694915254237288,96.9739583266133,0.32872528246309596
range_post_break_pullback,2h,64,0.296875,0.25,0.453125,0.0,5.382437782221979,0.08410059034721842
range_pre_break_hold,2h,100,0.46,0.54,0.0,0.08,-7.229761904761905,-0.07229761904761905
wddrb_sigma_distribution,4h,375,0.336,0.47733333333333333,0.18666666666666668,0.024,146.0002092378269,0.38933389130087176
cluster_rejection_fade,4h,39,0.10256410256410256,0.8461538461538461,0.05128205128205128,0.0,14.564522262988039,0.37344928879456507
model_forward,4h,295,0.29152542372881357,0.5016949152542373,0.20677966101694914,0.01694915254237288,98.22886396019908,0.3329791998650816
range_post_break_pullback,4h,64,0.3125,0.296875,0.390625,0.0,6.71600863614726,0.10493763493980093
range_pre_break_hold,4h,100,0.46,0.54,0.0,0.08,-7.229761904761905,-0.07229761904761905
cluster_rejection_fade,session,39,0.07692307692307693,0.7435897435897436,0.1794871794871795,0.0,17.435649487773798,0.44706793558394353
wddrb_sigma_distribution,session,375,0.30133333333333334,0.4613333333333333,0.22666666666666666,0.024,130.85106305189532,0.3489361681383875
model_forward,session,295,0.26101694915254237,0.46440677966101696,0.2542372881355932,0.01694915254237288,91.59857704961416,0.31050365101564126
range_post_break_pullback,session,64,0.296875,0.265625,0.4375,0.0,7.21414203372078,0.11272096927688718
range_pre_break_hold,session,100,0.4,0.5,0.07,0.06,-7.786904761904762,-0.07786904761904762
