entry_ts,entry_time,entry_time_et,ny_day,session,setup,direction,entry_price,stop_price,primary_target,primary_reason,r_target,min_stop_pct_24h,hit_1h,r_1h,hit_2h,r_2h,hit_4h,r_4h,hit_session,r_session
1454983800,2016-02-09 02:10:00+00:00,2016-02-08 21:10:00-05:00,2016-02-08,AS,wddrb_completion,short,1838.5,1846.03,1821.75,prev_wddrb_lo,2.2244355909694637,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1455240300,2016-02-12 01:25:00+00:00,2016-02-11 20:25:00-05:00,2016-02-11,AR,percentile_extension,short,1829.75,1834.52,1811.4835,daycycle_pct_level,3.8294549266247424,0.12,open,0.0,open,0.0,stop,-1.0,open,0.0
1455587100,2016-02-16 01:45:00+00:00,2016-02-15 20:45:00-05:00,2016-02-15,AS,asia_rotation,short,1888.25,1892.9,1874.75,asia_low,2.903225806451556,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1455756300,2016-02-18 00:45:00+00:00,2016-02-17 19:45:00-05:00,2016-02-17,AR,percentile_extension,short,1925.75,1931.5,1906.457,daycycle_pct_level,3.3553043478260682,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1455759900,2016-02-18 01:45:00+00:00,2016-02-17 20:45:00-05:00,2016-02-17,AS,asia_rotation,short,1926.25,1931.89,1883.5,asia_low,7.579787234042419,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1455861900,2016-02-19 06:05:00+00:00,2016-02-19 01:05:00-05:00,2016-02-19,AS,wddrb_completion,short,1919.0,1921.67,1911.25,prev_wddrb_lo,2.9026217228463627,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1456235700,2016-02-23 13:55:00+00:00,2016-02-23 08:55:00-05:00,2016-02-23,TR,wddrb_completion,short,1937.0,1939.31,1932.0,prev_wddrb_lo,2.1645021645022156,0.12,tp,2.1645021645022156,tp,2.1645021645022156,tp,2.1645021645022156,tp,2.1645021645022156
1456387800,2016-02-25 08:10:00+00:00,2016-02-25 03:10:00-05:00,2016-02-25,OR,percentile_extension,short,1924.25,1936.25,1889.90675,daycycle_pct_level,2.8619374999999914,0.12,open,0.0,open,0.0,stop,-1.0,open,0.0
1456449900,2016-02-26 01:25:00+00:00,2016-02-25 20:25:00-05:00,2016-02-25,AR,percentile_extension,short,1950.25,1954.12,1935.63325,daycycle_pct_level,3.7769379844962074,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1456453500,2016-02-26 02:25:00+00:00,2016-02-25 21:25:00-05:00,2016-02-25,AS,asia_rotation,short,1950.25,1955.5,1924.25,asia_low,4.9523809523809526,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1456476300,2016-02-26 08:45:00+00:00,2016-02-26 03:45:00-05:00,2016-02-26,OR,percentile_extension,short,1960.75,1965.85,1933.1275,daycycle_pct_level,5.416176470588321,0.12,open,0.0,stop,-1.0,stop,-1.0,open,0.0
1456821000,2016-03-01 08:30:00+00:00,2016-03-01 03:30:00-05:00,2016-03-01,OR,wddrb_completion,short,1942.75,1947.01,1927.75,prev_wddrb_lo,3.5211267605633876,0.12,open,0.0,open,0.0,stop,-1.0,open,0.0
1456886700,2016-03-02 02:45:00+00:00,2016-03-01 21:45:00-05:00,2016-03-01,AS,asia_rotation,short,1978.25,1985.33,1922.75,asia_low,7.838983050847538,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1456914000,2016-03-02 10:20:00+00:00,2016-03-02 05:20:00-05:00,2016-03-02,OS,percentile_extension,short,1973.5,1979.29,1939.57925,daycycle_pct_level,5.858506044905045,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1456934100,2016-03-02 15:55:00+00:00,2016-03-02 10:55:00-05:00,2016-03-02,RS,percentile_extension,short,1974.25,1981.5,1957.72125,daycycle_pct_level,2.279827586206889,0.12,open,0.0,open,0.0,open,0.0,stop,-1.0
1457055000,2016-03-04 01:30:00+00:00,2016-03-03 20:30:00-05:00,2016-03-03,AS,asia_rotation,short,1990.25,1992.38,1984.0,asia_low,2.9342723004693334,0.12,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1457336100,2016-03-07 07:35:00+00:00,2016-03-07 02:35:00-05:00,2016-03-07,TO,wddrb_completion,short,1992.5,1995.32,1984.0,prev_wddrb_lo,3.0141843971631888,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1457340300,2016-03-07 08:45:00+00:00,2016-03-07 03:45:00-05:00,2016-03-07,OR,wddrb_completion,short,1990.5,1993.32,1984.0,prev_wddrb_lo,2.3049645390071443,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1457438700,2016-03-08 12:05:00+00:00,2016-03-08 07:05:00-05:00,2016-03-08,OS,wddrb_completion,short,1992.25,1995.1,1986.0,prev_wddrb_lo,2.1929824561404208,0.12,open,0.0,open,0.0,tp,2.1929824561404208,open,0.0
1457573400,2016-03-10 01:30:00+00:00,2016-03-09 20:30:00-05:00,2016-03-09,AS,asia_rotation,short,1993.25,1995.17,1982.75,asia_low,5.468749999999793,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1458087900,2016-03-16 00:25:00+00:00,2016-03-15 20:25:00-04:00,2016-03-15,AR,percentile_extension,short,2009.0,2010.8,2001.57,daycycle_pct_level,4.127777777777918,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1458091500,2016-03-16 01:25:00+00:00,2016-03-15 21:25:00-04:00,2016-03-15,AS,asia_rotation,short,2009.75,2011.76,2003.5,asia_low,3.109452736318422,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1458112500,2016-03-16 07:15:00+00:00,2016-03-16 03:15:00-04:00,2016-03-16,OR,percentile_extension,short,2007.0,2009.01,2001.164,daycycle_pct_level,2.9034825870646963,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1458178800,2016-03-17 01:40:00+00:00,2016-03-16 21:40:00-04:00,2016-03-16,AS,asia_rotation,short,2024.0,2027.48,2006.0,asia_low,5.172413793103421,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1458288300,2016-03-18 08:05:00+00:00,2016-03-18 04:05:00-04:00,2016-03-18,OS,percentile_extension,short,2028.5,2036.75,2008.478,daycycle_pct_level,2.426909090909083,0.12,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1458311700,2016-03-18 14:35:00+00:00,2016-03-18 10:35:00-04:00,2016-03-18,RS,percentile_extension,short,2036.75,2040.2,2024.1052631578948,intraday_pct_level,3.665141113653634,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1458551100,2016-03-21 09:05:00+00:00,2016-03-21 05:05:00-04:00,2016-03-21,OS,wddrb_completion,short,2038.0,2040.375,2033.0,prev_wddrb_lo,2.1052631578947367,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1458606600,2016-03-22 00:30:00+00:00,2016-03-21 20:30:00-04:00,2016-03-21,AS,asia_rotation,short,2043.5,2045.15,2032.75,asia_low,6.515151515151156,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1458717900,2016-03-23 07:25:00+00:00,2016-03-23 03:25:00-04:00,2016-03-23,OR,percentile_extension,short,2040.75,2043.75,2034.01875,daycycle_pct_level,2.243750000000015,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1459217400,2016-03-29 02:10:00+00:00,2016-03-28 22:10:00-04:00,2016-03-28,AS,asia_rotation,short,2033.25,2035.38,2028.5,asia_low,2.2300469483566934,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1459238700,2016-03-29 08:05:00+00:00,2016-03-29 04:05:00-04:00,2016-03-29,OS,breakout_continuation,short,2029.25,2031.38,2024.25,session_sd_3,2.3474178403754666,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1459305900,2016-03-30 02:45:00+00:00,2016-03-29 22:45:00-04:00,2016-03-29,AS,asia_rotation,short,2049.5,2053.46,2030.5,asia_low,4.797979797979754,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1459907400,2016-04-06 01:50:00+00:00,2016-04-05 21:50:00-04:00,2016-04-05,AS,asia_rotation,short,2046.5,2048.69,2042.0,asia_low,2.054794520547894,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1459989000,2016-04-07 00:30:00+00:00,2016-04-06 20:30:00-04:00,2016-04-06,AS,asia_rotation,short,2058.5,2061.56,2044.25,asia_low,4.656862745098122,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1460019300,2016-04-07 08:55:00+00:00,2016-04-07 04:55:00-04:00,2016-04-07,OS,percentile_extension,short,2054.5,2057.74,2045.125,daycycle_pct_level,2.8935185185187136,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1460079900,2016-04-08 01:45:00+00:00,2016-04-07 21:45:00-04:00,2016-04-07,AS,wddrb_completion,short,2037.5,2042.5,2026.0,prev_wddrb_lo,2.3,0.12,open,0.0,open,0.0,stop,-1.0,open,0.0
1460094000,2016-04-08 05:40:00+00:00,2016-04-08 01:40:00-04:00,2016-04-08,AS,wddrb_completion,short,2043.0,2047.5,2026.0,prev_wddrb_lo,3.7777777777777777,0.12,open,0.0,stop,-1.0,stop,-1.0,open,0.0
1460097900,2016-04-08 06:45:00+00:00,2016-04-08 02:45:00-04:00,2016-04-08,TO,wddrb_completion,short,2042.75,2048.5,2026.0,prev_wddrb_lo,2.9130434782608696,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1460101800,2016-04-08 07:50:00+00:00,2016-04-08 03:50:00-04:00,2016-04-08,OR,wddrb_completion,short,2046.0,2050.05,2026.0,prev_wddrb_lo,4.93827160493805,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1460361300,2016-04-11 07:55:00+00:00,2016-04-11 03:55:00-04:00,2016-04-11,OR,wddrb_completion,short,2049.0,2051.61,2034.0,prev_wddrb_lo,5.747126436781329,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1460507400,2016-04-13 00:30:00+00:00,2016-04-12 20:30:00-04:00,2016-04-12,AS,asia_rotation,short,2056.25,2061.875,2035.0,asia_low,3.7777777777777777,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1460590800,2016-04-13 23:40:00+00:00,2016-04-13 19:40:00-04:00,2016-04-13,AR,percentile_extension,short,2075.75,2078.45,2069.1925,daycycle_pct_level,2.428703703703827,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1460680200,2016-04-15 00:30:00+00:00,2016-04-14 20:30:00-04:00,2016-04-14,AS,asia_rotation,short,2079.25,2080.84,2072.5,asia_low,4.245283018867536,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1460726700,2016-04-15 13:25:00+00:00,2016-04-15 09:25:00-04:00,2016-04-15,TR,wddrb_completion,short,2076.0,2077.26,2071.75,prev_wddrb_lo,3.3730158730152886,0.12,tp,3.3730158730152886,tp,3.3730158730152886,tp,3.3730158730152886,open,0.0
1461025800,2016-04-19 00:30:00+00:00,2016-04-18 20:30:00-04:00,2016-04-18,AS,asia_rotation,short,2087.5,2091.13,2060.5,asia_low,7.438016528925396,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1461306600,2016-04-22 06:30:00+00:00,2016-04-22 02:30:00-04:00,2016-04-22,TO,wddrb_completion,short,2088.5,2091.62,2082.25,prev_wddrb_lo,2.0032051282051984,0.12,open,0.0,open,0.0,tp,2.0032051282051984,open,0.0
1461540900,2016-04-24 23:35:00+00:00,2016-04-24 19:35:00-04:00,2016-04-24,AR,percentile_extension,short,2088.25,2090.23,2083.745,daycycle_pct_level,2.2752525252525593,0.12,open,0.0,open,0.0,tp,2.2752525252525593,open,0.0
1461545100,2016-04-25 00:45:00+00:00,2016-04-24 20:45:00-04:00,2016-04-24,AS,percentile_extension,short,2086.75,2088.73,2080.577,daycycle_pct_level,3.1176767676766253,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1461633300,2016-04-26 01:15:00+00:00,2016-04-25 21:15:00-04:00,2016-04-25,AS,asia_rotation,short,2087.5,2089.54,2081.25,asia_low,3.0637254901961333,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1461717000,2016-04-27 00:30:00+00:00,2016-04-26 20:30:00-04:00,2016-04-26,AS,wddrb_completion,short,2083.5,2084.91,2079.5,prev_wddrb_lo,2.8368794326244062,0.12,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1461736800,2016-04-27 06:00:00+00:00,2016-04-27 02:00:00-04:00,2016-04-27,TO,wddrb_completion,short,2083.0,2084.75,2079.5,prev_wddrb_lo,2.0,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
1461740400,2016-04-27 07:00:00+00:00,2016-04-27 03:00:00-04:00,2016-04-27,OR,wddrb_completion,short,2085.25,2086.66,2079.5,prev_wddrb_lo,4.078014184397584,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1461744000,2016-04-27 08:00:00+00:00,2016-04-27 04:00:00-04:00,2016-04-27,OS,wddrb_completion,short,2084.5,2085.91,2079.5,prev_wddrb_lo,3.546099290780508,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1461804300,2016-04-28 00:45:00+00:00,2016-04-27 20:45:00-04:00,2016-04-27,AS,asia_rotation,short,2092.5,2094.63,2080.75,asia_low,5.516431924882347,0.12,open,0.0,open,0.0,tp,5.516431924882347,tp,5.516431924882347
1461889800,2016-04-29 00:30:00+00:00,2016-04-28 20:30:00-04:00,2016-04-28,AS,wddrb_completion,short,2075.75,2079.23,2065.25,prev_wddrb_lo,3.017241379310329,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1461909900,2016-04-29 06:05:00+00:00,2016-04-29 02:05:00-04:00,2016-04-29,TO,wddrb_completion,short,2073.5,2076.89,2065.25,prev_wddrb_lo,2.4336283185841623,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462166100,2016-05-02 05:15:00+00:00,2016-05-02 01:15:00-04:00,2016-05-02,AS,wddrb_completion,short,2059.0,2063.5,2045.75,prev_wddrb_lo,2.9444444444444446,0.12,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1462169700,2016-05-02 06:15:00+00:00,2016-05-02 02:15:00-04:00,2016-05-02,TO,wddrb_completion,short,2060.5,2064.07,2045.75,prev_wddrb_lo,4.131652661064236,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462173300,2016-05-02 07:15:00+00:00,2016-05-02 03:15:00-04:00,2016-05-02,OR,wddrb_completion,short,2059.0,2064.25,2045.75,prev_wddrb_lo,2.5238095238095237,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462177200,2016-05-02 08:20:00+00:00,2016-05-02 04:20:00-04:00,2016-05-02,OS,wddrb_completion,short,2061.5,2066.0,2045.75,prev_wddrb_lo,3.5,0.12,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1462232100,2016-05-02 23:35:00+00:00,2016-05-02 19:35:00-04:00,2016-05-02,AR,percentile_extension,short,2074.5,2077.14,2068.216,daycycle_pct_level,2.380303030303185,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462236300,2016-05-03 00:45:00+00:00,2016-05-02 20:45:00-04:00,2016-05-02,AS,asia_rotation,short,2073.5,2076.25,2057.5,asia_low,5.818181818181818,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462419900,2016-05-05 03:45:00+00:00,2016-05-04 23:45:00-04:00,2016-05-04,AS,asia_rotation,short,2054.5,2056.93,2049.25,asia_low,2.1604938271606393,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462497300,2016-05-06 01:15:00+00:00,2016-05-05 21:15:00-04:00,2016-05-05,AS,wddrb_completion,short,2045.75,2048.39,2039.5,prev_wddrb_lo,2.367424242424357,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462750800,2016-05-08 23:40:00+00:00,2016-05-08 19:40:00-04:00,2016-05-08,AR,percentile_extension,short,2056.0,2059.21,2046.764,daycycle_pct_level,2.8772585669781927,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462757400,2016-05-09 01:30:00+00:00,2016-05-08 21:30:00-04:00,2016-05-08,AS,percentile_extension,short,2055.0,2058.27,2037.55775,daycycle_pct_level,5.334021406727876,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462845000,2016-05-10 01:50:00+00:00,2016-05-09 21:50:00-04:00,2016-05-09,AS,wddrb_completion,short,2056.25,2059.75,2048.25,prev_wddrb_lo,2.2857142857142856,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1462860600,2016-05-10 06:10:00+00:00,2016-05-10 02:10:00-04:00,2016-05-10,TO,wddrb_completion,short,2062.25,2067.75,2048.25,prev_wddrb_lo,2.5454545454545454,0.12,open,0.0,stop,-1.0,stop,-1.0,open,0.0
1463046000,2016-05-12 09:40:00+00:00,2016-05-12 05:40:00-04:00,2016-05-12,OS,wddrb_completion,short,2067.0,2070.0,2059.75,prev_wddrb_lo,2.4166666666666665,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1463058900,2016-05-12 13:15:00+00:00,2016-05-12 09:15:00-04:00,2016-05-12,TR,wddrb_completion,short,2068.0,2070.52,2059.75,prev_wddrb_lo,3.2738095238095473,0.12,tp,3.2738095238095473,tp,3.2738095238095473,tp,3.2738095238095473,open,0.0
1463359500,2016-05-16 00:45:00+00:00,2016-05-15 20:45:00-04:00,2016-05-15,AS,wddrb_completion,short,2045.5,2049.0,2038.5,prev_wddrb_lo,2.0,0.12,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1463371200,2016-05-16 04:00:00+00:00,2016-05-16 00:00:00-04:00,2016-05-16,AS,wddrb_completion,short,2047.75,2051.17,2038.5,prev_wddrb_lo,2.7046783625730417,0.12,open,0.0,open,0.0,open,0.0,stop,-1.0
1463378400,2016-05-16 06:00:00+00:00,2016-05-16 02:00:00-04:00,2016-05-16,TO,wddrb_completion,short,2046.75,2050.17,2038.5,prev_wddrb_lo,2.4122807017543346,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463382300,2016-05-16 07:05:00+00:00,2016-05-16 03:05:00-04:00,2016-05-16,OR,wddrb_completion,short,2045.5,2048.92,2038.5,prev_wddrb_lo,2.0467836257309506,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463388900,2016-05-16 08:55:00+00:00,2016-05-16 04:55:00-04:00,2016-05-16,OS,wddrb_completion,short,2046.0,2049.42,2038.5,prev_wddrb_lo,2.1929824561403044,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463441700,2016-05-16 23:35:00+00:00,2016-05-16 19:35:00-04:00,2016-05-16,AR,percentile_extension,short,2062.0,2065.81,2053.26,daycycle_pct_level,2.293963254593151,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463445300,2016-05-17 00:35:00+00:00,2016-05-16 20:35:00-04:00,2016-05-16,AS,asia_rotation,short,2060.25,2063.85,2043.25,asia_low,4.722222222222341,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463475600,2016-05-17 09:00:00+00:00,2016-05-17 05:00:00-04:00,2016-05-17,OS,percentile_extension,short,2063.5,2066.8,2043.54,daycycle_pct_level,6.048484848484526,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463535000,2016-05-18 01:30:00+00:00,2016-05-17 21:30:00-04:00,2016-05-17,AS,wddrb_completion,short,2045.25,2049.18,2036.75,prev_wddrb_lo,2.162849872773627,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463617500,2016-05-19 00:25:00+00:00,2016-05-18 20:25:00-04:00,2016-05-18,AR,percentile_extension,short,2042.0,2045.24,2034.611,daycycle_pct_level,2.2805555555555173,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463621100,2016-05-19 01:25:00+00:00,2016-05-18 21:25:00-04:00,2016-05-18,AS,wddrb_completion,short,2040.75,2043.99,2030.75,prev_wddrb_lo,3.0864197530864113,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1463705100,2016-05-20 00:45:00+00:00,2016-05-19 20:45:00-04:00,2016-05-19,AS,asia_rotation,short,2042.5,2045.25,2035.5,asia_low,2.5454545454545454,0.12,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1463969100,2016-05-23 02:05:00+00:00,2016-05-22 22:05:00-04:00,2016-05-22,AS,asia_rotation,short,2050.25,2052.02,2044.75,asia_low,3.1073446327683936,0.12,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1464051900,2016-05-24 01:05:00+00:00,2016-05-23 21:05:00-04:00,2016-05-23,AS,wddrb_completion,short,2047.25,2048.75,2044.25,prev_wddrb_lo,2.0,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464135000,2016-05-25 00:10:00+00:00,2016-05-24 20:10:00-04:00,2016-05-24,AR,percentile_extension,short,2076.5,2081.09,2055.0965,daycycle_pct_level,4.6630718954246655,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464141900,2016-05-25 02:05:00+00:00,2016-05-24 22:05:00-04:00,2016-05-24,AS,asia_rotation,short,2078.0,2082.59,2042.5,asia_low,7.734204793028077,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464160500,2016-05-25 07:15:00+00:00,2016-05-25 03:15:00-04:00,2016-05-25,OR,percentile_extension,short,2080.25,2085.44,2042.67725,daycycle_pct_level,7.239450867051955,0.12,open,0.0,open,0.0,stop,-1.0,open,0.0
1464243600,2016-05-26 06:20:00+00:00,2016-05-26 02:20:00-04:00,2016-05-26,TO,wddrb_completion,short,2087.0,2089.25,2080.75,prev_wddrb_lo,2.7777777777777777,0.12,open,0.0,stop,-1.0,stop,-1.0,open,0.0
1464247200,2016-05-26 07:20:00+00:00,2016-05-26 03:20:00-04:00,2016-05-26,OR,wddrb_completion,short,2088.0,2091.0,2080.75,prev_wddrb_lo,2.4166666666666665,0.12,open,0.0,open,0.0,stop,-1.0,open,0.0
1464254400,2016-05-26 09:20:00+00:00,2016-05-26 05:20:00-04:00,2016-05-26,OS,wddrb_completion,short,2087.75,2091.0,2080.75,prev_wddrb_lo,2.1538461538461537,0.12,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1464265800,2016-05-26 12:30:00+00:00,2016-05-26 08:30:00-04:00,2016-05-26,TR,wddrb_completion,short,2089.0,2090.47,2080.75,prev_wddrb_lo,5.612244897959948,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1464309000,2016-05-27 00:30:00+00:00,2016-05-26 20:30:00-04:00,2016-05-26,AS,asia_rotation,short,2091.25,2092.39,2083.25,asia_low,7.017543859649907,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1464592500,2016-05-30 07:15:00+00:00,2016-05-30 03:15:00-04:00,2016-05-30,OR,percentile_extension,short,2101.25,2103.14,2096.33175,daycycle_pct_level,2.602248677248943,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464596100,2016-05-30 08:15:00+00:00,2016-05-30 04:15:00-04:00,2016-05-30,OS,percentile_extension,short,2101.25,2103.14,2096.4,intraday_pct_level,2.566137566137691,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464660600,2016-05-31 02:10:00+00:00,2016-05-30 22:10:00-04:00,2016-05-30,AS,wddrb_completion,short,2102.0,2102.9,2099.75,prev_wddrb_lo,2.4999999999997473,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464667800,2016-05-31 04:10:00+00:00,2016-05-31 00:10:00-04:00,2016-05-31,AS,wddrb_completion,short,2101.5,2102.19,2099.75,prev_wddrb_lo,2.5362318840577704,0.12,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1464674700,2016-05-31 06:05:00+00:00,2016-05-31 02:05:00-04:00,2016-05-31,TO,wddrb_completion,short,2101.25,2101.94,2099.75,prev_wddrb_lo,2.173913043478089,0.12,tp,2.173913043478089,tp,2.173913043478089,tp,2.173913043478089,tp,2.173913043478089
1464694500,2016-05-31 11:35:00+00:00,2016-05-31 07:35:00-04:00,2016-05-31,OS,breakout_continuation,short,2099.5,2100.34,2097.1,session_sd_3,2.8571428571424704,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1464741000,2016-06-01 00:30:00+00:00,2016-05-31 20:30:00-04:00,2016-05-31,AS,wddrb_completion,short,2094.75,2098.0,2086.0,prev_wddrb_lo,2.6923076923076925,0.12,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1464759000,2016-06-01 05:30:00+00:00,2016-06-01 01:30:00-04:00,2016-06-01,AS,wddrb_completion,short,2093.25,2095.2,2086.0,prev_wddrb_lo,3.717948717949065,0.12,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1464762600,2016-06-01 06:30:00+00:00,2016-06-01 02:30:00-04:00,2016-06-01,TO,wddrb_completion,short,2094.25,2096.2,2086.0,prev_wddrb_lo,4.230769230769625,0.12,open,0.0,open,0.0,open,0.0,open,0.0
1464767100,2016-06-01 07:45:00+00:00,2016-06-01 03:45:00-04:00,2016-06-01,OR,wddrb_completion,short,2092.5,2094.36,2086.0,prev_wddrb_lo,3.494623655913739,0.12,stop,-1.0,stop,-1.0,stop,-1.0,open,0.0
