archetype,trades,win_rate,total_r,avg_r
range_post_break_pullback,4,0.0,5.102564102564102,1.2756410256410255
wddrb_sigma_distribution,251,0.20318725099601595,96.30242085481538,0.38367498348532025
cluster_rejection_fade,37,0.1891891891891892,13.9375,0.3766891891891892
