symbol,day_date,session,session_id,next_session_id,entry_ts,direction,entry,exit_ts,exit,exit_reason,prior_range_sd,stop_dist,tp_dist,p_up,p_dn,p_long,p_short,ev_long,ev_short,pnl_points_gross,pnl_points,pnl_R,equity_points,walk_train_start,walk_train_end,walk_test_start,walk_test_end
ES,2012-01-03,RR,ES-20120103-RR,ES-20120103-RS,2012-01-03 10:25:00-05:00,long,1278.0,2012-01-03 11:45:00-05:00,1275.4613513748245,stop,2.538648625175454,2.538648625175454,3.807972937763181,0.6169769763946533,0.2775956988334656,0.6169769763946533,0.2775956988334656,0.4741582756294803,-0.3854865597986824,-2.538648625175483,-2.788648625175483,-1.0984775906050217,-2.788648625175483,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-05,AR,ES-20120105-AR,ES-20120105-AS,2012-01-05 20:25:00-05:00,long,1271.75,2012-01-05 21:15:00-05:00,1270.7458146795063,stop,1.004185320493548,1.004185320493548,1.5062779807403222,0.5722135901451111,0.3851984739303589,0.5722135901451111,0.3851984739303589,0.19857009157777894,-0.27880449820974124,-1.0041853204936615,-1.2541853204936615,-1.248958030851557,-4.042833945669145,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-12,TR,ES-20120112-TR,ES-20120113-RR,2012-01-13 09:25:00-05:00,short,1281.75,2012-01-13 09:30:00-05:00,1279.1650613363684,tp,1.723292442421036,1.723292442421036,2.5849386636315543,0.35053202509880066,0.5641737580299377,0.35053202509880066,0.5641737580299377,-0.2598670305552041,0.2808981554778865,2.5849386636316467,2.3349386636316467,1.3549288595215534,-1.707895282037498,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-13,TOUT,ES-20120113-TOUT,ES-20120113-TA,2012-01-13 16:55:00-05:00,short,1289.5,2012-01-15 18:00:00-05:00,1287.8519973213167,tp,1.0986684524555677,1.0986684524555677,1.6480026786833515,0.1932961642742157,0.7060704827308655,0.1932961642742157,0.7060704827308655,-0.7212595135944309,0.5449266764879527,1.6480026786832696,1.3980026786832696,1.2724518261707416,-0.3098926033542284,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-19,AR,ES-20120119-AR,ES-20120119-AS,2012-01-19 20:25:00-05:00,short,1309.75,2012-01-19 21:40:00-05:00,1308.223102991789,tp,1.0179313388074394,1.0179313388074394,1.526897008211159,0.23634961247444153,0.6030764579772949,0.23634961247444153,0.6030764579772949,-0.6226725218254848,0.28741145205288615,1.5268970082111082,1.2768970082111082,1.2544038674622797,0.9670044048568798,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-19,OR,ES-20120119-OR,ES-20120119-OS,2012-01-20 03:55:00-05:00,long,1306.25,2012-01-20 05:25:00-05:00,1308.8512079683749,tp,1.7341386455832204,1.7341386455832204,2.6012079683748306,0.5704358816146851,0.22946928441524506,0.5704358816146851,0.22946928441524506,0.30651605494727735,-0.5550346743008983,2.6012079683748652,2.3512079683748652,1.3558362097305743,3.318212373231745,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-19,TR,ES-20120119-TR,ES-20120120-RR,2012-01-20 09:25:00-05:00,long,1308.0,2012-01-20 10:05:00-05:00,1306.0478166743765,stop,1.9521833256234675,1.9521833256234675,2.9282749884352013,0.5679101347923279,0.2203957587480545,0.5679101347923279,0.2203957587480545,0.33437065790731824,-0.5337907076077726,-1.9521833256235368,-2.202183325623537,-1.1280617433407423,1.1160290476082082,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-23,AR,ES-20120123-AR,ES-20120123-AS,2012-01-23 20:25:00-05:00,short,1308.75,2012-01-23 20:55:00-05:00,1307.5562146946527,tp,0.7958568702315292,0.7958568702315292,1.1937853053472938,0.16150619089603424,0.567132830619812,0.16150619089603424,0.567132830619812,-0.9044077939810291,0.10992267296406244,1.193785305347319,0.9437853053473191,1.1858731646970075,2.0598143529555273,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-23,TO,ES-20120123-TO,ES-20120123-OR,2012-01-24 02:55:00-05:00,long,1306.75,2012-01-24 03:00:00-05:00,1305.604356076261,stop,1.1456439237389644,1.1456439237389644,1.7184658856084467,0.5573901534080505,0.2762097418308258,0.5573901534080505,0.2762097418308258,0.2724005125235285,-0.4501981621090583,-1.1456439237390441,-1.3956439237390441,-1.2182178902360612,0.6641704292164832,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-23,OR,ES-20120123-OR,ES-20120123-OS,2012-01-24 03:55:00-05:00,long,1306.0,2012-01-24 04:10:00-05:00,1308.2447306719234,tp,1.4964871146155772,1.4964871146155772,2.2447306719233655,0.5903743505477905,0.2819218933582306,0.5903743505477905,0.2819218933582306,0.3266647377948224,-0.4524056116367713,2.244730671923435,1.9947306719234348,1.3329420964883136,2.658901101139918,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-26,TR,ES-20120126-TR,ES-20120127-RR,2012-01-27 09:25:00-05:00,long,1308.25,2012-01-27 09:35:00-05:00,1311.2134492150196,tp,1.9756328100130864,1.9756328100130864,2.9634492150196294,0.5829405784606934,0.3126814067363739,0.5829405784606934,0.3126814067363739,0.3474098132618986,-0.30730765648180147,2.9634492150196365,2.7134492150196365,1.3734582667725905,5.3723503161595545,2008-01-01,2011-12-31,2012-01-01,2012-03-31
