rej_quality,trades,win_rate,stop_rate,timeout_rate,total_r,avg_r,avg_move_away,avg_retests
clean,69,0.34782608695652173,0.2318840579710145,0.36231884057971014,84.66515118179694,1.2270311765477817,19.11231884057971,0.8405797101449275
mixed,62,0.14516129032258066,0.41935483870967744,0.3387096774193548,1.1203268006031633,0.018069787106502633,13.584677419354838,1.8709677419354838
dirty,289,0.04152249134948097,0.6228373702422145,0.2906574394463668,-113.93656193263845,-0.39424415893646525,6.772491349480969,3.9930795847750864
