symbol,day_date,session,session_id,next_session_id,entry_ts,direction,entry,exit_ts,exit,exit_reason,prior_range_sd,stop_dist,tp_dist,p_up,p_dn,ev_long,ev_short,pnl_points,pnl_R,equity_points,walk_train_start,walk_train_end,walk_test_start,walk_test_end
CME_MINI_ES1!,2025-10-01,AS,CME_MINI_ES1!-20251001-AS,CME_MINI_ES1!-20251001-TO,2025-10-02 01:55:00-04:00,long,6770.0,2025-10-02 02:00:00-04:00,6767.586666696957,stop,2.413333303043525,2.413333303043525,3.6199999545652877,0.7604537789571011,0.26423594727034694,0.9011344473927527,-0.33941013182413265,-2.663333303043146,-1.1035911615210126,-7.584970326392977,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-01,TO,CME_MINI_ES1!-20251001-TO,CME_MINI_ES1!-20251001-OR,2025-10-02 02:55:00-04:00,short,6765.75,2025-10-02 03:10:00-04:00,6769.773185272497,stop,4.023185272497664,4.023185272497664,6.034777908746497,0.6287405592594528,0.8915350662401816,0.5718513981486321,1.2288376656004543,-4.273185272497358,-1.0621398178474861,-11.858155598890335,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-01,OR,CME_MINI_ES1!-20251001-OR,CME_MINI_ES1!-20251001-OS,2025-10-02 03:55:00-04:00,long,6767.75,2025-10-02 04:05:00-04:00,6772.728803756135,tp,3.319202504090085,3.319202504090085,4.978803756135127,0.7984776768860448,0.7828181906882494,0.996194192215112,0.9570454767206236,4.7288037561347664,1.424680702761492,-7.129351842755568,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-01,OS,CME_MINI_ES1!-20251001-OS,CME_MINI_ES1!-20251001-TR,2025-10-02 08:25:00-04:00,long,6780.25,2025-10-02 09:20:00-04:00,6780.25,timeout,7.256519301181597,7.256519301181597,10.884778951772395,0.8756442164495343,0.13328637973853893,1.1891105411238359,-0.6667840506536526,-0.25,-0.03445177910011097,-7.379351842755568,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-01,TR,CME_MINI_ES1!-20251001-TR,CME_MINI_ES1!-20251002-RR,2025-10-02 09:25:00-04:00,long,6780.25,2025-10-02 09:40:00-04:00,6770.431624705632,stop,9.818375294367833,9.818375294367833,14.72756294155175,0.7830219854426412,0.7531249632888357,0.9575549636066032,0.8828124082220892,-10.068375294367797,-1.0254624612020455,-17.447727137123366,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,RR,CME_MINI_ES1!-20251002-RR,CME_MINI_ES1!-20251002-RS,2025-10-02 10:25:00-04:00,short,6759.75,2025-10-02 15:50:00-04:00,6764.5,timeout,12.326720014496535,12.326720014496535,18.490080021744802,0.332236224441278,0.6697320228021507,-0.16940943889680504,0.6743300570053768,-5.0,-0.40562290650877714,-22.447727137123366,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,TOUT,CME_MINI_ES1!-20251002-TOUT,CME_MINI_ES1!-20251002-TA,2025-10-02 17:55:00-04:00,short,6765.0,2025-10-02 18:30:00-04:00,6759.099383952769,tp,3.9337440314874526,3.9337440314874526,5.900616047231178,0.40289314632227863,0.6787740370408268,0.007232865805696598,0.696935092602067,5.650616047230869,1.4364473138060847,-16.797111089892496,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,TA,CME_MINI_ES1!-20251002-TA,CME_MINI_ES1!-20251002-AR,2025-10-02 19:25:00-04:00,long,6767.25,2025-10-02 20:20:00-04:00,6770.0,timeout,4.741404966107788,4.741404966107788,7.112107449161682,0.8359787127192941,0.21237830980393688,1.0899467817982353,-0.4690542254901578,2.5,0.5272698741976993,-14.297111089892496,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,AR,CME_MINI_ES1!-20251002-AR,CME_MINI_ES1!-20251002-AS,2025-10-02 20:25:00-04:00,long,6770.0,2025-10-02 20:35:00-04:00,6773.539782135356,tp,2.359854756904376,2.359854756904376,3.539782135356564,0.7947855534270908,0.3507689175353648,0.9869638835677269,-0.12307770616158797,3.2897821353562904,1.3940612767506844,-11.007328954536206,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,AS,CME_MINI_ES1!-20251002-AS,CME_MINI_ES1!-20251002-TO,2025-10-03 01:55:00-04:00,long,6782.5,2025-10-03 02:00:00-04:00,6780.1262468646955,stop,2.373753135304606,2.373753135304606,3.560629702956909,0.7743918626788856,0.17894623002858387,0.935979656697214,-0.5526344249285403,-2.6237531353044687,-1.1053184496237778,-13.631082089840675,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,TO,CME_MINI_ES1!-20251002-TO,CME_MINI_ES1!-20251002-OR,2025-10-03 02:55:00-04:00,long,6783.75,2025-10-03 03:50:00-04:00,6783.75,timeout,4.01403786728526,4.01403786728526,6.021056800927889,0.8334610836025904,0.46525480861596746,1.083652709006476,0.16313702153991871,-0.25,-0.0622814254039606,-13.881082089840675,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,OR,CME_MINI_ES1!-20251002-OR,CME_MINI_ES1!-20251002-OS,2025-10-03 03:55:00-04:00,short,6783.75,2025-10-03 05:55:00-04:00,6787.07553913318,stop,3.3255391331806314,3.3255391331806314,4.988308699770947,0.8493330464539768,0.8975831271296316,1.123332616134942,1.243957817824079,-3.5755391331804276,-1.0751757805239506,-17.456621223021102,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-02,TR,CME_MINI_ES1!-20251002-TR,CME_MINI_ES1!-20251003-RR,2025-10-03 09:25:00-04:00,short,6771.0,2025-10-03 09:35:00-04:00,6780.856027744215,stop,9.856027744215051,9.856027744215051,14.784041616322577,0.690140291624918,0.711569547533138,0.7253507290622949,0.7789238688328449,-10.10602774421477,-1.0253651883383197,-27.562648967235873,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-03,RR,CME_MINI_ES1!-20251003-RR,CME_MINI_ES1!-20251003-RS,2025-10-03 10:25:00-04:00,long,6782.75,2025-10-03 13:45:00-04:00,6770.457170735921,stop,12.292829264078692,12.292829264078692,18.43924389611804,0.8596050454086859,0.5461091206750008,1.1490126135217147,0.3652728016875021,-12.542829264079046,-1.020337059486451,-40.10547823131492,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-03,TA,CME_MINI_ES1!-20251003-TA,CME_MINI_ES1!-20251003-AR,2025-10-05 19:25:00-04:00,long,6777.0,2025-10-05 20:20:00-04:00,6776.25,timeout,4.638511557998344,4.638511557998344,6.957767336997516,0.9038193066131819,0.18902226775522152,1.2595482665329547,-0.5274443306119462,-1.0,-0.21558639824356282,-41.10547823131492,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-03,AR,CME_MINI_ES1!-20251003-AR,CME_MINI_ES1!-20251003-AS,2025-10-05 20:25:00-04:00,short,6776.25,2025-10-05 21:30:00-04:00,6778.644998901219,stop,2.394998901219394,2.394998901219394,3.592498351829091,0.26315690133010244,0.9097968876387196,-0.34210774667474386,1.2744922190967989,-2.644998901218969,-1.1043841815009976,-43.75047713253389,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-03,TO,CME_MINI_ES1!-20251003-TO,CME_MINI_ES1!-20251003-OR,2025-10-06 02:55:00-04:00,long,6785.25,2025-10-06 03:20:00-04:00,6781.25493725759,stop,3.9950627424096194,3.9950627424096194,5.992594113614429,0.9010076951018,0.4823639307200994,1.2525192377545,0.2059098268002485,-4.245062742409573,-1.0625772399882676,-47.99553987494346,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-03,OR,CME_MINI_ES1!-20251003-OR,CME_MINI_ES1!-20251003-OS,2025-10-06 03:55:00-04:00,short,6778.5,2025-10-06 04:05:00-04:00,6782.026660676379,stop,3.5266606763786883,3.5266606763786883,5.289991014568033,0.577795831033579,0.613396537166474,0.4444895775839476,0.533491342916185,-3.776660676378924,-1.0708885892183269,-51.772200551322385,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-03,TR,CME_MINI_ES1!-20251003-TR,CME_MINI_ES1!-20251006-RR,2025-10-06 09:25:00-04:00,long,6785.5,2025-10-06 09:35:00-04:00,6777.5722423028155,stop,7.927757697184187,7.927757697184187,11.891636545776281,0.8164542866556033,0.7271421355406963,1.041135716639008,0.8178553388517408,-8.177757697184461,-1.031534768032715,-59.949958248506846,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,RR,CME_MINI_ES1!-20251006-RR,CME_MINI_ES1!-20251006-RS,2025-10-06 10:25:00-04:00,short,6776.0,2025-10-06 11:25:00-04:00,6785.556712644991,stop,9.556712644991862,9.556712644991862,14.335068967487793,0.41722427498444825,0.5905851781934178,0.043060687461120684,0.4764629454835446,-9.806712644991421,-1.0261596230091286,-69.75667089349827,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,TOUT,CME_MINI_ES1!-20251006-TOUT,CME_MINI_ES1!-20251006-TA,2025-10-06 17:55:00-04:00,long,6790.25,2025-10-06 18:40:00-04:00,6786.277003152862,stop,3.9729968471379915,3.9729968471379915,5.959495270706987,0.8378713823240761,0.3672224955471198,1.09467845581019,-0.08194376113220059,-4.222996847138347,-1.0629247919440075,-73.97966774063661,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,TA,CME_MINI_ES1!-20251006-TA,CME_MINI_ES1!-20251006-AR,2025-10-06 19:25:00-04:00,short,6780.5,2025-10-06 20:20:00-04:00,6778.5,timeout,3.531321319726924,3.531321319726924,5.296981979590386,0.10441764744803908,0.6572419830458786,-0.7389558813799023,0.6431049576146964,1.75,0.4955652124387613,-72.22966774063661,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,AR,CME_MINI_ES1!-20251006-AR,CME_MINI_ES1!-20251006-AS,2025-10-06 20:25:00-04:00,short,6778.5,2025-10-06 22:05:00-04:00,6780.885916738743,stop,2.385916738742265,2.385916738742265,3.5788751081133974,0.42195369005431915,0.8095171013698035,0.054884225135797826,1.0237927534245086,-2.635916738742708,-1.1047815273437538,-74.86558447937932,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,TO,CME_MINI_ES1!-20251006-TO,CME_MINI_ES1!-20251006-OR,2025-10-07 02:55:00-04:00,short,6780.25,2025-10-07 03:50:00-04:00,6779.75,timeout,4.0502599006925335,4.0502599006925335,6.0753898510388,0.40563336846410175,0.8225471421769698,0.014083421160254406,1.0563678554424243,0.25,0.06172443401897586,-74.61558447937932,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,OR,CME_MINI_ES1!-20251006-OR,CME_MINI_ES1!-20251006-OS,2025-10-07 03:55:00-04:00,long,6779.75,2025-10-07 04:25:00-04:00,6776.0821498122195,stop,3.667850187780302,3.667850187780302,5.501775281670453,0.822125206226924,0.7354378519684875,1.0553130155673098,0.8385946299212189,-3.9178501877804592,-1.0681598176591425,-78.53343466715978,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,OS,CME_MINI_ES1!-20251006-OS,CME_MINI_ES1!-20251006-TR,2025-10-07 08:25:00-04:00,long,6790.0,2025-10-07 09:00:00-04:00,6800.607630926912,tp,7.071753951274635,7.071753951274635,10.607630926911952,0.83712848916883,0.13488092450819383,1.092821222922075,-0.6627976887295154,10.357630926911952,1.4646480913048536,-68.17580374024783,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-06,TR,CME_MINI_ES1!-20251006-TR,CME_MINI_ES1!-20251007-RR,2025-10-07 09:25:00-04:00,short,6797.25,2025-10-07 10:20:00-04:00,6789.0,timeout,7.927757697184187,7.927757697184187,11.891636545776281,0.46627339928421135,0.872544801539487,0.1656834982105284,1.1813620038487176,8.0,1.0091125770457732,-60.17580374024783,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,RR,CME_MINI_ES1!-20251007-RR,CME_MINI_ES1!-20251007-RS,2025-10-07 10:25:00-04:00,short,6789.0,2025-10-07 11:00:00-04:00,6774.871811317068,tp,9.418792455287962,9.418792455287962,14.128188682931942,0.3542168965516364,0.8101221399699942,-0.11445775862090901,1.0253053499249853,13.878188682931977,1.473457319376476,-46.29761505731585,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,TOUT,CME_MINI_ES1!-20251007-TOUT,CME_MINI_ES1!-20251007-TA,2025-10-07 17:55:00-04:00,long,6765.0,2025-10-07 19:20:00-04:00,6761.063748109258,stop,3.936251890741803,3.936251890741803,5.904377836112705,0.7822868879077344,0.36602199984940115,0.9557172197693359,-0.0849450003764971,-4.186251890741914,-1.0635121955960491,-50.483866948057766,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,TA,CME_MINI_ES1!-20251007-TA,CME_MINI_ES1!-20251007-AR,2025-10-07 19:25:00-04:00,short,6761.25,2025-10-07 20:20:00-04:00,6760.5,timeout,3.9579201077014403,3.9579201077014403,5.9368801615521605,0.09333689792326362,0.6405982449597445,-0.766657755191841,0.6014956123993612,0.5,0.1263289774412285,-49.983866948057766,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,AR,CME_MINI_ES1!-20251007-AR,CME_MINI_ES1!-20251007-AS,2025-10-07 20:25:00-04:00,short,6760.5,2025-10-07 20:40:00-04:00,6762.822090709503,stop,2.322090709502515,2.322090709502515,3.483136064253773,0.5520425845243335,0.6677440872517002,0.3801064613108338,0.6693602181292506,-2.572090709502845,-1.1076615995134358,-52.55595765756061,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,AS,CME_MINI_ES1!-20251007-AS,CME_MINI_ES1!-20251007-TO,2025-10-08 01:55:00-04:00,short,6764.75,2025-10-08 02:05:00-04:00,6761.011316416944,tp,2.4924557220371666,2.4924557220371666,3.73868358305575,0.2575701205794001,0.5909447413750203,-0.35607469855149976,0.47736185343755067,3.4886835830557175,1.3996973154669727,-49.067274074504894,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,TO,CME_MINI_ES1!-20251007-TO,CME_MINI_ES1!-20251007-OR,2025-10-08 02:55:00-04:00,short,6763.0,2025-10-08 03:25:00-04:00,6767.027863479629,stop,4.027863479628662,4.027863479628662,6.041795219442993,0.5351813476438512,0.5680632402397708,0.3379533691096279,0.42015810059942715,-4.27786347962865,-1.062067644860455,-53.345137554133544,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,OR,CME_MINI_ES1!-20251007-OR,CME_MINI_ES1!-20251007-OS,2025-10-08 03:55:00-04:00,long,6771.75,2025-10-08 04:55:00-04:00,6767.997566579012,stop,3.752433420987955,3.752433420987955,5.628650131481932,0.9222220969595931,0.26516414570166297,1.305555242398983,-0.3370896357458426,-4.002433420988382,-1.066623433903487,-57.347570975121926,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-07,TR,CME_MINI_ES1!-20251007-TR,CME_MINI_ES1!-20251008-RR,2025-10-08 09:25:00-04:00,long,6774.25,2025-10-08 09:35:00-04:00,6766.320873148223,stop,7.929126851777497,7.929126851777497,11.893690277666245,0.9513177419044037,0.31471040264344985,1.3782943547610091,-0.21322399339137538,-8.179126851777255,-1.0315293227959539,-65.52669782689918,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,RR,CME_MINI_ES1!-20251008-RR,CME_MINI_ES1!-20251008-RS,2025-10-08 10:25:00-04:00,long,6786.75,2025-10-08 11:50:00-04:00,6800.878188682932,tp,9.418792455287962,9.418792455287962,14.128188682931942,0.9392266884808808,0.3376629605868009,1.3480667212022017,-0.15584259853299776,13.878188682931977,1.473457319376476,-51.6485091439672,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,RS,CME_MINI_ES1!-20251008-RS,CME_MINI_ES1!-20251008-TOUT,2025-10-08 15:55:00-04:00,long,6802.0,2025-10-08 16:55:00-04:00,6803.25,timeout,13.857896048633675,13.857896048633675,20.78684407295051,0.7162238704025187,0.2269161977136172,0.7905596760062966,-0.432709505715957,1.0,0.07216102621137754,-50.6485091439672,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,TA,CME_MINI_ES1!-20251008-TA,CME_MINI_ES1!-20251008-AR,2025-10-08 19:25:00-04:00,long,6811.0,2025-10-08 20:00:00-04:00,6807.040999594528,stop,3.9590004054718566,3.9590004054718566,5.938500608207785,0.8664672902524869,0.16368700561601293,1.1661682256312171,-0.5907824859599677,-4.20900040547167,-1.0631472529414951,-54.85750954943887,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,AR,CME_MINI_ES1!-20251008-AR,CME_MINI_ES1!-20251008-AS,2025-10-08 20:25:00-04:00,short,6805.75,2025-10-08 21:10:00-04:00,6802.18230987487,tp,2.378460083419743,2.378460083419743,3.567690125129615,0.2525901964939754,0.862656519977838,-0.3685245087650615,1.156641299944595,3.317690125129957,1.3948899745081245,-51.53981942430892,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,TO,CME_MINI_ES1!-20251008-TO,CME_MINI_ES1!-20251008-OR,2025-10-09 02:55:00-04:00,short,6800.5,2025-10-09 03:50:00-04:00,6802.75,timeout,4.00926148206611,4.00926148206611,6.013892223099165,0.2548047483488104,0.8812432731693279,-0.362988129127974,1.20310818292332,-2.5,-0.6235562362751317,-54.03981942430892,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,OR,CME_MINI_ES1!-20251008-OR,CME_MINI_ES1!-20251008-OS,2025-10-09 03:55:00-04:00,long,6802.75,2025-10-09 04:10:00-04:00,6799.028087644913,stop,3.721912355086746,3.721912355086746,5.582868532630119,0.9182429873571331,0.4904343517899174,1.2956074683928325,0.22608587947479353,-3.9719123550867153,-1.0671697708459722,-58.01173177939563,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-08,TR,CME_MINI_ES1!-20251008-TR,CME_MINI_ES1!-20251009-RR,2025-10-09 09:25:00-04:00,long,6804.75,2025-10-09 09:40:00-04:00,6797.61981951952,stop,7.130180480479473,7.130180480479473,10.69527072071921,0.9514899784906881,0.4993020460950725,1.3787249462267201,0.2482551152376813,-7.380180480479794,-1.035062226080357,-65.39191225987543,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,RR,CME_MINI_ES1!-20251009-RR,CME_MINI_ES1!-20251009-RS,2025-10-09 10:25:00-04:00,short,6784.75,2025-10-09 10:45:00-04:00,6770.5541715263735,tp,9.463885649084489,9.463885649084489,14.195828473626733,0.2320178422006999,0.7443751951181128,-0.41995539449825026,0.8609379877952821,13.945828473626534,1.473583789019642,-51.44608378624889,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,TOUT,CME_MINI_ES1!-20251009-TOUT,CME_MINI_ES1!-20251009-TA,2025-10-09 17:55:00-04:00,long,6779.75,2025-10-09 18:30:00-04:00,6783.88033446938,tp,2.753556312919904,2.753556312919904,4.130334469379855,0.6047797314647487,0.2011136163168249,0.5119493286618718,-0.49721595920793776,3.8803344693797044,1.4092083213162805,-47.56574931686919,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,TA,CME_MINI_ES1!-20251009-TA,CME_MINI_ES1!-20251009-AR,2025-10-09 19:25:00-04:00,long,6786.25,2025-10-09 20:20:00-04:00,6787.0,timeout,3.8847712118503277,3.8847712118503277,5.827156817775491,0.8540818748155865,0.16777380413224088,1.1352046870389663,-0.5805654896693978,0.5,0.12870770831362513,-47.06574931686919,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,AR,CME_MINI_ES1!-20251009-AR,CME_MINI_ES1!-20251009-AS,2025-10-09 20:25:00-04:00,short,6787.0,2025-10-09 20:50:00-04:00,6789.38084460909,stop,2.3808446090897197,2.3808446090897197,3.5712669136345796,0.1984966905479604,0.9107735610283987,-0.503758273630099,1.2769339025709967,-2.6308446090897633,-1.1050047529543001,-49.69659392595895,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,AS,CME_MINI_ES1!-20251009-AS,CME_MINI_ES1!-20251009-TO,2025-10-10 01:55:00-04:00,long,6787.5,2025-10-10 02:00:00-04:00,6791.293367653931,tp,2.528911769287756,2.528911769287756,3.793367653931634,0.6905456090128238,0.1199322284565872,0.7263640225320595,-0.700169428858532,3.5433676539314547,1.4011432494259815,-46.153226272027496,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,TO,CME_MINI_ES1!-20251009-TO,CME_MINI_ES1!-20251009-OR,2025-10-10 02:55:00-04:00,short,6782.5,2025-10-10 03:05:00-04:00,6786.497922980486,stop,3.9979229804855843,3.9979229804855843,5.996884470728377,0.22768702442428554,0.8966064002878459,-0.43078243893928614,1.2415160007196149,-4.247922980485782,-1.062532470290319,-50.40114925251328,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,OR,CME_MINI_ES1!-20251009-OR,CME_MINI_ES1!-20251009-OS,2025-10-10 03:55:00-04:00,long,6785.25,2025-10-10 05:00:00-04:00,6781.542543963422,stop,3.7074560365778977,3.7074560365778977,5.561184054866846,0.7992477666590666,0.6570604582730832,0.9981194166476665,0.6426511456827081,-3.957456036578151,-1.067431682947483,-54.35860528909143,2025-08-01,2025-09-30,2025-10-01,2025-10-31
CME_MINI_ES1!,2025-10-09,OS,CME_MINI_ES1!-20251009-OS,CME_MINI_ES1!-20251009-TR,2025-10-10 08:25:00-04:00,long,6788.75,2025-10-10 08:45:00-04:00,6781.779538356298,stop,6.970461643701642,6.970461643701642,10.455692465552463,0.8078373476451011,0.13303326648839453,1.0195933691127526,-0.6674168337790136,-7.220461643702038,-1.035865630252236,-61.57906693279347,2025-08-01,2025-09-30,2025-10-01,2025-10-31
