entry_ts,entry_time,entry_time_et,ny_day,session,direction,entry_price,stop_price,primary_target,primary_reason,r_target,pred_win_prob,expected_r,rej_count,rej_long_share,rej_wick_mean,rej_conf_mean,p_bias,rej_24h_orientation,current_session_break_out,first_break_true,dist_cluster_darkpool,dist_cluster_weekly,dist_cluster_monthly,target_sd_1,target_sd_2,target_sd_3,target_session_max_ext,target_intraday_pct_level,target_daycycle_pct_level,target_prev_wddrb_hi,target_prev_wddrb_lo,hit_1h,r_1h,hit_2h,r_2h,hit_4h,r_4h,hit_session,r_session
1740014400,2025-02-20 01:20:00+00:00,2025-02-19 20:20:00-05:00,2025-02-19,AR,short,6149.75,6145.0,6129.25,prev_wddrb_lo,4.315789473684211,0.9961205197154559,4.295166973224266,15.0,0.0,0.4,1.2866666666666666,-0.19999999999999996,bearish,False,False,,,,6149.330645161291,6148.9112903225805,6148.491935483871,6149.75,,6164.97275,6166.5,6129.25,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1744191000,2025-04-09 09:30:00+00:00,2025-04-09 05:30:00-04:00,2025-04-09,OS,short,5020.5,4987.0,4877.322473404255,intraday_pct_level,4.27395601778343,0.9999832384478742,4.273867618094728,5.0,0.0,0.4,1.2799999999999987,-1.0,bearish,False,,,,,5018.98401826484,5017.46803652968,5015.95205479452,5020.5,4877.322473404255,,5305.25,4940.5,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1748574900,2025-05-30 03:15:00+00:00,2025-05-29 23:15:00-04:00,2025-05-29,AS,short,5909.5,5915.5,5884.0,prev_wddrb_lo,4.25,0.9961045889846641,4.229549092169487,55.0,0.0,0.21818181818181817,1.6399999999999995,-0.15999999999999998,bearish,True,True,,,,5909.0,5908.5,5908.0,5908.535714285715,5936.553316730813,,5956.25,5884.0,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1737005700,2025-01-16 05:35:00+00:00,2025-01-16 00:35:00-05:00,2025-01-16,AS,short,5984.75,6006.75,5893.0975,daycycle_pct_level,4.1660227272727335,0.9999471074912801,4.165749483370584,14.0,0.0,0.21428571428571427,1.3035714285714286,-0.6799999999999999,bearish,True,True,,,,5983.861111111111,5982.972222222223,5982.083333333333,5983.466049382716,,5893.0975,6001.25,5952.5,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1751854800,2025-07-07 02:20:00+00:00,2025-07-06 22:20:00-04:00,2025-07-06,AS,short,6300.0,6298.25,6292.75,prev_wddrb_hi,4.142857142857143,0.9993017290450504,4.139266035088831,16.0,0.0,0.25,1.128124999999999,-0.5800000000000001,bearish,True,False,,,,6299.857142857143,6299.714285714285,6299.571428571428,6299.581632653061,6308.337559429477,,6292.75,6279.25,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1736822700,2025-01-14 02:45:00+00:00,2025-01-13 21:45:00-05:00,2025-01-13,AS,short,5885.75,5896.75,5840.365,daycycle_pct_level,4.1259090909091105,0.9999844623522489,4.125829446339251,32.0,0.0,0.40625,1.5328124999999997,-0.12000000000000005,bearish,True,False,,,,5885.416666666667,5885.083333333333,5884.75,5885.238888888889,,5840.365,5878.25,5813.0,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1747359900,2025-05-16 01:45:00+00:00,2025-05-15 21:45:00-04:00,2025-05-15,AS,short,5925.75,5936.0,5884.5,prev_wddrb_lo,4.024390243902439,0.9978794471790371,4.013735758997114,28.0,0.0,0.25,1.580357142857142,-0.34,bearish,True,False,,,,5925.321428571428,5924.892857142857,5924.464285714285,5925.198979591837,5907.9344577767715,,5944.5,5884.5,open,0.0,open,0.0,open,0.0,stop,-1.0
1751443800,2025-07-02 08:10:00+00:00,2025-07-02 04:10:00-04:00,2025-07-02,OS,short,6258.75,6259.0,6257.75,sd_1,4.0,0.9998793749662724,3.999396874831362,47.0,0.0,0.2553191489361702,1.6499999999999997,-0.5800000000000001,bearish,False,True,,,,6257.75,6256.75,6255.75,6258.75,6251.072445972495,,6261.5,6227.5,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1738916400,2025-02-07 08:20:00+00:00,2025-02-07 03:20:00-05:00,2025-02-07,OR,short,6099.0,6106.25,6070.0,prev_wddrb_lo,4.0,0.9996906949031226,3.998453474515613,73.0,0.0,0.2876712328767123,1.904109589041096,-0.10000000000000003,bearish,False,False,29.0,,,6098.777777777777,6098.555555555556,6098.333333333333,6099.0,,6083.5905,6108.5,6070.0,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1738634700,2025-02-04 02:05:00+00:00,2025-02-03 21:05:00-05:00,2025-02-03,AS,short,6043.0,6019.75,5950.25,prev_wddrb_lo,3.989247311827957,0.9990230833895667,3.9843732332554724,46.0,0.0,0.21739130434782608,1.6271739130434781,-0.12000000000000005,bearish,True,True,,,,6042.266666666666,6041.533333333334,6040.8,6042.788148148148,,5936.7015,6049.25,5950.25,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
