Date,conf,entry,instrument,conf type,exit time,Unnamed: 6,stopped out,Unnamed: 8,Unnamed: 9,entry.1,stop ,take profit,exit,source,date,entry_time,stop,target,direction,entry_method,conf_type,conf_time,status,entry_ts,entry_date,Conf Time,Entry Time,Instrument,Conf Type,Direction,Session,Entry Method,Status,Entry,Stop,Target,Exit,session_label,Entry Price,Stop Price,Target Price,Exit Price,ts,bar_session,session_start,range_session,session_x,range_session_start,mins_from_range_start,session_y,confirm_ts,pre_breakout,timing_class,risk_pts,target_r,target_r_multiple,realized_r_multiple,is_win
01/18/2018,,2801.75,,,,,,,,,,,2803.25,2018,2018-01-18,8:05,2803.25,2793.75,Short,Advanced,No Conf,,EX,2018-01-18 08:05:00-05:00,2018-01-18,,8:05,ES,No Conf,Short,ODR,Advanced,EX,2801.75,2803.25,2793.75,2803.25,ODR,,,,,2018-01-18 08:05:00-05:00,OS,2018-01-18 04:00:00-05:00,OR,OR,2018-01-18 03:00:00-05:00,305.0,,,False,other,1.5,8.0,5.333333333333333,-1.0,False
01/18/2018,,2799.75,,,,,,,,,,,2801.0,2018,2018-01-18,10:30,2801.0,2791.5,Short,Frontrun,No Conf,,EX,2018-01-18 10:30:00-05:00,2018-01-18,,10:30,ES,No Conf,Short,RDR,Frontrun,EX,2799.75,2801.0,2791.5,2801.0,RDR,,,,,2018-01-18 10:30:00-05:00,RS,2018-01-18 10:30:00-05:00,RR,RR,2018-01-18 09:30:00-05:00,60.0,RR,2018-01-18 10:25:00-05:00,False,after_confirm,1.25,8.25,6.6,-1.0,False
01/19/2018,,2807.0,,,,,,,,,,,2807.0,2018,2018-01-19,9:45,2809.0,2791.75,Short,Mode,No Conf,,BE,2018-01-19 09:45:00-05:00,2018-01-19,,9:45,ES,No Conf,Short,RDR,Mode,BE,2807.0,2809.0,2791.75,2807.0,RDR,,,,,2018-01-19 09:45:00-05:00,RR,2018-01-19 09:30:00-05:00,RR,RR,2018-01-19 09:30:00-05:00,15.0,RR,2018-01-19 10:25:00-05:00,True,other,2.0,15.25,7.625,-0.0,False
01/19/2018,,2805.5,,,,,,,,,,,2803.5,2018_set2,2018-01-19,10:35,2803.5,2814.5,Long,Frontrun,No Conf,,EX,2018-01-19 10:35:00-05:00,2018-01-19,,10:35,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2805.5,2803.5,2814.5,2803.5,2018-01-19 10:35:00-05:00,RS,2018-01-19 10:30:00-05:00,RR,RR,2018-01-19 09:30:00-05:00,65.0,RR,2018-01-19 10:25:00-05:00,False,after_confirm,2.0,9.0,4.5,-1.0,False
01/19/2018,,2803.25,,,,,,,,,,,2803.25,2018,2018-01-19,11:00,2804.75,2791.75,Short,Mode,No Conf,,BE,2018-01-19 11:00:00-05:00,2018-01-19,,11:00,ES,No Conf,Short,RDR,Mode,BE,2803.25,2804.75,2791.75,2803.25,RDR,,,,,2018-01-19 11:00:00-05:00,RS,2018-01-19 10:30:00-05:00,RR,RR,2018-01-19 09:30:00-05:00,90.0,RR,2018-01-19 10:25:00-05:00,False,after_confirm,1.5,11.5,7.666666666666667,-0.0,False
01/19/2018,,2802.25,,,,,,,,,,,2804.0,2018,2018-01-19,11:55,2804.0,2791.75,Short,Mode,Wick,11:05,EX,2018-01-19 11:55:00-05:00,2018-01-19,11:05,11:55,ES,Wick,Short,RDR,Mode,EX,2802.25,2804.0,2791.75,2804.0,RDR,,,,,2018-01-19 11:55:00-05:00,RS,2018-01-19 10:30:00-05:00,RR,RR,2018-01-19 09:30:00-05:00,145.0,RR,2018-01-19 10:25:00-05:00,False,after_confirm,1.75,10.5,6.0,-1.0,False
01/22/2018,,2809.5,,,,,,,,,,,2827.5,2018,2018-01-22,9:30,2808.25,2827.5,Long,Missed,No Conf,,W,2018-01-22 09:30:00-05:00,2018-01-22,,9:30,ES,No Conf,Long,RDR,Missed,W,2809.5,2808.25,2827.5,2827.5,RDR,,,,,2018-01-22 09:30:00-05:00,RR,2018-01-22 09:30:00-05:00,RR,RR,2018-01-22 09:30:00-05:00,0.0,RR,2018-01-22 10:25:00-05:00,True,m7,1.25,18.0,14.4,14.4,True
01/22/2018,,2821.0,,,,,,,,,,,2819.0,2018,2018-01-22,10:35,2819.0,2833.25,Long,Frontrun,No Conf,,EX,2018-01-22 10:35:00-05:00,2018-01-22,,10:35,ES,No Conf,Long,RDR,Frontrun,EX,2821.0,2819.0,2833.25,2819.0,RDR,,,,,2018-01-22 10:35:00-05:00,RS,2018-01-22 10:30:00-05:00,RR,RR,2018-01-22 09:30:00-05:00,65.0,RR,2018-01-22 10:25:00-05:00,False,after_confirm,2.0,12.25,6.125,-1.0,False
01/22/2018,,2818.75,,,,,,,,,,,2834.25,2018,2018-01-22,11:00,2815.75,2834.25,Long,Frontrun,No Conf,,W,2018-01-22 11:00:00-05:00,2018-01-22,,11:00,ES,No Conf,Long,RDR,Frontrun,W,2818.75,2815.75,2834.25,2834.25,RDR,,,,,2018-01-22 11:00:00-05:00,RS,2018-01-22 10:30:00-05:00,RR,RR,2018-01-22 09:30:00-05:00,90.0,RR,2018-01-22 10:25:00-05:00,False,after_confirm,3.0,15.5,5.166666666666667,5.166666666666667,True
01/23/2018,,2837.25,,,,,,,,,,,2835.25,2018,2018-01-23,10:15,2835.25,2848.0,Long,Frontrun,No Conf,,EX,2018-01-23 10:15:00-05:00,2018-01-23,,10:15,ES,No Conf,Long,RDR,Frontrun,EX,2837.25,2835.25,2848.0,2835.25,RDR,,,,,2018-01-23 10:15:00-05:00,RR,2018-01-23 09:30:00-05:00,RR,RR,2018-01-23 09:30:00-05:00,45.0,RR,2018-01-23 10:25:00-05:00,True,frontrun_window,2.0,10.75,5.375,-1.0,False
01/23/2018,,2838.0,,,,,,,,,,,2838.0,2018_set2,2018-01-23,10:30,2835.25,2848.5,Long,Frontrun,No Conf,,BE,2018-01-23 10:30:00-05:00,2018-01-23,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,,,,,RDR,2838.0,2835.25,2848.5,2838.0,2018-01-23 10:30:00-05:00,RS,2018-01-23 10:30:00-05:00,RR,RR,2018-01-23 09:30:00-05:00,60.0,RR,2018-01-23 10:25:00-05:00,False,after_confirm,2.75,10.5,3.8181818181818183,0.0,False
01/23/2018,,2838.5,,,,,,,,,,,2838.5,2018,2018-01-23,10:30,2836.75,2848.0,Long,Frontrun,No Conf,,BE,2018-01-23 10:30:00-05:00,2018-01-23,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,2838.5,2836.75,2848.0,2838.5,RDR,,,,,2018-01-23 10:30:00-05:00,RS,2018-01-23 10:30:00-05:00,RR,RR,2018-01-23 09:30:00-05:00,60.0,RR,2018-01-23 10:25:00-05:00,False,after_confirm,1.75,9.5,5.428571428571429,0.0,False
01/24/2018,,2854.0,,,,,,,,,,,2852.25,2018,2018-01-24,10:10,2852.25,2862.0,Long,Frontrun,No Conf,,EX,2018-01-24 10:10:00-05:00,2018-01-24,,10:10,ES,No Conf,Long,RDR,Frontrun,EX,2854.0,2852.25,2862.0,2852.25,RDR,,,,,2018-01-24 10:10:00-05:00,RR,2018-01-24 09:30:00-05:00,RR,RR,2018-01-24 09:30:00-05:00,40.0,RR,2018-01-24 10:25:00-05:00,True,frontrun_window,1.75,8.0,4.571428571428571,-1.0,False
01/24/2018,,2852.0,,,,,,,,,,,2850.75,2018_set2,2018-01-24,10:30,2850.75,2857.25,Long,Frontrun,No Conf,,EX,2018-01-24 10:30:00-05:00,2018-01-24,,10:30,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2852.0,2850.75,2857.25,2850.75,2018-01-24 10:30:00-05:00,RS,2018-01-24 10:30:00-05:00,RR,RR,2018-01-24 09:30:00-05:00,60.0,RR,2018-01-24 10:25:00-05:00,False,after_confirm,1.25,5.25,4.2,-1.0,False
01/24/2018,,2852.25,,,,,,,,,,,2850.5,2018,2018-01-24,10:50,2850.5,2862.0,Long,Frontrun,No Conf,,EX,2018-01-24 10:50:00-05:00,2018-01-24,,10:50,ES,No Conf,Long,RDR,Frontrun,EX,2852.25,2850.5,2862.0,2850.5,RDR,,,,,2018-01-24 10:50:00-05:00,RS,2018-01-24 10:30:00-05:00,RR,RR,2018-01-24 09:30:00-05:00,80.0,RR,2018-01-24 10:25:00-05:00,False,after_confirm,1.75,9.75,5.571428571428571,-1.0,False
01/25/2018,,2842.5,,,,,,,,,,,2842.5,2018_set2,2018-01-25,10:35,2845.0,2828.75,Short,Frontrun,No Conf,,BE,2018-01-25 10:35:00-05:00,2018-01-25,,10:35,ES,No Conf,Short,RDR,Frontrun,BE,,,,,RDR,2842.5,2845.0,2828.75,2842.5,2018-01-25 10:35:00-05:00,RS,2018-01-25 10:30:00-05:00,RR,RR,2018-01-25 09:30:00-05:00,65.0,RR,2018-01-25 10:25:00-05:00,False,after_confirm,2.5,13.75,5.5,-0.0,False
01/26/2018,,2849.75,,,,,,,,,,,2857.75,2018_set2,2018-01-26,10:30,2848.25,2857.75,Long,Frontrun,No Conf,,W,2018-01-26 10:30:00-05:00,2018-01-26,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2849.75,2848.25,2857.75,2857.75,2018-01-26 10:30:00-05:00,RS,2018-01-26 10:30:00-05:00,RR,RR,2018-01-26 09:30:00-05:00,60.0,RR,2018-01-26 10:25:00-05:00,False,after_confirm,1.5,8.0,5.333333333333333,5.333333333333333,True
01/26/2018,,2852.75,,,,,,,,,,,2862.75,2018,2018-01-26,11:05,2851.5,2862.75,Long,Mode,Confirmed,10:35,W,2018-01-26 11:05:00-05:00,2018-01-26,10:35,11:05,ES,Confirmed,Long,RDR,Mode,W,2852.75,2851.5,2862.75,2862.75,RDR,,,,,2018-01-26 11:05:00-05:00,RS,2018-01-26 10:30:00-05:00,RR,RR,2018-01-26 09:30:00-05:00,95.0,RR,2018-01-26 10:25:00-05:00,False,after_confirm,1.25,10.0,8.0,8.0,True
01/29/2018,,2869.5,,,,,,,,,,,2867.75,2018,2018-01-29,9:40,2867.75,2878.75,Long,Advanced,No Conf,,EX,2018-01-29 09:40:00-05:00,2018-01-29,,9:40,ES,No Conf,Long,RDR,Advanced,EX,2869.5,2867.75,2878.75,2867.75,RDR,,,,,2018-01-29 09:40:00-05:00,RR,2018-01-29 09:30:00-05:00,RR,RR,2018-01-29 09:30:00-05:00,10.0,RR,2018-01-29 10:25:00-05:00,True,m7,1.75,9.25,5.285714285714286,-1.0,False
01/29/2018,,2865.75,,,,,,,,,,,2855.25,2018_set2,2018-01-29,10:30,2868.25,2855.25,Short,Frontrun,No Conf,,W,2018-01-29 10:30:00-05:00,2018-01-29,,10:30,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2865.75,2868.25,2855.25,2855.25,2018-01-29 10:30:00-05:00,RS,2018-01-29 10:30:00-05:00,RR,RR,2018-01-29 09:30:00-05:00,60.0,RR,2018-01-29 10:25:00-05:00,False,after_confirm,2.5,10.5,4.2,4.2,True
01/30/2018,,2832.25,,,,,,,,,,,2829.25,2018,2018-01-30,9:45,2829.25,2856.75,Long,Advanced,No Conf,,EX,2018-01-30 09:45:00-05:00,2018-01-30,,9:45,ES,No Conf,Long,RDR,Advanced,EX,2832.25,2829.25,2856.75,2829.25,RDR,,,,,2018-01-30 09:45:00-05:00,RR,2018-01-30 09:30:00-05:00,RR,RR,2018-01-30 09:30:00-05:00,15.0,RR,2018-01-30 10:25:00-05:00,True,other,3.0,24.5,8.166666666666666,-1.0,False
02/01/2018,,2821.5,,,,,,,,,,,2818.0,2018,2018-02-01,9:55,2818.0,2839.5,Long,Advanced,No Conf,,EX,2018-02-01 09:55:00-05:00,2018-02-01,,9:55,ES,No Conf,Long,RDR,Advanced,EX,2821.5,2818.0,2839.5,2818.0,RDR,,,,,2018-02-01 09:55:00-05:00,RR,2018-02-01 09:30:00-05:00,RR,RR,2018-02-01 09:30:00-05:00,25.0,RR,2018-02-01 10:25:00-05:00,True,other,3.5,18.0,5.142857142857143,-1.0,False
02/01/2018,,2819.75,,,,,,,,,,,2834.25,2018_set2,2018-02-01,10:35,2817.0,2834.25,Long,Frontrun,No Conf,,W,2018-02-01 10:35:00-05:00,2018-02-01,,10:35,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2819.75,2817.0,2834.25,2834.25,2018-02-01 10:35:00-05:00,RS,2018-02-01 10:30:00-05:00,RR,RR,2018-02-01 09:30:00-05:00,65.0,RR,2018-02-01 10:25:00-05:00,False,after_confirm,2.75,14.5,5.2727272727272725,5.2727272727272725,True
02/01/2018,,2826.25,,,,,,,,,,,2831.5,2018,2018-02-01,11:30,2824.0,2839.5,Long,Mode,Confirmed,11:25,W,2018-02-01 11:30:00-05:00,2018-02-01,11:25,11:30,ES,Confirmed,Long,RDR,Mode,W,2826.25,2824.0,2839.5,2831.5,RDR,,,,,2018-02-01 11:30:00-05:00,RS,2018-02-01 10:30:00-05:00,RR,RR,2018-02-01 09:30:00-05:00,120.0,RR,2018-02-01 10:25:00-05:00,False,after_confirm,2.25,13.25,5.888888888888889,2.3333333333333335,True
02/02/2018,,2798.5,,,,,,,,,,,2801.25,2018_set2,2018-02-02,10:30,2801.25,2777.75,Short,Frontrun,No Conf,,EX,2018-02-02 10:30:00-05:00,2018-02-02,,10:30,ES,No Conf,Short,RDR,Frontrun,EX,,,,,RDR,2798.5,2801.25,2777.75,2801.25,2018-02-02 10:30:00-05:00,RS,2018-02-02 10:30:00-05:00,RR,RR,2018-02-02 09:30:00-05:00,60.0,RR,2018-02-02 10:25:00-05:00,False,after_confirm,2.75,20.75,7.545454545454546,-1.0,False
02/02/2018,,2790.75,,,,,,,,,,,2794.25,2018_set2,2018-02-02,12:10,2794.25,2768.5,Short,Mode,Confirmed,11:55,EX,2018-02-02 12:10:00-05:00,2018-02-02,11:55,12:10,ES,Confirmed,Short,RDR,Mode,EX,,,,,RDR,2790.75,2794.25,2768.5,2794.25,2018-02-02 12:10:00-05:00,RS,2018-02-02 10:30:00-05:00,RR,RR,2018-02-02 09:30:00-05:00,160.0,RR,2018-02-02 10:25:00-05:00,False,after_confirm,3.5,22.25,6.357142857142857,-1.0,False
02/05/2018,,2753.5,,,,,,,,,,,2753.5,2018,2018-02-05,10:35,2749.75,2780.5,Long,Frontrun,No Conf,,BE,2018-02-05 10:35:00-05:00,2018-02-05,,10:35,ES,No Conf,Long,RDR,Frontrun,BE,2753.5,2749.75,2780.5,2753.5,RDR,,,,,2018-02-05 10:35:00-05:00,RS,2018-02-05 10:30:00-05:00,RR,RR,2018-02-05 09:30:00-05:00,65.0,RR,2018-02-05 10:25:00-05:00,False,after_confirm,3.75,27.0,7.2,0.0,False
02/05/2018,,2749.25,,,,,,,,,,,2712.75,2018,2018-02-05,12:00,2754.0,2712.75,Short,Advanced,No Conf,,W,2018-02-05 12:00:00-05:00,2018-02-05,,12:00,ES,No Conf,Short,RDR,Advanced,W,2749.25,2754.0,2712.75,2712.75,RDR,,,,,2018-02-05 12:00:00-05:00,RS,2018-02-05 10:30:00-05:00,RR,RR,2018-02-05 09:30:00-05:00,150.0,RR,2018-02-05 10:25:00-05:00,False,after_confirm,4.75,36.5,7.684210526315789,7.684210526315789,True
02/06/2018,,2635.75,,,,,,,,,,,2620.0,2018_set2,2018-02-06,10:30,2620.0,2705.5,Long,Frontrun,No Conf,,EX,2018-02-06 10:30:00-05:00,2018-02-06,,10:30,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2635.75,2620.0,2705.5,2620.0,2018-02-06 10:30:00-05:00,RS,2018-02-06 10:30:00-05:00,RR,RR,2018-02-06 09:30:00-05:00,60.0,RR,2018-02-06 10:25:00-05:00,False,after_confirm,15.75,69.75,4.428571428571429,-1.0,False
02/07/2018,,2689.75,,,,,,,,,,,2725.25,2018,2018-02-07,9:35,2685.0,2725.25,Long,M7 Candle,No Conf,,W,2018-02-07 09:35:00-05:00,2018-02-07,,9:35,ES,No Conf,Long,RDR,M7 Candle,W,2689.75,2685.0,2725.25,2725.25,RDR,,,,,2018-02-07 09:35:00-05:00,RR,2018-02-07 09:30:00-05:00,RR,RR,2018-02-07 09:30:00-05:00,5.0,RR,2018-02-07 10:25:00-05:00,True,m7,4.75,35.5,7.473684210526316,7.473684210526316,True
02/07/2018,,2704.0,,,,,,,,,,,2704.0,2018_set2,2018-02-07,10:30,2698.25,2737.25,Long,Frontrun,No Conf,,BE,2018-02-07 10:30:00-05:00,2018-02-07,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,,,,,RDR,2704.0,2698.25,2737.25,2704.0,2018-02-07 10:30:00-05:00,RS,2018-02-07 10:30:00-05:00,RR,RR,2018-02-07 09:30:00-05:00,60.0,RR,2018-02-07 10:25:00-05:00,False,after_confirm,5.75,33.25,5.782608695652174,0.0,False
02/08/2018,,2683.0,,,,,,,,,,,2679.25,2018,2018-02-08,8:55,2679.25,2727.0,Long,Advanced,No Conf,,EX,2018-02-08 08:55:00-05:00,2018-02-08,,8:55,ES,No Conf,Long,In Between,Advanced,EX,2683.0,2679.25,2727.0,2679.25,In Between,,,,,2018-02-08 08:55:00-05:00,TR,2018-02-08 08:30:00-05:00,TR,TR,2018-02-08 08:30:00-05:00,25.0,,,False,other,3.75,44.0,11.733333333333333,-1.0,False
02/08/2018,,2665.5,,,,,,,,,,,2641.25,2018_set2,2018-02-08,10:30,2670.0,2641.25,Short,Frontrun,No Conf,,W,2018-02-08 10:30:00-05:00,2018-02-08,,10:30,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2665.5,2670.0,2641.25,2641.25,2018-02-08 10:30:00-05:00,RS,2018-02-08 10:30:00-05:00,RR,RR,2018-02-08 09:30:00-05:00,60.0,RR,2018-02-08 10:25:00-05:00,False,after_confirm,4.5,24.25,5.388888888888889,5.388888888888889,True
02/09/2018,,2602.0,,,,,,,,,,,2578.25,2018_set2,2018-02-09,10:35,2606.75,2578.25,Short,Frontrun,No Conf,,W,2018-02-09 10:35:00-05:00,2018-02-09,,10:35,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2602.0,2606.75,2578.25,2578.25,2018-02-09 10:35:00-05:00,RS,2018-02-09 10:30:00-05:00,RR,RR,2018-02-09 09:30:00-05:00,65.0,RR,2018-02-09 10:25:00-05:00,False,after_confirm,4.75,23.75,5.0,5.0,True
02/12/2018,,2648.0,,,,,,,,,,,2643.25,2018,2018-02-12,9:35,2643.25,2680.75,Long,Advanced,No Conf,,EX,2018-02-12 09:35:00-05:00,2018-02-12,,9:35,ES,No Conf,Long,RDR,Advanced,EX,2648.0,2643.25,2680.75,2643.25,RDR,,,,,2018-02-12 09:35:00-05:00,RR,2018-02-12 09:30:00-05:00,RR,RR,2018-02-12 09:30:00-05:00,5.0,RR,2018-02-12 10:25:00-05:00,True,m7,4.75,32.75,6.894736842105263,-1.0,False
02/12/2018,,2631.0,,,,,,,,,,,2662.5,2018,2018-02-12,10:35,2626.0,2680.75,Long,Advanced,No Conf,,W,2018-02-12 10:35:00-05:00,2018-02-12,,10:35,ES,No Conf,Long,RDR,Advanced,W,2631.0,2626.0,2680.75,2662.5,RDR,,,,,2018-02-12 10:35:00-05:00,RS,2018-02-12 10:30:00-05:00,RR,RR,2018-02-12 09:30:00-05:00,65.0,RR,2018-02-12 10:25:00-05:00,False,after_confirm,5.0,49.75,9.95,6.3,True
02/13/2018,,2640.25,,,,,,,,,,,2661.25,2018_set2,2018-02-13,10:35,2637.75,2661.25,Long,Frontrun,No Conf,,W,2018-02-13 10:35:00-05:00,2018-02-13,,10:35,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2640.25,2637.75,2661.25,2661.25,2018-02-13 10:35:00-05:00,RS,2018-02-13 10:30:00-05:00,RR,RR,2018-02-13 09:30:00-05:00,65.0,RR,2018-02-13 10:25:00-05:00,False,after_confirm,2.5,21.0,8.4,8.4,True
02/13/2018,,2649.75,,,,,,,,,,,2647.0,2018_set2,2018-02-13,10:55,2647.0,2661.25,Long,Mode,Confirmed,10:45,EX,2018-02-13 10:55:00-05:00,2018-02-13,10:45,10:55,ES,Confirmed,Long,RDR,Mode,EX,,,,,RDR,2649.75,2647.0,2661.25,2647.0,2018-02-13 10:55:00-05:00,RS,2018-02-13 10:30:00-05:00,RR,RR,2018-02-13 09:30:00-05:00,85.0,RR,2018-02-13 10:25:00-05:00,False,after_confirm,2.75,11.5,4.181818181818182,-1.0,False
02/15/2018,,2710.25,,,,,,,,,,,2693.25,2018,2018-02-15,10:10,2713.0,2693.25,Short,Frontrun,Confirmed,,W,2018-02-15 10:10:00-05:00,2018-02-15,,10:10,ES,Confirmed,Short,RDR,Frontrun,W,2710.25,2713.0,2693.25,2693.25,RDR,,,,,2018-02-15 10:10:00-05:00,RR,2018-02-15 09:30:00-05:00,RR,RR,2018-02-15 09:30:00-05:00,40.0,RR,2018-02-15 10:25:00-05:00,True,frontrun_window,2.75,17.0,6.181818181818182,6.181818181818182,True
02/15/2018,,2710.5,,,,,,,,,,,2693.75,2018_set2,2018-02-15,10:30,2712.75,2693.75,Short,Frontrun,No Conf,,W,2018-02-15 10:30:00-05:00,2018-02-15,,10:30,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2710.5,2712.75,2693.75,2693.75,2018-02-15 10:30:00-05:00,RS,2018-02-15 10:30:00-05:00,RR,RR,2018-02-15 09:30:00-05:00,60.0,RR,2018-02-15 10:25:00-05:00,False,after_confirm,2.25,16.75,7.444444444444445,7.444444444444445,True
02/15/2018,,2711.5,,,,,,,,,,,2714.5,2018_set2,2018-02-15,12:45,2714.5,2688.25,Short,Mode,Confirmed,10:40,EX,2018-02-15 12:45:00-05:00,2018-02-15,10:40,12:45,ES,Confirmed,Short,RDR,Mode,EX,,,,,RDR,2711.5,2714.5,2688.25,2714.5,2018-02-15 12:45:00-05:00,RS,2018-02-15 10:30:00-05:00,RR,RR,2018-02-15 09:30:00-05:00,195.0,RR,2018-02-15 10:25:00-05:00,False,after_confirm,3.0,23.25,7.75,-1.0,False
02/16/2018,,2728.25,,,,,,,,,,,2728.25,2018,2018-02-16,9:35,2726.0,2746.75,Long,M7 Candle,No Conf,,BE,2018-02-16 09:35:00-05:00,2018-02-16,,9:35,ES,No Conf,Long,RDR,M7 Candle,BE,2728.25,2726.0,2746.75,2728.25,RDR,,,,,2018-02-16 09:35:00-05:00,RR,2018-02-16 09:30:00-05:00,RR,RR,2018-02-16 09:30:00-05:00,5.0,RR,2018-02-16 10:25:00-05:00,True,m7,2.25,18.5,8.222222222222221,0.0,False
02/16/2018,,2736.25,,,,,,,,,,,2751.0,2018,2018-02-16,10:25,2733.75,2751.0,Long,Frontrun,No Conf,,W,2018-02-16 10:25:00-05:00,2018-02-16,,10:25,ES,No Conf,Long,RDR,Frontrun,W,2736.25,2733.75,2751.0,2751.0,RDR,,,,,2018-02-16 10:25:00-05:00,RR,2018-02-16 09:30:00-05:00,RR,RR,2018-02-16 09:30:00-05:00,55.0,RR,2018-02-16 10:25:00-05:00,False,after_confirm,2.5,14.75,5.9,5.9,True
02/16/2018,,2736.0,,,,,,,,,,,2750.75,2018_set2,2018-02-16,10:55,2733.5,2750.75,Long,Mode,Confirmed,10:30,W,2018-02-16 10:55:00-05:00,2018-02-16,10:30,10:55,ES,Confirmed,Long,RDR,Mode,W,,,,,RDR,2736.0,2733.5,2750.75,2750.75,2018-02-16 10:55:00-05:00,RS,2018-02-16 10:30:00-05:00,RR,RR,2018-02-16 09:30:00-05:00,85.0,RR,2018-02-16 10:25:00-05:00,False,after_confirm,2.5,14.75,5.9,5.9,True
02/20/2018,,2724.75,,,,,,,,,,,2727.75,2018,2018-02-20,10:10,2727.75,2709.0,Short,Advanced,No Conf,,EX,2018-02-20 10:10:00-05:00,2018-02-20,,10:10,ES,No Conf,Short,RDR,Advanced,EX,2724.75,2727.75,2709.0,2727.75,RDR,,,,,2018-02-20 10:10:00-05:00,RR,2018-02-20 09:30:00-05:00,RR,RR,2018-02-20 09:30:00-05:00,40.0,RR,2018-02-20 10:25:00-05:00,True,frontrun_window,3.0,15.75,5.25,-1.0,False
02/21/2018,,2728.5,,,,,,,,,,,2728.5,2018_set2,2018-02-21,10:30,2726.75,2738.75,Long,Frontrun,No Conf,,BE,2018-02-21 10:30:00-05:00,2018-02-21,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,,,,,RDR,2728.5,2726.75,2738.75,2728.5,2018-02-21 10:30:00-05:00,RS,2018-02-21 10:30:00-05:00,RR,RR,2018-02-21 09:30:00-05:00,60.0,RR,2018-02-21 10:25:00-05:00,False,after_confirm,1.75,10.25,5.857142857142857,0.0,False
02/22/2018,,2717.75,,,,,,,,,,,2717.75,2018,2018-02-22,9:45,2721.75,2682.25,Short,Advanced,No Conf,,BE,2018-02-22 09:45:00-05:00,2018-02-22,,9:45,ES,No Conf,Short,RDR,Advanced,BE,2717.75,2721.75,2682.25,2717.75,RDR,,,,,2018-02-22 09:45:00-05:00,RR,2018-02-22 09:30:00-05:00,RR,RR,2018-02-22 09:30:00-05:00,15.0,RR,2018-02-22 10:25:00-05:00,True,other,4.0,35.5,8.875,-0.0,False
02/22/2018,,2716.75,,,,,,,,,,,2716.75,2018_set2,2018-02-22,10:30,2714.0,2733.0,Long,Frontrun,No Conf,,BE,2018-02-22 10:30:00-05:00,2018-02-22,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,,,,,RDR,2716.75,2714.0,2733.0,2716.75,2018-02-22 10:30:00-05:00,RS,2018-02-22 10:30:00-05:00,RR,RR,2018-02-22 09:30:00-05:00,60.0,RR,2018-02-22 10:25:00-05:00,False,after_confirm,2.75,16.25,5.909090909090909,0.0,False
02/23/2018,,2718.0,,,,,,,,,,,2721.0,2018_set2,2018-02-23,10:40,2721.0,2703.25,Short,Mode,Wick,10:30,EX,2018-02-23 10:40:00-05:00,2018-02-23,10:30,10:40,ES,Wick,Short,RDR,Mode,EX,,,,,RDR,2718.0,2721.0,2703.25,2721.0,2018-02-23 10:40:00-05:00,RS,2018-02-23 10:30:00-05:00,RR,RR,2018-02-23 09:30:00-05:00,70.0,RR,2018-02-23 10:25:00-05:00,False,after_confirm,3.0,14.75,4.916666666666667,-1.0,False
02/23/2018,,2719.75,,,,,,,,,,,2743.5,2018,2018-02-23,11:15,2717.75,2743.5,Long,Missed,Confirmed,11:00,W,2018-02-23 11:15:00-05:00,2018-02-23,11:00,11:15,ES,Confirmed,Long,RDR,Missed,W,2719.75,2717.75,2743.5,2743.5,RDR,,,,,2018-02-23 11:15:00-05:00,RS,2018-02-23 10:30:00-05:00,RR,RR,2018-02-23 09:30:00-05:00,105.0,RR,2018-02-23 10:25:00-05:00,False,after_confirm,2.0,23.75,11.875,11.875,True
02/23/2018,,2719.75,,,,,,,,,,,2732.25,2018_set2,2018-02-23,11:20,2717.75,2732.25,Long,Mode,Confirmed,11:00,W,2018-02-23 11:20:00-05:00,2018-02-23,11:00,11:20,ES,Confirmed,Long,RDR,Mode,W,,,,,RDR,2719.75,2717.75,2732.25,2732.25,2018-02-23 11:20:00-05:00,RS,2018-02-23 10:30:00-05:00,RR,RR,2018-02-23 09:30:00-05:00,110.0,RR,2018-02-23 10:25:00-05:00,False,after_confirm,2.0,12.5,6.25,6.25,True
