min_planned_r,quality,archetypes,bias_score_min,trades,months,trades_per_month,median_trades_per_month,win_rate,stop_rate,timeout_rate,total_r,avg_r
2.0,all,m7+frontrun,0,213.0,7.0,30.428571428571427,32.0,0.06572769953051644,0.5211267605633803,0.323943661971831,-16.57211946774582,-0.07780337778284423
2.0,all,m7+frontrun,1,213.0,7.0,30.428571428571427,32.0,0.06572769953051644,0.5211267605633803,0.323943661971831,-16.57211946774582,-0.07780337778284423
2.0,all,m7+frontrun,2,193.0,7.0,27.571428571428573,23.0,0.06735751295336788,0.48186528497409326,0.35751295336787564,-2.4933315190850682,-0.01291881616106253
2.0,all,m7+frontrun,3,134.0,7.0,19.142857142857142,13.0,0.05970149253731343,0.4552238805970149,0.40298507462686567,-1.2444097217275072,-0.009286639714384383
2.0,all,range+post,0,38.0,7.0,5.428571428571429,5.0,0.07894736842105263,0.6842105263157895,0.23684210526315788,-3.0195333076785618,-0.07946140283364636
2.0,all,range+post,1,38.0,7.0,5.428571428571429,5.0,0.07894736842105263,0.6842105263157895,0.23684210526315788,-3.0195333076785618,-0.07946140283364636
2.0,all,range+post,2,37.0,7.0,5.285714285714286,5.0,0.08108108108108109,0.6756756756756757,0.24324324324324326,-2.0195333076785618,-0.05458198128860978
2.0,all,range+post,3,33.0,7.0,4.714285714285714,5.0,0.09090909090909091,0.6363636363636364,0.2727272727272727,1.9804666923214387,0.06001414219155875
2.0,all,range+after,0,63.0,7.0,9.0,8.0,0.15873015873015872,0.6190476190476191,0.2222222222222222,11.342468649591105,0.18003918491414453
2.0,all,range+after,1,63.0,7.0,9.0,8.0,0.15873015873015872,0.6190476190476191,0.2222222222222222,11.342468649591105,0.18003918491414453
2.0,all,range+after,2,53.0,7.0,7.571428571428571,7.0,0.1509433962264151,0.660377358490566,0.18867924528301888,7.113095217323444,0.13420934372308385
2.0,all,range+after,3,40.0,7.0,5.714285714285714,4.0,0.15,0.625,0.225,9.971185318086494,0.24927963295216235
2.0,all,post+after,0,81.0,7.0,11.571428571428571,12.0,0.13580246913580246,0.6296296296296297,0.2345679012345679,-3.293769389739793,-0.0406638196264172
2.0,all,post+after,1,81.0,7.0,11.571428571428571,12.0,0.13580246913580246,0.6296296296296297,0.2345679012345679,-3.293769389739793,-0.0406638196264172
2.0,all,post+after,2,70.0,7.0,10.0,10.0,0.12857142857142856,0.6571428571428571,0.21428571428571427,-6.52314282200745,-0.09318775460010642
2.0,all,post+after,3,53.0,7.0,7.571428571428571,7.0,0.1320754716981132,0.6037735849056604,0.2641509433962264,0.3349472787555998,0.006319759976520752
2.0,all,range+post+after,0,91.0,7.0,13.0,12.0,0.13186813186813187,0.6373626373626373,0.23076923076923078,2.5145829760863743,0.027632779956993123
2.0,all,range+post+after,1,91.0,7.0,13.0,12.0,0.13186813186813187,0.6373626373626373,0.23076923076923078,2.5145829760863743,0.027632779956993123
2.0,all,range+post+after,2,80.0,7.0,11.428571428571429,10.0,0.125,0.6625,0.2125,-0.7147904561812837,-0.008934880702266047
2.0,all,range+post+after,3,63.0,7.0,9.0,7.0,0.12698412698412698,0.6190476190476191,0.25396825396825395,6.143299644581767,0.09751269277113916
2.0,all,range+m7+frontrun,0,223.0,7.0,31.857142857142858,33.0,0.06726457399103139,0.5291479820627802,0.3183856502242152,-10.763767101919658,-0.048268013909953625
2.0,all,range+m7+frontrun,1,223.0,7.0,31.857142857142858,33.0,0.06726457399103139,0.5291479820627802,0.3183856502242152,-10.763767101919658,-0.048268013909953625
2.0,all,range+m7+frontrun,2,203.0,7.0,29.0,24.0,0.06896551724137931,0.49261083743842365,0.3497536945812808,3.3150208467410955,0.016330151954389634
2.0,all,range+m7+frontrun,3,144.0,7.0,20.571428571428573,14.0,0.0625,0.4722222222222222,0.3888888888888889,4.56394264409866,0.03169404613957402
2.0,all,all+frontrun,0,304.0,7.0,43.42857142857143,44.0,0.08552631578947369,0.555921052631579,0.29605263157894735,-14.057536491659452,-0.046241896354142935
2.0,all,all+frontrun,1,304.0,7.0,43.42857142857143,44.0,0.08552631578947369,0.555921052631579,0.29605263157894735,-14.057536491659452,-0.046241896354142935
2.0,all,all+frontrun,2,273.0,7.0,39.0,33.0,0.08424908424908426,0.5347985347985348,0.315018315018315,-3.208121975266348,-0.01175136254676318
2.0,all,all+frontrun,3,197.0,7.0,28.142857142857142,19.0,0.08121827411167512,0.5076142131979695,0.3553299492385787,4.898889922854265,0.02486746153733129
2.0,clean_mixed,all,0,90.0,7.0,12.857142857142858,11.0,0.2,0.3333333333333333,0.36666666666666664,66.45261429721282,0.7383623810801424
2.0,clean_mixed,all,1,90.0,7.0,12.857142857142858,11.0,0.2,0.3333333333333333,0.36666666666666664,66.45261429721282,0.7383623810801424
2.0,clean_mixed,all,2,84.0,7.0,12.0,10.0,0.17857142857142858,0.3333333333333333,0.38095238095238093,59.38938978428336,0.7070165450509924
2.0,clean_mixed,all,3,60.0,7.0,8.571428571428571,8.0,0.13333333333333333,0.3333333333333333,0.45,34.70528861489122,0.5784214769148536
2.0,clean_mixed,range_start,0,6.0,4.0,1.5,1.0,0.0,0.8333333333333334,0.16666666666666666,-1.7857142857142856,-0.2976190476190476
2.0,clean_mixed,range_start,1,6.0,4.0,1.5,1.0,0.0,0.8333333333333334,0.16666666666666666,-1.7857142857142856,-0.2976190476190476
2.0,clean_mixed,range_start,2,6.0,4.0,1.5,1.0,0.0,0.8333333333333334,0.16666666666666666,-1.7857142857142856,-0.2976190476190476
2.0,clean_mixed,range_start,3,6.0,4.0,1.5,1.0,0.0,0.8333333333333334,0.16666666666666666,-1.7857142857142856,-0.2976190476190476
2.0,clean_mixed,after_formed,0,20.0,6.0,3.3333333333333335,4.0,0.35,0.4,0.25,12.764096910250721,0.6382048455125361
2.0,clean_mixed,after_formed,1,20.0,6.0,3.3333333333333335,4.0,0.35,0.4,0.25,12.764096910250721,0.6382048455125361
2.0,clean_mixed,after_formed,2,16.0,6.0,2.6666666666666665,3.0,0.3125,0.4375,0.25,8.622084448660516,0.5388802780412822
2.0,clean_mixed,after_formed,3,11.0,6.0,1.8333333333333333,2.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,6.730174549423568,0.611834049947597
2.0,clean_mixed,post_breakout,0,3.0,3.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.1,-0.3666666666666667
2.0,clean_mixed,post_breakout,1,3.0,3.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.1,-0.3666666666666667
2.0,clean_mixed,post_breakout,2,3.0,3.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.1,-0.3666666666666667
2.0,clean_mixed,post_breakout,3,3.0,3.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.1,-0.3666666666666667
2.0,clean_mixed,m7,0,17.0,7.0,2.4285714285714284,3.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,23.013346753568108,1.3537262796216534
2.0,clean_mixed,m7,1,17.0,7.0,2.4285714285714284,3.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,23.013346753568108,1.3537262796216534
2.0,clean_mixed,m7,2,17.0,7.0,2.4285714285714284,3.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,23.013346753568108,1.3537262796216534
2.0,clean_mixed,m7,3,11.0,6.0,1.8333333333333333,2.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,10.54037944158115,0.9582163128710136
2.0,clean_mixed,frontrun,0,44.0,7.0,6.285714285714286,4.0,0.11363636363636363,0.20454545454545456,0.4772727272727273,33.56088491910827,0.7627473845251879
2.0,clean_mixed,frontrun,1,44.0,7.0,6.285714285714286,4.0,0.11363636363636363,0.20454545454545456,0.4772727272727273,33.56088491910827,0.7627473845251879
2.0,clean_mixed,frontrun,2,42.0,7.0,6.0,4.0,0.09523809523809523,0.19047619047619047,0.5,30.639672867769022,0.7295160206611672
2.0,clean_mixed,frontrun,3,29.0,7.0,4.142857142857143,4.0,0.06896551724137931,0.20689655172413793,0.5517241379310345,20.32044890960079,0.7007051348138202
2.0,clean_mixed,m7+frontrun,0,61.0,7.0,8.714285714285714,7.0,0.18032786885245902,0.2459016393442623,0.4262295081967213,56.574231672676376,0.9274464208635471
2.0,clean_mixed,m7+frontrun,1,61.0,7.0,8.714285714285714,7.0,0.18032786885245902,0.2459016393442623,0.4262295081967213,56.574231672676376,0.9274464208635471
2.0,clean_mixed,m7+frontrun,2,59.0,7.0,8.428571428571429,7.0,0.1694915254237288,0.23728813559322035,0.4406779661016949,53.65301962133713,0.9093732139209683
2.0,clean_mixed,m7+frontrun,3,40.0,7.0,5.714285714285714,5.0,0.125,0.225,0.525,30.860828351181937,0.7715207087795484
2.0,clean_mixed,range+post,0,9.0,5.0,1.8,1.0,0.0,0.7777777777777778,0.2222222222222222,-2.8857142857142857,-0.3206349206349206
2.0,clean_mixed,range+post,1,9.0,5.0,1.8,1.0,0.0,0.7777777777777778,0.2222222222222222,-2.8857142857142857,-0.3206349206349206
2.0,clean_mixed,range+post,2,9.0,5.0,1.8,1.0,0.0,0.7777777777777778,0.2222222222222222,-2.8857142857142857,-0.3206349206349206
2.0,clean_mixed,range+post,3,9.0,5.0,1.8,1.0,0.0,0.7777777777777778,0.2222222222222222,-2.8857142857142857,-0.3206349206349206
2.0,clean_mixed,range+after,0,26.0,7.0,3.7142857142857144,4.0,0.2692307692307692,0.5,0.23076923076923078,10.978382624536437,0.4222454855590937
2.0,clean_mixed,range+after,1,26.0,7.0,3.7142857142857144,4.0,0.2692307692307692,0.5,0.23076923076923078,10.978382624536437,0.4222454855590937
2.0,clean_mixed,range+after,2,22.0,7.0,3.142857142857143,3.0,0.22727272727272727,0.5454545454545454,0.22727272727272727,6.836370162946231,0.3107440983157378
2.0,clean_mixed,range+after,3,17.0,7.0,2.4285714285714284,2.0,0.17647058823529413,0.5294117647058824,0.29411764705882354,4.944460263709281,0.2908506037476048
2.0,clean_mixed,post+after,0,23.0,7.0,3.2857142857142856,4.0,0.30434782608695654,0.43478260869565216,0.2608695652173913,11.664096910250722,0.5071346482717705
2.0,clean_mixed,post+after,1,23.0,7.0,3.2857142857142856,4.0,0.30434782608695654,0.43478260869565216,0.2608695652173913,11.664096910250722,0.5071346482717705
2.0,clean_mixed,post+after,2,19.0,7.0,2.7142857142857144,3.0,0.2631578947368421,0.47368421052631576,0.2631578947368421,7.522084448660516,0.3958991815084482
2.0,clean_mixed,post+after,3,14.0,7.0,2.0,2.0,0.21428571428571427,0.42857142857142855,0.35714285714285715,5.630174549423568,0.4021553249588263
2.0,clean_mixed,range+post+after,0,29.0,7.0,4.142857142857143,4.0,0.2413793103448276,0.5172413793103449,0.2413793103448276,9.878382624536437,0.3406338836047047
2.0,clean_mixed,range+post+after,1,29.0,7.0,4.142857142857143,4.0,0.2413793103448276,0.5172413793103449,0.2413793103448276,9.878382624536437,0.3406338836047047
2.0,clean_mixed,range+post+after,2,25.0,7.0,3.5714285714285716,4.0,0.2,0.56,0.24,5.73637016294623,0.2294548065178492
2.0,clean_mixed,range+post+after,3,20.0,7.0,2.857142857142857,2.0,0.15,0.55,0.3,3.8444602637092817,0.1922230131854641
2.0,clean_mixed,range+m7+frontrun,0,67.0,7.0,9.571428571428571,8.0,0.16417910447761194,0.29850746268656714,0.40298507462686567,54.78851738696209,0.8177390654770461
2.0,clean_mixed,range+m7+frontrun,1,67.0,7.0,9.571428571428571,8.0,0.16417910447761194,0.29850746268656714,0.40298507462686567,54.78851738696209,0.8177390654770461
2.0,clean_mixed,range+m7+frontrun,2,65.0,7.0,9.285714285714286,8.0,0.15384615384615385,0.2923076923076923,0.4153846153846154,51.86730533562285,0.797958543624967
2.0,clean_mixed,range+m7+frontrun,3,46.0,7.0,6.571428571428571,6.0,0.10869565217391304,0.30434782608695654,0.4782608695652174,29.075114065467652,0.6320676970753837
2.0,clean_mixed,all+frontrun,0,90.0,7.0,12.857142857142858,11.0,0.2,0.3333333333333333,0.36666666666666664,66.45261429721282,0.7383623810801424
2.0,clean_mixed,all+frontrun,1,90.0,7.0,12.857142857142858,11.0,0.2,0.3333333333333333,0.36666666666666664,66.45261429721282,0.7383623810801424
2.0,clean_mixed,all+frontrun,2,84.0,7.0,12.0,10.0,0.17857142857142858,0.3333333333333333,0.38095238095238093,59.38938978428336,0.7070165450509924
2.0,clean_mixed,all+frontrun,3,60.0,7.0,8.571428571428571,8.0,0.13333333333333333,0.3333333333333333,0.45,34.70528861489122,0.5784214769148536
2.0,clean_only,all,0,52.0,7.0,7.428571428571429,7.0,0.3269230769230769,0.25,0.36538461538461536,72.17693392636038,1.388017960122315
2.0,clean_only,all,1,52.0,7.0,7.428571428571429,7.0,0.3269230769230769,0.25,0.36538461538461536,72.17693392636038,1.388017960122315
2.0,clean_only,all,2,46.0,7.0,6.571428571428571,6.0,0.30434782608695654,0.2391304347826087,0.391304347826087,65.11370941343093,1.415515422031107
2.0,clean_only,all,3,36.0,7.0,5.142857142857143,5.0,0.2222222222222222,0.2222222222222222,0.4722222222222222,41.18097970110861,1.1439161028085725
2.0,clean_only,range_start,0,2.0,2.0,1.0,1.0,0.0,0.5,0.5,2.2142857142857144,1.1071428571428572
2.0,clean_only,range_start,1,2.0,2.0,1.0,1.0,0.0,0.5,0.5,2.2142857142857144,1.1071428571428572
2.0,clean_only,range_start,2,2.0,2.0,1.0,1.0,0.0,0.5,0.5,2.2142857142857144,1.1071428571428572
2.0,clean_only,range_start,3,2.0,2.0,1.0,1.0,0.0,0.5,0.5,2.2142857142857144,1.1071428571428572
2.0,clean_only,after_formed,0,15.0,6.0,2.5,2.5,0.4666666666666667,0.3333333333333333,0.2,14.18227872843254,0.9454852485621693
2.0,clean_only,after_formed,1,15.0,6.0,2.5,2.5,0.4666666666666667,0.3333333333333333,0.2,14.18227872843254,0.9454852485621693
2.0,clean_only,after_formed,2,11.0,6.0,1.8333333333333333,1.5,0.45454545454545453,0.36363636363636365,0.18181818181818182,10.040266266842336,0.9127514788038487
2.0,clean_only,after_formed,3,8.0,6.0,1.3333333333333333,1.0,0.375,0.375,0.25,6.148356367605386,0.7685445459506732
2.0,clean_only,post_breakout,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,0.9
2.0,clean_only,post_breakout,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,0.9
2.0,clean_only,post_breakout,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,0.9
2.0,clean_only,post_breakout,3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,0.9
2.0,clean_only,m7,0,11.0,6.0,1.8333333333333333,1.5,0.45454545454545453,0.2727272727272727,0.2727272727272727,21.97850406217957,1.9980458238345065
2.0,clean_only,m7,1,11.0,6.0,1.8333333333333333,1.5,0.45454545454545453,0.2727272727272727,0.2727272727272727,21.97850406217957,1.9980458238345065
2.0,clean_only,m7,2,11.0,6.0,1.8333333333333333,1.5,0.45454545454545453,0.2727272727272727,0.2727272727272727,21.97850406217957,1.9980458238345065
2.0,clean_only,m7,3,8.0,5.0,1.6,1.0,0.375,0.25,0.375,11.268178669380376,1.408522333672547
2.0,clean_only,frontrun,0,23.0,7.0,3.2857142857142856,2.0,0.21739130434782608,0.17391304347826086,0.4782608695652174,32.901865421462546,1.430515887889676
2.0,clean_only,frontrun,1,23.0,7.0,3.2857142857142856,2.0,0.21739130434782608,0.17391304347826086,0.4782608695652174,32.901865421462546,1.430515887889676
2.0,clean_only,frontrun,2,21.0,7.0,3.0,2.0,0.19047619047619047,0.14285714285714285,0.5238095238095238,29.980653370123306,1.4276501604820622
2.0,clean_only,frontrun,3,17.0,7.0,2.4285714285714284,2.0,0.11764705882352941,0.11764705882352941,0.5882352941176471,20.65015894983714,1.2147152323433612
2.0,clean_only,m7+frontrun,0,34.0,7.0,4.857142857142857,4.0,0.29411764705882354,0.20588235294117646,0.4117647058823529,54.88036948364212,1.6141285142247683
2.0,clean_only,m7+frontrun,1,34.0,7.0,4.857142857142857,4.0,0.29411764705882354,0.20588235294117646,0.4117647058823529,54.88036948364212,1.6141285142247683
2.0,clean_only,m7+frontrun,2,32.0,7.0,4.571428571428571,4.0,0.28125,0.1875,0.4375,51.959157432302874,1.6237236697594648
2.0,clean_only,m7+frontrun,3,25.0,7.0,3.5714285714285716,4.0,0.2,0.16,0.52,31.918337619217517,1.2767335047687007
2.0,clean_only,range+post,0,3.0,2.0,1.5,1.5,0.0,0.3333333333333333,0.6666666666666666,3.1142857142857143,1.0380952380952382
2.0,clean_only,range+post,1,3.0,2.0,1.5,1.5,0.0,0.3333333333333333,0.6666666666666666,3.1142857142857143,1.0380952380952382
2.0,clean_only,range+post,2,3.0,2.0,1.5,1.5,0.0,0.3333333333333333,0.6666666666666666,3.1142857142857143,1.0380952380952382
2.0,clean_only,range+post,3,3.0,2.0,1.5,1.5,0.0,0.3333333333333333,0.6666666666666666,3.1142857142857143,1.0380952380952382
2.0,clean_only,range+after,0,17.0,7.0,2.4285714285714284,3.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,16.396564442718255,0.9645037907481326
2.0,clean_only,range+after,1,17.0,7.0,2.4285714285714284,3.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,16.396564442718255,0.9645037907481326
2.0,clean_only,range+after,2,13.0,7.0,1.8571428571428572,2.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,12.25455198112805,0.9426578447021576
2.0,clean_only,range+after,3,10.0,7.0,1.4285714285714286,1.0,0.3,0.4,0.3,8.362642081891101,0.8362642081891101
2.0,clean_only,post+after,0,16.0,6.0,2.6666666666666665,3.0,0.4375,0.3125,0.25,15.08227872843254,0.9426424205270337
2.0,clean_only,post+after,1,16.0,6.0,2.6666666666666665,3.0,0.4375,0.3125,0.25,15.08227872843254,0.9426424205270337
2.0,clean_only,post+after,2,12.0,6.0,2.0,2.0,0.4166666666666667,0.3333333333333333,0.25,10.940266266842336,0.9116888555701946
2.0,clean_only,post+after,3,9.0,6.0,1.5,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.048356367605386,0.7831507075117096
2.0,clean_only,range+post+after,0,18.0,7.0,2.5714285714285716,3.0,0.3888888888888889,0.3333333333333333,0.2777777777777778,17.296564442718253,0.9609202468176807
2.0,clean_only,range+post+after,1,18.0,7.0,2.5714285714285716,3.0,0.3888888888888889,0.3333333333333333,0.2777777777777778,17.296564442718253,0.9609202468176807
2.0,clean_only,range+post+after,2,14.0,7.0,2.0,2.0,0.35714285714285715,0.35714285714285715,0.2857142857142857,13.15455198112805,0.9396108557948607
2.0,clean_only,range+post+after,3,11.0,7.0,1.5714285714285714,1.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,9.262642081891101,0.8420583710810092
2.0,clean_only,range+m7+frontrun,0,36.0,7.0,5.142857142857143,5.0,0.2777777777777778,0.2222222222222222,0.4166666666666667,57.09465519792783,1.5859626443868842
2.0,clean_only,range+m7+frontrun,1,36.0,7.0,5.142857142857143,5.0,0.2777777777777778,0.2222222222222222,0.4166666666666667,57.09465519792783,1.5859626443868842
2.0,clean_only,range+m7+frontrun,2,34.0,7.0,4.857142857142857,5.0,0.2647058823529412,0.20588235294117646,0.4411764705882353,54.17344314658858,1.5933365631349583
2.0,clean_only,range+m7+frontrun,3,27.0,7.0,3.857142857142857,4.0,0.18518518518518517,0.18518518518518517,0.5185185185185185,34.13262333350323,1.2641712345741938
2.0,clean_only,all+frontrun,0,52.0,7.0,7.428571428571429,7.0,0.3269230769230769,0.25,0.36538461538461536,72.17693392636038,1.388017960122315
2.0,clean_only,all+frontrun,1,52.0,7.0,7.428571428571429,7.0,0.3269230769230769,0.25,0.36538461538461536,72.17693392636038,1.388017960122315
2.0,clean_only,all+frontrun,2,46.0,7.0,6.571428571428571,6.0,0.30434782608695654,0.2391304347826087,0.391304347826087,65.11370941343093,1.415515422031107
2.0,clean_only,all+frontrun,3,36.0,7.0,5.142857142857143,5.0,0.2222222222222222,0.2222222222222222,0.4722222222222222,41.18097970110861,1.1439161028085725
2.5,all,all,0,228.0,7.0,32.57142857142857,30.0,0.05701754385964912,0.6052631578947368,0.27631578947368424,-25.850278236726986,-0.11337841331897801
2.5,all,all,1,228.0,7.0,32.57142857142857,30.0,0.05701754385964912,0.6052631578947368,0.27631578947368424,-25.850278236726986,-0.11337841331897801
2.5,all,all,2,202.0,7.0,28.857142857142858,25.0,0.0594059405940594,0.5841584158415841,0.29207920792079206,-13.414406814299236,-0.06640795452623384
2.5,all,all,3,142.0,7.0,20.285714285714285,16.0,0.04225352112676056,0.5774647887323944,0.33098591549295775,-12.905651858895695,-0.09088487224574433
2.5,all,range_start,0,10.0,6.0,1.6666666666666667,1.0,0.1,0.7,0.2,5.808352365826168,0.5808352365826168
2.5,all,range_start,1,10.0,6.0,1.6666666666666667,1.0,0.1,0.7,0.2,5.808352365826168,0.5808352365826168
2.5,all,range_start,2,10.0,6.0,1.6666666666666667,1.0,0.1,0.7,0.2,5.808352365826168,0.5808352365826168
2.5,all,range_start,3,10.0,6.0,1.6666666666666667,1.0,0.1,0.7,0.2,5.808352365826168,0.5808352365826168
2.5,all,after_formed,0,33.0,7.0,4.714285714285714,4.0,0.06060606060606061,0.696969696969697,0.24242424242424243,-5.392543436302051,-0.1634104071606682
2.5,all,after_formed,1,33.0,7.0,4.714285714285714,4.0,0.06060606060606061,0.696969696969697,0.24242424242424243,-5.392543436302051,-0.1634104071606682
2.5,all,after_formed,2,25.0,6.0,4.166666666666667,4.0,0.08,0.76,0.16,-5.035459962535059,-0.20141839850140236
2.5,all,after_formed,3,16.0,6.0,2.6666666666666665,2.0,0.0625,0.75,0.1875,-2.9037658217806386,-0.1814853638612899
2.5,all,post_breakout,0,20.0,6.0,3.3333333333333335,3.5,0.0,0.8,0.2,-11.152829354553493,-0.5576414677276746
2.5,all,post_breakout,1,20.0,6.0,3.3333333333333335,3.5,0.0,0.8,0.2,-11.152829354553493,-0.5576414677276746
2.5,all,post_breakout,2,19.0,6.0,3.1666666666666665,3.5,0.0,0.7894736842105263,0.21052631578947367,-10.152829354553491,-0.5343594397133417
2.5,all,post_breakout,3,15.0,6.0,2.5,2.5,0.0,0.7333333333333333,0.26666666666666666,-6.152829354553493,-0.4101886236368995
2.5,all,m7,0,46.0,7.0,6.571428571428571,8.0,0.10869565217391304,0.6739130434782609,0.21739130434782608,1.331828965104659,0.028952803589231718
2.5,all,m7,1,46.0,7.0,6.571428571428571,8.0,0.10869565217391304,0.6739130434782609,0.21739130434782608,1.331828965104659,0.028952803589231718
2.5,all,m7,2,43.0,7.0,6.142857142857143,7.0,0.11627906976744186,0.6511627906976745,0.23255813953488372,4.331828965104659,0.10074020849080602
2.5,all,m7,3,29.0,7.0,4.142857142857143,3.0,0.06896551724137931,0.6551724137931034,0.27586206896551724,-2.828317834061788,-0.0975282011745444
2.5,all,frontrun,0,119.0,7.0,17.0,15.0,0.04201680672268908,0.5126050420168067,0.3277310924369748,-16.44508677680227,-0.13819400652775019
2.5,all,frontrun,1,119.0,7.0,17.0,15.0,0.04201680672268908,0.5126050420168067,0.3277310924369748,-16.44508677680227,-0.13819400652775019
2.5,all,frontrun,2,105.0,7.0,15.0,12.0,0.0380952380952381,0.4666666666666667,0.37142857142857144,-8.366298828141515,-0.07967903645849062
2.5,all,frontrun,3,72.0,7.0,10.285714285714286,9.0,0.027777777777777776,0.4583333333333333,0.4166666666666667,-6.829091214325943,-0.09484848908786031
2.5,all,m7+frontrun,0,165.0,7.0,23.571428571428573,24.0,0.06060606060606061,0.5575757575757576,0.296969696969697,-15.113257811697615,-0.09159550188907645
2.5,all,m7+frontrun,1,165.0,7.0,23.571428571428573,24.0,0.06060606060606061,0.5575757575757576,0.296969696969697,-15.113257811697615,-0.09159550188907645
2.5,all,m7+frontrun,2,148.0,7.0,21.142857142857142,16.0,0.060810810810810814,0.5202702702702703,0.3310810810810811,-4.034469863036858,-0.027259931507005796
2.5,all,m7+frontrun,3,101.0,7.0,14.428571428571429,11.0,0.039603960396039604,0.5148514851485149,0.37623762376237624,-9.65740904838773,-0.09561791137017556
2.5,all,range+post,0,30.0,7.0,4.285714285714286,5.0,0.03333333333333333,0.7666666666666667,0.2,-5.344476988727325,-0.1781492329575775
2.5,all,range+post,1,30.0,7.0,4.285714285714286,5.0,0.03333333333333333,0.7666666666666667,0.2,-5.344476988727325,-0.1781492329575775
2.5,all,range+post,2,29.0,7.0,4.142857142857143,5.0,0.034482758620689655,0.7586206896551724,0.20689655172413793,-4.344476988727325,-0.149809551335425
2.5,all,range+post,3,25.0,7.0,3.5714285714285716,3.0,0.04,0.72,0.24,-0.3444769887273246,-0.013779079549092983
2.5,all,range+after,0,43.0,7.0,6.142857142857143,5.0,0.06976744186046512,0.6976744186046512,0.23255813953488372,0.4158089295241165,0.009669975105212012
2.5,all,range+after,1,43.0,7.0,6.142857142857143,5.0,0.06976744186046512,0.6976744186046512,0.23255813953488372,0.4158089295241165,0.009669975105212012
2.5,all,range+after,2,35.0,7.0,5.0,4.0,0.08571428571428572,0.7428571428571429,0.17142857142857143,0.7728924032911095,0.0220826400940317
2.5,all,range+after,3,26.0,7.0,3.7142857142857144,3.0,0.07692307692307693,0.7307692307692307,0.19230769230769232,2.9045865440455287,0.11171486707867419
2.5,all,post+after,0,53.0,7.0,7.571428571428571,8.0,0.03773584905660377,0.7358490566037735,0.22641509433962265,-16.545372790855545,-0.312176845110482
2.5,all,post+after,1,53.0,7.0,7.571428571428571,8.0,0.03773584905660377,0.7358490566037735,0.22641509433962265,-16.545372790855545,-0.312176845110482
2.5,all,post+after,2,44.0,7.0,6.285714285714286,6.0,0.045454545454545456,0.7727272727272727,0.18181818181818182,-15.188289317088552,-0.3451883935701944
2.5,all,post+after,3,31.0,7.0,4.428571428571429,4.0,0.03225806451612903,0.7419354838709677,0.22580645161290322,-9.056595176334131,-0.2921482314946494
2.5,all,range+post+after,0,63.0,7.0,9.0,8.0,0.047619047619047616,0.7301587301587301,0.2222222222222222,-10.737020425029376,-0.17042889563538693
2.5,all,range+post+after,1,63.0,7.0,9.0,8.0,0.047619047619047616,0.7301587301587301,0.2222222222222222,-10.737020425029376,-0.17042889563538693
2.5,all,range+post+after,2,54.0,7.0,7.714285714285714,6.0,0.05555555555555555,0.7592592592592593,0.18518518518518517,-9.379936951262383,-0.17370253613448858
2.5,all,range+post+after,3,41.0,7.0,5.857142857142857,4.0,0.04878048780487805,0.7317073170731707,0.21951219512195122,-3.248242810507963,-0.07922543440263324
2.5,all,range+m7+frontrun,0,175.0,7.0,25.0,25.0,0.06285714285714286,0.5657142857142857,0.2914285714285714,-9.304905445871443,-0.05317088826212253
2.5,all,range+m7+frontrun,1,175.0,7.0,25.0,25.0,0.06285714285714286,0.5657142857142857,0.2914285714285714,-9.304905445871443,-0.05317088826212253
2.5,all,range+m7+frontrun,2,158.0,7.0,22.571428571428573,17.0,0.06329113924050633,0.5316455696202531,0.3227848101265823,1.773882502789311,0.011227104448033614
2.5,all,range+m7+frontrun,3,111.0,7.0,15.857142857142858,12.0,0.04504504504504504,0.5315315315315315,0.36036036036036034,-3.849056682561564,-0.03467618632938346
2.5,all,all+frontrun,0,228.0,7.0,32.57142857142857,30.0,0.05701754385964912,0.6052631578947368,0.27631578947368424,-25.850278236726986,-0.11337841331897801
2.5,all,all+frontrun,1,228.0,7.0,32.57142857142857,30.0,0.05701754385964912,0.6052631578947368,0.27631578947368424,-25.850278236726986,-0.11337841331897801
2.5,all,all+frontrun,2,202.0,7.0,28.857142857142858,25.0,0.0594059405940594,0.5841584158415841,0.29207920792079206,-13.414406814299236,-0.06640795452623384
2.5,all,all+frontrun,3,142.0,7.0,20.285714285714285,16.0,0.04225352112676056,0.5774647887323944,0.33098591549295775,-12.905651858895695,-0.09088487224574433
