feature,weight
bias,-2.1295667978742623
dir_sign,1.4779741401688726
box_dir,-0.05457719012398893
confirm,-1.6584684876278821
seq_hold,-2.1257237178797914
rej_bias,4.7054877387265215
rej_perfect,2.3167019121550223
cluster_stack,0.0
weekly_rej,-1.4672291299180844
planned_r,0.3081861189873726
bias_score,-2.411316689634561
is_range_start,0.053363519766952534
is_m7,-0.9970981764958958
is_frontrun,0.3654447140918574
is_after_formed,0.1473496117961281
is_post_breakout,-1.6986264670333044
