symbol,day_date,session,session_id,next_session_id,entry_ts,direction,entry,exit_ts,exit,exit_reason,prior_range_sd,stop_dist,tp_dist,p_up,p_dn,p_long,p_short,ev_long,ev_short,pnl_points_gross,pnl_points,pnl_R,equity_points,walk_train_start,walk_train_end,walk_test_start,walk_test_end
ES,2012-01-03,RR,ES-20120103-RR,ES-20120103-RS,2012-01-03 10:25:00-05:00,long,1278.0,2012-01-03 11:45:00-05:00,1275.4613513748245,stop,2.538648625175454,2.538648625175454,3.807972937763181,0.6250768303871155,0.2630096673965454,0.6250768303871155,0.2630096673965454,0.5993518621113358,-0.31859506899911305,-2.538648625175483,-2.538648625175483,-1.0000000000000115,-2.538648625175483,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-03,AR,ES-20120103-AR,ES-20120103-AS,2012-01-03 20:25:00-05:00,short,1271.5,2012-01-03 20:50:00-05:00,1272.5702311604705,stop,1.0702311604705308,1.0702311604705308,1.6053467407057962,0.3480919599533081,0.46288278698921204,0.3480919599533081,0.46288278698921204,-0.11213934327402708,0.17563141459233034,-1.0702311604704846,-1.0702311604704846,-0.9999999999999568,-3.608879785645968,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-04,RR,ES-20120104-RR,ES-20120104-RS,2012-01-04 10:25:00-05:00,long,1264.75,2012-01-04 11:35:00-05:00,1268.5983324738056,tp,2.565554982537113,2.565554982537113,3.8483324738056695,0.5660238265991211,0.3726745843887329,0.5660238265991211,0.3726745843887329,0.44987985493424554,-0.0494981912949212,3.8483324738056126,3.8483324738056126,1.4999999999999778,0.23945268815964482,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-04,AR,ES-20120104-AR,ES-20120104-AS,2012-01-04 20:25:00-05:00,long,1271.75,2012-01-04 23:30:00-05:00,1270.7536249913337,stop,0.9963750086662801,0.9963750086662801,1.4945625129994202,0.4561656713485718,0.35270217061042786,0.4561656713485718,0.35270217061042786,0.16032146586836815,-0.10177693093123118,-0.9963750086662913,-0.9963750086662913,-1.000000000000011,-0.7569223205066464,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-05,RR,ES-20120105-RR,ES-20120105-RS,2012-01-05 10:25:00-05:00,long,1265.75,2012-01-05 10:35:00-05:00,1263.1627399679035,stop,2.587260032096535,2.587260032096535,3.8808900481448023,0.4891233742237091,0.379548579454422,0.4891233742237091,0.379548579454422,0.24371073396128345,-0.040941065620878354,-2.5872600320965375,-2.5872600320965375,-1.000000000000001,-3.344182352603184,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-05,AR,ES-20120105-AR,ES-20120105-AS,2012-01-05 20:25:00-05:00,long,1271.75,2012-01-05 21:15:00-05:00,1270.7458146795063,stop,1.004185320493548,1.004185320493548,1.5062779807403222,0.48595723509788513,0.3630189001560211,0.48595723509788513,0.3630189001560211,0.22910560269544405,-0.08642296846717915,-1.0041853204936615,-1.0041853204936615,-1.000000000000113,-4.3483676730968455,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-09,RR,ES-20120109-RR,ES-20120109-RS,2012-01-09 10:25:00-05:00,short,1276.75,2012-01-09 10:45:00-05:00,1272.8807130399844,tp,2.5795246400104435,2.5795246400104435,3.869286960015665,0.2512851655483246,0.49938610196113586,0.2512851655483246,0.49938610196113586,-0.33239250409823184,0.2959286961668825,3.8692869600156428,3.8692869600156428,1.4999999999999913,-0.4790807130812027,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-09,TOUT,ES-20120109-TOUT,ES-20120109-TA,2012-01-09 16:55:00-05:00,long,1274.75,2012-01-09 18:45:00-05:00,1276.6106357678295,tp,1.2404238452196588,1.2404238452196588,1.8606357678294883,0.2632485032081604,0.056891512125730515,0.2632485032081604,0.056891512125730515,0.13536687259908847,-0.2014049566108841,1.8606357678295353,1.8606357678295353,1.500000000000038,1.3815550547483326,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-09,AR,ES-20120109-AR,ES-20120109-AS,2012-01-09 20:25:00-05:00,long,1277.75,2012-01-09 20:55:00-05:00,1279.2513562947163,tp,1.0009041964775194,1.0009041964775194,1.501356294716279,0.4681215286254883,0.3527829349040985,0.4681215286254883,0.3527829349040985,0.22179953973572067,-0.1050630576059725,1.5013562947162882,1.5013562947162882,1.500000000000009,2.882911349464621,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-10,RR,ES-20120110-RR,ES-20120110-RS,2012-01-10 10:25:00-05:00,short,1289.75,2012-01-10 12:25:00-05:00,1285.8073811468705,tp,2.6284125687530264,2.6284125687530264,3.94261885312954,0.28697657585144043,0.5025611519813538,0.28697657585144043,0.5025611519813538,-0.20243523463435525,0.30811254018592465,3.9426188531294883,3.9426188531294883,1.4999999999999805,6.825530202594109,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-11,RR,ES-20120111-RR,ES-20120111-RS,2012-01-11 10:25:00-05:00,short,1284.25,2012-01-11 10:40:00-05:00,1286.847316428851,stop,2.5973164288509127,2.5973164288509127,3.895974643276369,0.263298898935318,0.5618206858634949,0.263298898935318,0.5618206858634949,-0.3241312845423777,0.42195613442550456,-2.597316428850945,-2.597316428850945,-1.0000000000000124,4.228213773743164,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-12,RR,ES-20120112-RR,ES-20120112-RS,2012-01-12 10:25:00-05:00,short,1284.25,2012-01-12 12:15:00-05:00,1286.7265678181498,stop,2.4765678181496713,2.4765678181496713,3.7148517272245067,0.35287484526634216,0.49470067024230957,0.35287484526634216,0.49470067024230957,-0.10053614040823579,0.24246842204495084,-2.4765678181497606,-2.4765678181497606,-1.000000000000036,1.7516459555934034,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-12,TOUT,ES-20120112-TOUT,ES-20120112-TA,2012-01-12 16:55:00-05:00,long,1291.5,2012-01-12 19:25:00-05:00,1292.5,timeout,1.0833670709996557,1.0833670709996557,1.6250506064994834,0.18410402536392212,0.0652758851647377,0.18410402536392212,0.0652758851647377,0.08413495785926589,-0.08834935797160036,1.0,1.0,0.9230481770848634,2.7516459555934034,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-12,AR,ES-20120112-AR,ES-20120112-AS,2012-01-12 20:25:00-05:00,long,1292.5,2012-01-12 21:25:00-05:00,1291.490505598149,stop,1.0094944018509526,1.0094944018509526,1.514241602776429,0.47184237837791443,0.3548392355442047,0.47184237837791443,0.3548392355442047,0.20421697214476067,-0.10538968944137025,-1.0094944018510432,-1.0094944018510432,-1.0000000000000897,1.7421515537423602,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-13,RR,ES-20120113-RR,ES-20120113-RS,2012-01-13 10:25:00-05:00,long,1276.5,2012-01-13 11:05:00-05:00,1280.3220867388736,tp,2.5480578259157354,2.5480578259157354,3.822086738873603,0.4830780625343323,0.36473122239112854,0.4830780625343323,0.36473122239112854,0.2185611871536802,-0.08164069688724414,3.8220867388736224,3.8220867388736224,1.5000000000000075,5.564238292615983,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-13,TOUT,ES-20120113-TOUT,ES-20120113-TA,2012-01-13 16:55:00-05:00,short,1289.5,2012-01-15 18:00:00-05:00,1287.8519973213167,tp,1.0986684524555677,1.0986684524555677,1.6480026786833515,0.16189220547676086,0.7654947638511658,0.16189220547676086,0.7654947638511658,-0.5811957677490862,0.9204934111960985,1.6480026786832696,1.6480026786832696,1.4999999999999254,7.212240971299252,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-13,AR,ES-20120113-AR,ES-20120113-AS,2012-01-15 20:25:00-05:00,long,1282.0,2012-01-15 22:10:00-05:00,1283.4765018001308,tp,0.9843345334205243,0.9843345334205243,1.4765018001307866,0.43128159642219543,0.23619452118873596,0.43128159642219543,0.23619452118873596,0.08635483776717107,-0.4047566442913907,1.4765018001307908,1.4765018001307908,1.5000000000000044,8.688742771430043,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-18,TOUT,ES-20120118-TOUT,ES-20120118-TA,2012-01-18 16:55:00-05:00,long,1302.75,2012-01-18 19:25:00-05:00,1302.25,timeout,1.1959361010918577,1.1959361010918577,1.7939041516377865,0.18206414580345154,0.06013417989015579,0.18206414580345154,0.06013417989015579,0.09603107036328308,-0.19401717243245598,-0.5,-0.5,-0.4180825376401911,8.188742771430043,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-19,AR,ES-20120119-AR,ES-20120119-AS,2012-01-19 20:25:00-05:00,short,1309.75,2012-01-19 21:40:00-05:00,1308.223102991789,tp,1.0179313388074394,1.0179313388074394,1.526897008211159,0.19147582352161407,0.500088095664978,0.19147582352161407,0.500088095664978,-0.4972983021519749,0.27707925084463136,1.5268970082111082,1.5268970082111082,1.49999999999995,9.715639779641151,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-20,RR,ES-20120120-RR,ES-20120120-RS,2012-01-20 10:25:00-05:00,short,1308.75,2012-01-20 11:35:00-05:00,1304.9481057785556,tp,2.5345961476295984,2.5345961476295984,3.801894221444398,0.2743360698223114,0.44891583919525146,0.2743360698223114,0.44891583919525146,-0.2744098135203887,0.19035595949173115,3.8018942214443996,3.8018942214443996,1.5000000000000009,13.51753400108555,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-20,AR,ES-20120120-AR,ES-20120120-AS,2012-01-22 20:25:00-05:00,long,1307.0,2012-01-22 20:50:00-05:00,1306.2090146052317,stop,0.7909853947683424,0.7909853947683424,1.1864780921525135,0.59787917137146,0.2652324140071869,0.59787917137146,0.2652324140071869,0.5048508479017223,-0.33086426089707166,-0.7909853947683132,-0.7909853947683132,-0.9999999999999631,12.726548606317237,2008-01-01,2011-12-31,2012-01-01,2012-03-31
