symbol,day_date,session,session_id,next_session_id,entry_ts,direction,entry,exit_ts,exit,exit_reason,prior_range_sd,stop_dist,tp_dist,p_up,p_dn,p_long,p_short,ev_long,ev_short,pnl_points_gross,pnl_points,pnl_R,equity_points,walk_train_start,walk_train_end,walk_test_start,walk_test_end
ES,2012-01-03,RR,ES-20120103-RR,ES-20120103-RS,2012-01-03 10:25:00-05:00,long,1278.0,2012-01-03 11:45:00-05:00,1275.4613513748245,stop,2.538648625175454,2.538648625175454,3.807972937763181,0.6250768303871155,0.2630096673965454,0.6250768303871155,0.2630096673965454,0.5008742715063258,-0.4170726596041231,-2.538648625175483,-2.788648625175483,-1.0984775906050217,-2.788648625175483,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-04,RR,ES-20120104-RR,ES-20120104-RS,2012-01-04 10:25:00-05:00,long,1264.75,2012-01-04 11:35:00-05:00,1268.5983324738056,tp,2.565554982537113,2.565554982537113,3.8483324738056695,0.5660238265991211,0.3726745843887329,0.5660238265991211,0.3726745843887329,0.3524350518792857,-0.14694299434988106,3.8483324738056126,3.5983324738056126,1.4025551969450178,0.8096838486301294,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-05,RR,ES-20120105-RR,ES-20120105-RS,2012-01-05 10:25:00-05:00,long,1265.75,2012-01-05 10:35:00-05:00,1263.1627399679035,stop,2.587260032096535,2.587260032096535,3.8808900481448023,0.4891233742237091,0.379548579454422,0.4891233742237091,0.379548579454422,0.14708341513805043,-0.13756838444411137,-2.5872600320965375,-2.8372600320965375,-1.096627318823234,-2.027576183466408,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-09,RR,ES-20120109-RR,ES-20120109-RS,2012-01-09 10:25:00-05:00,short,1276.75,2012-01-09 10:45:00-05:00,1272.8807130399844,tp,2.5795246400104435,2.5795246400104435,3.869286960015665,0.2512851655483246,0.49938610196113586,0.2512851655483246,0.49938610196113586,-0.4293095856885003,0.19901161457661404,3.8692869600156428,3.6192869600156428,1.4030829184097229,1.5917107765492347,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-10,RR,ES-20120110-RR,ES-20120110-RS,2012-01-10 10:25:00-05:00,short,1289.75,2012-01-10 12:25:00-05:00,1285.8073811468705,tp,2.6284125687530264,2.6284125687530264,3.94261885312954,0.28697657585144043,0.5025611519813538,0.28697657585144043,0.5025611519813538,-0.2975496786040876,0.2129980962161923,3.9426188531294883,3.6926188531294883,1.4048855560302482,5.284329629678723,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-11,RR,ES-20120111-RR,ES-20120111-RS,2012-01-11 10:25:00-05:00,short,1284.25,2012-01-11 10:40:00-05:00,1286.847316428851,stop,2.5973164288509127,2.5973164288509127,3.895974643276369,0.263298898935318,0.5618206858634949,0.263298898935318,0.5618206858634949,-0.4203844777317048,0.3257029412361775,-2.597316428850945,-2.847316428850945,-1.0962531931893396,2.437013200827778,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-12,RR,ES-20120112-RR,ES-20120112-RS,2012-01-12 10:25:00-05:00,short,1284.25,2012-01-12 12:15:00-05:00,1286.7265678181498,stop,2.4765678181496713,2.4765678181496713,3.7148517272245067,0.35287484526634216,0.49470067024230957,0.35287484526634216,0.49470067024230957,-0.20148229587705052,0.1415222665761361,-2.4765678181497606,-2.7265678181497606,-1.1009461554688507,-0.28955461732198273,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-13,RR,ES-20120113-RR,ES-20120113-RS,2012-01-13 10:25:00-05:00,long,1276.5,2012-01-13 11:05:00-05:00,1280.3220867388736,tp,2.5480578259157354,2.5480578259157354,3.822086738873603,0.4830780625343323,0.36473122239112854,0.4830780625343323,0.36473122239112854,0.1204472442685129,-0.17975463977241143,3.8220867388736224,3.5720867388736224,1.4018860571148404,3.2825321215516396,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-13,TOUT,ES-20120113-TOUT,ES-20120113-TA,2012-01-13 16:55:00-05:00,short,1289.5,2012-01-15 18:00:00-05:00,1287.8519973213167,tp,1.0986684524555677,1.0986684524555677,1.6480026786833515,0.16189220547676086,0.7654947638511658,0.16189220547676086,0.7654947638511658,-0.8087439415782701,0.6929452373669146,1.6480026786832696,1.3980026786832696,1.2724518261707416,4.680534800234909,2008-01-01,2011-12-31,2012-01-01,2012-03-31
ES,2012-01-19,AR,ES-20120119-AR,ES-20120119-AS,2012-01-19 20:25:00-05:00,short,1309.75,2012-01-19 21:40:00-05:00,1308.223102991789,tp,1.0179313388074394,1.0179313388074394,1.526897008211159,0.19147582352161407,0.500088095664978,0.19147582352161407,0.500088095664978,-0.7428944346896451,0.0314831183069611,1.5268970082111082,1.2768970082111082,1.2544038674622797,5.957431808446017,2008-01-01,2011-12-31,2012-01-01,2012-03-31
