ts,timestamp,symbol,session,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons
1484037600,2017-01-10 03:40:00,ES,OR,range_pre_break_hold,short,2263.25,2264.5,2262.25,1.25,1.0,0.8,0.65,"['near_first_high', 'pre_break', 'cluster_near_weekly']"
1484037600,2017-01-10 03:40:00,ES,OR,range_pre_break_hold,long,2263.25,2261.25,2263.75,2.0,0.5,0.25,0.55,"['near_first_low', 'pre_break', 'cluster_near_weekly']"
1484038800,2017-01-10 04:00:00,ES,OS,wddrb_sigma_distribution,long,2263.25,2266.875,2270.25,3.625,7.0,1.9310344827586208,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1484038800,2017-01-10 04:00:00,ES,OS,model_forward,long,2263.25,2266.875,2270.25,3.625,7.0,1.9310344827586208,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1484058600,2017-01-10 09:30:00,ES,RR,wddrb_sigma_distribution,long,2263.0,2261.0,2264.5,2.0,1.5,0.75,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1484058600,2017-01-10 09:30:00,ES,RR,cluster_rejection_fade,long,2263.0,2261.0,2264.5,2.0,1.5,0.75,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']"
1484058900,2017-01-10 09:35:00,ES,RR,range_pre_break_hold,long,2262.5,2260.5,2263.0,2.0,0.5,0.25,0.7000000000000001,"['near_first_low', 'pre_break', 'model_up_bias', 'cluster_near_monthly']"
1484058900,2017-01-10 09:35:00,ES,RR,wddrb_sigma_distribution,long,2262.5,2260.5,2264.5,2.0,2.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']"
1484061900,2017-01-10 10:25:00,ES,RR,model_forward,long,2263.75,2261.75,2264.5,2.0,0.75,0.375,0.7000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1484061900,2017-01-10 10:25:00,ES,RR,wddrb_sigma_distribution,short,2263.75,2265.75,2257.0,2.0,6.75,3.375,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']"
1484062200,2017-01-10 10:30:00,ES,RS,cluster_rejection_fade,short,2265.75,2262.625,2256.375,3.125,9.375,3.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_monthly']"
1484062200,2017-01-10 10:30:00,ES,RS,model_forward,short,2265.75,2267.75,2256.375,2.0,9.375,4.6875,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_monthly']"
1484062500,2017-01-10 10:35:00,ES,RS,model_forward,short,2265.0,2267.0,2256.25,2.0,8.75,4.375,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_monthly']"
1484062500,2017-01-10 10:35:00,ES,RS,wddrb_sigma_distribution,long,2265.0,2262.75,2266.0,2.25,1.0,0.4444444444444444,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']"
1484613000,2017-01-16 19:30:00,ES,AR,range_pre_break_hold,long,2265.5,2264.5,2266.5,1.0,1.0,1.0,0.6000000000000001,"['near_first_low', 'pre_break', 'model_up_bias', 'cluster_near_monthly']"
1484613000,2017-01-16 19:30:00,ES,AR,wddrb_sigma_distribution,long,2265.5,2263.5,2267.75,2.0,2.25,1.125,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']"
1484616600,2017-01-16 20:30:00,ES,AS,range_post_break_pullback,short,2266.0,2267.25,2265.25,1.25,0.75,0.6,0.7000000000000001,"['pullback_first_low', 'post_break', 'model_down_bias', 'cluster_near_monthly']"
1484616600,2017-01-16 20:30:00,ES,AS,wddrb_sigma_distribution,short,2266.0,2268.0,2264.0,2.0,2.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_monthly']"
1484655600,2017-01-17 07:20:00,ES,OS,wddrb_sigma_distribution,short,2264.75,2266.75,2264.0,2.0,0.75,0.375,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_monthly']"
1484655600,2017-01-17 07:20:00,ES,OS,cluster_rejection_fade,short,2264.75,2266.75,2264.0,2.0,0.75,0.375,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_monthly']"
1484656800,2017-01-17 07:40:00,ES,OS,wddrb_sigma_distribution,short,2265.75,2267.75,2264.0,2.0,1.75,0.875,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']"
1484656800,2017-01-17 07:40:00,ES,OS,cluster_rejection_fade,short,2265.75,2267.75,2264.0,2.0,1.75,0.875,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_weekly']"
1484663400,2017-01-17 09:30:00,ES,RR,range_pre_break_hold,long,2262.5,2261.0,2263.25,1.5,0.75,0.5,0.7000000000000001,"['near_first_low', 'pre_break', 'model_up_bias', 'cluster_near_monthly']"
1484663400,2017-01-17 09:30:00,ES,RR,wddrb_sigma_distribution,long,2262.5,2260.5,2264.5,2.0,2.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']"
1484665500,2017-01-17 10:05:00,ES,RR,cluster_rejection_fade,short,2264.5,2262.375,2257.125,2.125,7.375,3.4705882352941178,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']"
1484665500,2017-01-17 10:05:00,ES,RR,wddrb_sigma_distribution,long,2264.5,2262.375,2265.0,2.125,0.5,0.23529411764705882,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']"
1484667000,2017-01-17 10:30:00,ES,RS,cluster_rejection_fade,short,2265.5,2263.5,2256.0,2.0,9.5,4.75,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']"
1484667000,2017-01-17 10:30:00,ES,RS,wddrb_sigma_distribution,long,2265.5,2263.5,2267.25,2.0,1.75,0.875,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1484669700,2017-01-17 11:15:00,ES,RS,wddrb_sigma_distribution,long,2262.75,2260.75,2267.25,2.0,4.5,2.25,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']"
1484669700,2017-01-17 11:15:00,ES,RS,model_forward,long,2262.75,2260.75,2267.25,2.0,4.5,2.25,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_monthly']"
1485217800,2017-01-23 19:30:00,ES,AR,range_pre_break_hold,short,2261.75,2263.25,2260.75,1.5,1.0,0.6666666666666666,0.65,"['near_first_high', 'pre_break', 'cluster_near_monthly']"
1485217800,2017-01-23 19:30:00,ES,AR,cluster_rejection_fade,short,2261.75,2259.625,2243.875,2.125,17.875,8.411764705882353,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']"
1485221400,2017-01-23 20:30:00,ES,AS,range_post_break_pullback,short,2262.0,2263.25,2260.75,1.25,1.25,1.0,0.65,"['pullback_first_low', 'post_break', 'cluster_near_monthly']"
1485221400,2017-01-23 20:30:00,ES,AS,wddrb_sigma_distribution,short,2262.0,2259.625,2243.875,2.375,18.125,7.631578947368421,0.65,"['wddrb_mid_sigma', 'cluster_near_monthly']"
1485244800,2017-01-24 03:00:00,ES,OR,wddrb_sigma_distribution,short,2261.5,2263.5,2243.875,2.0,17.625,8.8125,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']"
1485244800,2017-01-24 03:00:00,ES,OR,cluster_rejection_fade,short,2261.5,2263.5,2243.875,2.0,17.625,8.8125,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']"
1485248400,2017-01-24 04:00:00,ES,OS,wddrb_sigma_distribution,short,2260.5,2262.5,2243.875,2.0,16.625,8.3125,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_darkpool']"
1485248400,2017-01-24 04:00:00,ES,OS,model_forward,short,2260.5,2267.5,2243.875,7.0,16.625,2.375,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_darkpool']"
1485268200,2017-01-24 09:30:00,ES,RR,range_pre_break_hold,short,2264.0,2265.75,2263.375,1.75,0.625,0.35714285714285715,0.65,"['near_first_high', 'pre_break', 'cluster_near_monthly']"
1485268200,2017-01-24 09:30:00,ES,RR,cluster_rejection_fade,short,2264.0,2266.0,2260.625,2.0,3.375,1.6875,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']"
1485270000,2017-01-24 10:00:00,ES,RR,wddrb_sigma_distribution,short,2262.75,2264.75,2260.375,2.0,2.375,1.1875,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']"
1485270000,2017-01-24 10:00:00,ES,RR,range_pre_break_hold,long,2262.75,2261.0,2263.625,1.75,0.875,0.5,0.6000000000000001,"['near_first_low', 'pre_break', 'model_up_bias', 'cluster_near_weekly']"
1485271800,2017-01-24 10:30:00,ES,RS,cluster_rejection_fade,short,2265.0,2267.0,2260.0,2.0,5.0,2.5,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']"
1485271800,2017-01-24 10:30:00,ES,RS,range_post_break_pullback,long,2265.0,2262.0,2270.0,3.0,5.0,1.6666666666666667,0.6000000000000001,"['pullback_first_high', 'post_break', 'model_up_bias', 'cluster_near_monthly']"
1485822600,2017-01-30 19:30:00,ES,AR,range_pre_break_hold,short,2275.75,2276.75,2274.5,1.0,1.25,1.25,0.6,"['near_first_high', 'pre_break']"
1485822600,2017-01-30 19:30:00,ES,AR,range_pre_break_hold,long,2275.75,2274.25,2276.25,1.5,0.5,0.3333333333333333,0.55,"['near_first_low', 'pre_break', 'model_up_bias']"
1485826200,2017-01-30 20:30:00,ES,AS,range_post_break_pullback,long,2276.25,2263.25,2299.25,13.0,23.0,1.7692307692307692,0.5,"['pullback_first_high', 'post_break']"
1485826200,2017-01-30 20:30:00,ES,AS,wddrb_sigma_distribution,long,2276.25,2272.25,2281.25,4.0,5.0,1.25,0.5,['wddrb_mid_sigma']
1485853200,2017-01-31 04:00:00,ES,OS,wddrb_sigma_distribution,long,2273.0,2271.0,2281.25,2.0,8.25,4.125,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1485853200,2017-01-31 04:00:00,ES,OS,cluster_rejection_fade,long,2273.0,2271.0,2281.25,2.0,8.25,4.125,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']"
1485873000,2017-01-31 09:30:00,ES,RR,wddrb_sigma_distribution,long,2269.75,2267.75,2271.25,2.0,1.5,0.75,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1485873000,2017-01-31 09:30:00,ES,RR,cluster_rejection_fade,long,2269.75,2267.75,2271.25,2.0,1.5,0.75,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']"
1485873300,2017-01-31 09:35:00,ES,RR,wddrb_sigma_distribution,long,2270.75,2268.75,2272.5,2.0,1.75,0.875,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1485873300,2017-01-31 09:35:00,ES,RR,model_forward,long,2270.75,2268.75,2272.5,2.0,1.75,0.875,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1485874500,2017-01-31 09:55:00,ES,RR,wddrb_sigma_distribution,long,2268.25,2266.25,2272.5,2.0,4.25,2.125,0.65,"['wddrb_mid_sigma', 'model_up_bias']"
1485874500,2017-01-31 09:55:00,ES,RR,model_forward,long,2268.25,2266.25,2272.5,2.0,4.25,2.125,0.65,"['model_up_bias', 'model_up_bias']"
1485876600,2017-01-31 10:30:00,ES,RS,range_post_break_pullback,short,2268.75,2272.25,2268.25,3.5,0.5,0.14285714285714285,0.65,"['pullback_first_low', 'post_break', 'model_down_bias']"
1485876600,2017-01-31 10:30:00,ES,RS,wddrb_sigma_distribution,short,2268.75,2270.75,2259.75,2.0,9.0,4.5,0.65,"['wddrb_mid_sigma', 'model_down_bias']"
1485893400,2017-01-31 15:10:00,ES,RS,wddrb_sigma_distribution,short,2271.25,2267.375,2257.125,3.875,14.125,3.6451612903225805,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']"
1485893400,2017-01-31 15:10:00,ES,RS,model_forward,long,2271.25,2267.375,2272.5,3.875,1.25,0.3225806451612903,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1486427400,2017-02-06 19:30:00,ES,AR,range_pre_break_hold,short,2285.25,2287.25,2283.5,2.0,1.75,0.875,0.55,"['near_first_high', 'pre_break', 'model_down_bias']"
1486427400,2017-02-06 19:30:00,ES,AR,range_pre_break_hold,long,2285.25,2284.25,2287.5,1.0,2.25,2.25,0.55,"['near_first_low', 'pre_break', 'model_up_bias']"
1486429200,2017-02-06 20:00:00,ES,AR,range_post_break_pullback,short,2286.0,2287.25,2284.25,1.25,1.75,1.4,0.65,"['pullback_first_low', 'post_break', 'model_down_bias']"
1486429200,2017-02-06 20:00:00,ES,AR,wddrb_sigma_distribution,short,2286.0,2288.0,2279.5,2.0,6.5,3.25,0.65,"['wddrb_mid_sigma', 'model_down_bias']"
1486431000,2017-02-06 20:30:00,ES,AS,range_post_break_pullback,short,2285.25,2287.25,2284.25,2.0,1.0,0.5,0.65,"['pullback_first_low', 'post_break', 'model_down_bias']"
1486431000,2017-02-06 20:30:00,ES,AS,wddrb_sigma_distribution,short,2285.25,2287.5,2279.5,2.25,5.75,2.5555555555555554,0.65,"['wddrb_mid_sigma', 'model_down_bias']"
1486432200,2017-02-06 20:50:00,ES,AS,range_post_break_pullback,short,2286.0,2287.25,2284.25,1.25,1.75,1.4,0.65,"['pullback_first_low', 'post_break', 'model_down_bias']"
1486432200,2017-02-06 20:50:00,ES,AS,wddrb_sigma_distribution,short,2286.0,2288.0,2279.5,2.0,6.5,3.25,0.65,"['wddrb_mid_sigma', 'model_down_bias']"
1486454400,2017-02-07 03:00:00,ES,OR,wddrb_sigma_distribution,short,2286.5,2288.5,2279.5,2.0,7.0,3.5,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']"
1486454400,2017-02-07 03:00:00,ES,OR,cluster_rejection_fade,short,2286.5,2288.5,2279.5,2.0,7.0,3.5,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']"
1486458000,2017-02-07 04:00:00,ES,OS,wddrb_sigma_distribution,long,2288.5,2286.5,2291.5,2.0,3.0,1.5,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']"
1486458000,2017-02-07 04:00:00,ES,OS,model_forward,long,2288.5,2286.5,2291.5,2.0,3.0,1.5,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_darkpool']"
1486461300,2017-02-07 04:55:00,ES,OS,cluster_rejection_fade,short,2290.5,2287.5,2279.5,3.0,11.0,3.6666666666666665,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']"
1486461300,2017-02-07 04:55:00,ES,OS,wddrb_sigma_distribution,long,2290.5,2287.5,2291.5,3.0,1.0,0.3333333333333333,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1486477800,2017-02-07 09:30:00,ES,RR,range_pre_break_hold,long,2290.75,2289.25,2291.625,1.5,0.875,0.5833333333333334,0.6000000000000001,"['near_first_low', 'pre_break', 'model_up_bias', 'cluster_near_weekly']"
1486477800,2017-02-07 09:30:00,ES,RR,wddrb_sigma_distribution,long,2290.75,2288.75,2293.0,2.0,2.25,1.125,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1486478100,2017-02-07 09:35:00,ES,RR,range_pre_break_hold,short,2293.0,2294.0,2291.625,1.0,1.375,1.375,0.6000000000000001,"['near_first_high', 'pre_break', 'model_down_bias', 'cluster_near_weekly']"
1486478100,2017-02-07 09:35:00,ES,RR,model_forward,short,2293.0,2295.0,2288.875,2.0,4.125,2.0625,0.6000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_weekly']"
1486481400,2017-02-07 10:30:00,ES,RS,wddrb_sigma_distribution,long,2291.75,2289.75,2295.0,2.0,3.25,1.625,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1486481400,2017-02-07 10:30:00,ES,RS,model_forward,long,2291.75,2289.75,2295.0,2.0,3.25,1.625,0.7000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1486481700,2017-02-07 10:35:00,ES,RS,range_post_break_pullback,long,2292.5,2290.25,2299.75,2.25,7.25,3.2222222222222223,0.65,"['pullback_first_high', 'post_break', 'model_up_bias']"
1486481700,2017-02-07 10:35:00,ES,RS,wddrb_sigma_distribution,long,2292.5,2290.5,2295.0,2.0,2.5,1.25,0.65,"['wddrb_mid_sigma', 'model_up_bias']"
1486484400,2017-02-07 11:20:00,ES,RS,model_forward,long,2290.0,2292.5,2295.0,2.5,5.0,2.0,0.7000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1486484400,2017-02-07 11:20:00,ES,RS,wddrb_sigma_distribution,short,2290.0,2292.5,2287.5,2.5,2.5,1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']"
1487032200,2017-02-13 19:30:00,ES,AR,range_pre_break_hold,long,2326.25,2325.0,2327.5,1.25,1.25,1.0,0.55,"['near_first_low', 'pre_break', 'model_up_bias']"
1487032200,2017-02-13 19:30:00,ES,AR,wddrb_sigma_distribution,long,2326.25,2323.75,2329.0,2.5,2.75,1.1,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1487035800,2017-02-13 20:30:00,ES,AS,range_post_break_pullback,short,2326.25,2327.5,2325.0,1.25,1.25,1.0,0.6,"['pullback_first_low', 'post_break']"
1487035800,2017-02-13 20:30:00,ES,AS,wddrb_sigma_distribution,short,2326.25,2323.75,2313.25,2.5,13.0,5.2,0.6,['wddrb_mid_sigma']
1487059200,2017-02-14 03:00:00,ES,OR,wddrb_sigma_distribution,short,2324.75,2326.75,2313.25,2.0,11.5,5.75,0.6000000000000001,"['wddrb_mid_sigma', 'cluster_near_weekly']"
1487062800,2017-02-14 04:00:00,ES,OS,model_forward,short,2324.5,2329.0,2313.25,4.5,11.25,2.5,0.6500000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_weekly']"
1487062800,2017-02-14 04:00:00,ES,OS,wddrb_sigma_distribution,long,2324.5,2322.5,2329.0,2.0,4.5,2.25,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']"
1487082600,2017-02-14 09:30:00,ES,RR,range_pre_break_hold,short,2324.0,2325.25,2323.375,1.25,0.625,0.5,0.55,"['near_first_high', 'pre_break']"
1487082600,2017-02-14 09:30:00,ES,RR,wddrb_sigma_distribution,long,2324.0,2322.0,2324.25,2.0,0.25,0.125,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1487083200,2017-02-14 09:40:00,ES,RR,cluster_rejection_fade,long,2322.5,2320.5,2326.25,2.0,3.75,1.875,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']"
1487083200,2017-02-14 09:40:00,ES,RR,model_forward,long,2322.5,2320.5,2326.25,2.0,3.75,1.875,0.7000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1487086200,2017-02-14 10:30:00,ES,RS,cluster_rejection_fade,long,2322.25,2320.25,2326.25,2.0,4.0,2.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']"
1487086200,2017-02-14 10:30:00,ES,RS,model_forward,long,2322.25,2320.25,2326.25,2.0,4.0,2.0,0.7000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']"
1487088600,2017-02-14 11:10:00,ES,RS,range_post_break_pullback,long,2323.75,2319.75,2332.75,4.0,9.0,2.25,0.55,"['pullback_first_high', 'post_break', 'model_up_bias']"
1487088600,2017-02-14 11:10:00,ES,RS,wddrb_sigma_distribution,short,2323.75,2325.75,2316.5,2.0,7.25,3.625,0.55,"['wddrb_mid_sigma', 'model_down_bias']"
1487637000,2017-02-20 19:30:00,ES,AR,range_pre_break_hold,long,2353.5,2352.25,2354.25,1.25,0.75,0.6,0.55,"['near_first_low', 'pre_break', 'model_up_bias']"
1487637000,2017-02-20 19:30:00,ES,AR,wddrb_sigma_distribution,long,2353.5,2351.5,2354.5,2.0,1.0,0.5,0.55,"['wddrb_mid_sigma', 'model_up_bias']"
1487640600,2017-02-20 20:30:00,ES,AS,wddrb_sigma_distribution,long,2353.75,2351.75,2354.5,2.0,0.75,0.375,0.65,"['wddrb_mid_sigma', 'model_up_bias']"
1487640600,2017-02-20 20:30:00,ES,AS,model_forward,long,2353.75,2351.75,2354.5,2.0,0.75,0.375,0.65,"['model_up_bias', 'model_up_bias']"
1487664000,2017-02-21 03:00:00,ES,OR,wddrb_sigma_distribution,long,2350.25,2352.5,2354.5,2.25,4.25,1.8888888888888888,0.6,['wddrb_mid_sigma']
1487667600,2017-02-21 04:00:00,ES,OS,cluster_rejection_fade,short,2351.75,2353.75,2348.5,2.0,3.25,1.625,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_weekly']"
1487667600,2017-02-21 04:00:00,ES,OS,model_forward,short,2351.75,2354.5,2348.5,2.75,3.25,1.1818181818181819,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_weekly']"
1487687400,2017-02-21 09:30:00,ES,RR,range_pre_break_hold,short,2355.5,2356.5,2354.125,1.0,1.375,1.375,0.55,"['near_first_high', 'pre_break', 'cluster_near_weekly']"
1487691000,2017-02-21 10:30:00,ES,RS,wddrb_sigma_distribution,long,2361.5,2358.125,2363.5,3.375,2.0,0.5925925925925926,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias']"
