rej_quality,trades,win_rate,avg_r,avg_move_away,avg_retests,pct_entry_cluster,avg_range_p_confirm
dirty,282,0.36524822695035464,1.8070958010108922,3.9654255319148937,4.24468085106383,0.375886524822695,0.6051418439716312
clean,145,0.6758620689655173,4.622603362001912,14.179310344827586,0.5586206896551724,0.4,0.626551724137931
mixed,65,0.6153846153846154,4.036034730982635,10.957692307692307,1.9384615384615385,0.46153846153846156,0.606923076923077
unknown,1,0.0,0.0,0.0,0.0,0.0,0.5
