ts,timestamp,symbol,session,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons,horizon,outcome,exit_price,ambiguous,month
1483454100,2017-01-03 09:35:00,ES,RR,cluster_rejection_fade,long,2249.75,2247.75,2254.0,2.0,4.25,2.125,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']",session,target,2254.0,False,2017-01
1483407000,2017-01-02 20:30:00,ES,AS,wddrb_sigma_distribution,long,2240.5,2238.5,2249.5,2.0,9.0,2.125,0.6,['wddrb_mid_sigma'],session,timeout,2244.75,False,2017-01
1485271800,2017-01-24 10:30:00,ES,RS,range_post_break_pullback,long,2265.0,2262.0,2270.0,3.0,5.0,1.6666666666666667,0.6000000000000001,"['pullback_first_high', 'post_break', 'model_up_bias', 'cluster_near_monthly']",session,target,2270.0,False,2017-01
1484035200,2017-01-10 03:00:00,ES,OR,wddrb_sigma_distribution,short,2265.25,2267.25,2260.125,2.0,5.125,1.125,0.65,"['wddrb_mid_sigma', 'cluster_near_monthly']",session,timeout,2263.0,False,2017-01
1484035200,2017-01-10 03:00:00,ES,OR,cluster_rejection_fade,short,2265.25,2267.25,2260.125,2.0,5.125,1.125,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']",session,timeout,2263.0,False,2017-01
1483458300,2017-01-03 10:45:00,ES,RS,wddrb_sigma_distribution,long,2250.5,2253.875,2259.5,3.375,9.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",session,stop,2253.875,False,2017-01
1483458300,2017-01-03 10:45:00,ES,RS,model_forward,long,2250.5,2253.875,2259.5,3.375,9.0,1.0,0.7000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']",session,stop,2253.875,False,2017-01
1484062200,2017-01-10 10:30:00,ES,RS,cluster_rejection_fade,short,2265.75,2262.625,2256.375,3.125,9.375,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_monthly']",session,stop,2262.625,False,2017-01
1483430400,2017-01-03 03:00:00,ES,OR,cluster_rejection_fade,short,2249.0,2238.75,2217.25,10.25,31.75,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",session,stop,2238.75,False,2017-01
1484665500,2017-01-17 10:05:00,ES,RR,cluster_rejection_fade,short,2264.5,2262.375,2257.125,2.125,7.375,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']",session,stop,2262.375,False,2017-01
1484667000,2017-01-17 10:30:00,ES,RS,cluster_rejection_fade,short,2265.5,2263.5,2256.0,2.0,9.5,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",session,stop,2263.5,False,2017-01
1485217800,2017-01-23 19:30:00,ES,AR,cluster_rejection_fade,short,2261.75,2259.625,2243.875,2.125,17.875,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_monthly']",session,stop,2259.625,False,2017-01
1485221400,2017-01-23 20:30:00,ES,AS,range_post_break_pullback,short,2262.0,2263.25,2260.75,1.25,1.25,1.0,0.65,"['pullback_first_low', 'post_break', 'cluster_near_monthly']",session,target,2260.75,False,2017-01
1485221400,2017-01-23 20:30:00,ES,AS,wddrb_sigma_distribution,short,2262.0,2259.625,2243.875,2.375,18.125,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_monthly']",session,stop,2259.625,False,2017-01
1484008200,2017-01-09 19:30:00,ES,AR,wddrb_sigma_distribution,long,2262.5,2266.875,2270.25,4.375,7.75,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']",session,stop,2266.875,False,2017-01
1484038800,2017-01-10 04:00:00,ES,OS,wddrb_sigma_distribution,long,2263.25,2266.875,2270.25,3.625,7.0,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",session,stop,2266.875,False,2017-01
1484038800,2017-01-10 04:00:00,ES,OS,model_forward,long,2263.25,2266.875,2270.25,3.625,7.0,1.0,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']",session,stop,2266.875,False,2017-01
1485893400,2017-01-31 15:10:00,ES,RS,wddrb_sigma_distribution,short,2271.25,2267.375,2257.125,3.875,14.125,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",session,stop,2267.375,False,2017-01
1484036100,2017-01-10 03:15:00,ES,OR,wddrb_sigma_distribution,long,2264.5,2266.875,2270.25,2.375,5.75,1.0,0.55,"['wddrb_mid_sigma', 'cluster_near_weekly']",session,stop,2266.875,False,2017-01
1484656800,2017-01-17 07:40:00,ES,OS,wddrb_sigma_distribution,short,2265.75,2267.75,2264.0,2.0,1.75,0.875,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_weekly']",session,target,2264.0,False,2017-01
1484656800,2017-01-17 07:40:00,ES,OS,cluster_rejection_fade,short,2265.75,2267.75,2264.0,2.0,1.75,0.875,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_weekly']",session,target,2264.0,False,2017-01
1485873000,2017-01-31 09:30:00,ES,RR,wddrb_sigma_distribution,long,2269.75,2267.75,2271.25,2.0,1.5,0.75,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_weekly']",session,target,2271.25,False,2017-01
1485873000,2017-01-31 09:30:00,ES,RR,cluster_rejection_fade,long,2269.75,2267.75,2271.25,2.0,1.5,0.75,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_weekly']",session,target,2271.25,False,2017-01
1485244800,2017-01-24 03:00:00,ES,OR,wddrb_sigma_distribution,short,2261.5,2263.5,2243.875,2.0,17.625,0.75,0.65,"['wddrb_mid_sigma', 'cluster_near_weekly']",session,timeout,2260.0,False,2017-01
1485244800,2017-01-24 03:00:00,ES,OR,cluster_rejection_fade,short,2261.5,2263.5,2243.875,2.0,17.625,0.75,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_weekly']",session,timeout,2260.0,False,2017-01
1484012100,2017-01-09 20:35:00,ES,AS,range_post_break_pullback,short,2262.75,2263.5,2262.25,0.75,0.5,0.6666666666666666,0.7000000000000001,"['pullback_first_low', 'post_break', 'model_down_bias', 'cluster_near_monthly']",session,target,2262.25,False,2017-01
1484012100,2017-01-09 20:35:00,ES,AS,wddrb_sigma_distribution,short,2262.75,2266.875,2260.125,4.125,2.625,0.6363636363636364,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_monthly']",session,target,2260.125,False,2017-01
1484011800,2017-01-09 20:30:00,ES,AS,wddrb_sigma_distribution,short,2262.5,2266.875,2260.125,4.375,2.375,0.5428571428571428,0.7000000000000001,"['wddrb_mid_sigma', 'model_down_bias', 'cluster_near_monthly']",session,target,2260.125,False,2017-01
1484062500,2017-01-10 10:35:00,ES,RS,wddrb_sigma_distribution,long,2265.0,2262.75,2266.0,2.25,1.0,0.4444444444444444,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']",session,target,2266.0,False,2017-01
