archetype,trades,win_rate,total_r,avg_r
wddrb_sigma_distribution,171,0.30994152046783624,210.06936329709686,1.2284758087549523
range_post_break_pullback,21,0.6190476190476191,23.128084830576146,1.1013373728845783
model_forward,142,0.19718309859154928,142.4874318844939,1.0034326189048866
cluster_rejection_fade,26,0.07692307692307693,25.762572564696875,0.9908681755652644
