archetype,trades,win_rate,total_r,avg_r
cluster_rejection_fade,41,0.24390243902439024,46.73872316922273,1.1399688577859202
model_forward,115,0.3565217391304348,130.88931876722518,1.138167989280219
wddrb_sigma_distribution,183,0.3333333333333333,196.46309889554212,1.0735688464237274
range_post_break_pullback,21,0.47619047619047616,18.473198857603972,0.8796761360763796
