date,ts,session,session_label,open,high,low,close,p_model_uxp,p_model_dxp,p_model_rx,p_model_rc,p_model_u,p_model_d,p_model_ux,p_model_dx,p_trade_long,p_trade_short,p_range_up,p_range_down,p_adr_mid_broken,p_odr_mid_broken,p_confirm_long,p_confirm_short
2025-05-15,2025-05-15 06:30:00-04:00,OS,ODR,5879.0,5879.0,5878.0,5878.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 06:35:00-04:00,OS,ODR,5878.75,5879.75,5877.0,5878.0,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 06:40:00-04:00,OS,ODR,5877.75,5879.0,5877.0,5877.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 06:45:00-04:00,OS,ODR,5877.75,5878.5,5877.0,5877.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 06:50:00-04:00,OS,ODR,5878.0,5879.5,5876.75,5879.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 06:55:00-04:00,OS,ODR,5879.75,5881.25,5878.0,5879.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:00:00-04:00,OS,ODR,5879.5,5883.5,5878.25,5882.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:05:00-04:00,OS,ODR,5882.25,5883.75,5881.0,5881.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:10:00-04:00,OS,ODR,5882.0,5883.5,5881.75,5883.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:15:00-04:00,OS,ODR,5883.5,5883.75,5880.5,5881.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:20:00-04:00,OS,ODR,5881.25,5884.0,5881.25,5883.0,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:25:00-04:00,OS,ODR,5883.0,5887.75,5882.25,5887.25,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:30:00-04:00,OS,ODR,5887.25,5889.5,5886.0,5887.0,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:35:00-04:00,OS,ODR,5887.0,5888.25,5885.75,5886.25,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:40:00-04:00,OS,ODR,5886.0,5887.25,5885.5,5885.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:45:00-04:00,OS,ODR,5885.75,5885.75,5883.25,5885.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:50:00-04:00,OS,ODR,5885.75,5886.0,5882.75,5884.0,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 07:55:00-04:00,OS,ODR,5884.0,5885.5,5883.5,5884.5,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:00:00-04:00,OS,ODR,5884.5,5887.0,5883.25,5884.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:05:00-04:00,OS,ODR,5884.5,5885.0,5882.0,5882.25,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:10:00-04:00,OS,ODR,5882.5,5883.0,5881.0,5882.0,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:15:00-04:00,OS,ODR,5881.75,5882.5,5880.75,5881.75,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:20:00-04:00,OS,ODR,5881.5,5883.0,5880.5,5881.25,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:25:00-04:00,OS,ODR,5881.25,5881.75,5878.75,5881.25,0.057,0.44,0.166,0.041,0.026,0.073,0.067,0.13,0.528,0.43,0.472,0.487,0.819,0.751,0.528,0.43
2025-05-15,2025-05-15 08:30:00-04:00,TR,TransRDR,5880.75,5895.0,5877.0,5894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 08:35:00-04:00,TR,TransRDR,5894.0,5894.25,5889.0,5890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 08:40:00-04:00,TR,TransRDR,5890.25,5898.25,5889.0,5895.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 08:45:00-04:00,TR,TransRDR,5895.25,5895.5,5885.5,5886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 08:50:00-04:00,TR,TransRDR,5885.75,5888.5,5882.75,5886.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 08:55:00-04:00,TR,TransRDR,5886.5,5888.25,5885.5,5887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:00:00-04:00,TR,TransRDR,5887.0,5890.0,5885.25,5888.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:05:00-04:00,TR,TransRDR,5888.5,5893.75,5888.0,5892.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:10:00-04:00,TR,TransRDR,5892.5,5893.0,5890.0,5890.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:15:00-04:00,TR,TransRDR,5890.5,5891.75,5888.25,5889.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:20:00-04:00,TR,TransRDR,5889.25,5889.75,5886.5,5886.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:25:00-04:00,TR,TransRDR,5886.75,5890.5,5886.25,5889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:30:00-04:00,RR,RDRRange,5889.0,5898.5,5888.5,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:35:00-04:00,RR,RDRRange,5897.25,5898.25,5890.5,5891.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:40:00-04:00,RR,RDRRange,5891.75,5897.25,5888.5,5896.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:45:00-04:00,RR,RDRRange,5896.25,5896.75,5884.5,5887.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:50:00-04:00,RR,RDRRange,5887.5,5895.25,5885.25,5893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 09:55:00-04:00,RR,RDRRange,5893.0,5896.5,5890.75,5895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:00:00-04:00,RR,RDRRange,5895.25,5905.5,5895.0,5902.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:05:00-04:00,RR,RDRRange,5902.0,5902.25,5896.25,5896.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:10:00-04:00,RR,RDRRange,5896.25,5897.0,5889.25,5896.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:15:00-04:00,RR,RDRRange,5896.5,5899.5,5890.75,5898.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:20:00-04:00,RR,RDRRange,5899.0,5901.0,5896.25,5899.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:25:00-04:00,RR,RDRRange,5899.25,5900.75,5891.75,5892.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 10:30:00-04:00,RS,RDR,5892.5,5894.0,5888.5,5890.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 10:35:00-04:00,RS,RDR,5890.0,5893.0,5887.0,5891.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 10:40:00-04:00,RS,RDR,5891.25,5896.5,5891.0,5893.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 10:45:00-04:00,RS,RDR,5893.75,5897.5,5892.5,5892.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 10:50:00-04:00,RS,RDR,5892.5,5897.5,5890.25,5897.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 10:55:00-04:00,RS,RDR,5897.0,5900.75,5897.0,5900.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:00:00-04:00,RS,RDR,5900.5,5907.5,5899.25,5906.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:05:00-04:00,RS,RDR,5906.5,5909.0,5905.25,5905.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:10:00-04:00,RS,RDR,5905.75,5911.0,5905.75,5910.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:15:00-04:00,RS,RDR,5910.5,5918.0,5910.25,5915.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:20:00-04:00,RS,RDR,5916.0,5923.75,5915.5,5917.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:25:00-04:00,RS,RDR,5917.75,5920.0,5914.25,5918.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:30:00-04:00,RS,RDR,5918.25,5918.5,5915.0,5917.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:35:00-04:00,RS,RDR,5917.75,5920.5,5916.0,5920.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:40:00-04:00,RS,RDR,5920.5,5929.0,5920.5,5927.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:45:00-04:00,RS,RDR,5927.75,5928.5,5924.25,5924.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:50:00-04:00,RS,RDR,5924.75,5925.25,5920.75,5922.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 11:55:00-04:00,RS,RDR,5922.5,5925.5,5921.5,5925.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:00:00-04:00,RS,RDR,5925.5,5928.0,5923.0,5927.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:05:00-04:00,RS,RDR,5927.0,5936.5,5926.75,5933.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:10:00-04:00,RS,RDR,5933.5,5933.5,5927.25,5928.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:15:00-04:00,RS,RDR,5928.75,5930.5,5925.5,5927.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:20:00-04:00,RS,RDR,5927.5,5927.75,5924.0,5926.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:25:00-04:00,RS,RDR,5926.5,5927.0,5922.25,5926.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:30:00-04:00,RS,RDR,5926.25,5927.25,5923.0,5924.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:35:00-04:00,RS,RDR,5924.75,5931.0,5923.25,5929.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:40:00-04:00,RS,RDR,5929.75,5931.0,5927.75,5930.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:45:00-04:00,RS,RDR,5930.25,5934.75,5930.25,5934.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:50:00-04:00,RS,RDR,5934.75,5934.75,5932.0,5933.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 12:55:00-04:00,RS,RDR,5933.75,5936.75,5931.75,5936.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:00:00-04:00,RS,RDR,5936.5,5941.0,5935.0,5940.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:05:00-04:00,RS,RDR,5940.25,5941.25,5936.5,5936.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:10:00-04:00,RS,RDR,5936.5,5938.25,5934.75,5937.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:15:00-04:00,RS,RDR,5937.25,5941.0,5936.5,5940.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:20:00-04:00,RS,RDR,5940.75,5944.5,5940.25,5942.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:25:00-04:00,RS,RDR,5942.5,5943.25,5938.75,5941.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:30:00-04:00,RS,RDR,5941.5,5941.75,5934.75,5935.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:35:00-04:00,RS,RDR,5935.0,5938.0,5932.5,5936.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:40:00-04:00,RS,RDR,5936.5,5940.0,5934.5,5939.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:45:00-04:00,RS,RDR,5939.25,5939.75,5935.0,5935.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:50:00-04:00,RS,RDR,5935.75,5938.25,5934.25,5935.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 13:55:00-04:00,RS,RDR,5936.0,5936.0,5931.5,5933.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:00:00-04:00,RS,RDR,5933.5,5933.75,5928.5,5930.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:05:00-04:00,RS,RDR,5930.25,5933.25,5927.75,5930.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:10:00-04:00,RS,RDR,5930.0,5931.25,5926.25,5927.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:15:00-04:00,RS,RDR,5927.5,5929.5,5922.25,5922.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:20:00-04:00,RS,RDR,5922.75,5926.5,5921.25,5925.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:25:00-04:00,RS,RDR,5925.25,5929.75,5924.5,5929.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:30:00-04:00,RS,RDR,5929.25,5937.0,5928.5,5935.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:35:00-04:00,RS,RDR,5935.25,5937.75,5932.0,5935.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:40:00-04:00,RS,RDR,5935.0,5937.75,5934.25,5934.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:45:00-04:00,RS,RDR,5934.75,5935.75,5930.75,5933.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:50:00-04:00,RS,RDR,5933.5,5934.25,5930.25,5932.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 14:55:00-04:00,RS,RDR,5932.0,5934.5,5930.0,5931.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:00:00-04:00,RS,RDR,5931.75,5935.5,5930.25,5934.75,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:05:00-04:00,RS,RDR,5934.75,5937.75,5928.5,5929.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:10:00-04:00,RS,RDR,5929.0,5932.75,5927.5,5931.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:15:00-04:00,RS,RDR,5931.5,5936.25,5929.5,5933.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:20:00-04:00,RS,RDR,5933.25,5933.5,5926.25,5927.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:25:00-04:00,RS,RDR,5927.5,5927.75,5917.5,5922.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:30:00-04:00,RS,RDR,5922.0,5930.0,5922.0,5928.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:35:00-04:00,RS,RDR,5928.5,5930.25,5923.5,5925.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:40:00-04:00,RS,RDR,5925.0,5930.75,5924.5,5927.5,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:45:00-04:00,RS,RDR,5927.5,5931.5,5924.75,5928.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:50:00-04:00,RS,RDR,5928.25,5937.0,5926.0,5928.0,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 15:55:00-04:00,RS,RDR,5927.75,5939.0,5925.75,5938.25,0.365,0.051,0.14,0.017,0.124,0.079,0.174,0.045,0.483,0.421,0.506,0.472,0.854,0.837,0.483,0.421
2025-05-15,2025-05-15 16:00:00-04:00,TOUT,TransOut,5938.5,5941.5,5933.25,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:05:00-04:00,TOUT,TransOut,5940.0,5940.25,5936.5,5936.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:10:00-04:00,TOUT,TransOut,5936.75,5938.75,5936.0,5937.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:15:00-04:00,TOUT,TransOut,5937.25,5938.75,5936.0,5937.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:20:00-04:00,TOUT,TransOut,5937.5,5939.5,5937.0,5938.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
