date,ts,session,session_label,open,high,low,close,p_model_uxp,p_model_dxp,p_model_rx,p_model_rc,p_model_u,p_model_d,p_model_ux,p_model_dx,p_trade_long,p_trade_short,p_range_up,p_range_down,p_adr_mid_broken,p_odr_mid_broken,p_confirm_long,p_confirm_short
2025-05-15,2025-05-15 16:25:00-04:00,TOUT,TransOut,5938.5,5938.75,5936.0,5936.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:30:00-04:00,TOUT,TransOut,5936.25,5937.0,5936.0,5936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:35:00-04:00,TOUT,TransOut,5936.0,5937.75,5936.0,5937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:40:00-04:00,TOUT,TransOut,5937.0,5937.25,5936.25,5936.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:45:00-04:00,TOUT,TransOut,5936.75,5937.75,5936.5,5937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:50:00-04:00,TOUT,TransOut,5937.0,5937.25,5935.5,5935.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 16:55:00-04:00,TOUT,TransOut,5935.25,5935.5,5934.0,5934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:00:00-04:00,TA,TransAsia,5935.0,5935.5,5931.75,5933.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:05:00-04:00,TA,TransAsia,5934.0,5936.0,5933.0,5935.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:10:00-04:00,TA,TransAsia,5935.5,5935.75,5934.25,5934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:15:00-04:00,TA,TransAsia,5934.75,5935.0,5933.5,5933.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:20:00-04:00,TA,TransAsia,5933.75,5935.0,5933.0,5933.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:25:00-04:00,TA,TransAsia,5934.0,5935.5,5934.0,5934.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:30:00-04:00,TA,TransAsia,5934.5,5935.75,5933.5,5933.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:35:00-04:00,TA,TransAsia,5933.75,5934.5,5933.0,5934.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:40:00-04:00,TA,TransAsia,5934.25,5934.5,5933.0,5933.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:45:00-04:00,TA,TransAsia,5933.5,5934.25,5932.25,5932.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:50:00-04:00,TA,TransAsia,5932.75,5933.25,5931.75,5932.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 18:55:00-04:00,TA,TransAsia,5932.25,5932.5,5930.75,5931.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:00:00-04:00,TA,TransAsia,5931.25,5932.5,5930.75,5932.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:05:00-04:00,TA,TransAsia,5932.0,5933.0,5931.25,5932.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:10:00-04:00,TA,TransAsia,5932.75,5933.25,5930.5,5931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:15:00-04:00,TA,TransAsia,5930.75,5932.0,5930.5,5931.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:20:00-04:00,TA,TransAsia,5931.5,5932.5,5930.75,5931.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:25:00-04:00,TA,TransAsia,5931.75,5933.0,5931.5,5931.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:30:00-04:00,AR,AsiaRange,5932.0,5932.25,5931.75,5932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:35:00-04:00,AR,AsiaRange,5931.75,5935.25,5931.75,5935.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:40:00-04:00,AR,AsiaRange,5934.75,5936.75,5934.75,5936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:45:00-04:00,AR,AsiaRange,5935.75,5936.75,5934.75,5935.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:50:00-04:00,AR,AsiaRange,5935.5,5936.0,5934.25,5934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 19:55:00-04:00,AR,AsiaRange,5934.5,5936.0,5934.0,5936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:00:00-04:00,AR,AsiaRange,5936.0,5940.0,5934.75,5937.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:05:00-04:00,AR,AsiaRange,5937.5,5938.5,5936.25,5937.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:10:00-04:00,AR,AsiaRange,5937.5,5940.0,5937.5,5939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:15:00-04:00,AR,AsiaRange,5939.25,5940.0,5937.5,5937.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:20:00-04:00,AR,AsiaRange,5938.0,5938.5,5936.25,5936.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:25:00-04:00,AR,AsiaRange,5936.75,5937.0,5934.75,5935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2025-05-15,2025-05-15 20:30:00-04:00,AS,Asia,5935.0,5935.25,5934.25,5934.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 20:35:00-04:00,AS,Asia,5934.25,5935.5,5933.25,5933.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 20:40:00-04:00,AS,Asia,5933.75,5935.0,5933.75,5934.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 20:45:00-04:00,AS,Asia,5934.25,5934.5,5926.75,5927.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 20:50:00-04:00,AS,Asia,5927.25,5928.5,5926.25,5927.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 20:55:00-04:00,AS,Asia,5927.25,5927.5,5924.5,5925.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:00:00-04:00,AS,Asia,5925.25,5926.75,5924.0,5926.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:05:00-04:00,AS,Asia,5926.75,5926.75,5923.75,5926.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:10:00-04:00,AS,Asia,5926.0,5926.0,5923.75,5925.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:15:00-04:00,AS,Asia,5925.25,5926.5,5924.25,5924.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:20:00-04:00,AS,Asia,5924.75,5926.0,5924.5,5925.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:25:00-04:00,AS,Asia,5925.0,5926.75,5923.0,5926.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:30:00-04:00,AS,Asia,5926.5,5927.5,5925.0,5926.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:35:00-04:00,AS,Asia,5926.75,5928.75,5926.5,5927.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:40:00-04:00,AS,Asia,5927.75,5928.0,5925.25,5927.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:45:00-04:00,AS,Asia,5927.0,5927.75,5925.75,5925.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:50:00-04:00,AS,Asia,5925.75,5926.25,5924.25,5925.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 21:55:00-04:00,AS,Asia,5925.5,5927.25,5925.25,5926.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:00:00-04:00,AS,Asia,5926.75,5927.25,5925.5,5927.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:05:00-04:00,AS,Asia,5927.25,5927.5,5926.5,5927.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:10:00-04:00,AS,Asia,5926.75,5927.25,5925.0,5926.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:15:00-04:00,AS,Asia,5926.75,5928.75,5926.5,5928.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:20:00-04:00,AS,Asia,5928.0,5930.25,5927.75,5930.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:25:00-04:00,AS,Asia,5930.25,5931.5,5930.0,5931.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:30:00-04:00,AS,Asia,5931.25,5932.75,5931.25,5932.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:35:00-04:00,AS,Asia,5932.25,5934.0,5932.0,5933.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:40:00-04:00,AS,Asia,5933.0,5933.5,5932.5,5932.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:45:00-04:00,AS,Asia,5932.5,5932.75,5931.75,5931.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:50:00-04:00,AS,Asia,5931.75,5932.5,5931.5,5932.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 22:55:00-04:00,AS,Asia,5932.0,5933.5,5932.0,5933.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:00:00-04:00,AS,Asia,5932.75,5933.5,5932.5,5933.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:05:00-04:00,AS,Asia,5933.0,5934.0,5933.0,5933.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:10:00-04:00,AS,Asia,5933.5,5934.25,5933.25,5933.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:15:00-04:00,AS,Asia,5933.5,5934.0,5933.0,5933.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:20:00-04:00,AS,Asia,5933.0,5934.0,5932.5,5934.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:25:00-04:00,AS,Asia,5934.0,5935.0,5933.75,5934.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:30:00-04:00,AS,Asia,5934.75,5935.75,5934.25,5935.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:35:00-04:00,AS,Asia,5935.0,5935.0,5932.25,5932.75,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:40:00-04:00,AS,Asia,5932.75,5933.0,5931.75,5932.5,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:45:00-04:00,AS,Asia,5932.5,5933.5,5931.75,5933.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:50:00-04:00,AS,Asia,5933.0,5934.75,5933.0,5934.25,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
2025-05-15,2025-05-15 23:55:00-04:00,AS,Asia,5934.25,5934.5,5932.75,5933.0,0.361,0.287,0.003,0.18,0.008,0.007,0.074,0.059,0.494,0.453,0.47,0.463,0.834,0.704,0.494,0.453
