feature,importance
rej_wick_session_mid,0.08570623684026668
p_wddrb_model_p_model_dg,0.08482742482162624
rej_weekly_low,0.08451475486771443
p_first_range_candle_p_first_break_true_range_only,0.08395353375159383
f_current_session_box_dir,0.08391150821819308
p_box_daily_session_low_percentiles_OR,0.08380995237361231
p_modeldb_p_first_mid_break_asia,0.08365226825219767
rej_adr_mid,0.08259648836465878
f_current_session_max_ret,0.08244363605855315
rej_weekly_high,0.08195647005402334
p_modeldb_p_model_u,0.08135467531223423
f_odr_mid_break,0.0792666075338624
p_weekly_week_low_percentile_reached,0.0787619306647957
f_wddrb_break_side,0.07780446876252851
p_range_p_session_close_std,0.07679478719272538
p_modeldb_p_model_dxp,0.07623947067371337
f_wddrb_preopen_sd,0.07546305262329361
rej_wick_adr_mid,0.07521360440595103
rej_asia_high,0.07520445336917773
p_modeldb_p_session_true,0.0751304529117262
f_first_break_dir,0.07507358107492444
p_seq_intraday_hi_pct_percentile,0.07500267600279692
rej_close_weekly_low,0.07494675339411096
p_modeldb_p_box_down,0.07421119638703423
p_modeldb_p_first_mid_break_overnight,0.07347110137978685
rej_close_adr_mid,0.07291126953693562
p_wddrb_post_high_percentile,0.07142526350054255
rej_wick_prior_day_low,0.07090674407428045
p_box_daily_day_high_percentile,0.06993325897497946
f_low_time_idx,0.06867102216499525
rej_close_asia_low,0.06863023931396038
rej_close_asia_mid,0.06831392132813015
p_weekly_week_high_percentile_reached,0.06778954163411229
p_first_range_candle_p_first_break_true_via_wick,0.06769643070905466
f_current_session_true,0.0674748638805294
rej_asia_mid,0.06728536478805829
rej_wick_wddrb_low,0.06434391165267199
rej_asia_low,0.06414142945409569
p_modeldb_p_adr_mid_broken,0.06372010470063079
p_wddrb_p_break_short,0.0630528061351539
f_adr_mid_break,0.062119438663312376
rej_wick_session_high,0.06184540808564032
p_seq_intraday_p_low_holds,0.06122576142090013
f_wddrb_preopen_price,0.06084265471792901
rej_session_high,0.060779979893985266
rej_close_odr_mid,0.06061947138492635
rej_wick_prior_day_high,0.060423723320745866
rej_close_weekly_high,0.05992610724372636
p_range_p_max_ext_time,0.058174296438647105
p_box_daily_session_high_percentiles_TR,0.05786987376704265
rej_odr_mid,0.0576991652631782
p_box_daily_session_low_percentiles_AS,0.054933216940322986
p_seq_daycycle_p_cycle_pair_high_hold,0.05482700958183381
f_week_high_day_number,0.05469057032229585
f_first_break_dir_range_only,0.054456726146350165
p_wddrb_model_p_model_ug,0.05436455871591515
p_first_range_candle_p_session_true,0.05391557884955614
p_wddrb_model_p_model_o,0.05330269429441988
f_week_low_day_number,0.053161109376923206
p_wddrb_p_full_high_holds,0.05240813336521118
p_seq_daycycle_lo_pct_percentile,0.05235051634776925
